Pathway,Group,Gene,Mean,SD,Q1,Q3,Ymin,Ymax,N
A-EJ,Spleen-distal,Lig3,144.826374588146,74.8858160981282,93.2651549856913,192.302339741136,28.2300504264751,272.353401620207,10
A-EJ,Thymus,Parp1,931.504245588271,355.055127311126,682.98132019406,1149.03851973119,232.639375090963,1514.46284951462,23
A-EJ,Thymus,Polq,136.848672113059,162.457741102046,16.2869590556049,195.444934617844,4.84379689727051,463.684425371156,23
A-EJ,Thymus,Lig1,411.549469916028,371.776046973516,145.17457296452,578.297183295061,52.3532570575722,1221.74479593902,23
A-EJ,Thymus,Lig3,509.141085558809,204.090875315269,381.687360042654,629.200626985174,125.834980692573,946.619748471861,23
A-EJ,Tibialis anterior,Parp1,2597.89558018261,142.644974909875,2477.28545550076,2692.97431631018,2371.05660682929,2776.46717616878,9
A-EJ,Tibialis anterior,Polq,74.2411312342427,19.9678419302856,65.9949321910832,91.1124285833745,37.5804628449817,95.8322382946341,9
A-EJ,Tibialis anterior,Lig1,61.1340674841859,15.5022893216873,49.3847000808013,72.6712542937893,40.9844428620798,81.7141330357474,9
A-EJ,Tibialis anterior,Lig3,1468.18901818784,103.84520691852,1385.04093028736,1515.2001736243,1291.07694940006,1606.94291476746,9
BER,Adrenal gland,Ung,96.2131849625917,21.5466352234812,82.9057492072814,101.78773858022,77.2741401905346,130.110722639629,14
BER,Adrenal gland,Ogg1,365.277742600942,42.014672940427,348.718103729554,389.225620404729,287.95682871679,424.949905315842,14
BER,Adrenal gland,Neil1,253.818320057675,21.7908855485271,240.211178006502,274.157615206467,206.190343188847,285.176042048797,14
BER,Bone marrow,Ung,145.439782053426,18.1189854914901,134.124487397356,159.980739278901,120.707165128363,166.465029832697,6
BER,Bone marrow,Ogg1,142.672700197514,15.5476824566207,139.201491518751,145.235639466745,130.150269596759,154.286861388736,6
BER,Bone marrow,Neil1,99.9102878127544,15.5710512890829,86.7284550378795,112.290795448715,83.5040517205045,119.740330503196,6
BER,Cecum,Ung,82.3801295955406,21.7411771981009,70.1255457090892,77.4510277091828,69.3713946388277,88.4392507093233,5
BER,Cecum,Ogg1,50.930424634469,9.91856603374828,45.4054232591413,59.7263962329343,37.4157486927736,61.0774059931831,5
BER,Cecum,Neil1,70.2253324454761,27.4275665215756,53.8527526064386,79.9127470630598,42.4724866055373,112.781755893903,5
BER,Cerebellum,Ung,44.3820289073991,10.5606760629905,38.2335589722357,50.6791477443417,26.7130433231069,60.9880309962275,9
BER,Cerebellum,Ogg1,62.6787119188444,9.6705988169304,59.3982627750768,68.8627964954572,46.2798163960457,78.119943084679,9
BER,Cerebellum,Neil1,48.0319513256092,6.67951390727135,46.0029348835416,50.3990693718325,39.4087331511053,56.88821075629,9
BER,Colon,Ung,172.243732270795,16.3453078330661,158.746969081337,184.004264153085,157.721496623202,190.238430532722,4
BER,Colon,Ogg1,130.659992491373,27.1346908791417,122.723314229091,141.71670635242,94.6448608795148,160.435052905698,4
BER,Colon,Neil1,134.559778210441,29.5768502324754,113.496900452294,151.781530198129,105.708956278018,171.092851683781,4
BER,Dorsal skin,Ung,117.052216059236,62.0555237270981,87.7857232695059,136.530511653429,45.6239072770032,209.647694229314,30
BER,Dorsal skin,Ogg1,101.403982666149,26.6336490641845,83.9274655220988,113.179723213187,60.1720034761656,157.05810974982,30
BER,Dorsal skin,Neil1,114.703847988856,39.300495200865,87.8144969401804,138.390329759667,42.2918011414196,200.476291870926,30
BER,Extensor digitorum longus,Ung,300.265397382556,178.04989225772,153.232002744248,480.038039107294,136.376009798196,573.569420247952,15
BER,Extensor digitorum longus,Ogg1,151.736941845082,36.1701841861413,127.765203959449,164.910475923877,111.606412499576,220.628383870518,15
BER,Extensor digitorum longus,Neil1,188.836221080335,26.1595988939693,173.857481022922,201.191165972335,135.68657381537,235.658927657506,15
BER,Eye,Ung,80.8447403540925,33.8537244044927,53.5924462047287,116.0540653515,42.6978715424759,131.390824266425,11
BER,Eye,Ogg1,142.578864661868,28.0576177186796,119.717833951988,157.515280849631,105.599288158713,186.468431848855,11
BER,Eye,Neil1,129.524631543406,50.0921113150678,85.6478578238572,176.895263712275,77.0063610488938,201.150645093309,11
BER,Femoral lateral skin,Ung,182.964774777079,34.3708787286084,154.570504656685,198.791332593523,127.462539943568,229.482980838448,9
BER,Femoral lateral skin,Ogg1,142.712576308335,20.590280542749,125.384428082142,158.105768123298,115.241858770908,178.647663001162,9
BER,Femoral lateral skin,Neil1,172.523181640508,24.7143566158834,163.169611735054,177.629681494875,141.479507095323,199.319786134606,9
BER,Femoral skin,Ung,153.532439208534,36.9414802259094,140.47165362113,166.593224795939,127.410868033725,179.654010383344,2
BER,Femoral skin,Ogg1,140.485991939527,24.2606109651599,131.90857067493,149.063413204123,123.331149410333,157.64083446872,2
BER,Femoral skin,Neil1,157.060485333046,16.5928809346415,151.194016018893,162.926954647199,145.32754670474,168.793423961352,2
BER,Gastrocnemius,Ung,117.728193640453,48.7031414182227,88.3240366157611,134.381157952025,41.220464533986,203.466839956422,10
BER,Gastrocnemius,Ogg1,82.3429153961353,61.5305707832195,51.1434578834255,85.3123169449976,42.6031381521583,136.565605537356,10
BER,Gastrocnemius,Neil1,103.035079616133,71.9876145767742,63.0292374668819,97.0536582446879,36.9525437988764,148.090289411397,10
BER,Heart,Ung,256.888816812504,11.4083224686183,250.734747564579,261.998836718214,246.668777001083,269.196955308354,3
BER,Heart,Ogg1,84.5027292617709,23.530412196409,71.142436634213,93.3152475442138,66.877692696885,111.223314516887,3
BER,Heart,Neil1,76.2830712986096,19.8481026850047,65.9594411164724,85.7522974387275,57.3446190183737,96.930331662884,3
BER,Heart / Heart right ventricle,Ung,347.091991020994,64.8860974947739,297.59490537052,392.147796464177,236.417476609283,434.862449427096,10
BER,Heart / Heart right ventricle,Ogg1,167.466030792294,16.678101043123,155.726645798556,180.169919798505,143.242336289409,193.424303022004,10
BER,Heart / Heart right ventricle,Neil1,154.346251812094,18.3989082427057,150.26174409148,163.313042195269,130.684796935797,182.889989350952,10
BER,Kidney,Ung,70.8321418277969,23.0811984926816,55.0699299750262,87.6813178365157,14.2930377032901,117.659750414523,55
BER,Kidney,Ogg1,217.612819753456,68.2543541665701,165.337890757242,264.02406850844,108.071826382561,405.993242590619,55
BER,Kidney,Neil1,168.172202039434,69.33292312816,118.698086928604,194.183871661522,57.0548019858773,307.4125487609,55
BER,Left lobe of the liver,Ung,111.175198710969,35.9372092156952,80.9944374739735,132.878995677596,67.941001221632,181.982980345697,24
BER,Left lobe of the liver,Ogg1,87.9296571848235,19.565002047647,76.5073100879018,98.4189602420195,50.767411256438,125.824535969158,24
BER,Left lobe of the liver,Neil1,119.333001343184,27.0153533577738,105.378791668584,126.88366268761,77.7320646564538,159.140969216148,24
BER,Liver,Ung,185.136716736755,72.100903220804,126.852660777401,245.518138206218,65.1597462091716,312.340182176841,19
BER,Liver,Ogg1,116.62460653248,26.7373149901494,99.5239953689524,130.955735152861,65.8450990367998,160.210505353104,19
BER,Liver,Neil1,132.830754987025,44.8285884572353,99.9193151530709,155.176664036239,74.1470861675005,238.062687360992,19
BER,Lung,Ung,27.5846451978716,13.8776646931694,20.1837900078363,28.3786801111255,15.4901992544592,40.6710152660594,14
BER,Lung,Ogg1,218.83571717004,45.4638325349963,185.691178752526,239.934964331695,148.043951502509,321.300642700449,14
BER,Lung,Neil1,105.491042733976,35.70813758842,83.6770863424283,125.875348761451,47.6093452825451,170.753514964028,14
BER,Mammary gland,Ung,91.1431074988652,31.0788154341098,63.2234935936538,115.288388935458,54.6338867849388,135.948844633658,10
BER,Mammary gland,Ogg1,203.799759835337,31.915224781601,186.052149397594,212.93627921269,157.545403941174,253.262473935332,10
BER,Mammary gland,Neil1,193.576835122368,27.1241846834349,178.412469345047,208.071416990822,154.273889480366,237.610320069953,10
BER,Optic nerve,Ung,202.152763970505,91.7415466749013,157.66999823714,239.983575557039,99.2993535154765,339.61464259235,5
BER,Optic nerve,Ogg1,152.436949103987,22.8355072038323,151.638017772912,157.048450588049,143.522368550207,165.164099810754,5
BER,Optic nerve,Neil1,175.738527786629,62.2541332893942,154.38090234036,209.623160321078,80.2046738048676,242.992741391599,5
BER,Quadriceps femoris,Ung,174.413783602178,55.486915740276,143.645240484085,187.157413633676,123.350398990437,252.425673358063,9
BER,Quadriceps femoris,Ogg1,157.26076725885,35.662856334828,134.318751528048,178.424051291723,118.283135217794,222.704475489612,9
BER,Quadriceps femoris,Neil1,178.507579391833,27.3983684836348,163.38731636617,196.147506584749,127.373626838297,221.169881157868,9
BER,Retina,Ung,15.2955448455288,9.0203351536366,8.59256406325692,22.8847569680533,2.46997454493759,32.92845024845,27
BER,Retina,Ogg1,96.99607969031,34.8527263221608,76.1089681327156,119.345703555119,36.6750944868888,167.705560051403,27
BER,Retina,Neil1,62.0407309492797,21.245451817542,50.2009517657021,78.8369064667002,24.2863559511702,99.2678758975024,27
BER,Soleus,Ung,133.121089609711,81.3844069086045,70.2652642289674,203.46581182526,40.3802964391495,267.866356605794,18
BER,Soleus,Ogg1,78.7130069979809,30.649667520437,52.5712909383039,105.375063372338,19.444883269614,125.361712523103,18
BER,Soleus,Neil1,73.2542606101728,35.5362396246389,44.2542641536289,112.219438508989,14.8912396397005,123.136056929287,18
BER,Spleen,Ung,94.2974965417396,18.6463544190825,85.2524649541227,100.06063067857,63.0402163674526,122.27287926524,9
BER,Spleen,Ogg1,168.487545297387,21.8330667627042,151.673754099094,177.403492441351,134.482306918565,203.026449852066,9
BER,Spleen,Neil1,308.685561862476,71.1207423869564,263.684195925622,369.907601115094,194.161690976802,402.384664660065,9
BER,Spleen-distal,Ung,34.3252772039742,17.6224909758223,28.531377295025,35.5364624536235,18.0237495571272,46.0440901915212,10
BER,Spleen-distal,Ogg1,43.3632237764536,57.9641786605155,19.9408435838387,34.5852822707191,3.02766788098338,56.5519403010397,10
BER,Spleen-distal,Neil1,63.6252162944864,36.4086372702968,32.624096295081,83.8659016082584,22.7852123797412,132.6286239089,10
BER,Thymus,Ung,58.4929854047829,40.6015074711302,20.2199822895694,92.2022621574829,7.18912575597708,147.88908131195,23
BER,Thymus,Ogg1,57.1110675475872,26.8679389887469,46.1973996664432,65.1509462285867,17.7670798232278,93.581266071802,23
BER,Thymus,Neil1,184.968476541773,86.903948058144,117.455840721102,249.480058378683,82.722873055828,373.269325938948,23
BER,Tibialis anterior,Ung,240.449444382973,75.0474392199939,195.235920305599,299.813147109304,117.004868967563,344.273391402958,9
BER,Tibialis anterior,Ogg1,208.360054547229,48.1655062263493,175.736228897624,243.899946941868,163.849236916579,307.877725609276,9
BER,Tibialis anterior,Neil1,248.905386932989,26.2585401905954,236.233774520763,255.789680221588,206.899915969524,285.123538772827,9
NER,Adrenal gland,Xpc,1451.53700616823,285.381525263061,1266.93406990436,1708.94516122991,968.226237097006,1923.42819823465,14
NER,Adrenal gland,Rad23b,6788.01776073543,2852.28332796722,3754.22115336919,8647.27691003892,3283.9839640219,12833.2116126131,14
NER,Adrenal gland,Cetn2,1431.86020633095,107.999298344625,1354.49732103433,1493.71521410574,1225.3542442791,1645.53458704313,14
NER,Adrenal gland,Ercc8,271.455856810908,35.7956393995056,252.263161298399,291.533487349996,216.246538454601,327.890433092176,14
NER,Adrenal gland,Ercc6,1472.47786432317,314.207882362497,1272.89862554284,1586.65913364922,1070.36986414035,2048.77768395291,14
NER,Adrenal gland,Ddb1,27406.9205026201,4516.95579287352,24632.092108279,31841.0730891861,21523.4166635917,34790.2357279724,14
NER,Adrenal gland,Ddb2,229.679706933645,35.2718866727332,225.66475192409,251.772505513722,186.503121539642,286.949337583446,14
NER,Bone marrow,Xpc,991.801048476577,85.4055807965369,922.494281904121,1038.57969496286,888.309688417443,1106.03764950904,6
NER,Bone marrow,Rad23b,1777.05852321758,285.816761503401,1633.30362123835,1828.94547560744,1463.5064981451,2122.40825716107,6
NER,Bone marrow,Cetn2,429.37984971009,69.5978202700057,403.954963915485,451.265705126847,332.988852098442,522.23181694389,6
NER,Bone marrow,Ercc8,166.510764748814,27.493930736078,153.395318417839,170.145463297639,136.435775006054,195.270680617339,6
NER,Bone marrow,Ercc6,332.404628566601,59.0083102025413,294.731334199572,369.222528498638,253.467868589937,414.166928302522,6
NER,Bone marrow,Ddb1,3084.86403995381,249.752728885656,2876.77306623299,3268.47541697091,2753.42216245464,3320.61253840243,6
NER,Bone marrow,Ddb2,128.520763434747,11.6061008444397,124.052522948414,136.407936996318,109.081707181997,141.14837982899,6
NER,Cecum,Xpc,314.385858479511,44.9927936945691,289.191029752979,336.1602499675,255.407284947704,373.542581270312,5
NER,Cecum,Rad23b,1112.65772047739,216.98043192906,1116.49723846848,1208.08515653507,979.115361368591,1296.7852424082,5
NER,Cecum,Cetn2,293.828422346326,98.1455291892876,237.820742474191,297.815168606852,226.577310603663,387.806807805843,5
NER,Cecum,Ercc8,125.181920492193,28.4559666290891,105.06322669171,151.15880224276,91.500231575048,156.952536422883,5
NER,Cecum,Ercc6,519.651142752446,171.886024792689,406.905546497438,559.890471373315,393.963717072571,789.367858687131,5
NER,Cecum,Ddb1,2763.96671920694,313.914323406682,2620.21787054683,3028.37281184179,2384.54411995306,3144.4999822281,5
NER,Cecum,Ddb2,161.919315060677,39.71187279033,149.53556737598,181.255616248238,103.217671803756,210.10993649114,5
NER,Cerebellum,Xpc,271.056988357866,25.9504495012285,254.048585498846,291.092215973087,237.004964824985,308.128482687769,9
NER,Cerebellum,Rad23b,10621.0851905014,1475.78967661954,10466.5128779238,11651.4960157632,8689.03817116467,11998.8040772874,9
NER,Cerebellum,Cetn2,2559.91934830827,306.90079408767,2336.36429645103,2744.75315593245,2084.87529269145,3042.56745344199,9
NER,Cerebellum,Ercc8,727.595311145148,62.9178108485864,695.877561041954,738.425357997451,655.813943952734,802.247053430697,9
NER,Cerebellum,Ercc6,1052.41430968019,230.600239144826,1002.10244032313,1189.07654450717,721.641284047078,1379.75714830961,9
NER,Cerebellum,Ddb1,4019.81471835226,709.417646481524,3575.00233472255,4665.97626731865,2980.60512156494,5106.44494494786,9
NER,Cerebellum,Ddb2,473.949426824211,26.7684901418732,466.436311234404,492.430250427707,428.852484705699,510.435569294375,9
NER,Colon,Xpc,654.849177328741,95.6723927834967,613.211554328728,723.602512593969,524.130192317275,731.336737809774,4
NER,Colon,Rad23b,2355.67243273428,387.779326171812,2159.32845884054,2413.63439534482,2062.07346112554,2795.09330010125,4
NER,Colon,Cetn2,318.816910632411,41.9466937426482,311.510327487679,337.158988885508,273.037335390935,356.721234006015,4
NER,Colon,Ercc8,227.117499907456,31.7285921322635,211.930654101423,236.732696008395,194.839213450085,270.539085775015,4
NER,Colon,Ercc6,1322.02747640641,190.85334039539,1168.32210879217,1436.39991255698,1164.50606609093,1558.21474964924,4
NER,Colon,Ddb1,7904.27958656165,670.019134226543,7370.04757587965,8322.93275727291,7324.17950879703,8715.53734426777,4
NER,Colon,Ddb2,384.959627508822,85.8377234305617,338.622398685317,407.662073313711,309.783311038089,507.405510016788,4
NER,Dorsal skin,Xpc,768.996464615499,165.361056290258,597.14961631852,912.577616756612,515.362133793529,1061.81945192036,30
NER,Dorsal skin,Rad23b,4300.86340262103,899.28236477159,3626.53444263608,4831.16579323369,3126.93076788854,6427.59656915725,30
NER,Dorsal skin,Cetn2,506.821288212296,245.915827482924,306.169806215774,803.252499062225,248.681785207126,905.418561305354,30
NER,Dorsal skin,Ercc8,327.819242647292,98.1411994112784,257.714133483337,407.00823087972,150.067250012574,514.670616883971,30
NER,Dorsal skin,Ercc6,1813.936443521,433.652044917132,1489.1635297944,2072.08108495678,1052.4067766547,2776.80431034226,30
NER,Dorsal skin,Ddb1,10012.0832600158,3337.00197217158,6356.06977198221,12017.0841717247,4480.29996061423,17619.1652590876,30
NER,Dorsal skin,Ddb2,438.251695685858,139.57487319088,347.383191557445,564.988142626503,189.421426332716,679.103568158167,30
NER,Extensor digitorum longus,Xpc,786.77840436706,171.914966189204,612.542543100941,898.416622060907,569.816744642942,1046.33054327433,15
NER,Extensor digitorum longus,Rad23b,8702.69941285137,2025.18838265688,6683.33533072512,10291.3836582918,5814.74424550015,12217.5892302533,15
NER,Extensor digitorum longus,Cetn2,944.205860910821,295.234597345237,639.974971305279,1156.40287907795,550.473070308939,1439.19317024815,15
NER,Extensor digitorum longus,Ercc8,254.914866301716,73.315426597219,172.443671660264,312.921740904536,155.357639162868,347.584252263164,15
NER,Extensor digitorum longus,Ercc6,676.294789671509,296.535442444451,353.068523968549,862.697735683094,267.802844597107,1120.29954681546,15
NER,Extensor digitorum longus,Ddb1,10329.6234522947,746.994744346873,9915.81632333085,10572.9972248452,9078.16499743501,11558.7685771168,15
NER,Extensor digitorum longus,Ddb2,196.972799519054,116.841758509834,65.3588982924359,290.451233138358,57.4988065148567,350.46251623389,15
NER,Eye,Xpc,1228.40651288893,209.164280322649,1115.1123711523,1261.40275393723,1000.85369013282,1480.83832811463,11
NER,Eye,Rad23b,5328.05305836597,692.401099340253,5283.88749663018,5515.7373621301,4936.1126983803,5863.51216037998,11
NER,Eye,Cetn2,1266.66873975741,463.105718766745,941.60877087823,1586.59584628812,819.140744436851,2254.03671637303,11
NER,Eye,Ercc8,408.999746128372,92.3063913395088,324.805748512315,488.822652884011,302.18760371095,537.178964240677,11
NER,Eye,Ercc6,1331.86197007707,381.697078890402,1139.92695541063,1301.89184005693,979.245609461283,1544.83916702638,11
NER,Eye,Ddb1,23629.3939082804,1089.56111090276,23356.119431147,24376.4535607654,21825.6182367194,24925.7315887295,11
NER,Eye,Ddb2,479.36436415914,218.846866630723,305.324756021167,601.709947488683,284.938601115985,875.992248479734,11
NER,Femoral lateral skin,Xpc,920.410765779044,59.5417337791495,883.988334602718,950.062680675767,836.494593067354,1041.92102884329,9
NER,Femoral lateral skin,Rad23b,4786.8297041588,1108.50685054728,3959.42647616385,5442.25167037399,3437.16220117243,6577.00763233947,9
NER,Femoral lateral skin,Cetn2,472.23246535945,108.232362744946,403.00319993672,515.096648132376,327.855925711307,651.891168319418,9
NER,Femoral lateral skin,Ercc8,367.915540574005,36.4096524731792,339.43027148942,401.82787578777,332.627814131062,430.694096914489,9
NER,Femoral lateral skin,Ercc6,1988.61083646917,344.740387412087,1806.1751340916,2301.59603281401,1462.7792123129,2511.69636975592,9
NER,Femoral lateral skin,Ddb1,12602.9129469295,1571.94172997836,11447.6762977166,13843.6600711034,10465.5974906256,14915.5238390836,9
NER,Femoral lateral skin,Ddb2,380.233620755753,100.475478987149,305.653880106562,463.659899539172,249.084456908272,556.67151596124,9
NER,Femoral skin,Xpc,851.696725945338,79.4423995537817,823.609596226233,879.783855664444,795.522466507128,907.870985383549,2
NER,Femoral skin,Rad23b,4024.3630007214,1201.05114391054,3599.7272965159,4448.9987049269,3175.0915923104,4873.63440913241,2
NER,Femoral skin,Cetn2,336.933288173194,23.6134186998498,328.584683928363,345.281892418024,320.236079683533,353.630496662855,2
NER,Femoral skin,Ercc8,310.816783875105,22.6374578576196,302.813233895131,318.820333855079,294.809683915157,326.823883835052,2
NER,Femoral skin,Ercc6,1766.91929268249,299.064737037404,1661.18394089603,1872.65464446895,1555.44858910957,1978.38999625541,2
NER,Femoral skin,Ddb1,12540.1614572477,142.552811669592,12489.7614273433,12590.5614871521,12439.3613974389,12640.9615170565,2
NER,Femoral skin,Ddb2,442.444244203538,41.0916951376764,427.916136062388,456.972352344689,413.388027921237,471.50046048584,2
NER,Gastrocnemius,Xpc,324.121986594007,106.3401096937,276.3756857628,354.017517537168,160.123878804599,470.48026519872,10
NER,Gastrocnemius,Rad23b,2843.63574012085,764.907339498253,2128.03822726231,3288.16588944382,1636.82936790792,3593.4852840938,10
NER,Gastrocnemius,Cetn2,526.506924616781,399.687612048263,256.476251651683,709.673368783633,194.929802656337,1207.48058125187,10
NER,Gastrocnemius,Ercc8,82.2247231421678,50.2231615247943,59.8884275357205,98.6047023262717,8.40473277583656,156.679114512098,10
NER,Gastrocnemius,Ercc6,253.381688068129,131.708016689999,181.647143446027,355.188321559023,21.31834961067,416.608789625844,10
NER,Gastrocnemius,Ddb1,3472.77948150494,2135.52207027105,1072.47706512758,5119.09440126498,734.303409491719,5359.81050766681,10
NER,Gastrocnemius,Ddb2,54.2764250369559,19.562127819831,38.7621636522726,61.4381204717424,31.3304151780599,93.3727731000002,10
NER,Heart,Xpc,272.275722428756,37.614713204165,250.62123249696,284.527383662192,247.772399961883,315.584702292346,3
NER,Heart,Rad23b,2266.24611146442,74.069700211465,2224.91408919335,2296.41623084807,2205.90587269712,2348.91015600656,3
NER,Heart,Cetn2,410.597640793403,82.1686351457851,385.586082645254,458.013842661846,315.765237056515,460.620757089699,3
NER,Heart,Ercc8,69.7838124466693,12.3906926989975,64.3960922147014,76.5534141414068,56.2446090571944,80.5592529106051,3
NER,Heart,Ercc6,180.850294561748,27.5592459103841,172.113588440356,196.735178497607,149.080526690031,198.323706804534,3
NER,Heart,Ddb1,3545.22139724566,299.578993603614,3374.4454451603,3654.34908672685,3326.9660182833,3886.77330141639,3
NER,Heart,Ddb2,131.139245208431,16.1164813904156,122.429327925879,138.329384408372,116.758966808549,148.559079773535,3
NER,Heart / Heart right ventricle,Xpc,573.714723315702,45.1933876243095,544.449076545095,598.720897279215,503.435230495063,643.661390396068,10
NER,Heart / Heart right ventricle,Rad23b,5156.32039990595,180.458233432755,5038.09935331045,5265.74271636621,4925.94744968653,5471.78424004357,10
NER,Heart / Heart right ventricle,Cetn2,813.220333605347,108.843091442576,741.566570748268,879.80753380078,637.465662003967,1014.82896312325,10
NER,Heart / Heart right ventricle,Ercc8,164.296372946032,34.3976278693669,145.142090163351,167.896161294077,124.245498241637,202.027267990167,10
NER,Heart / Heart right ventricle,Ercc6,251.515853901455,41.7834547104178,236.571752425298,255.694216685113,207.888056035575,284.377913074836,10
NER,Heart / Heart right ventricle,Ddb1,9035.22777358904,457.244156280625,8944.84836015487,9187.47913756977,8580.90219403253,9551.42530369212,10
NER,Heart / Heart right ventricle,Ddb2,166.503308034023,25.5661185451711,149.861802711489,178.472072687208,124.943686111419,208.06989324177,10
NER,Kidney,Xpc,1351.55585049878,367.02622108182,1063.74454779789,1758.21063013527,795.3855760262,1948.19361393325,55
NER,Kidney,Rad23b,3824.58201610965,1502.42998099203,2943.2787203479,4565.14785864576,1608.94460934143,6997.95156609254,55
NER,Kidney,Cetn2,2203.88540251054,862.266233029895,1509.28194626877,2961.98443416419,872.169720853115,3936.87027003946,55
NER,Kidney,Ercc8,213.534576420477,53.4475382044449,173.981173495551,243.395867329148,95.9494629921203,343.485690934574,55
NER,Kidney,Ercc6,770.897731933775,246.929744942025,604.877130198073,942.138568266529,284.377286543125,1259.18866928414,55
NER,Kidney,Ddb1,12009.1853847859,3971.09154003352,8951.14635249223,15866.2801634821,4635.29130381831,18371.2257920654,55
NER,Kidney,Ddb2,268.672184151034,102.638623020861,183.553769381933,333.547270161068,103.013108150606,518.449944609105,55
NER,Left lobe of the liver,Xpc,761.642469238439,134.229988563675,639.31515085961,891.364410896261,508.141437190896,942.265022008602,24
NER,Left lobe of the liver,Rad23b,6407.33033282963,3119.10857706155,3836.36530913086,8493.93246251196,2810.00429110248,15480.2831925836,24
NER,Left lobe of the liver,Cetn2,374.797599094903,103.975508825445,299.409300280843,441.422748244873,212.608894101085,598.037688152671,24
NER,Left lobe of the liver,Ercc8,204.331599827066,50.2203281370353,165.847839287368,233.729616736282,126.830839932836,308.756565302623,24
NER,Left lobe of the liver,Ercc6,542.581323952077,150.184972966972,454.173217621405,600.87674839326,307.308661640627,820.932044551043,24
NER,Left lobe of the liver,Ddb1,7782.53653373188,1422.2732647344,6671.27633380298,8279.28550484459,5149.66627517406,10691.299261407,24
NER,Left lobe of the liver,Ddb2,153.023504548318,35.2851106942671,126.656084497914,179.801795797347,87.8695572766905,227.151584519795,24
NER,Liver,Xpc,603.760524397818,103.041176183612,524.01056616962,686.310124478716,429.929501584673,729.555479702043,19
NER,Liver,Rad23b,5549.92339895208,2085.67190871753,3465.0174323227,7184.52857868895,2575.45495651001,9491.08241108476,19
NER,Liver,Cetn2,376.533091507142,120.744135272822,286.692962941766,413.685032897524,235.391840658227,604.173137831161,19
NER,Liver,Ercc8,141.003940498718,57.2175190500677,98.2571407591862,186.69945107202,37.6059240062245,239.349693147799,19
NER,Liver,Ercc6,495.356031128084,115.805068227948,439.407697496408,578.677190825382,230.503457502946,669.515208893295,19
NER,Liver,Ddb1,6914.24053102564,1623.5660740725,5637.7387825275,7905.95001632457,4813.7235652799,9740.68477635199,19
NER,Liver,Ddb2,135.435684478116,43.803235310241,112.563503302686,154.400266730116,70.093046580377,217.155411871261,19
NER,Lung,Xpc,1831.71391372558,406.023283737485,1567.72261918981,2078.88292980862,1302.62938921538,2776.95186989092,14
NER,Lung,Rad23b,4207.01896733737,705.409733494536,3907.10908022299,4722.96139477939,2786.37354888579,4988.72711057083,14
NER,Lung,Cetn2,1924.5299670772,937.645226799771,1027.72431335378,2477.48160023643,877.256491472183,4183.01253423008,14
NER,Lung,Ercc8,287.877399853763,42.3409892325888,262.724993175577,316.373221537486,219.222171394867,356.569950024219,14
NER,Lung,Ercc6,1223.22870170763,223.408116672296,1123.32698521161,1345.90176876431,789.464809882563,1664.41073783463,14
NER,Lung,Ddb1,11072.6410599841,1782.2396508032,9704.36814589567,11922.5953611264,9116.46612161008,15170.0922284026,14
NER,Lung,Ddb2,532.042827495798,195.352621916454,372.559047177786,613.016902593757,271.284829714018,844.120227541118,14
NER,Mammary gland,Xpc,1027.9472264188,120.058052135569,947.048711895209,1138.56241034209,822.865154101354,1175.34021233384,10
NER,Mammary gland,Rad23b,4771.44696564134,1919.38744904138,2868.71924784342,6527.38514852258,2484.17812829522,7157.07920362627,10
NER,Mammary gland,Cetn2,837.866573222643,94.0998277757613,763.049605685239,917.619105611994,705.476755867387,958.06801270888,10
NER,Mammary gland,Ercc8,279.877399366808,26.4839988393594,267.762388027891,296.165819250181,234.851451777662,326.760080558488,10
NER,Mammary gland,Ercc6,789.176253968609,197.240214484802,652.290744216538,848.417006417676,581.630845379941,1142.60639971938,10
NER,Mammary gland,Ddb1,11177.3673025444,1223.23219569452,10530.5318986399,11599.8954959841,9519.19204118388,13203.9408920003,10
NER,Mammary gland,Ddb2,381.931597360765,62.5016426350136,333.596491689608,435.816028498834,286.865532069267,464.215312282951,10
NER,Optic nerve,Xpc,686.991652226675,94.9247410437718,605.706537334119,761.568088679186,605.080100250804,812.657886151286,5
NER,Optic nerve,Rad23b,5019.19841682384,1182.00899138569,4294.80319030261,5714.1492107081,3724.36246574053,6688.16941998457,5
NER,Optic nerve,Cetn2,623.123340915269,275.912483642652,495.156697653805,521.410783074516,481.302802343629,560.791911205584,5
NER,Optic nerve,Ercc8,336.531065236048,51.9050946771161,330.390814539376,366.654198271237,275.995738941584,389.96371802524,5
NER,Optic nerve,Ercc6,1149.78854690925,244.984662865034,1021.25288141973,1264.10961102966,792.751663348119,1419.34893179758,5
NER,Optic nerve,Ddb1,11015.9064341884,2751.80813166105,10177.9385960133,10451.9677106077,9766.89492412176,10863.0113824992,5
NER,Optic nerve,Ddb2,399.547298041338,93.9838511673009,319.44158536024,458.353118872008,307.524057732906,528.898149628411,5
NER,Quadriceps femoris,Xpc,678.032195124222,54.0822679894006,637.029252997975,686.899631976683,609.823431440114,761.705200444746,9
NER,Quadriceps femoris,Rad23b,11387.0724253527,1599.89682591449,10477.6409190994,11566.6200866343,9500.2208704251,13200.0888379367,9
NER,Quadriceps femoris,Cetn2,966.769328274692,123.199040804191,921.271474673445,1065.69632394995,768.978132685766,1128.61758218667,9
