Pathway,Group,Gene,Mean,SD,Q1,Q3,Ymin,Ymax,N
NER,Quadriceps femoris,Ercc8,287.084600058155,27.6957887717855,277.568533680716,294.104116829439,252.765158957632,318.907491552523,9
NER,Quadriceps femoris,Ercc6,724.575099129997,158.746005480615,586.340174524039,814.818401878914,532.266343916481,963.975672850719,9
NER,Quadriceps femoris,Ddb1,13535.7148032081,882.681042901707,12952.8478547941,14103.4398481791,12223.6987667461,14840.5235108137,9
NER,Quadriceps femoris,Ddb2,192.49221596204,34.3902370657629,175.356809781322,213.772331498253,131.795300070482,241.856775285965,9
NER,Retina,Xpc,605.901624414971,110.665272344427,548.847058730506,681.558042371296,379.412739089765,819.976551566742,27
NER,Retina,Rad23b,3712.37711463142,628.063360713373,3504.07500548645,4204.74748611515,2453.06628454339,4496.31884580554,27
NER,Retina,Cetn2,475.741073663713,207.630311606985,321.048809916198,582.191354107172,193.403001968293,973.905170393633,27
NER,Retina,Ercc8,277.772214465668,99.4975001494133,199.660895489034,366.154831925174,133.056816487115,447.872977874335,27
NER,Retina,Ercc6,1074.83050814981,212.60130980798,932.73981623811,1239.35900029295,612.196990007305,1525.68814290472,27
NER,Retina,Ddb1,14994.0342479557,7141.42510580067,10638.2137038001,16570.2293671888,8540.06394338341,25468.2528622719,27
NER,Retina,Ddb2,374.402581528737,74.1605457496623,327.854345147033,430.126833726238,234.639772043917,542.217315773727,27
NER,Soleus,Xpc,460.384255838218,113.286856346182,439.654791325487,543.02844818264,284.594306039759,632.007903466804,18
NER,Soleus,Rad23b,6397.27661127158,1697.28332906718,4544.25915471996,7705.49315754153,3955.29705865091,8928.09310402688,18
NER,Soleus,Cetn2,629.508664927643,404.43533893536,355.384489541632,879.047938706759,129.436512110898,1664.54311245445,18
NER,Soleus,Ercc8,183.215801566846,60.5587752223102,119.997132294855,229.924870448407,88.7039079804108,269.437029185392,18
NER,Soleus,Ercc6,472.417121852148,199.744049044931,293.426196971471,592.03394275857,240.26822683458,904.518009669999,18
NER,Soleus,Ddb1,6994.12246844349,2591.51327953355,4722.06096566871,8983.38587631444,3237.23144088804,11344.7300170724,18
NER,Soleus,Ddb2,113.458420260111,61.9269839441301,57.1432861260322,160.744574208999,41.3714212477549,222.795444328183,18
NER,Spleen,Xpc,529.274580638223,55.4722128614415,490.708035478178,564.28136148688,463.185450845249,629.641634289625,9
NER,Spleen,Rad23b,2075.15789344969,237.146713674511,1864.9747581139,2300.9884207003,1771.04384515167,2418.05061934463,9
NER,Spleen,Cetn2,508.240607737559,127.646588174934,408.921186289063,551.161454566868,376.937934815676,764.521856983576,9
NER,Spleen,Ercc8,283.611886335466,27.0078760016145,261.257526510181,313.03675549169,250.432429330101,316.453536024126,9
NER,Spleen,Ercc6,1098.39276233851,247.43217040232,933.004374033406,1260.67631197281,793.491669262029,1516.17354844735,9
NER,Spleen,Ddb1,4771.15641859629,244.723464102425,4675.21574324784,4897.39862553942,4341.94141981045,5105.29077530084,9
NER,Spleen,Ddb2,885.1714810302,165.204324993575,796.654264789332,960.988098352642,615.039241972654,1146.55775513374,9
NER,Spleen-distal,Xpc,154.924370546129,64.4026297424491,107.200015069802,215.12555341903,79.6930203262096,258.995680179835,10
NER,Spleen-distal,Rad23b,610.90719199374,212.342168405842,468.598363827782,706.600476545964,370.350166091094,986.490258778116,10
NER,Spleen-distal,Cetn2,678.443721318341,100.719675410782,611.136561839165,728.366932678627,487.428034450132,855.378444512462,10
NER,Spleen-distal,Ercc8,82.2931554747027,45.0017062079227,52.3347935733889,112.976972803362,29.588051891005,171.220621648218,10
NER,Spleen-distal,Ercc6,144.289939552006,71.3405007390204,95.8603675620514,208.76250051198,37.8476029746075,248.050779021045,10
NER,Spleen-distal,Ddb1,344.478401491705,164.702632507137,232.126402743966,408.643529664279,134.446277120281,647.657499311319,10
NER,Spleen-distal,Ddb2,54.5746815171291,28.8447401253376,40.6848376772496,59.9303698193618,26.1583653656281,88.7986680325301,10
NER,Thymus,Xpc,430.533426383905,126.170145209022,358.527643178426,534.389338707778,155.43218286695,577.804249314805,23
NER,Thymus,Rad23b,1185.85628383589,327.706004069006,970.668439104399,1308.42216530535,639.291675549033,1815.05275460678,23
NER,Thymus,Cetn2,511.453019921177,323.523356132557,227.263611096419,767.417255788388,158.461932332253,1141.14469877762,23
NER,Thymus,Ercc8,141.23731339403,83.9371292714029,93.9467624840556,158.28129284939,25.6422396015756,254.783088397391,23
NER,Thymus,Ercc6,393.258240197429,263.210272903077,178.154757498105,612.227044395076,35.043851774103,937.426042252695,23
NER,Thymus,Ddb1,2629.6344786576,1794.5872441831,779.025987199866,4011.02530757607,424.224603473127,5311.67269762576,23
NER,Thymus,Ddb2,316.147235318801,138.632711437403,188.343305555379,418.21919134256,88.8217453332551,528.796015185591,23
NER,Tibialis anterior,Xpc,707.998024170638,78.2481816983113,701.84322805514,725.408610212422,666.495154819218,760.756683448345,9
NER,Tibialis anterior,Rad23b,9697.52642149606,1273.59980326443,9144.33621616359,9938.416905737,8309.8931135849,11129.5379400971,9
NER,Tibialis anterior,Cetn2,970.656596038663,63.7724733973466,939.539246402718,979.15604168363,880.114053481349,1038.581234605,9
NER,Tibialis anterior,Ercc8,274.501755999977,26.6356470804965,258.417341323163,289.679817147545,218.47116492577,306.205835164488,9
NER,Tibialis anterior,Ercc6,621.029662040763,102.389604095824,536.714394746057,706.211787551797,478.121091987926,760.901407336447,9
NER,Tibialis anterior,Ddb1,10592.7559180656,473.474316914443,10374.2046309145,10682.9190931687,9999.91834210713,11145.99078655,9
NER,Tibialis anterior,Ddb2,180.092141909336,25.8981769612812,182.845293040528,192.493200433427,168.373431951181,206.965061522775,9
MMR,Adrenal gland,Msh2,1096.77297619531,346.864242544544,855.686765861151,1481.93367777874,618.738945593857,1589.31278968166,14
MMR,Adrenal gland,Msh3,1063.82318379017,324.57916366506,888.21050136452,1395.504985117,513.683093835083,1508.91185701867,14
MMR,Bone marrow,Msh2,559.014850062623,70.0819660590134,555.761284809779,589.054541464209,505.821399828134,629.576543116066,6
MMR,Bone marrow,Msh3,433.09703579046,63.6408102503069,399.671798922002,453.640331446272,341.861505951923,528.375740639172,6
MMR,Cecum,Msh2,418.330980896938,109.884819069456,402.957095136932,472.674882688718,298.380413809253,555.265206224995,5
MMR,Cecum,Msh3,482.829896114277,148.994900530487,391.327346669365,547.075356935838,298.653662425252,688.608577531318,5
MMR,Cerebellum,Msh2,1676.76233398808,163.094779077195,1683.11317999559,1753.32951491381,1577.78867761826,1858.65401729114,9
MMR,Cerebellum,Msh3,1866.4956926091,93.3906517460887,1820.89385113336,1916.23832841183,1701.43457905571,2029.43837634451,9
MMR,Colon,Msh2,664.654082078681,36.1655817202127,646.651745259274,672.302840284705,633.327402411756,710.77948282285,4
MMR,Colon,Msh3,861.045244244257,47.2471813735698,827.178039094197,890.91808823507,813.275250919294,916.803959887711,4
MMR,Dorsal skin,Msh2,929.611598817803,220.474797878262,759.646067966838,1111.5539209173,601.437407538174,1323.38587082257,30
MMR,Dorsal skin,Msh3,1186.24842280481,288.513614312016,970.622816789856,1511.64988177574,823.604888024699,1728.08445549479,30
MMR,Extensor digitorum longus,Msh2,1125.01008576255,198.50330574285,969.462688541876,1277.54038621347,881.219010511986,1432.91128852662,15
MMR,Extensor digitorum longus,Msh3,1123.11926386716,235.872455256398,880.274111540374,1321.57315283594,761.945388221126,1431.31234452414,15
MMR,Eye,Msh2,1949.184345105,395.798022161179,1576.84825338866,2224.73485337629,1374.40426577518,2543.93146236827,11
MMR,Eye,Msh3,1441.36708369643,263.260973539714,1249.97215810678,1555.54846954153,1202.9978521081,2005.74882885779,11
MMR,Femoral lateral skin,Msh2,943.917732210112,46.6286709682929,908.849980850133,965.893023676798,881.572353780531,1016.01615922099,9
MMR,Femoral lateral skin,Msh3,1012.51356621889,92.0587368908156,975.646723532821,1074.10481861818,847.317752076281,1134.37215288934,9
MMR,Femoral skin,Msh2,867.480863217443,61.7271167799724,845.657031788336,889.304694646549,823.83320035923,911.128526075655,2
MMR,Femoral skin,Msh3,1089.51908082859,142.553083367331,1039.11895486454,1139.91920679263,988.718828900495,1190.31933275668,2
MMR,Gastrocnemius,Msh2,348.61522890897,126.884425338333,357.098248842881,402.855402945029,288.462517689659,471.491134098251,10
MMR,Gastrocnemius,Msh3,491.386472187857,120.060413345042,501.600202215829,552.389319490977,425.416526303107,627.037453395739,10
MMR,Heart,Msh2,425.94999462022,54.4912648917213,404.411478019966,456.578601206994,364.69278144667,469.027027820727,3
MMR,Heart,Msh3,266.575557421578,31.5147565062005,252.189409760291,283.416119837963,232.894432588809,295.347852744152,3
MMR,Heart / Heart right ventricle,Msh2,555.226659197917,56.3374622653019,531.189916808161,582.936423885858,455.28844552457,660.556184502402,10
MMR,Heart / Heart right ventricle,Msh3,460.423082558514,36.7175664704557,432.860449412068,493.19345908419,395.309031627161,502.621140683316,10
MMR,Kidney,Msh2,798.774026033523,244.757074291661,628.99709478803,910.099929618729,443.201037659391,1331.75418186478,55
MMR,Kidney,Msh3,873.612108921062,287.062112256378,660.502420241743,1094.73101746429,510.63509210089,1491.68133132518,55
MMR,Left lobe of the liver,Msh2,341.979029412393,70.5745821826112,301.432940421475,376.718476715371,238.433759604384,489.646781156215,24
MMR,Left lobe of the liver,Msh3,509.379054120065,91.9574408770464,448.36341887804,577.568442408721,322.516544208541,674.612038542316,24
MMR,Liver,Msh2,361.602529063687,122.657629666541,274.292245273688,454.626169293919,187.536662771303,602.326268271531,19
MMR,Liver,Msh3,484.019781989112,133.365122814634,359.306575020492,591.991478421101,313.634855413375,690.851823937725,19
MMR,Lung,Msh2,899.30671301118,106.539471751052,820.34191086745,986.518252252655,783.237421775693,1114.28523297817,14
MMR,Lung,Msh3,725.375660167075,155.431650300114,647.356613426981,804.478562761559,464.709367779252,999.50284820295,14
MMR,Mammary gland,Msh2,701.861405309611,81.7457223425304,637.542817166768,761.991310073509,606.427334513987,821.83624600839,10
MMR,Mammary gland,Msh3,758.405080394395,164.65409290806,625.313480985739,856.618172662063,567.141485783775,1071.39949333164,10
MMR,Optic nerve,Msh2,889.83103873235,133.366195908984,854.64758176988,878.342710834791,819.104888172512,913.885404432159,5
MMR,Optic nerve,Msh3,1027.07614389428,293.505089068009,885.309418228432,1236.85137453692,698.274105934602,1420.49390170467,5
MMR,Quadriceps femoris,Msh2,1013.82705524257,97.3121994757252,1000.62285016919,1065.4051098788,903.449460604775,1144.96806187043,9
MMR,Quadriceps femoris,Msh3,971.657104467958,125.882504002197,846.835270044869,1067.68816482443,827.642503853366,1135.75572767105,9
MMR,Retina,Msh2,1273.60485605889,191.030238153844,1151.61295445584,1353.67713100398,890.798620907001,1656.77339582619,27
MMR,Retina,Msh3,1307.83146476077,325.428597477151,1077.86530891368,1401.65018094585,992.855554052087,1887.32748899412,27
MMR,Soleus,Msh2,534.356690027973,142.527128031145,462.906720427242,627.191664796763,216.479303872961,736.89847857215,18
MMR,Soleus,Msh3,677.775579480167,236.429086803906,643.59301375052,824.78569545722,371.80399119047,1096.57471801727,18
MMR,Spleen,Msh2,528.980174054107,63.6307976148266,476.283193337708,579.57174869711,452.81022774521,625.137040218419,9
MMR,Spleen,Msh3,1004.13379976099,141.692859109188,888.50079758863,1067.69057195117,803.151972686639,1212.33403769568,9
MMR,Spleen-distal,Msh2,345.764112513491,82.2763471570044,294.544652597074,359.70770777645,270.489185127435,457.452290545512,10
MMR,Spleen-distal,Msh3,226.955975750683,75.9797594989844,158.473564273248,264.966224785987,136.834402955168,353.306034603556,10
MMR,Thymus,Msh2,628.829911895103,211.599458166712,457.920184249757,789.001884055636,281.842250507158,982.733166678618,23
MMR,Thymus,Msh3,496.022367570032,177.408045280079,419.139248287539,622.48739073902,152.52432651966,734.043143349537,23
MMR,Tibialis anterior,Msh2,875.105659178699,102.373454916582,798.326364444719,927.944310281509,746.082248877783,1080.65815804325,9
MMR,Tibialis anterior,Msh3,820.987764627299,112.396502382472,730.871988969057,891.047369563807,684.869556996664,1025.11549061565,9
FA,Adrenal gland,Fancd2,41.0995526739561,28.6212775976634,25.3823695591438,49.6370731564757,15.0202980777174,86.0191285524735,14
FA,Adrenal gland,Fanci,29.9480440376381,23.3614943509854,15.9682745569617,40.0388001513565,6.50170424261909,74.548308986621,14
FA,Bone marrow,Fancd2,433.516454700685,58.2805103137785,410.870146433642,467.291186420064,346.30325490784,513.020124701979,6
FA,Bone marrow,Fanci,371.257901844282,49.4975075126049,333.442596643322,398.178902312249,328.070329334237,451.159748285123,6
FA,Cecum,Fancd2,52.3709595329279,16.0161551295069,35.8827937473153,65.5704631445759,35.3921537152032,69.0742223386985,5
FA,Cecum,Fanci,49.894757941025,25.9567551752081,30.3175451569914,51.5978157771223,27.1272940561323,83.5182217073187,5
FA,Cerebellum,Fancd2,26.4773173090762,11.8928955995876,16.4080203904479,34.5968835479059,11.2391879515718,48.0979378569091,9
FA,Cerebellum,Fanci,34.6902859726312,6.89958133798036,29.7618972794712,36.7493574776041,24.7768752560122,47.2305477748036,9
FA,Colon,Fancd2,122.997672040345,23.8067753171676,115.103735833959,137.463694405896,89.4281666427559,143.423005119602,4
FA,Colon,Fanci,78.2557473703003,9.88356146051376,74.6207106091531,83.792689152824,64.7686334833571,87.9390512144904,4
FA,Dorsal skin,Fancd2,193.658090263041,129.921159133274,96.21517955638,258.027472812055,66.9933499074267,500.745912695568,30
FA,Dorsal skin,Fanci,122.828115577605,85.9711888524406,59.3524456041475,155.408622263835,43.5181958559217,299.492887253366,30
FA,Extensor digitorum longus,Fancd2,21.6731890863933,10.0439057227409,14.4528613216108,26.5845180954259,11.0729671163677,44.7820032561486,15
FA,Extensor digitorum longus,Fanci,8.10895653843787,9.75821992199936,3.09649220125653,9.12287082612421,1.19986649006329,18.1624387634257,15
FA,Eye,Fancd2,120.050749130304,56.982920370945,92.919462408581,114.794701356594,67.6878082416356,147.607559778615,11
FA,Eye,Fanci,99.0256758190094,85.4612325834391,50.5461742137163,102.085622982075,42.569715452118,179.394796134614,11
FA,Femoral lateral skin,Fancd2,183.802979567376,45.0224477344275,166.015855907064,197.512051790588,118.771562081777,244.756345615875,9
FA,Femoral lateral skin,Fanci,147.421344816338,49.6718633229991,113.27736446661,185.232282292171,71.9079824451153,225.54179949708,9
FA,Femoral skin,Fancd2,200.544705810957,26.5769001734951,191.148352643159,209.941058978755,181.75199947536,219.337412146553,2
FA,Femoral skin,Fanci,117.302018068289,33.6828872783989,105.39331906604,129.210717070538,93.484620063791,141.119416072787,2
FA,Gastrocnemius,Fancd2,8.14680116551581,2.6974411249293,6.16602596593392,10.3706495567066,4.79468804872572,11.3873032982257,6
FA,Gastrocnemius,Fanci,1.99451174823085,1.80412905621559,1.1985134541633,2.01857027488644,0.540173679347287,3.24865550597114,6
FA,Heart,Fancd2,13.2476050125207,8.76822206878256,8.5991026272709,17.30794339841,5.12692824074199,22.5446097830202,3
FA,Heart,Fanci,9.60981158765483,8.89564748951429,4.47574450565348,12.2958092516426,4.23781625967924,19.8779457516575,3
FA,Heart / Heart right ventricle,Fancd2,22.2915233131556,5.07738315516583,19.9448912223836,26.2681524158329,11.7189899068409,28.9979348616653,10
FA,Heart / Heart right ventricle,Fanci,11.2102291301539,6.9305352217882,7.450475513042,13.196234119814,4.85687063302893,21.8148720299721,10
FA,Kidney,Fancd2,42.3630804754885,28.711533408744,19.5376879430963,54.8680679536693,4.4301308800743,107.863637969529,55
FA,Kidney,Fanci,29.6237285017929,20.635969666681,11.634042666954,38.4712193783405,2.68509667711482,78.7269844454204,55
FA,Left lobe of the liver,Fancd2,11.3831124749532,6.02373945960669,7.48120501836078,14.8074987786129,3.54643897870599,25.7969394189912,24
FA,Left lobe of the liver,Fanci,5.15045317575653,3.91232923371844,2.81260352577198,7.17189732346559,0.485684207608141,13.710838020006,24
FA,Liver,Fancd2,20.392313884407,12.5953398874007,9.65356832736769,25.7335595653013,2.79821708181152,44.9799096278419,16
FA,Liver,Fanci,12.9563073550058,10.0849698537602,4.5547329225796,20.7525243590057,0.394748189160544,32.755158914808,19
FA,Lung,Fancd2,62.6022328936719,24.6800029846246,47.0822540418825,78.3385793803314,26.1787729197621,111.615116341923,14
FA,Lung,Fanci,25.9698982623156,12.1961722319825,17.4562933679632,31.3707116162138,11.8854488455731,49.7882015402093,14
FA,Mammary gland,Fancd2,42.7997715731214,18.9921153844394,31.7316749314974,42.3782432674028,26.4084163832012,58.3480957712609,10
FA,Mammary gland,Fanci,32.4958623826522,17.3595970541804,23.2573737586878,35.0580559200309,13.1091281367777,52.7590791620454,10
FA,Optic nerve,Fancd2,64.6898323561974,13.3297373761395,58.7723585010521,73.3800753579386,48.5262618808852,82.5493044819176,5
FA,Optic nerve,Fanci,17.1827498118161,8.89593360770076,9.0690774027722,20.9754309233639,7.18397598686916,28.4554850601573,5
FA,Quadriceps femoris,Fancd2,22.8582454001825,5.85749307964617,20.6456424926939,25.3457993527041,13.5954072026787,32.3960346427193,9
FA,Quadriceps femoris,Fanci,3.30579796397444,2.19101606333488,2.62556332520448,3.86718223224603,0.763134964642155,5.72961059280835,9
FA,Retina,Fancd2,25.5525116564372,12.3793504476647,16.28050704042,32.2032050534017,8.84834901563331,56.0872520728742,27
FA,Retina,Fanci,12.6602032037508,11.0109100383836,3.6688234938679,18.8103324334901,0.74294784933266,41.5225958429234,27
FA,Soleus,Fancd2,25.116741211628,15.8063733611642,12.7037352288148,32.1353011807143,4.89259506664341,61.2826501085636,18
FA,Soleus,Fanci,6.08800829438272,6.91959047759564,1.29404441219653,11.1317645990989,0.271083478299537,21.9612808593487,18
FA,Spleen,Fancd2,208.284891818192,99.893781611071,116.770712430274,236.771408016252,98.7511975722536,369.04995035971,9
FA,Spleen,Fanci,169.841945278287,57.8977236697229,125.771647719175,201.508902029822,95.9392306886418,278.92530349206,9
FA,Spleen-distal,Fancd2,10.564947442355,11.3994384381883,3.32582126900027,12.9750911981638,1.85384339039995,27.4489960919091,10
FA,Spleen-distal,Fanci,9.09542018155834,12.2001234310877,2.62819629626106,8.82317350190731,1.99958572547242,18.1156393103767,10
FA,Thymus,Fancd2,93.2077184631447,104.367352926708,9.86680819320458,167.997343518795,3.46848116981612,312.822152915571,23
FA,Thymus,Fanci,121.44651044659,107.772124715586,24.6417479333789,221.265314493907,6.45851150788384,301.110444573883,23
FA,Tibialis anterior,Fancd2,27.5457080412898,14.1128816174298,18.7805451096412,32.4133168142349,12.4734615632145,52.8624743711256,9
FA,Tibialis anterior,Fanci,5.38408768697989,5.72045997703967,2.2937002158911,5.04408931584413,0.0805874332824561,9.16967296577367,9
