Group,TissueLabel,Pathway,PathwayDisplay,ComponentOrder,RequestedComponent,OfficialMouseSymbol,EnsemblID,MGI_ID,EntrezID,FlightExpressionLog2NormalizedCount,ExpressionWithinTissueScaled,log2FoldChange,tissue_meta_p,padj,Log2FCDisplayed,NominalPDisplayed,n_missions,n_analysis_units,expression_n_missions,expression_n_analysis_units,expression_n_flight_samples,ExpressionLabel,Log2FCLabel,DisplayComponent,Log2FCFullLabel
Cerebellum,"Cerebellum
小脑",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,5.83669686066759,0.19475680775434,0.266355680710189,0.185623490754607,0.663261281623061,,FALSE,1,1,1,1,9,5.8,"",Rad51,+0.27
Colon,"Colon
结肠",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,7.28905945203183,0.0593665573544738,0.0838396537129949,0.816154423656727,1,,FALSE,1,1,1,1,4,7.3,"",Rad51,+0.08
Dorsal skin,"Dorsal skin
背部皮肤",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,7.2353375857881,0.0210875891171895,-0.017494388616969,0.735385911025941,1,,FALSE,2,5,2,5,30,7.2,"",Rad51,-0.02
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,5.68791621815486,0.28708639684144,0.0586696102441883,0.753885543039723,0.907343328661388,,FALSE,2,2,2,2,15,5.7,"",Rad51,+0.06
Eye,"Eye
眼",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,7.44902688851217,0.171383548542509,-0.0322727958122337,0.763049728159316,0.999687556394716,,FALSE,2,2,2,2,11,7.4,"",Rad51,-0.03
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,7.38184608250414,0.00269126256461087,-0.00349116983881308,0.988077119769233,0.998123196715231,,FALSE,1,1,1,1,9,7.4,"",Rad51,-0.00
Femoral skin,"Femoral skin
股部皮肤",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,7.22496483491672,0.0729610801318986,-0.80718428399418,0.0580370367991574,0.982708242252077,,FALSE,1,1,1,1,2,7.2,"",Rad51,-0.81
Gastrocnemius,"Gastrocnemius
腓肠肌",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,2.7209517781748,0,-2.28523654057824,0.310777075428322,1,,FALSE,1,2,1,2,10,2.7,"",Rad51,-2.29
Heart,"Heart
心脏",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,3.54134820583227,0.124077862721995,-0.192801447551805,0.777139092525924,0.989363616662084,,FALSE,1,1,1,1,3,3.5,"",Rad51,-0.19
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,3.39443468106167,0.0168297501431366,-0.725179383809762,0.0612466838094648,1,,FALSE,1,2,1,2,10,3.4,"",Rad51,-0.73
Kidney,"Kidney
肾脏",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,5.0979789621328,0,-0.230565583561192,0.965197240063498,1,,FALSE,4,9,4,9,55,5.1,"",Rad51,-0.23
Left lobe of the liver,"Left lobe of the liver
肝左叶",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,3.07504222818271,0.0606715922840178,-0.280448102022709,0.45055852452444,0.973089218820053,,FALSE,2,3,2,3,24,3.1,"",Rad51,-0.28
Liver,"Liver
肝脏",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,3.81607209533218,0.0754638140280862,-0.518967066382113,0.142279151519906,1,,FALSE,3,5,3,5,19,3.8,"",Rad51,-0.52
Lung,"Lung
肺",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,5.04406938431392,0,-0.213640228703999,0.441078338059372,1,,FALSE,1,2,1,2,14,5.0,"",Rad51,-0.21
Mammary gland,"Mammary gland
乳腺",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,5.15654818933261,0,0.186075439113226,0.746576617371145,0.973610552062419,,FALSE,1,2,1,2,10,5.2,"",Rad51,+0.19
Optic nerve,"Optic nerve
视神经",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,6.04044950294513,0.0333360806893382,-0.0141716842840535,0.970708855942976,1,,FALSE,1,1,1,1,5,6.0,"",Rad51,-0.01
Quadriceps femoris,"Quadriceps femoris
股四头肌",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,5.59458524172185,0.290504067221745,0.0410319363409601,0.857794309082225,0.939779480087579,,FALSE,1,1,1,1,9,5.6,"",Rad51,+0.04
Retina,"Retina
视网膜",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,6.61747882891874,0.323204700349333,0.0481266703466505,0.599289688434607,0.885679062469581,,FALSE,4,4,4,4,27,6.6,"",Rad51,+0.05
Soleus,"Soleus
比目鱼肌",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,5.03224563367721,0.196960715986658,0.250665076413488,0.0688435889056502,0.183709433318653,,FALSE,3,3,3,3,18,5.0,"",Rad51,+0.25
Spleen,"Spleen
脾脏",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,6.79950726543789,0,0.528601579493276,0.0686333316586609,0.631602333909971,,FALSE,1,1,1,1,9,6.8,"",Rad51,+0.53
Spleen-distal,"Spleen-distal
脾脏（远端）",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,4.48619314576714,0.223522207949388,0.403757848970688,0.369437618915692,0.987788783550291,,FALSE,1,1,1,1,10,4.5,"",Rad51,+0.40
Thymus,"Thymus
胸腺",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,6.5150834549711,0.0909657557823772,-1.32672646068545,1.86071912776026e-09,2.40009508491977e-07,-1.32672646068545,TRUE,3,4,3,4,23,6.5,-1.33,Rad51,-1.33
Tibialis anterior,"Tibialis anterior
胫骨前肌",HR,HR,16,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,4.59852280471279,0.210529491710758,-0.146303297890268,0.55214217378759,0.909646100539953,,FALSE,1,1,1,1,9,4.6,"",Rad51,-0.15
Adrenal gland,"Adrenal gland
肾上腺",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,5.47719292102684,0,-0.442662253301854,0.00688001579141339,0.115162918751619,-0.442662253301854,TRUE,2,2,2,2,14,5.5,-0.44,Rad54l,-0.44
Bone marrow,"Bone marrow
骨髓",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,8.98916236139463,0.626267147956987,-0.157165179154599,0.0738662774218712,0.253224214515097,,FALSE,1,1,1,1,6,9.0,"",Rad54l,-0.16
Cecum,"Cecum
盲肠",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,6.1909130001141,0.161416163844817,-0.21483890390331,0.34276968463094,1,,FALSE,1,1,1,1,5,6.2,"",Rad54l,-0.21
Cerebellum,"Cerebellum
小脑",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,5.87092307527986,0.200231060122535,0.506528445142516,0.0431666410541864,0.34392095715232,0.506528445142516,TRUE,1,1,1,1,9,5.9,+0.51,Rad54l,+0.51
Colon,"Colon
结肠",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,7.51617886754073,0.126534593629555,0.0086600713399519,0.973718317383094,1,,FALSE,1,1,1,1,4,7.5,"",Rad54l,+0.01
Dorsal skin,"Dorsal skin
背部皮肤",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,7.3124398310618,0.0404112547055557,0.0319937225609263,0.876219787439282,1,,FALSE,2,5,2,5,30,7.3,"",Rad54l,+0.03
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,3.39274087103728,0.00283531711089934,-0.256148420122413,0.362952904292556,0.674041076600456,,FALSE,2,2,2,2,15,3.4,"",Rad54l,-0.26
Eye,"Eye
眼",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,6.24038079766248,0,0.0429259265772661,0.734271855535098,0.999687556394716,,FALSE,2,2,2,2,11,6.2,"",Rad54l,+0.04
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,7.35212599277527,0,-0.116619812607445,0.617411904327678,0.970293140621489,,FALSE,1,1,1,1,9,7.4,"",Rad54l,-0.12
Femoral skin,"Femoral skin
股部皮肤",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,6.78864133430228,0,-0.505143153715229,0.129575971173024,1,,FALSE,1,1,1,1,2,6.8,"",Rad54l,-0.51
Gastrocnemius,"Gastrocnemius
腓肠肌",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,3.88636384171645,0.164373495081777,0.62998043036166,0.104528956115683,1,,FALSE,1,1,1,1,6,3.9,"",Rad54l,+0.63
Heart,"Heart
心脏",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,2.43401155972516,0,0.689512518085586,0.560429017370999,0.966459054137479,,FALSE,1,1,1,1,3,2.4,"",Rad54l,+0.69
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,3.19119323065548,0,-0.497609049700112,0.276901565789006,1,,FALSE,1,2,1,2,10,3.2,"",Rad54l,-0.50
Kidney,"Kidney
肾脏",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,5.1654712233643,0.00685517356970995,-0.126590881843512,0.585328596617653,0.934111975131134,,FALSE,4,9,4,9,55,5.2,"",Rad54l,-0.13
Left lobe of the liver,"Left lobe of the liver
肝左叶",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,2.33885913026256,0,-0.569704966542158,0.112486609840259,0.552584156175285,,FALSE,2,3,2,3,24,2.3,"",Rad54l,-0.57
Liver,"Liver
肝脏",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,3.33816499985608,0,-0.240232348756421,0.105810498007716,1,,FALSE,3,5,3,5,19,3.3,"",Rad54l,-0.24
Lung,"Lung
肺",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,5.80060064159014,0.0411553280685189,-0.177033933413547,0.364452732477528,1,,FALSE,1,2,1,2,14,5.8,"",Rad54l,-0.18
Mammary gland,"Mammary gland
乳腺",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,5.43654541118277,0.0287410624183401,-0.0740632407695145,0.890938995441503,0.992890534679898,,FALSE,1,2,1,2,10,5.4,"",Rad54l,-0.07
Optic nerve,"Optic nerve
视神经",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,5.92119604269581,0.0112767718653357,0.0480171784387438,0.882284657536806,1,,FALSE,1,1,1,1,5,5.9,"",Rad54l,+0.05
Quadriceps femoris,"Quadriceps femoris
股四头肌",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,3.49967022972969,0.0260034708676849,-0.208858281848815,0.506632108886614,0.742474432502931,,FALSE,1,1,1,1,9,3.5,"",Rad54l,-0.21
Retina,"Retina
视网膜",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,4.09809282475595,0,-0.0218267122012075,0.559301617432105,0.869044452110313,,FALSE,4,4,4,4,27,4.1,"",Rad54l,-0.02
Soleus,"Soleus
比目鱼肌",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,3.79812104106475,0,1.43913583112558,4.77106896497886e-05,0.000485651640788256,1.43913583112558,TRUE,3,3,3,3,18,3.8,+1.44,Rad54l,+1.44
Spleen,"Spleen
脾脏",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,7.48136372585624,0.165517692263771,0.433510103490393,0.120404981857358,0.758535803968375,,FALSE,1,1,1,1,9,7.5,"",Rad54l,+0.43
Spleen-distal,"Spleen-distal
脾脏（远端）",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,4.64068892474203,0.256062573309115,0.06224741982291,0.880914599841639,1,,FALSE,1,1,1,1,10,4.6,"",Rad54l,+0.06
Thymus,"Thymus
胸腺",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,6.37567477141337,0.0518998043606006,-1.52494860179975,9.66485557578631e-10,1.33477181232333e-07,-1.52494860179975,TRUE,3,4,3,4,23,6.4,-1.52,Rad54l,-1.52
Tibialis anterior,"Tibialis anterior
胫骨前肌",HR,HR,17,Rad54,Rad54l,ENSMUSG00000028702,MGI:894697,19366,3.28542473382226,0.0509042884650057,0.454872940786343,0.269126421402809,0.710487052955533,,FALSE,1,1,1,1,9,3.3,"",Rad54l,+0.45
Adrenal gland,"Adrenal gland
肾上腺",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,10.7800096997875,0.808321402121779,0.0283217550991704,0.808179687234328,0.948322692518011,,FALSE,2,2,2,2,14,10.8,"",Rbbp8,+0.03
Bone marrow,"Bone marrow
骨髓",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,9.4578589049347,0.77599176362942,-0.143456865102496,0.217415259115221,0.483285714787281,,FALSE,1,1,1,1,6,9.5,"",Rbbp8,-0.14
Cecum,"Cecum
盲肠",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,8.00541044684096,0.727368970734381,0.0292649020332131,0.894054249375351,1,,FALSE,1,1,1,1,5,8.0,"",Rbbp8,+0.03
Cerebellum,"Cerebellum
小脑",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,9.57091562395603,0.792019933106266,0.144202972720914,0.12393527553387,0.561855157388413,,FALSE,1,1,1,1,9,9.6,"",Rbbp8,+0.14
Colon,"Colon
结肠",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,9.31576095057903,0.65874094139011,-0.112743714601967,0.636889521852521,1,,FALSE,1,1,1,1,4,9.3,"",Rbbp8,-0.11
Dorsal skin,"Dorsal skin
背部皮肤",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,10.9758731135567,0.958555199864688,-0.0679215022891221,0.872199357153455,1,,FALSE,2,5,2,5,30,11.0,"",Rbbp8,-0.07
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,7.37590337249384,0.496138908578599,0.074381144102837,0.858515591358414,0.952244794771414,,FALSE,2,2,2,2,15,7.4,"",Rbbp8,+0.07
Eye,"Eye
眼",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,9.45235078734527,0.555567732893846,0.0464435703305025,0.681577320256012,0.999687556394716,,FALSE,2,2,2,2,11,9.5,"",Rbbp8,+0.05
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,10.7910127425367,0.93963554488268,0.0788016522284187,0.331212585188188,0.917989116124345,,FALSE,1,1,1,1,9,10.8,"",Rbbp8,+0.08
Femoral skin,"Femoral skin
股部皮肤",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,10.837327952051,0.961442303927404,0.00480563861494387,0.983082497850289,1,,FALSE,1,1,1,1,2,10.8,"",Rbbp8,+0.00
Gastrocnemius,"Gastrocnemius
腓肠肌",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,6.3019369077318,0.545934043544249,0.90527395161162,0.573553636409405,1,,FALSE,1,2,1,2,10,6.3,"",Rbbp8,+0.91
Heart,"Heart
心脏",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,6.29223496318294,0.544367576228642,-0.290535689731884,0.317121346556697,0.920426825794022,,FALSE,1,1,1,1,3,6.3,"",Rbbp8,-0.29
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,8.04099445551056,0.658106745828447,0.0602329880503471,0.645256732964707,1,,FALSE,1,2,1,2,10,8.0,"",Rbbp8,+0.06
Kidney,"Kidney
肾脏",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,10.4874101930962,0.907768717809962,0.0834512494506213,0.42097382867267,0.859202593583616,,FALSE,4,9,4,9,55,10.5,"",Rbbp8,+0.08
Left lobe of the liver,"Left lobe of the liver
肝左叶",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,8.21433096986476,0.766584817870815,-0.142362494320137,0.245495865566848,0.791121866112681,,FALSE,2,3,2,3,24,8.2,"",Rbbp8,-0.14
Liver,"Liver
肝脏",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,7.62328880513436,0.679537771221833,-0.134212179488903,0.629628664524744,1,,FALSE,3,5,3,5,19,7.6,"",Rbbp8,-0.13
Lung,"Lung
肺",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,10.1960345303404,0.868560691439882,0.156511906080268,0.332615310882245,1,,FALSE,1,2,1,2,14,10.2,"",Rbbp8,+0.16
Mammary gland,"Mammary gland
乳腺",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,9.10393742543725,0.656156470910123,-0.278620954486235,0.138415956539445,0.606749126840509,,FALSE,1,2,1,2,10,9.1,"",Rbbp8,-0.28
Optic nerve,"Optic nerve
视神经",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,8.79526006583278,0.542916405078369,0.650680912778796,0.0698029458867993,0.555327643931415,,FALSE,1,1,1,1,5,8.8,"",Rbbp8,+0.65
Quadriceps femoris,"Quadriceps femoris
股四头肌",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,7.5790515151985,0.541059583686323,0.00485523752563069,0.971015936820509,0.989648886996826,,FALSE,1,1,1,1,9,7.6,"",Rbbp8,+0.00
Retina,"Retina
视网膜",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,7.2319375052722,0.422050923834321,0.0769895161424972,0.903767926043928,0.979250925003929,,FALSE,4,4,4,4,27,7.2,"",Rbbp8,+0.08
Soleus,"Soleus
比目鱼肌",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,7.24106120255239,0.55123162978807,-0.0721507845470286,0.791003826379995,0.878428683455474,,FALSE,3,3,3,3,18,7.2,"",Rbbp8,-0.07
Spleen,"Spleen
脾脏",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,9.87510107993432,0.755778008956743,0.12978787814619,0.386703111056346,0.979668323792589,,FALSE,1,1,1,1,9,9.9,"",Rbbp8,+0.13
Spleen-distal,"Spleen-distal
脾脏（远端）",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,7.52098378173599,0.862718933840234,-0.185831800072848,0.370399742571596,0.988095697166345,,FALSE,1,1,1,1,10,7.5,"",Rbbp8,-0.19
Thymus,"Thymus
胸腺",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,8.96589423042247,0.777746896342404,-0.244783587470316,0.0129695871364735,0.0791287956215631,-0.244783587470316,TRUE,3,4,3,4,23,9.0,-0.24,Rbbp8,-0.24
Tibialis anterior,"Tibialis anterior
胫骨前肌",HR,HR,18,CtIp,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,7.11522911707297,0.516469897477947,-0.299921495769294,0.0812429001188796,0.396356966422412,,FALSE,1,1,1,1,9,7.1,"",Rbbp8,-0.30
Adrenal gland,"Adrenal gland
肾上腺",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,9.1476073847254,0.556613349612609,-0.14640574879801,0.22198566199515,0.625143380277787,,FALSE,2,2,2,2,14,9.1,"",Pold1,-0.15
Bone marrow,"Bone marrow
骨髓",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,10.0427831837137,0.962845206533409,-0.133175711713499,0.323604121967635,0.60469476891545,,FALSE,1,1,1,1,6,10.0,"",Pold1,-0.13
Cecum,"Cecum
盲肠",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,7.62168192809478,0.60768170820352,-1.1272719416034,0.0176460737366095,0.901858505178124,-1.1272719416034,TRUE,1,1,1,1,5,7.6,-1.13,Pold1,-1.13
Cerebellum,"Cerebellum
小脑",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,4.98256678407634,0.0581444582002047,-0.238299890040177,0.513371102466264,0.891727881062168,,FALSE,1,1,1,1,9,5.0,"",Pold1,-0.24
Colon,"Colon
结肠",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,8.90897115208242,0.538437391468889,-0.127896932637565,0.598164638756776,1,,FALSE,1,1,1,1,4,8.9,"",Pold1,-0.13
Dorsal skin,"Dorsal skin
背部皮肤",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,8.08663317993339,0.234442612952329,0.0462951074617048,0.34474826117154,1,,FALSE,2,5,2,5,30,8.1,"",Pold1,+0.05
Extensor digitorum longus,"Extensor digitorum longus
趾长伸肌",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,7.20211606301428,0.474615833914579,-0.17461732494763,0.130356017388606,0.393981210790626,,FALSE,2,2,2,2,15,7.2,"",Pold1,-0.17
Eye,"Eye
眼",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,9.47049979625504,0.559048229576807,-0.0599209977800465,0.560303894639454,0.999687556394716,,FALSE,2,2,2,2,11,9.5,"",Pold1,-0.06
Femoral lateral skin,"Femoral lateral skin
股外侧皮肤",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,9.23257598379747,0.511328994905719,0.0073516528903028,0.943830233119429,0.994091156132559,,FALSE,1,1,1,1,9,9.2,"",Pold1,+0.01
Femoral skin,"Femoral skin
股部皮肤",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,9.09799273143722,0.533642928479371,-0.219027841809102,0.369208995480286,1,,FALSE,1,1,1,1,2,9.1,"",Pold1,-0.22
Gastrocnemius,"Gastrocnemius
腓肠肌",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,5.2138078272788,0.3740546934319,0.278777567740158,0.803405896693503,1,,FALSE,1,2,1,2,10,5.2,"",Pold1,+0.28
Heart,"Heart
心脏",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,6.73668964996442,0.61227285530817,-0.497937371728721,0.131898424635688,0.77723931414528,,FALSE,1,1,1,1,3,6.7,"",Pold1,-0.50
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,8.17754613998108,0.676952399004922,-0.0125350967180589,0.936109335002167,1,,FALSE,1,2,1,2,10,8.2,"",Pold1,-0.01
Kidney,"Kidney
肾脏",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,7.34939511200884,0.376556258467499,0.0289629062548865,0.960029207561724,1,,FALSE,4,9,4,9,55,7.3,"",Pold1,+0.03
Left lobe of the liver,"Left lobe of the liver
肝左叶",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,6.31593934486905,0.505828938451384,0.443827184497232,0.0602893287954479,0.39911734122639,,FALSE,2,3,2,3,24,6.3,"",Pold1,+0.44
Liver,"Liver
肝脏",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,6.69831885663167,0.532776948377486,-0.0795396273844882,0.575225910729136,1,,FALSE,3,5,3,5,19,6.7,"",Pold1,-0.08
Lung,"Lung
肺",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,9.03500848582705,0.65000680107132,-0.020038329191638,0.864438404969622,1,,FALSE,1,2,1,2,14,9.0,"",Pold1,-0.02
Mammary gland,"Mammary gland
乳腺",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,9.18946713979178,0.670788847394927,0.25929054445752,0.361395383917146,0.818747148505878,,FALSE,1,2,1,2,10,9.2,"",Pold1,+0.26
Optic nerve,"Optic nerve
视神经",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,8.61361916991547,0.509316771074195,-0.409497715718084,0.00409896201987878,0.142795411486927,-0.409497715718084,TRUE,1,1,1,1,5,8.6,-0.41,Pold1,-0.41
Quadriceps femoris,"Quadriceps femoris
股四头肌",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,5.94573520178807,0.334839695786885,-0.126860812263478,0.623599514414066,0.819803936926713,,FALSE,1,1,1,1,9,5.9,"",Pold1,-0.13
Retina,"Retina
视网膜",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,8.56714359811455,0.636841738791734,-0.132413153629802,0.0665697074693311,0.41099097213575,,FALSE,4,4,4,4,27,8.6,"",Pold1,-0.13
Soleus,"Soleus
比目鱼肌",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,6.92843696926313,0.501089972709724,0.044066053505659,0.631947891842376,0.771929457889357,,FALSE,3,3,3,3,18,6.9,"",Pold1,+0.04
Spleen,"Spleen
脾脏",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,10.0122175925448,0.789588918085689,-0.258629608087942,0.0859655781756463,0.681540296348185,,FALSE,1,1,1,1,9,10.0,"",Pold1,-0.26
Spleen-distal,"Spleen-distal
脾脏（远端）",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,7.30362987811243,0.816939201324545,0.220484995414558,0.191921263014139,0.898929234900325,,FALSE,1,1,1,1,10,7.3,"",Pold1,+0.22
Thymus,"Thymus
胸腺",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,8.31022007120404,0.594009885140127,-1.06924712948457,1.02862087020718e-05,0.000372432938935716,-1.06924712948457,TRUE,3,4,3,4,23,8.3,-1.07,Pold1,-1.07
Tibialis anterior,"Tibialis anterior
胫骨前肌",HR,HR,19,PolD1,Pold1,ENSMUSG00000038644,MGI:97741,18971,7.54272430807305,0.568437841276456,-0.13837554577224,0.27707272953978,0.717956530591768,,FALSE,1,1,1,1,9,7.5,"",Pold1,-0.14
Adrenal gland,"Adrenal gland
肾上腺",HR_A-EJ,HR–A-EJ,20,MRE11,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,10.772710585682,0.807195916216995,0.0869908493756987,0.190295753539394,0.590578201239554,,FALSE,2,2,2,2,14,10.8,"",Mre11a,+0.09
