ensembl_id,display_symbol,symbol_annotation_conflict,all_observed_symbols,in_DNA_damage_response_GO0006974,in_DNA_repair_GO0006281,GO_membership,gene_symbol__OSD289_MHU1_thymus,log2fc__OSD289_MHU1_thymus,wald_z__OSD289_MHU1_thymus,sample_fdr__OSD289_MHU1_thymus,gene_symbol__OSD289_MHU2_thymus,log2fc__OSD289_MHU2_thymus,wald_z__OSD289_MHU2_thymus,sample_fdr__OSD289_MHU2_thymus,gene_symbol__OSD421_thymus,log2fc__OSD421_thymus,wald_z__OSD421_thymus,sample_fdr__OSD421_thymus,gene_symbol__OSD515_thymus,log2fc__OSD515_thymus,wald_z__OSD515_thymus,sample_fdr__OSD515_thymus,final_integrated_z,final_integrated_p,final_fdr,n_positive_effects,n_negative_effects,effect_pattern,sample_FDR_filter_applied,final_test_family,mean_abs_log2fc,min_abs_log2fc,mean_log2fc,min_log2fc,max_log2fc,common_direction,pooled_rank,rank_scope,ranking_score,direction_display_order,display_order
ENSMUSG00000030867,PLK1,False,PLK1,True,True,damage+repair,PLK1,-0.590872765163573,-2.67692660891244,0.0504019304080737,PLK1,-0.607806729122249,-2.86248694061733,0.0560545335987377,PLK1,-3.39878633045712,-9.36774079347498,2.83321182767498e-18,PLK1,-1.32583233887414,-3.22450445269145,0.0159292855652759,-6.937755449285336,3.983785476084639e-12,1.5482439009328938e-10,0,4,all_negative,False,complete common Ensembl IDs annotated to GO:0006974 or GO:0006281,1.4808245409042704,0.590872765163573,-1.4808245409042704,-3.39878633045712,-0.590872765163573,common_down,13,direction-ordered display of pooled Top 30,0.590872765163573,1,14
ENSMUSG00000026429,UBE2T,False,UBE2T,True,True,damage+repair,UBE2T,-0.709776868463945,-3.04212864511388,0.0222661235367547,UBE2T,-0.579797770426004,-2.81258610212082,0.0620732109452684,UBE2T,-1.52217535863583,-5.45330132962101,4.01591341157811e-06,UBE2T,-1.4417153691615,-3.31771796320214,0.0130128081063584,-6.058015318219629,1.3781127551833149e-09,2.7402009434458934e-08,0,4,all_negative,False,complete common Ensembl IDs annotated to GO:0006974 or GO:0006281,1.0633663416718198,0.579797770426004,-1.0633663416718198,-1.52217535863583,-0.579797770426004,common_down,14,direction-ordered display of pooled Top 30,0.579797770426004,1,15
ENSMUSG00000040204,PCLAF,False,PCLAF,True,False,damage,PCLAF,-0.899629725303988,-4.23885875096922,0.0006080517146311,PCLAF,-0.571293132965231,-2.75456694417449,0.0697448596369878,PCLAF,-3.46527962879559,-12.9143537394712,1.17120816921537e-34,PCLAF,-2.11736229517993,-5.01540374322094,0.000113660021509,-9.866178729479014,5.834508702772531e-23,2.4942524704352572e-20,0,4,all_negative,False,complete common Ensembl IDs annotated to GO:0006974 or GO:0006281,1.763391195561185,0.571293132965231,-1.763391195561185,-3.46527962879559,-0.571293132965231,common_down,15,direction-ordered display of pooled Top 30,0.571293132965231,1,16
ENSMUSG00000046295,ANKLE1,False,ANKLE1,True,True,damage+repair,ANKLE1,-0.558385521677036,-2.17573851366917,0.130485720253879,ANKLE1,-0.913902211837542,-3.83879271173625,0.0054554575416648,ANKLE1,-2.04725784771907,-2.69310849385713,0.0714547301688832,ANKLE1,-1.17984047444151,-3.04430512100693,0.0229830889044296,-4.899391057346528,9.613413633940796e-07,8.21946865701938e-06,0,4,all_negative,False,complete common Ensembl IDs annotated to GO:0006974 or GO:0006281,1.1748465139187896,0.558385521677036,-1.1748465139187896,-2.04725784771907,-0.558385521677036,common_down,16,direction-ordered display of pooled Top 30,0.558385521677036,1,17
ENSMUSG00000028702,RAD54L,False,RAD54L,True,True,damage+repair,RAD54L,-0.557296838376358,-2.47387592000451,0.0773079796287092,RAD54L,-0.555323333431576,-2.63405569642742,0.0866748518197616,RAD54L,-2.49457387016793,-4.59129055862569,0.0002185281823123,RAD54L,-1.65043934978844,-4.50467975388614,0.0006303168758749,-6.114848799547142,9.664855575786266e-10,2.0154759798285993e-08,0,4,all_negative,False,complete common Ensembl IDs annotated to GO:0006974 or GO:0006281,1.3144083479410762,0.555323333431576,-1.3144083479410762,-2.49457387016793,-0.555323333431576,common_down,17,direction-ordered display of pooled Top 30,0.555323333431576,1,18
ENSMUSG00000073705,CENPS,False,CENPS,True,True,damage+repair,CENPS,-0.554810444441576,-1.36626810500895,0.396326815339074,CENPS,-0.68546679145578,-1.86657306007457,0.272804983419996,CENPS,-1.87220217464634,-4.32636765245705,0.0006303179453233,CENPS,-1.79706728188837,-4.73325148118997,0.0003205792605037,-5.309307268747103,1.1004267921591888e-07,1.1335721774651884e-06,0,4,all_negative,False,complete common Ensembl IDs annotated to GO:0006974 or GO:0006281,1.2273866731080165,0.554810444441576,-1.2273866731080165,-1.87220217464634,-0.554810444441576,common_down,18,direction-ordered display of pooled Top 30,0.554810444441576,1,19
ENSMUSG00000024742,FEN1,False,FEN1,True,True,damage+repair,FEN1,-0.609946763048525,-3.51415443477564,0.0065478159263135,FEN1,-0.544910324628442,-3.3181991090744,0.0212330464407335,FEN1,-2.00875638220424,-6.45937191920921,1.3621074358987e-08,FEN1,-1.26140946984246,-4.37842946727809,0.0009563744142276,-7.379327073052543,1.5909156612078691e-13,8.501455564579551e-12,0,4,all_negative,False,complete common Ensembl IDs annotated to GO:0006974 or GO:0006281,1.1062557349309166,0.544910324628442,-1.1062557349309166,-2.00875638220424,-0.544910324628442,common_down,19,direction-ordered display of pooled Top 30,0.544910324628442,1,20
ENSMUSG00000039396,NEIL3,False,NEIL3,True,True,damage+repair,NEIL3,-0.544528496043197,-1.89209993129706,0.202173541687806,NEIL3,-0.676474277917036,-2.43119177004636,0.123930894901572,NEIL3,-2.96525676004181,-8.86122886754183,2.81944309687982e-16,NEIL3,-1.00610493951712,-2.46715635874357,0.0686817156666745,-5.776658839978541,7.619856712518065e-09,1.104233472746262e-07,0,4,all_negative,False,complete common Ensembl IDs annotated to GO:0006974 or GO:0006281,1.2980911183797907,0.544528496043197,-1.2980911183797907,-2.96525676004181,-0.544528496043197,common_down,20,direction-ordered display of pooled Top 30,0.544528496043197,1,21
ENSMUSG00000057406,NSD2,False,NSD2,True,True,damage+repair,NSD2,-0.663656127032506,-4.71470529851476,0.0001079626310635,NSD2,-0.540434670629085,-3.90213166372975,0.0046681955757195,NSD2,-1.40989289817875,-3.91642930585029,0.0028460697319215,NSD2,-1.06271607930578,-3.96356973227445,0.0028869658212791,-7.267428565359028,3.663949756469951e-13,1.7403761343232268e-11,0,4,all_negative,False,complete common Ensembl IDs annotated to GO:0006974 or GO:0006281,0.9191749437865302,0.540434670629085,-0.9191749437865302,-1.40989289817875,-0.540434670629085,common_down,21,direction-ordered display of pooled Top 30,0.540434670629085,1,22
ENSMUSG00000030978,RRM1,False,RRM1,True,True,damage+repair,RRM1,-0.712993595257788,-3.85877560675921,0.0022325493927088,RRM1,-0.536768304193976,-2.95461794739473,0.0470110839959723,RRM1,-1.87910144297867,-7.10504191521288,2.02753093991109e-10,RRM1,-1.36506007881034,-4.66899919259286,0.0003778328299372,-7.827486740810714,4.977191139924386e-15,3.273460326642577e-13,0,4,all_negative,False,complete common Ensembl IDs annotated to GO:0006974 or GO:0006281,1.1234808553101936,0.536768304193976,-1.1234808553101936,-1.87910144297867,-0.536768304193976,common_down,22,direction-ordered display of pooled Top 30,0.536768304193976,1,23
ENSMUSG00000000028,CDC45,False,CDC45,True,True,damage+repair,CDC45,-0.729775095510768,-4.31538213419665,0.0004619253390385,CDC45,-0.527649695957107,-3.59724752981063,0.0103596877456238,CDC45,-3.00457721672042,-4.38355707205117,0.0005059427309059,CDC45,-1.48496913174272,-6.35409376131622,3.9249379939645e-07,-8.463884623003937,2.5861567809769368e-17,2.763955059669101e-15,0,4,all_negative,False,complete common Ensembl IDs annotated to GO:0006974 or GO:0006281,1.4367427849827539,0.527649695957107,-1.4367427849827539,-3.00457721672042,-0.527649695957107,common_down,23,direction-ordered display of pooled Top 30,0.527649695957107,1,24
ENSMUSG00000001517,FOXM1,False,FOXM1,True,True,damage+repair,FOXM1,-0.934256131485545,-3.80277516072435,0.0026879423162491,FOXM1,-0.502771713521372,-2.09477190747044,0.202263661549999,FOXM1,-2.36764289775359,-4.82671770145078,7.9656607999047e-05,FOXM1,-1.11795924189253,-2.78757648792601,0.0381451783557726,-5.803003242854512,6.513753124822503e-09,9.602170554695241e-08,0,4,all_negative,False,complete common Ensembl IDs annotated to GO:0006974 or GO:0006281,1.2306574961632593,0.502771713521372,-1.2306574961632593,-2.36764289775359,-0.502771713521372,common_down,24,direction-ordered display of pooled Top 30,0.502771713521372,1,25
ENSMUSG00000096472,CDKN2D,False,CDKN2D,True,True,damage+repair,CDKN2D,-0.768026929954712,-4.20388118005571,0.000691540836037,CDKN2D,-0.945144005912088,-5.43369497849474,1.97280890537371e-05,CDKN2D,-0.710440915162911,-3.83368462156727,0.0037415454531186,CDKN2D,-0.489057593907551,-1.37802520336789,0.349486200159663,-5.89797720645003,3.67984791930607e-09,6.050519175012865e-08,0,4,all_negative,False,complete common Ensembl IDs annotated to GO:0006974 or GO:0006281,0.7281673612343155,0.489057593907551,-0.7281673612343155,-0.945144005912088,-0.489057593907551,common_down,25,direction-ordered display of pooled Top 30,0.489057593907551,1,26
ENSMUSG00000020185,E2F7,False,E2F7,True,False,damage,E2F7,-1.68842229529224,-6.69400022944798,6.23807037485051e-09,E2F7,-0.477110072067532,-2.19267322411074,0.174803190765762,E2F7,-5.41434674318898,-5.7724735014543,7.65343783626363e-07,E2F7,-1.61445985972886,-4.55663269982856,0.0005389178265106,-8.7948957533414,1.4318084964389088e-18,2.4483925289105343e-16,0,4,all_negative,False,complete common Ensembl IDs annotated to GO:0006974 or GO:0006281,2.2985847425694033,0.477110072067532,-2.2985847425694033,-5.41434674318898,-0.477110072067532,common_down,26,direction-ordered display of pooled Top 30,0.477110072067532,1,27
ENSMUSG00000041406,FIRRM,False,FIRRM,True,True,damage+repair,FIRRM,-0.854236032401061,-2.76862462597216,0.041451748608681,FIRRM,-0.476768119132279,-1.64079437825203,0.350194550808733,FIRRM,-2.2121121392763,-2.68984686179632,0.0719714805682614,FIRRM,-1.42620970229088,-3.94897964592366,0.0030004949295116,-5.128559077541237,2.9196827733796523e-07,2.869343415217934e-06,0,4,all_negative,False,complete common Ensembl IDs annotated to GO:0006974 or GO:0006281,1.2423314982751301,0.476768119132279,-1.2423314982751301,-2.2121121392763,-0.476768119132279,common_down,27,direction-ordered display of pooled Top 30,0.476768119132279,1,28
ENSMUSG00000033222,TTF2,False,TTF2,True,True,damage+repair,TTF2,-0.471602132553512,-2.27992489306316,0.109514053205796,TTF2,-0.560981085374096,-2.83980326972356,0.0586856615189134,TTF2,-1.24565629870257,-3.30482044750614,0.0168934876785868,TTF2,-0.726430917232346,-3.05408217021001,0.0224306703564935,-4.853390492445893,1.213683733944299e-06,1.0173525416886037e-05,0,4,all_negative,False,complete common Ensembl IDs annotated to GO:0006974 or GO:0006281,0.7511676084656309,0.471602132553512,-0.7511676084656309,-1.24565629870257,-0.471602132553512,common_down,29,direction-ordered display of pooled Top 30,0.471602132553512,1,29
ENSMUSG00000022881,RFC4,False,RFC4,True,True,damage+repair,RFC4,-0.770515944365404,-2.97967782183841,0.0258014242736467,RFC4,-0.468977532271258,-1.97569487883036,0.23512453254045,RFC4,-1.69810378244054,-5.55583064486694,2.36677327885488e-06,RFC4,-1.15304639545592,-3.5486961424958,0.0078686517276296,-5.943322609936487,2.793019770012247e-09,4.776063806720943e-08,0,4,all_negative,False,complete common Ensembl IDs annotated to GO:0006974 or GO:0006281,1.0226609136332805,0.468977532271258,-1.0226609136332805,-1.69810378244054,-0.468977532271258,common_down,30,direction-ordered display of pooled Top 30,0.468977532271258,1,30
