tissue_count,analysis_unit_count,source_sample_count,flight_sample_count,ground_sample_count,pathway_count,presence_rule,id_key,grid_layout,pathway_marker_encoding,sample_status_encoding,png,pdf
26,59,761,360,401,7,finite source value - 1 > 0,Ensembl Gene ID,4 columns x 7 rows; 26 tissue panels + 2-cell symbol legend,"shape; BER triangle-up, NER triangle-down, MMR diamond, FA square, HR star, AEJ plus, NHEJ x","outline colour (hollow symbols); Ground drawn first (blue #0072B2), Flight drawn last (orange #D55E00)",figures/Fig_S5_seven_pathway_member_gene_counts_per_source_sample_26_tissues_4x7_symbols.png,figures/Fig_S5_seven_pathway_member_gene_counts_per_source_sample_26_tissues_4x7_symbols.pdf
