ensembl_id,gene_symbol,set_01_Quadriceps_femoris,set_02_Tibialis_anterior,set_03_Optic_nerve,set_04_Spleen,set_05_Femoral_lateral_skin,set_06_Left_lobe_of_the_liver,set_07_Colon,set_08_Cerebellum,set_09_Heart,set_10_Eye,intersection_degree
ENSMUSG00000026429,Ube2t,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000026434,Nucks1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000026439,Rbbp5,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000026496,Parp1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000026526,Fh1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000026563,Tada1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000026603,Smyd2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000026648,Dclre1c,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000026669,Mcm10,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000026779,Mastl,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000026831,Pierce1,1,1,1,0,1,1,1,1,0,1,8
ENSMUSG00000026842,Abl1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000026914,Psmd14,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000026932,Nacc2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000026977,Marchf7,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027104,Atf2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027229,Terb2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027230,Creb3l1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027242,Wdr76,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027246,Ell3,1,1,1,1,1,1,1,1,0,1,9
ENSMUSG00000027282,Mtch2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027323,Rad51,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027326,Knl1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027342,Pcna,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027351,Spred1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027353,Mcm8,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027381,Bcl2l11,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027424,Mgme1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027433,Xrn2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027490,E2f1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027510,Rbm38,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027544,Nfatc2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027569,Mrgbp,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027577,Chrna4,1,1,1,1,1,1,1,1,0,1,9
ENSMUSG00000027639,Samhd1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027650,Tti1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027660,Skil,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027671,Actl6a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027751,Supt20,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027845,Dclre1b,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000027855,Sycp1,0,0,0,0,1,1,1,1,0,1,5
ENSMUSG00000027933,Ints3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028063,Lmna,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028086,Fbxw7,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028089,Chd1l,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028224,Nbn,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028284,Map3k7,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028312,Smc2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028329,Xpa,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028354,Fmn2,1,1,1,1,1,1,1,1,0,1,9
ENSMUSG00000028394,Pole3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028411,Aptx,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028426,Rad23b,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028452,Vcp,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028453,Fancg,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028560,Usp1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028599,Tnfrsf1b,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028629,Exo5,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028630,Dyrk2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028633,Ctps1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028680,Plk3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028687,Mutyh,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028702,Rad54l,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028820,Sfpq,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028821,Syf2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028863,Meaf6,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028884,Rpa2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028886,Eya3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028893,Sesn2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028899,Taf12,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028914,Casp9,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028933,Xrcc2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028949,Smarcd3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028964,Park7,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028969,Cdk5,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028991,Mtor,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000028999,Rint1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029003,Mad2l2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029026,Trp73,1,1,1,1,1,1,1,1,0,1,9
ENSMUSG00000029036,Atad3a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029110,Rnf4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029191,Rfc1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029196,Tada2b,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029238,Clock,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029275,Gfi1,1,1,1,1,1,1,1,0,1,1,9
ENSMUSG00000029283,Cdc7,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029313,Aff1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029363,Rfc5,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029387,Gtf2h3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029438,Bcl7a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029461,Fam168a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029505,Ep400,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029521,Chek2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029524,Sirt4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029535,Triap1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029580,Actb,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029591,Ung,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029670,Ing3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029676,Pot1a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029681,Bcl7b,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029712,Actl6b,0,0,1,1,1,1,1,1,0,1,7
ENSMUSG00000029730,Mcm7,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029836,Cbx3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029863,Casp2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000029920,Smarcad1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030034,Ino80b,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030051,Aplf,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030060,Hmces,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030067,Foxp1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030079,Ruvbl1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030086,Chchd6,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030094,Xpc,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030166,Rad52,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030243,Recql,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030254,Rad18,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030271,Ogg1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030322,Mbd4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030330,Ing4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030341,Tnfrsf1a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030346,Rad51ap1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030400,Ercc2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030451,Herc2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030493,Faap24,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030528,Blm,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030538,Cib1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030584,Dpf1,1,1,1,1,1,1,1,1,0,1,9
ENSMUSG00000030609,Aen,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030641,Ddias,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030655,Smg1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030677,Kif22,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030680,Pagr1a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030697,Ppp4c,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030714,Sgf29,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030717,Nupr1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030726,Pold3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030744,Rps3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030750,Nsmce1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030774,Pak1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030779,Rbbp6,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030793,Pycard,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030795,Fus,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030814,Bcl7c,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030867,Plk1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030978,Rrm1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030983,Bccip,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000030994,D7Ertd443e,0,0,1,1,1,1,0,1,1,1,7
ENSMUSG00000031010,Usp9x,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031095,Cul4b,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031165,Was,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031201,Brcc3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031229,Atrx,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031347,Cetn2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031372,Trex2,0,0,1,0,1,1,1,0,0,1,5
ENSMUSG00000031422,Morf4l2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031429,Psmd10,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031446,Cul4a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031493,Ggn,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031536,Polb,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031546,Gins4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031575,Ash2l,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031583,Wrn,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031628,Casp3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031644,Nek1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031660,Brd7,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031666,Rbl2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031667,Aktip,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031715,Smarca5,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031820,Babam1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031821,Gins2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031826,Usp10,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031835,Mbtps1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031921,Terf2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031928,Mre11a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031938,Bkgd,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031960,Aars1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000031986,Sprtn,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032002,Dcun1d5,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032065,Tex12,0,0,0,0,0,1,1,1,0,0,3
ENSMUSG00000032113,Chek1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032119,Hinfp,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032187,Smarca4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032191,Bcl2l10,1,1,1,1,1,1,1,0,0,1,8
ENSMUSG00000032216,Nedd4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032244,Fem1b,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032267,Usp28,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032298,Neil1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032344,Cgas,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032346,Ooep,0,0,1,1,0,0,1,1,0,1,5
ENSMUSG00000032369,Plscr1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032376,Usp3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032397,Tipin,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032405,Pias1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032409,Atr,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032481,Smarcc1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032498,Mlh1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032512,Wdr48,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032534,Cep63,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032555,Topbp1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032567,Aste1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032586,Traip,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032596,Uba7,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032705,Exd2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000032815,Fanca,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000033031,Cip2a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000033102,Cdc14b,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000033222,Ttf2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000033237,Arid2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000033307,Mif,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000033430,Terf2ip,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000033454,Zbtb1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000033458,Fan1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000033577,Myo6,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000033596,Rfwd3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000033712,Ccar2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000033713,Foxn3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000033721,Vav3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000033732,Sf3b3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000033762,Recql4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000033955,Cnot12,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000033970,Rfc3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000034023,Fancd2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000034154,Ino80,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000034203,Chchd4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000034206,Polq,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000034218,Atm,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000034266,Batf,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000034329,Brip1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000034342,Cbl,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000034345,Gtf2h5,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000034349,Smc4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000034485,Uaca,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000034543,Morc2a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000034639,Setmar,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000034659,Tmem109,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000034674,Tdg,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000034748,Sirt6,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000034773,Hrob,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000035011,Zbtb7a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000035032,Nek11,1,1,1,1,1,1,1,1,0,1,9
ENSMUSG00000035121,Neil2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000035234,Abraxas1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000035266,Helq,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000035337,Uchl4,1,1,1,1,1,1,1,1,0,1,9
ENSMUSG00000035354,Uvrag,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000035365,Parpbp,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000035367,Rmi1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000035387,Ppp4r3c1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000035390,Brsk1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000035455,Fignl1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000035486,Plk5,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000035759,Bbs10,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000035764,Fbxo45,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000035799,Twist1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000035842,Ddx11,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000035890,Rnf126,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000035898,Uba6,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000035958,Tdp2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000035960,Apex1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000036023,Parp2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000036061,Smug1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000036086,Zranb3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000036097,Slf2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000036202,Rif1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000036278,Macrod1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000036390,Gadd45a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000036611,Eepd1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000036781,Rps27l,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000036822,Topors,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000036875,Dna2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000036940,Kdm1a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000036980,Taf6,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000036986,Pml,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000036990,Otud4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000037032,Apbb1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000037108,Zcwpw1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000037111,Setd7,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000037149,Ddx1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000037262,Kin,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000037343,Taf2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000037355,Uvssa,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000037419,Endod1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000037461,Ints7,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000037474,Dtl,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000037487,Ubr5,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000037570,Mcrs1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000037572,Wdhd1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000037608,Bclaf1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000037628,Cdkn3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000037761,Actr5,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000037855,Zfp365,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000037860,Aim2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000037935,Smarce1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000037991,Rmi2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000038000,Acd,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000038005,Hpf1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000038007,Acer2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000038028,Tigar,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000038069,Cdkn2aip,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000038132,Rbm24,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000038225,Primpol,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000038271,Iffo1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000038292,Kash5,1,1,1,1,1,1,1,1,0,1,9
ENSMUSG00000038369,Ncoa6,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000038425,Poli,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000038544,Inip,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000038569,Rad9b,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000038612,Mcl1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000038644,Pold1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000038685,Rtel1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000038697,Taf5l,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000038774,Ascc3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000038806,Sde2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000038902,Pogz,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000038909,Kat7,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000038990,Cables2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000039055,Eme1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000039117,Taf4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000039176,Polg,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000039187,Fanci,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000039220,Ppp1r10,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000039231,Suv39h1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000039354,Smarcal1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000039396,Neil3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000039623,Ap5z1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000039671,Zmynd8,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000039738,Slx4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000039748,Exo1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000039994,Timeless,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000040097,Flywch1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000040174,Alkbh3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000040204,Pclaf,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000040274,Cdk6,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000040325,Dcaf1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000040331,Nsmce4a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000040359,Ufl1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000040385,Ppp1ca,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000040433,Zbtb38,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000040455,Usp45,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000040479,Dgkz,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000040629,Mael,0,0,1,0,0,1,0,1,0,1,4
ENSMUSG00000040681,Hmgn1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000040771,Oard1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000040813,Tex264,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000040843,Tiprl,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000040850,Psme4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000040865,Ino80d,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000040913,Fbxw4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000041064,Pif1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000041147,Brca2,1,1,1,1,1,1,1,1,1,1,10
