ensembl_id,gene_symbol,set_01_Quadriceps_femoris,set_02_Tibialis_anterior,set_03_Optic_nerve,set_04_Spleen,set_05_Femoral_lateral_skin,set_06_Left_lobe_of_the_liver,set_07_Colon,set_08_Cerebellum,set_09_Heart,set_10_Eye,intersection_degree
ENSMUSG00000041203,Trir,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000041238,Rbbp8,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000041346,Wrap53,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000041406,Firrm,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000041417,Pik3r1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000041429,Nthl1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000041471,Shld2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000041560,Nop53,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000041684,Bivm,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000041801,Phlda3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000041846,Ppp4r3a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000041859,Mcm3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000041974,Spidr,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000042185,Nfrkb,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000042228,Lyn,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000042323,Pbrm1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000042349,Ikbke,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000042489,Clspn,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000042498,Radx,1,1,1,1,1,1,1,1,0,1,9
ENSMUSG00000042506,Usp22,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000042541,Sem1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000042558,Adprs,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000042677,Zc3h12a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000042699,Dhx9,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000042784,Muc1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000042821,Snai1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000042903,Foxo4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000043099,Hic1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000043207,Zmpste24,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000043535,Setx,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000043733,Ptpn11,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000043866,Taf10,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000043909,Trp53bp1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000043929,Klhl15,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000044167,Foxo1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000044303,Cdkn2a,1,1,1,1,1,1,1,0,0,1,8
ENSMUSG00000044337,Ackr3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000044339,Alkbh2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000044627,Swi5,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000044702,Palb2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000044791,Setd2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000044991,Shld1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000045098,Kmt5b,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000045102,Poln,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000045210,Vcpip1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000045409,Trim39,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000045482,Trrap,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000045671,Spred2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000045751,Mms22l,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000045867,Cradd,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000046010,Zfp830,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000046101,Mcmdc2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000046295,Ankle1,1,1,1,1,1,1,1,0,1,1,9
ENSMUSG00000046591,Ticrr,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000046707,Csnk2a2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000046711,Hmga1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000046791,Riox1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000046806,Cyren,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000046873,Mbtps2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000047281,Sfn,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000047284,Neurl4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000047617,Paxx,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000047757,Fancb,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000047777,Phf13,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000047989,Ino80c,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000048000,Gigyf2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000048602,Morc2b,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000048668,Rhno1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000048756,Foxo3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000048930,Tada3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000049327,Kmt5a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000049502,Dtx3l,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000049717,Lig4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000049728,Zfp668,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000049734,Trex1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000049932,H2ax,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000051220,Ercc6l,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000051235,Gen1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000051238,Swsap1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000051278,Zgrf1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000051316,Taf7,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000051355,Commd1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000051455,Meioc,0,0,0,1,1,0,0,1,0,1,4
ENSMUSG00000051675,Trim32,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000051768,Xrcc1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000051977,Prdm9,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000052139,Babam2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000052144,Ppp4r2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000052293,Taf9,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000052406,Rexo4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000052525,Spdya,1,1,1,1,1,1,1,1,0,1,9
ENSMUSG00000052616,Terb1,1,1,1,1,1,1,1,1,0,1,9
ENSMUSG00000052926,Rnaseh2a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000052934,Fbxo31,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000053110,Yap1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000053134,Supt7l,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000053175,Bcl3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000053436,Mapk14,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000053914,Kdm4d,1,1,1,1,1,1,1,1,0,1,9
ENSMUSG00000054051,Ercc6,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000054115,Skp2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000054387,Mdm4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000054580,Pla2r1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000054611,Kdm2a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000054612,Mgmt,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000055024,Ep300,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000055884,Fancm,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000055932,Fto,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000056216,Cebpg,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000056394,Lig1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000056758,Hmga2,1,1,1,1,1,1,1,1,0,1,9
ENSMUSG00000056820,Tsnax,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000056899,Immp2l,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000057113,Npm1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000057329,Bcl2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000057406,Nsd2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000057649,Brd9,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000057789,Bak1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000058298,Mcm9,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000058301,Upf1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000058317,Ube2e2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000058594,Fbh1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000058761,Rnf169,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000059060,Rad51b,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000059263,Usp47,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000059323,Tonsl,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000059474,Mbtd1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000059518,Znhit1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000059552,Trp53,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000059586,Nsmce2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000059772,Slx1b,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000059851,Kmt5c,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000059923,Grb2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000059981,Taok2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000059995,Atxn7l3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000060126,Tpt1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000060657,Marf1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000060862,Zbtb40,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000060938,Rpl26,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000061175,Fnip2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000061207,Whr1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000061288,Taok3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000061353,Cxcl12,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000061356,Nuggc,1,1,1,1,1,1,1,0,0,1,8
ENSMUSG00000061436,Hipk2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000061589,Dot1l,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000061607,Mdc1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000061755,Bod1l,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000061759,Dcph1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000062270,Morf4l1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000062762,Ei24,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000062783,Csprs,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000062906,Hdac10,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000063065,Mapk3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000063268,Parp10,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000063358,Mapk1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000063704,Mapk15,0,1,1,1,1,1,1,1,0,1,8
ENSMUSG00000063870,Chd4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000064090,Vrk2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000064289,Tank,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000066415,Msl2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000066440,Zfyve26,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000066551,Hmgb1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000067215,Usp51,0,0,1,1,1,1,1,1,0,1,7
ENSMUSG00000067873,Htatsf1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000068205,Macrod2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000068264,Ap5s1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000068329,Htra2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000069053,Uba1y,1,0,1,1,0,0,0,1,0,0,4
ENSMUSG00000069495,Epc2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000070348,Ccnd1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000070520,Nsmce3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000073435,Nme3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000073436,Eme2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000073489,Ifi204,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000073684,Faap20,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000073705,Cenps,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000074037,Mc1r,1,1,1,1,1,0,0,1,0,1,7
ENSMUSG00000074698,Csnk2a1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000074704,Rad21l,0,0,1,0,0,0,1,1,0,1,4
ENSMUSG00000074781,Ube2n,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000076430,Hus1b,1,1,1,1,1,1,1,1,0,1,9
ENSMUSG00000076431,Sox4,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000078348,Sf3b5,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000078521,Aunip,1,1,1,1,1,1,1,1,0,1,9
ENSMUSG00000078619,Smarcd2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000078671,Chd2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000078773,Rad54b,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000078816,Prkcg,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000078851,H2ac25,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000078923,Ube2v1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000079036,Alkbh1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000079109,Pms2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000079235,Ccdc13,1,1,1,1,1,1,1,1,0,1,9
ENSMUSG00000079513,Ppp4r3c2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089682,Bcl2l2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000089960,Ugt1a1,1,1,1,1,1,1,1,1,0,1,9
ENSMUSG00000090083,Rnf8,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000090112,Shprh,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000091736,Yy2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000091971,Hspa1a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000092118,Fancf,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000092622,Khdc3,1,0,1,1,1,1,1,1,0,1,8
ENSMUSG00000095789,Nupr2,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000096458,Moap1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000096472,Cdkn2d,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000099974,Bcl2a1d,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000100254,Trpc2,1,1,1,1,1,1,1,0,1,1,9
ENSMUSG00000100937,Nscme3l,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000102037,Bcl2a1a,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000108981,Bend2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000109324,Prmt1,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000109864,Eid3,1,1,1,1,1,1,1,1,0,1,9
ENSMUSG00000112039,Brcc3dc,0,0,1,1,0,1,1,1,0,1,6
ENSMUSG00000112495,Cdc5lrt9,1,0,0,1,1,0,1,0,0,0,4
ENSMUSG00000112781,Cdc5lrt8,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000112920,Spata22,1,0,1,0,1,1,1,1,0,1,7
ENSMUSG00000115338,Pnp,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000118537,Shld3,1,1,1,1,1,1,1,1,1,1,10
ENSMUSG00000121977,Gcna,0,0,0,0,0,0,0,0,0,0,0
