Tissue,Flight_Samples_Count,Pathway_1,Pathway_2,Spearman_Rho
Heart / Heart right ventricle,10,intrinsic_apoptotic_signaling_GO0008630,DNA_replication_GO0006260,-0.0303030303030303
Heart / Heart right ventricle,10,intrinsic_apoptotic_signaling_GO0008630,DNA_templated_transcription_GO0006351,0.6848484848484848
Heart / Heart right ventricle,10,intrinsic_apoptotic_signaling_GO0008630,translation_GO0006412,0.2
Heart / Heart right ventricle,10,intrinsic_apoptotic_signaling_GO0008630,mitochondrion_GO0005739,-0.103030303030303
Heart / Heart right ventricle,10,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,0.2363636363636363
Heart / Heart right ventricle,10,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.7212121212121212
Heart / Heart right ventricle,10,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,0.793939393939394
Heart / Heart right ventricle,10,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,0.0424242424242424
Heart / Heart right ventricle,10,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,0.3696969696969697
Heart / Heart right ventricle,10,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.2848484848484848
Heart / Heart right ventricle,10,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,0.793939393939394
Heart / Heart right ventricle,10,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,-0.0303030303030303
Heart / Heart right ventricle,10,DNA_damage_tolerance_GO0006301,translation_GO0006412,-0.4424242424242424
Heart / Heart right ventricle,10,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,-0.1757575757575757
Heart / Heart right ventricle,10,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,0.3696969696969697
Heart / Heart right ventricle,10,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.2121212121212121
Heart / Heart right ventricle,10,DNA_damage_tolerance_GO0006301,cell_death_GO0008219,0.1393939393939394
Heart / Heart right ventricle,10,telomere_maintenance_GO0043247,telomere_region_GO0000781,0.0545454545454545
Heart / Heart right ventricle,10,telomere_maintenance_GO0043247,cell_cycle_GO0007049,0.103030303030303
Heart / Heart right ventricle,10,telomere_maintenance_GO0043247,DNA_replication_GO0006260,-0.006060606060606
Heart / Heart right ventricle,10,telomere_maintenance_GO0043247,DNA_templated_transcription_GO0006351,0.103030303030303
Heart / Heart right ventricle,10,telomere_maintenance_GO0043247,translation_GO0006412,-0.2727272727272727
Heart / Heart right ventricle,10,telomere_maintenance_GO0043247,mitochondrion_GO0005739,0.0545454545454545
Heart / Heart right ventricle,10,telomere_maintenance_GO0043247,mechanosensation_GO0050954,0.2848484848484848
Heart / Heart right ventricle,10,telomere_maintenance_GO0043247,cytoskeleton_GO0005856,0.006060606060606
Heart / Heart right ventricle,10,telomere_maintenance_GO0043247,cell_death_GO0008219,0.006060606060606
Heart / Heart right ventricle,10,telomere_region_GO0000781,cell_cycle_GO0007049,0.4666666666666667
Heart / Heart right ventricle,10,telomere_region_GO0000781,DNA_replication_GO0006260,0.6121212121212121
Heart / Heart right ventricle,10,telomere_region_GO0000781,DNA_templated_transcription_GO0006351,0.4666666666666667
Heart / Heart right ventricle,10,telomere_region_GO0000781,translation_GO0006412,-0.5878787878787879
Heart / Heart right ventricle,10,telomere_region_GO0000781,mitochondrion_GO0005739,-0.6242424242424243
Heart / Heart right ventricle,10,telomere_region_GO0000781,mechanosensation_GO0050954,0.9393939393939394
Heart / Heart right ventricle,10,telomere_region_GO0000781,cytoskeleton_GO0005856,0.3696969696969697
Heart / Heart right ventricle,10,telomere_region_GO0000781,cell_death_GO0008219,0.3212121212121212
Heart / Heart right ventricle,10,cell_cycle_GO0007049,DNA_replication_GO0006260,0.6242424242424243
Heart / Heart right ventricle,10,cell_cycle_GO0007049,DNA_templated_transcription_GO0006351,0.8545454545454545
Heart / Heart right ventricle,10,cell_cycle_GO0007049,translation_GO0006412,-0.4545454545454545
Heart / Heart right ventricle,10,cell_cycle_GO0007049,mitochondrion_GO0005739,-0.5878787878787879
Heart / Heart right ventricle,10,cell_cycle_GO0007049,mechanosensation_GO0050954,0.6
Heart / Heart right ventricle,10,cell_cycle_GO0007049,cytoskeleton_GO0005856,0.9757575757575756
Heart / Heart right ventricle,10,cell_cycle_GO0007049,cell_death_GO0008219,0.9393939393939394
Heart / Heart right ventricle,10,DNA_replication_GO0006260,DNA_templated_transcription_GO0006351,0.406060606060606
Heart / Heart right ventricle,10,DNA_replication_GO0006260,translation_GO0006412,-0.7212121212121212
Heart / Heart right ventricle,10,DNA_replication_GO0006260,mitochondrion_GO0005739,-0.503030303030303
Heart / Heart right ventricle,10,DNA_replication_GO0006260,mechanosensation_GO0050954,0.6484848484848484
Heart / Heart right ventricle,10,DNA_replication_GO0006260,cytoskeleton_GO0005856,0.5636363636363636
Heart / Heart right ventricle,10,DNA_replication_GO0006260,cell_death_GO0008219,0.5151515151515151
Heart / Heart right ventricle,10,DNA_templated_transcription_GO0006351,translation_GO0006412,-0.4787878787878787
Heart / Heart right ventricle,10,DNA_templated_transcription_GO0006351,mitochondrion_GO0005739,-0.7333333333333333
Heart / Heart right ventricle,10,DNA_templated_transcription_GO0006351,mechanosensation_GO0050954,0.6
Heart / Heart right ventricle,10,DNA_templated_transcription_GO0006351,cytoskeleton_GO0005856,0.8545454545454545
Heart / Heart right ventricle,10,DNA_templated_transcription_GO0006351,cell_death_GO0008219,0.8424242424242424
Heart / Heart right ventricle,10,translation_GO0006412,mitochondrion_GO0005739,0.7090909090909091
Heart / Heart right ventricle,10,translation_GO0006412,mechanosensation_GO0050954,-0.6121212121212121
Heart / Heart right ventricle,10,translation_GO0006412,cytoskeleton_GO0005856,-0.406060606060606
Heart / Heart right ventricle,10,translation_GO0006412,cell_death_GO0008219,-0.3090909090909091
Heart / Heart right ventricle,10,mitochondrion_GO0005739,mechanosensation_GO0050954,-0.6363636363636364
Heart / Heart right ventricle,10,mitochondrion_GO0005739,cytoskeleton_GO0005856,-0.5272727272727272
Heart / Heart right ventricle,10,mitochondrion_GO0005739,cell_death_GO0008219,-0.4545454545454545
Heart / Heart right ventricle,10,mechanosensation_GO0050954,cytoskeleton_GO0005856,0.4909090909090909
Heart / Heart right ventricle,10,mechanosensation_GO0050954,cell_death_GO0008219,0.4787878787878787
Heart / Heart right ventricle,10,cytoskeleton_GO0005856,cell_death_GO0008219,0.9757575757575756
Kidney,55,DNA_damage_response_GO0006974,DNA_repair_GO0006281,0.935930735930736
Kidney,55,DNA_damage_response_GO0006974,DNA_damage_signal_transduction_GO0042770,0.8925685425685426
Kidney,55,DNA_damage_response_GO0006974,intrinsic_apoptotic_signaling_GO0008630,0.7142857142857143
Kidney,55,DNA_damage_response_GO0006974,DNA_damage_tolerance_GO0006301,0.3422799422799423
Kidney,55,DNA_damage_response_GO0006974,telomere_maintenance_GO0043247,0.1204184704184704
Kidney,55,DNA_damage_response_GO0006974,telomere_region_GO0000781,0.7046176046176046
Kidney,55,DNA_damage_response_GO0006974,cell_cycle_GO0007049,0.8885281385281385
Kidney,55,DNA_damage_response_GO0006974,DNA_replication_GO0006260,0.7623376623376623
Kidney,55,DNA_damage_response_GO0006974,DNA_templated_transcription_GO0006351,0.8080808080808081
Kidney,55,DNA_damage_response_GO0006974,translation_GO0006412,0.13001443001443
Kidney,55,DNA_damage_response_GO0006974,mitochondrion_GO0005739,0.1352092352092352
Kidney,55,DNA_damage_response_GO0006974,mechanosensation_GO0050954,0.7622655122655123
Kidney,55,DNA_damage_response_GO0006974,cytoskeleton_GO0005856,0.8554112554112554
Kidney,55,DNA_damage_response_GO0006974,cell_death_GO0008219,0.7435064935064936
Kidney,55,DNA_repair_GO0006281,DNA_damage_signal_transduction_GO0042770,0.8012265512265512
Kidney,55,DNA_repair_GO0006281,intrinsic_apoptotic_signaling_GO0008630,0.582034632034632
Kidney,55,DNA_repair_GO0006281,DNA_damage_tolerance_GO0006301,0.4557720057720058
Kidney,55,DNA_repair_GO0006281,telomere_maintenance_GO0043247,0.1105339105339105
Kidney,55,DNA_repair_GO0006281,telomere_region_GO0000781,0.7999278499278499
Kidney,55,DNA_repair_GO0006281,cell_cycle_GO0007049,0.8521645021645021
Kidney,55,DNA_repair_GO0006281,DNA_replication_GO0006260,0.8626984126984127
Kidney,55,DNA_repair_GO0006281,DNA_templated_transcription_GO0006351,0.6984126984126984
Kidney,55,DNA_repair_GO0006281,translation_GO0006412,0.0264069264069264
Kidney,55,DNA_repair_GO0006281,mitochondrion_GO0005739,0.0601731601731601
Kidney,55,DNA_repair_GO0006281,mechanosensation_GO0050954,0.6888167388167388
Kidney,55,DNA_repair_GO0006281,cytoskeleton_GO0005856,0.7217893217893218
Kidney,55,DNA_repair_GO0006281,cell_death_GO0008219,0.570995670995671
Kidney,55,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.6507215007215007
Kidney,55,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.3262626262626262
Kidney,55,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.0078643578643578
Kidney,55,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,0.5773448773448774
Kidney,55,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,0.865007215007215
Kidney,55,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,0.7031746031746032
Kidney,55,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.7131313131313132
Kidney,55,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,0.0227272727272727
Kidney,55,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,0.0433621933621933
Kidney,55,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,0.6678210678210679
Kidney,55,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.7763347763347763
Kidney,55,DNA_damage_signal_transduction_GO0042770,cell_death_GO0008219,0.6754689754689754
Kidney,55,intrinsic_apoptotic_signaling_GO0008630,DNA_damage_tolerance_GO0006301,0.1541125541125541
Kidney,55,intrinsic_apoptotic_signaling_GO0008630,telomere_maintenance_GO0043247,0.3811688311688311
Kidney,55,intrinsic_apoptotic_signaling_GO0008630,telomere_region_GO0000781,0.3132034632034632
Kidney,55,intrinsic_apoptotic_signaling_GO0008630,cell_cycle_GO0007049,0.6154401154401155
Kidney,55,intrinsic_apoptotic_signaling_GO0008630,DNA_replication_GO0006260,0.4543290043290043
Kidney,55,intrinsic_apoptotic_signaling_GO0008630,DNA_templated_transcription_GO0006351,0.6142135642135642
Kidney,55,intrinsic_apoptotic_signaling_GO0008630,translation_GO0006412,0.4741702741702742
Kidney,55,intrinsic_apoptotic_signaling_GO0008630,mitochondrion_GO0005739,0.4774170274170274
Kidney,55,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,0.7207792207792207
Kidney,55,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.731024531024531
Kidney,55,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,0.7734487734487735
Kidney,55,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,-0.3264069264069264
Kidney,55,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,0.5698412698412698
Kidney,55,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.4608946608946609
Kidney,55,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,0.6518037518037518
Kidney,55,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.204040404040404
Kidney,55,DNA_damage_tolerance_GO0006301,translation_GO0006412,-0.3365079365079365
Kidney,55,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,-0.25007215007215
Kidney,55,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,0.3101010101010101
Kidney,55,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.187012987012987
Kidney,55,DNA_damage_tolerance_GO0006301,cell_death_GO0008219,0.1189033189033189
Kidney,55,telomere_maintenance_GO0043247,telomere_region_GO0000781,-0.2273448773448773
Kidney,55,telomere_maintenance_GO0043247,cell_cycle_GO0007049,-0.0743867243867243
Kidney,55,telomere_maintenance_GO0043247,DNA_replication_GO0006260,-0.1134920634920634
Kidney,55,telomere_maintenance_GO0043247,DNA_templated_transcription_GO0006351,-0.0127705627705627
Kidney,55,telomere_maintenance_GO0043247,translation_GO0006412,0.6943001443001443
Kidney,55,telomere_maintenance_GO0043247,mitochondrion_GO0005739,0.6513708513708514
Kidney,55,telomere_maintenance_GO0043247,mechanosensation_GO0050954,0.0555555555555555
Kidney,55,telomere_maintenance_GO0043247,cytoskeleton_GO0005856,0.1277056277056277
Kidney,55,telomere_maintenance_GO0043247,cell_death_GO0008219,0.1184704184704184
Kidney,55,telomere_region_GO0000781,cell_cycle_GO0007049,0.7265512265512265
Kidney,55,telomere_region_GO0000781,DNA_replication_GO0006260,0.7691919191919192
Kidney,55,telomere_region_GO0000781,DNA_templated_transcription_GO0006351,0.6390331890331891
Kidney,55,telomere_region_GO0000781,translation_GO0006412,-0.2832611832611832
Kidney,55,telomere_region_GO0000781,mitochondrion_GO0005739,-0.3336940836940837
Kidney,55,telomere_region_GO0000781,mechanosensation_GO0050954,0.5841269841269842
Kidney,55,telomere_region_GO0000781,cytoskeleton_GO0005856,0.5347041847041847
Kidney,55,telomere_region_GO0000781,cell_death_GO0008219,0.4015151515151515
Kidney,55,cell_cycle_GO0007049,DNA_replication_GO0006260,0.8355699855699855
Kidney,55,cell_cycle_GO0007049,DNA_templated_transcription_GO0006351,0.8628427128427129
Kidney,55,cell_cycle_GO0007049,translation_GO0006412,0.0424242424242424
Kidney,55,cell_cycle_GO0007049,mitochondrion_GO0005739,0.0592352092352092
Kidney,55,cell_cycle_GO0007049,mechanosensation_GO0050954,0.8453102453102453
Kidney,55,cell_cycle_GO0007049,cytoskeleton_GO0005856,0.861904761904762
Kidney,55,cell_cycle_GO0007049,cell_death_GO0008219,0.786075036075036
Kidney,55,DNA_replication_GO0006260,DNA_templated_transcription_GO0006351,0.5626262626262626
Kidney,55,DNA_replication_GO0006260,translation_GO0006412,-0.0816738816738816
Kidney,55,DNA_replication_GO0006260,mitochondrion_GO0005739,-0.0671717171717171
Kidney,55,DNA_replication_GO0006260,mechanosensation_GO0050954,0.6344877344877344
Kidney,55,DNA_replication_GO0006260,cytoskeleton_GO0005856,0.5772005772005772
Kidney,55,DNA_replication_GO0006260,cell_death_GO0008219,0.4546897546897547
Kidney,55,DNA_templated_transcription_GO0006351,translation_GO0006412,0.1373737373737373
Kidney,55,DNA_templated_transcription_GO0006351,mitochondrion_GO0005739,0.1102453102453102
Kidney,55,DNA_templated_transcription_GO0006351,mechanosensation_GO0050954,0.8786435786435787
Kidney,55,DNA_templated_transcription_GO0006351,cytoskeleton_GO0005856,0.9292207792207792
Kidney,55,DNA_templated_transcription_GO0006351,cell_death_GO0008219,0.9094516594516594
Kidney,55,translation_GO0006412,mitochondrion_GO0005739,0.8691197691197691
Kidney,55,translation_GO0006412,mechanosensation_GO0050954,0.1867243867243867
Kidney,55,translation_GO0006412,cytoskeleton_GO0005856,0.2510822510822511
Kidney,55,translation_GO0006412,cell_death_GO0008219,0.3567821067821067
Kidney,55,mitochondrion_GO0005739,mechanosensation_GO0050954,0.2515873015873016
Kidney,55,mitochondrion_GO0005739,cytoskeleton_GO0005856,0.2812409812409812
Kidney,55,mitochondrion_GO0005739,cell_death_GO0008219,0.3673160173160173
Kidney,55,mechanosensation_GO0050954,cytoskeleton_GO0005856,0.90007215007215
Kidney,55,mechanosensation_GO0050954,cell_death_GO0008219,0.8741702741702742
Kidney,55,cytoskeleton_GO0005856,cell_death_GO0008219,0.931962481962482
Left lobe of the liver,24,DNA_damage_response_GO0006974,DNA_repair_GO0006281,0.9478260869565216
Left lobe of the liver,24,DNA_damage_response_GO0006974,DNA_damage_signal_transduction_GO0042770,0.6226086956521739
Left lobe of the liver,24,DNA_damage_response_GO0006974,intrinsic_apoptotic_signaling_GO0008630,-0.0304347826086956
Left lobe of the liver,24,DNA_damage_response_GO0006974,DNA_damage_tolerance_GO0006301,0.3182608695652174
Left lobe of the liver,24,DNA_damage_response_GO0006974,telomere_maintenance_GO0043247,0.0895652173913043
Left lobe of the liver,24,DNA_damage_response_GO0006974,telomere_region_GO0000781,0.4947826086956521
Left lobe of the liver,24,DNA_damage_response_GO0006974,cell_cycle_GO0007049,0.8173913043478261
Left lobe of the liver,24,DNA_damage_response_GO0006974,DNA_replication_GO0006260,0.68
Left lobe of the liver,24,DNA_damage_response_GO0006974,DNA_templated_transcription_GO0006351,0.3982608695652174
Left lobe of the liver,24,DNA_damage_response_GO0006974,translation_GO0006412,0.02
Left lobe of the liver,24,DNA_damage_response_GO0006974,mitochondrion_GO0005739,0.0278260869565217
Left lobe of the liver,24,DNA_damage_response_GO0006974,mechanosensation_GO0050954,0.0191304347826086
Left lobe of the liver,24,DNA_damage_response_GO0006974,cytoskeleton_GO0005856,0.3782608695652174
Left lobe of the liver,24,DNA_damage_response_GO0006974,cell_death_GO0008219,0.1426086956521739
Left lobe of the liver,24,DNA_repair_GO0006281,DNA_damage_signal_transduction_GO0042770,0.4991304347826087
Left lobe of the liver,24,DNA_repair_GO0006281,intrinsic_apoptotic_signaling_GO0008630,-0.1417391304347826
Left lobe of the liver,24,DNA_repair_GO0006281,DNA_damage_tolerance_GO0006301,0.3208695652173913
Left lobe of the liver,24,DNA_repair_GO0006281,telomere_maintenance_GO0043247,0.0608695652173913
Left lobe of the liver,24,DNA_repair_GO0006281,telomere_region_GO0000781,0.5008695652173913
Left lobe of the liver,24,DNA_repair_GO0006281,cell_cycle_GO0007049,0.8208695652173913
Left lobe of the liver,24,DNA_repair_GO0006281,DNA_replication_GO0006260,0.6878260869565217
Left lobe of the liver,24,DNA_repair_GO0006281,DNA_templated_transcription_GO0006351,0.2869565217391304
Left lobe of the liver,24,DNA_repair_GO0006281,translation_GO0006412,0.0591304347826086
Left lobe of the liver,24,DNA_repair_GO0006281,mitochondrion_GO0005739,0.1165217391304347
Left lobe of the liver,24,DNA_repair_GO0006281,mechanosensation_GO0050954,-0.02
Left lobe of the liver,24,DNA_repair_GO0006281,cytoskeleton_GO0005856,0.3434782608695652
Left lobe of the liver,24,DNA_repair_GO0006281,cell_death_GO0008219,0.008695652173913
Left lobe of the liver,24,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.1043478260869565
Left lobe of the liver,24,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.0617391304347826
Left lobe of the liver,24,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.3165217391304348
Left lobe of the liver,24,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,0.3695652173913043
Left lobe of the liver,24,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,0.6573913043478261
Left lobe of the liver,24,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,0.2765217391304347
Left lobe of the liver,24,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.5747826086956521
Left lobe of the liver,24,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,-0.18
Left lobe of the liver,24,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,-0.2739130434782608
Left lobe of the liver,24,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,-0.0095652173913043
Left lobe of the liver,24,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.3217391304347826
Left lobe of the liver,24,DNA_damage_signal_transduction_GO0042770,cell_death_GO0008219,0.2904347826086956
Left lobe of the liver,24,intrinsic_apoptotic_signaling_GO0008630,DNA_damage_tolerance_GO0006301,-0.0008695652173913
Left lobe of the liver,24,intrinsic_apoptotic_signaling_GO0008630,telomere_maintenance_GO0043247,-0.391304347826087
Left lobe of the liver,24,intrinsic_apoptotic_signaling_GO0008630,telomere_region_GO0000781,-0.2217391304347826
Left lobe of the liver,24,intrinsic_apoptotic_signaling_GO0008630,cell_cycle_GO0007049,0.2121739130434782
Left lobe of the liver,24,intrinsic_apoptotic_signaling_GO0008630,DNA_replication_GO0006260,-0.1295652173913043
Left lobe of the liver,24,intrinsic_apoptotic_signaling_GO0008630,DNA_templated_transcription_GO0006351,0.3834782608695652
Left lobe of the liver,24,intrinsic_apoptotic_signaling_GO0008630,translation_GO0006412,0.2034782608695652
Left lobe of the liver,24,intrinsic_apoptotic_signaling_GO0008630,mitochondrion_GO0005739,0.1947826086956521
Left lobe of the liver,24,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,0.6878260869565217
Left lobe of the liver,24,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.6452173913043479
Left lobe of the liver,24,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,0.697391304347826
Left lobe of the liver,24,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,-0.2391304347826087
Left lobe of the liver,24,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,-0.0260869565217391
Left lobe of the liver,24,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.1234782608695652
Left lobe of the liver,24,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,0.711304347826087
Left lobe of the liver,24,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.1060869565217391
Left lobe of the liver,24,DNA_damage_tolerance_GO0006301,translation_GO0006412,-0.0643478260869565
Left lobe of the liver,24,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,-0.1347826086956521
Left lobe of the liver,24,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,-0.1913043478260869
Left lobe of the liver,24,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,-0.0782608695652174
Left lobe of the liver,24,DNA_damage_tolerance_GO0006301,cell_death_GO0008219,0.1356521739130435
Left lobe of the liver,24,telomere_maintenance_GO0043247,telomere_region_GO0000781,0.248695652173913
Left lobe of the liver,24,telomere_maintenance_GO0043247,cell_cycle_GO0007049,-0.0113043478260869
Left lobe of the liver,24,telomere_maintenance_GO0043247,DNA_replication_GO0006260,-0.0443478260869565
Left lobe of the liver,24,telomere_maintenance_GO0043247,DNA_templated_transcription_GO0006351,0.0460869565217391
Left lobe of the liver,24,telomere_maintenance_GO0043247,translation_GO0006412,0.0260869565217391
Left lobe of the liver,24,telomere_maintenance_GO0043247,mitochondrion_GO0005739,-0.2721739130434782
Left lobe of the liver,24,telomere_maintenance_GO0043247,mechanosensation_GO0050954,-0.4530434782608695
Left lobe of the liver,24,telomere_maintenance_GO0043247,cytoskeleton_GO0005856,-0.3043478260869565
Left lobe of the liver,24,telomere_maintenance_GO0043247,cell_death_GO0008219,-0.1443478260869565
Left lobe of the liver,24,telomere_region_GO0000781,cell_cycle_GO0007049,0.4426086956521739
Left lobe of the liver,24,telomere_region_GO0000781,DNA_replication_GO0006260,0.1930434782608695
Left lobe of the liver,24,telomere_region_GO0000781,DNA_templated_transcription_GO0006351,0.5591304347826087
Left lobe of the liver,24,telomere_region_GO0000781,translation_GO0006412,-0.2313043478260869
Left lobe of the liver,24,telomere_region_GO0000781,mitochondrion_GO0005739,-0.4304347826086956
Left lobe of the liver,24,telomere_region_GO0000781,mechanosensation_GO0050954,-0.0130434782608695
Left lobe of the liver,24,telomere_region_GO0000781,cytoskeleton_GO0005856,0.0608695652173913
Left lobe of the liver,24,telomere_region_GO0000781,cell_death_GO0008219,0.1234782608695652
Left lobe of the liver,24,cell_cycle_GO0007049,DNA_replication_GO0006260,0.3843478260869565
Left lobe of the liver,24,cell_cycle_GO0007049,DNA_templated_transcription_GO0006351,0.4582608695652174
Left lobe of the liver,24,cell_cycle_GO0007049,translation_GO0006412,-0.0243478260869565
Left lobe of the liver,24,cell_cycle_GO0007049,mitochondrion_GO0005739,0.1539130434782608
Left lobe of the liver,24,cell_cycle_GO0007049,mechanosensation_GO0050954,0.3095652173913043
Left lobe of the liver,24,cell_cycle_GO0007049,cytoskeleton_GO0005856,0.671304347826087
Left lobe of the liver,24,cell_cycle_GO0007049,cell_death_GO0008219,0.2443478260869565
Left lobe of the liver,24,DNA_replication_GO0006260,DNA_templated_transcription_GO0006351,0.1765217391304347
Left lobe of the liver,24,DNA_replication_GO0006260,translation_GO0006412,0.1208695652173913
Left lobe of the liver,24,DNA_replication_GO0006260,mitochondrion_GO0005739,-0.0713043478260869
Left lobe of the liver,24,DNA_replication_GO0006260,mechanosensation_GO0050954,-0.2356521739130434
Left lobe of the liver,24,DNA_replication_GO0006260,cytoskeleton_GO0005856,0.0260869565217391
Left lobe of the liver,24,DNA_replication_GO0006260,cell_death_GO0008219,0.0834782608695652
Left lobe of the liver,24,DNA_templated_transcription_GO0006351,translation_GO0006412,-0.1721739130434782
Left lobe of the liver,24,DNA_templated_transcription_GO0006351,mitochondrion_GO0005739,-0.4339130434782609
Left lobe of the liver,24,DNA_templated_transcription_GO0006351,mechanosensation_GO0050954,0.4904347826086956
Left lobe of the liver,24,DNA_templated_transcription_GO0006351,cytoskeleton_GO0005856,0.5373913043478261
Left lobe of the liver,24,DNA_templated_transcription_GO0006351,cell_death_GO0008219,0.7521739130434782
Left lobe of the liver,24,translation_GO0006412,mitochondrion_GO0005739,0.5391304347826087
Left lobe of the liver,24,translation_GO0006412,mechanosensation_GO0050954,0.1513043478260869
Left lobe of the liver,24,translation_GO0006412,cytoskeleton_GO0005856,0.0295652173913043
Left lobe of the liver,24,translation_GO0006412,cell_death_GO0008219,0.2260869565217391
Left lobe of the liver,24,mitochondrion_GO0005739,mechanosensation_GO0050954,0.2617391304347826
Left lobe of the liver,24,mitochondrion_GO0005739,cytoskeleton_GO0005856,0.3260869565217391
Left lobe of the liver,24,mitochondrion_GO0005739,cell_death_GO0008219,-0.0730434782608695
Left lobe of the liver,24,mechanosensation_GO0050954,cytoskeleton_GO0005856,0.7817391304347826
Left lobe of the liver,24,mechanosensation_GO0050954,cell_death_GO0008219,0.6252173913043478
Left lobe of the liver,24,cytoskeleton_GO0005856,cell_death_GO0008219,0.5643478260869565
Liver,19,DNA_damage_response_GO0006974,DNA_repair_GO0006281,0.9403508771929824
Liver,19,DNA_damage_response_GO0006974,DNA_damage_signal_transduction_GO0042770,0.8052631578947368
Liver,19,DNA_damage_response_GO0006974,intrinsic_apoptotic_signaling_GO0008630,0.7368421052631579
Liver,19,DNA_damage_response_GO0006974,DNA_damage_tolerance_GO0006301,0.8017543859649123
Liver,19,DNA_damage_response_GO0006974,telomere_maintenance_GO0043247,-0.1947368421052631
Liver,19,DNA_damage_response_GO0006974,telomere_region_GO0000781,0.8526315789473684
Liver,19,DNA_damage_response_GO0006974,cell_cycle_GO0007049,0.8614035087719298
Liver,19,DNA_damage_response_GO0006974,DNA_replication_GO0006260,0.9298245614035088
Liver,19,DNA_damage_response_GO0006974,DNA_templated_transcription_GO0006351,0.6403508771929824
Liver,19,DNA_damage_response_GO0006974,translation_GO0006412,-0.1140350877192982
Liver,19,DNA_damage_response_GO0006974,mitochondrion_GO0005739,-0.0736842105263157
Liver,19,DNA_damage_response_GO0006974,mechanosensation_GO0050954,0.6982456140350877
Liver,19,DNA_damage_response_GO0006974,cytoskeleton_GO0005856,0.7666666666666667
Liver,19,DNA_damage_response_GO0006974,cell_death_GO0008219,0.6456140350877193
Liver,19,DNA_repair_GO0006281,DNA_damage_signal_transduction_GO0042770,0.7210526315789474
Liver,19,DNA_repair_GO0006281,intrinsic_apoptotic_signaling_GO0008630,0.6280701754385964
