Tissue,Pathway,EnsemblID,Gene_Symbol,EntrezID,Spaceflight_Log2FC,Meta_P_value,FDR_padj,n_missions,n_analysis_units,Flight_Samples_Count
Colon,FA,ENSMUSG00000030493,Faap24,101831,0.236980139275189,0.430984860520145,1.0,1,1,4
Colon,FA,ENSMUSG00000034023,Fancd2,211651,-0.0384500923998706,0.900966992341079,1.0,1,1,4
Colon,FA,ENSMUSG00000039187,Fanci,208836,-0.147897393997646,0.68138964734493,1.0,1,1,4
Dorsal skin,BER,ENSMUSG00000029591,Ung,22256,-0.0805923419735587,0.882235464332931,1.0,2,5,30
Dorsal skin,BER,ENSMUSG00000030271,Ogg1,18294,-0.0282714736194322,0.544559359436603,1.0,2,5,30
Dorsal skin,BER,ENSMUSG00000032298,Neil1,72774,-0.0112501347082872,0.865834200032147,1.0,2,5,30
Dorsal skin,BER,ENSMUSG00000035960,Apex1,11792,-0.194959796175289,0.365466254522876,1.0,2,5,30
Dorsal skin,BER,ENSMUSG00000002963,Pnkp,59047,-0.046293442424501,0.383322537165108,1.0,2,5,30
Dorsal skin,BER,ENSMUSG00000024742,Fen1,14156,-0.194922971766577,0.97462161140838,1.0,2,5,30
Dorsal skin,NER,ENSMUSG00000028329,Xpa,22590,-0.0663369676546398,0.318333034575281,1.0,2,5,30
Dorsal skin,NER,ENSMUSG00000030094,Xpc,22591,-0.0243278326919021,0.495581903753523,1.0,2,5,30
Dorsal skin,NER,ENSMUSG00000028426,Rad23b,19359,-0.131033322669089,0.266429626036442,1.0,2,5,30
Dorsal skin,NER,ENSMUSG00000031347,Cetn2,26370,-0.0642711381948002,0.556279278215852,1.0,2,5,30
Dorsal skin,NER,ENSMUSG00000021694,Ercc8,71991,-0.0982812111591855,0.599106859920595,1.0,2,5,30
Dorsal skin,NER,ENSMUSG00000054051,Ercc6,319955,-0.093767244924364,0.419490976231013,1.0,2,5,30
Dorsal skin,NER,ENSMUSG00000024740,Ddb1,13194,-0.0407330288754602,0.867248079169372,1.0,2,5,30
Dorsal skin,NER,ENSMUSG00000002109,Ddb2,107986,0.0922068358456277,0.508711636132851,1.0,2,5,30
Dorsal skin,NER,ENSMUSG00000024382,Ercc3,13872,-0.0514920354528733,0.890169208192464,1.0,2,5,30
Dorsal skin,NER,ENSMUSG00000030400,Ercc2,13871,0.03551211115537,0.104725465747651,1.0,2,5,30
Dorsal skin,NER,ENSMUSG00000034345,Gtf2h5,66467,-0.10831990072207,0.131986245634806,1.0,2,5,30
Dorsal skin,NER,ENSMUSG00000029387,Gtf2h3,209357,-0.173603926425352,0.424864369648868,1.0,2,5,30
Dorsal skin,NER,ENSMUSG00000021639,Gtf2h2,23894,-0.114836912714027,0.26346638918439,1.0,2,5,30
Dorsal skin,NER,ENSMUSG00000001524,Gtf2h4,14885,-0.0922813231351093,0.960703344547017,1.0,2,5,30
Dorsal skin,NER,ENSMUSG00000006599,Gtf2h1,14884,-0.0998793691119745,0.383797780282009,1.0,2,5,30
Dorsal skin,NER,ENSMUSG00000003549,Ercc1,13870,0.0673694729342785,0.464108907191446,1.0,2,5,30
Dorsal skin,NER,ENSMUSG00000022545,Ercc4,50505,0.0641587380908197,0.0567844458273008,1.0,2,5,30
Dorsal skin,NER,ENSMUSG00000026048,Ercc5,22592,-0.0245650162773603,0.536680055145699,1.0,2,5,30
Dorsal skin,MMR,ENSMUSG00000032498,Mlh1,17350,-0.0862634220469634,0.363068893560603,1.0,2,5,30
Dorsal skin,MMR,ENSMUSG00000024151,Msh2,17685,0.0018549360813101,0.957458444980741,1.0,2,5,30
Dorsal skin,MMR,ENSMUSG00000014850,Msh3,17686,-0.0087763025409006,0.863190344485179,1.0,2,5,30
Dorsal skin,MMR,ENSMUSG00000005370,Msh6,17688,-0.0147052324899798,0.824035802406216,1.0,2,5,30
Dorsal skin,MMR,ENSMUSG00000079109,Pms2,18861,0.0228670132610346,0.920357152516631,1.0,2,5,30
Dorsal skin,FA,ENSMUSG00000032815,Fanca,14087,0.0089774625342508,0.592283236578689,1.0,2,5,30
Dorsal skin,FA,ENSMUSG00000047757,Fancb,237211,-0.0667056933048491,0.663931096312177,1.0,2,5,30
Dorsal skin,FA,ENSMUSG00000021461,Fancc,14088,0.0262576559891871,0.749595032280855,1.0,2,5,30
Dorsal skin,FA,ENSMUSG00000007570,Fance,72775,-0.0288230899177342,0.718437762573658,1.0,2,5,30
Dorsal skin,FA,ENSMUSG00000092118,Fancf,100040608,-0.0057412860313094,0.793020621358389,1.0,2,5,30
Dorsal skin,FA,ENSMUSG00000028453,Fancg,60534,0.138884275698462,0.0562760233394996,1.0,2,5,30
Dorsal skin,FA,ENSMUSG00000004018,Fancl,67030,0.141400117568439,0.624182436671595,1.0,2,5,30
Dorsal skin,FA,ENSMUSG00000026429,Ube2t,67196,0.033085755034682,0.74046437550386,1.0,2,5,30
Dorsal skin,FA,ENSMUSG00000055884,Fancm,104806,-0.124105696835627,0.791209164916894,1.0,2,5,30
Dorsal skin,FA,ENSMUSG00000003662,Ciao1,26371,-0.110222666424793,0.546852564606608,1.0,2,5,30
Dorsal skin,FA,ENSMUSG00000031879,Ciao2b,68523,-0.166169630649182,0.7931920048926,1.0,2,5,30
Dorsal skin,FA,ENSMUSG00000025384,Faap100,71885,-0.0144787507064167,0.144902734141612,1.0,2,5,30
Dorsal skin,FA,ENSMUSG00000073684,Faap20,67513,-0.0418229945655997,0.825191233821085,1.0,2,5,30
Dorsal skin,FA,ENSMUSG00000030493,Faap24,101831,-0.0777409734647546,0.485366043638462,1.0,2,5,30
Dorsal skin,FA,ENSMUSG00000034023,Fancd2,211651,-0.0191100221045395,0.832146416567104,1.0,2,5,30
Dorsal skin,FA,ENSMUSG00000039187,Fanci,208836,-0.161406180380638,0.806480626183166,1.0,2,5,30
Extensor digitorum longus,BER,ENSMUSG00000029591,Ung,22256,-0.0909844182730725,0.86342730751055,0.953991036167606,2,2,15
Extensor digitorum longus,BER,ENSMUSG00000030271,Ogg1,18294,0.181545017752381,0.120386672649845,0.376938853685196,2,2,15
Extensor digitorum longus,BER,ENSMUSG00000032298,Neil1,72774,-0.203085818187424,0.0092134764464413,0.0695364536484345,2,2,15
Extensor digitorum longus,BER,ENSMUSG00000035960,Apex1,11792,-0.037625584716954,0.699319907667092,0.881822192863279,2,2,15
Extensor digitorum longus,BER,ENSMUSG00000002963,Pnkp,59047,0.035140186414238,0.85364255728236,0.950383244247142,2,2,15
Extensor digitorum longus,BER,ENSMUSG00000024742,Fen1,14156,0.0008687063689894,0.957657549428384,0.98724424333033,2,2,15
Extensor digitorum longus,NER,ENSMUSG00000028329,Xpa,22590,0.141878774675512,0.0589865732224521,0.245910439808947,2,2,15
Extensor digitorum longus,NER,ENSMUSG00000030094,Xpc,22591,0.104877024855991,0.0131760900014862,0.0898968461244735,2,2,15
Extensor digitorum longus,NER,ENSMUSG00000028426,Rad23b,19359,0.135833694681863,0.0020568981943611,0.0226835923187876,2,2,15
Extensor digitorum longus,NER,ENSMUSG00000031347,Cetn2,26370,0.0072807573448903,0.914293765434788,0.971081258745935,2,2,15
Extensor digitorum longus,NER,ENSMUSG00000021694,Ercc8,71991,-0.0191219523266288,0.652881126988559,0.858685807246534,2,2,15
Extensor digitorum longus,NER,ENSMUSG00000054051,Ercc6,319955,-0.252146459698517,0.0034316292561868,0.0336803097695596,2,2,15
Extensor digitorum longus,NER,ENSMUSG00000024740,Ddb1,13194,0.117562510400464,0.0007223633274608,0.0102856458974967,2,2,15
Extensor digitorum longus,NER,ENSMUSG00000002109,Ddb2,107986,0.0448425161335015,0.143056062118962,0.414057673754745,2,2,15
Extensor digitorum longus,NER,ENSMUSG00000024382,Ercc3,13872,0.12866062141329,0.0006701007173438,0.0097605000259317,2,2,15
Extensor digitorum longus,NER,ENSMUSG00000030400,Ercc2,13871,-0.0686507128140761,0.246799550678103,0.558245004703505,2,2,15
Extensor digitorum longus,NER,ENSMUSG00000034345,Gtf2h5,66467,-0.0306697555566818,0.476616420334675,0.758095861746365,2,2,15
Extensor digitorum longus,NER,ENSMUSG00000029387,Gtf2h3,209357,-0.106270807100333,0.0439192124314687,0.203760197106897,2,2,15
Extensor digitorum longus,NER,ENSMUSG00000021639,Gtf2h2,23894,-0.160834374145489,0.0007484005413991,0.0105467874615664,2,2,15
Extensor digitorum longus,NER,ENSMUSG00000001524,Gtf2h4,14885,-0.170084537543121,0.0051513922487215,0.0454678147426629,2,2,15
Extensor digitorum longus,NER,ENSMUSG00000006599,Gtf2h1,14884,-0.0280918765094259,0.620157480535722,0.842756371882271,2,2,15
Extensor digitorum longus,NER,ENSMUSG00000003549,Ercc1,13870,-0.0017244213753317,0.987693447833758,0.996707561706471,2,2,15
Extensor digitorum longus,NER,ENSMUSG00000022545,Ercc4,50505,0.0680211509088459,0.467298885819739,0.751448153985523,2,2,15
Extensor digitorum longus,NER,ENSMUSG00000026048,Ercc5,22592,-0.162733086075288,0.846131161550107,0.94727812923724,2,2,15
Extensor digitorum longus,MMR,ENSMUSG00000032498,Mlh1,17350,-0.0316078901341717,0.838695221236709,0.943532123891297,2,2,15
Extensor digitorum longus,MMR,ENSMUSG00000024151,Msh2,17685,0.048461687912496,0.843338239527566,0.94581561759438,2,2,15
Extensor digitorum longus,MMR,ENSMUSG00000014850,Msh3,17686,-0.0408314877697272,0.472549702412363,0.755208879554193,2,2,15
Extensor digitorum longus,MMR,ENSMUSG00000005370,Msh6,17688,0.147099481915897,0.0009303830477455,0.0124289886171215,2,2,15
Extensor digitorum longus,MMR,ENSMUSG00000079109,Pms2,18861,0.188486559382448,0.0274925577266648,0.14885391511284,2,2,15
Extensor digitorum longus,FA,ENSMUSG00000032815,Fanca,14087,-0.30791597840425,0.53660668400546,0.793173032055419,2,2,15
Extensor digitorum longus,FA,ENSMUSG00000047757,Fancb,237211,0.0249016755572275,0.453267571150276,0.742110105192357,2,2,15
Extensor digitorum longus,FA,ENSMUSG00000021461,Fancc,14088,0.121783234589598,0.093778097107557,0.326684397277468,2,2,15
Extensor digitorum longus,FA,ENSMUSG00000007570,Fance,72775,0.172442497144884,0.218829413243262,0.523296159583102,2,2,15
Extensor digitorum longus,FA,ENSMUSG00000092118,Fancf,100040608,-0.323929223397499,0.0031659068828467,0.0317158055109562,2,2,15
Extensor digitorum longus,FA,ENSMUSG00000028453,Fancg,60534,0.064337997554681,0.538755111914448,0.794472044073771,2,2,15
Extensor digitorum longus,FA,ENSMUSG00000004018,Fancl,67030,-0.0447403183417488,0.646064853010933,0.855182732704708,2,2,15
Extensor digitorum longus,FA,ENSMUSG00000026429,Ube2t,67196,-0.115209511247769,0.232456477825331,0.53993007384083,2,2,15
Extensor digitorum longus,FA,ENSMUSG00000055884,Fancm,104806,-0.250998088696717,0.0286913342574385,0.153527018346281,2,2,15
Extensor digitorum longus,FA,ENSMUSG00000003662,Ciao1,26371,-0.116870626705125,0.0376070028785696,0.183868640896097,2,2,15
Extensor digitorum longus,FA,ENSMUSG00000031879,Ciao2b,68523,-0.144092252964947,0.259611288532834,0.572091072448917,2,2,15
Extensor digitorum longus,FA,ENSMUSG00000025384,Faap100,71885,-0.162035237042428,0.0580515544533433,0.24342171233103,2,2,15
Extensor digitorum longus,FA,ENSMUSG00000073684,Faap20,67513,-0.0988658969338806,0.440682592769479,0.732529612179757,2,2,15
Extensor digitorum longus,FA,ENSMUSG00000030493,Faap24,101831,0.242446154467319,0.0549268642435302,0.235198651105172,2,2,15
Extensor digitorum longus,FA,ENSMUSG00000034023,Fancd2,211651,0.345289056596366,0.167627008748037,0.454113971642177,2,2,15
Extensor digitorum longus,FA,ENSMUSG00000039187,Fanci,208836,1.12218587294372,0.0156319677977559,0.1013198015853,2,2,15
Eye,BER,ENSMUSG00000029591,Ung,22256,-0.155874048821115,0.130185821385414,0.999687556394716,2,2,11
Eye,BER,ENSMUSG00000030271,Ogg1,18294,0.009278127596756,0.929964125893667,0.999687556394716,2,2,11
Eye,BER,ENSMUSG00000032298,Neil1,72774,0.0898126817713125,0.319931413269333,0.999687556394716,2,2,11
Eye,BER,ENSMUSG00000035960,Apex1,11792,0.131969615576267,0.917246545313815,0.999687556394716,2,2,11
Eye,BER,ENSMUSG00000002963,Pnkp,59047,0.141884822830596,0.0422923603106777,0.913743346060889,2,2,11
Eye,BER,ENSMUSG00000024742,Fen1,14156,-0.0416785824815723,0.907754668372953,0.999687556394716,2,2,11
Eye,NER,ENSMUSG00000028329,Xpa,22590,0.0548390389996375,0.711021857239333,0.999687556394716,2,2,11
Eye,NER,ENSMUSG00000030094,Xpc,22591,-0.0469907212211839,0.134466843310845,0.999687556394716,2,2,11
Eye,NER,ENSMUSG00000028426,Rad23b,19359,0.0555561190481312,0.867798317286614,0.999687556394716,2,2,11
Eye,NER,ENSMUSG00000031347,Cetn2,26370,0.0340830154132798,0.580308881290358,0.999687556394716,2,2,11
Eye,NER,ENSMUSG00000021694,Ercc8,71991,-0.0199089490832463,0.708199072833209,0.999687556394716,2,2,11
Eye,NER,ENSMUSG00000054051,Ercc6,319955,-0.025334061146046,0.84476311618056,0.999687556394716,2,2,11
Eye,NER,ENSMUSG00000024740,Ddb1,13194,-0.0354280637422143,0.718317941653689,0.999687556394716,2,2,11
Eye,NER,ENSMUSG00000002109,Ddb2,107986,0.0261416179376087,0.925605732764063,0.999687556394716,2,2,11
Eye,NER,ENSMUSG00000024382,Ercc3,13872,0.0803146307219723,0.515283562182265,0.999687556394716,2,2,11
Eye,NER,ENSMUSG00000030400,Ercc2,13871,0.0325851695120799,0.592722846141813,0.999687556394716,2,2,11
Eye,NER,ENSMUSG00000034345,Gtf2h5,66467,0.318756492205823,0.0204174402133832,0.767838798797514,2,2,11
Eye,NER,ENSMUSG00000029387,Gtf2h3,209357,-0.0299439181563972,0.576301362454449,0.999687556394716,2,2,11
Eye,NER,ENSMUSG00000021639,Gtf2h2,23894,0.142650587910997,0.033838272219722,0.873841077284867,2,2,11
Eye,NER,ENSMUSG00000001524,Gtf2h4,14885,0.0725741016727597,0.352447107939917,0.999687556394716,2,2,11
Eye,NER,ENSMUSG00000006599,Gtf2h1,14884,0.0758525054314326,0.595534267404836,0.999687556394716,2,2,11
Eye,NER,ENSMUSG00000003549,Ercc1,13870,0.0466171736711284,0.471697570292484,0.999687556394716,2,2,11
Eye,NER,ENSMUSG00000022545,Ercc4,50505,0.0848718392240767,0.349467276961486,0.999687556394716,2,2,11
Eye,NER,ENSMUSG00000026048,Ercc5,22592,0.0318378200642281,0.366389877996036,0.999687556394716,2,2,11
Eye,MMR,ENSMUSG00000032498,Mlh1,17350,0.0492883004424444,0.599853568069224,0.999687556394716,2,2,11
Eye,MMR,ENSMUSG00000024151,Msh2,17685,-0.0433028078146639,0.806463971333588,0.999687556394716,2,2,11
Eye,MMR,ENSMUSG00000014850,Msh3,17686,0.0025637577673318,0.980254600655783,0.999687556394716,2,2,11
Eye,MMR,ENSMUSG00000005370,Msh6,17688,-0.0332196742745025,0.652363658922276,0.999687556394716,2,2,11
Eye,MMR,ENSMUSG00000079109,Pms2,18861,-0.0036225710718035,0.939106021705557,0.999687556394716,2,2,11
Eye,FA,ENSMUSG00000032815,Fanca,14087,0.0959777035720575,0.488852284090749,0.999687556394716,2,2,11
Eye,FA,ENSMUSG00000047757,Fancb,237211,0.101796781798278,0.503550181519971,0.999687556394716,2,2,11
Eye,FA,ENSMUSG00000021461,Fancc,14088,0.0817476422971937,0.640381025957305,0.999687556394716,2,2,11
Eye,FA,ENSMUSG00000007570,Fance,72775,0.0207711029676145,0.423846654213797,0.999687556394716,2,2,11
Eye,FA,ENSMUSG00000092118,Fancf,100040608,-0.136210832641596,0.0570254538057531,0.947699887025903,2,2,11
Eye,FA,ENSMUSG00000028453,Fancg,60534,0.339826459891595,0.0293014644027753,0.837034304742015,2,2,11
Eye,FA,ENSMUSG00000004018,Fancl,67030,0.101406477085751,0.433159858578042,0.999687556394716,2,2,11
Eye,FA,ENSMUSG00000026429,Ube2t,67196,0.222131654897308,0.068647520338639,0.964001303022408,2,2,11
Eye,FA,ENSMUSG00000055884,Fancm,104806,0.0794266832541248,0.545533865781289,0.999687556394716,2,2,11
Eye,FA,ENSMUSG00000003662,Ciao1,26371,-0.0360252284943525,0.394002645652047,0.999687556394716,2,2,11
Eye,FA,ENSMUSG00000031879,Ciao2b,68523,0.139028558943959,0.163424744521594,0.999687556394716,2,2,11
Eye,FA,ENSMUSG00000025384,Faap100,71885,-0.0702484224367152,0.22347399391291,0.999687556394716,2,2,11
Eye,FA,ENSMUSG00000073684,Faap20,67513,0.0537706868938318,0.638953458388503,0.999687556394716,2,2,11
Eye,FA,ENSMUSG00000030493,Faap24,101831,0.1690212586141,0.141148660827626,0.999687556394716,2,2,11
Eye,FA,ENSMUSG00000034023,Fancd2,211651,0.151946958334046,0.274815692910377,0.999687556394716,2,2,11
Eye,FA,ENSMUSG00000039187,Fanci,208836,0.31808272889957,0.0335324036783361,0.871387047029903,2,2,11
Femoral lateral skin,BER,ENSMUSG00000029591,Ung,22256,-0.0024426426805692,0.988019107928844,0.998123196715231,1,1,9
Femoral lateral skin,BER,ENSMUSG00000030271,Ogg1,18294,0.0244656839230458,0.819552015327659,0.986645796282728,1,1,9
Femoral lateral skin,BER,ENSMUSG00000032298,Neil1,72774,0.161036819852129,0.0433291804427945,0.756506766411266,1,1,9
Femoral lateral skin,BER,ENSMUSG00000035960,Apex1,11792,0.176169484609803,0.249775336532404,0.89468191320066,1,1,9
Femoral lateral skin,BER,ENSMUSG00000002963,Pnkp,59047,0.0858190797914492,0.352520555438174,0.925131554945128,1,1,9
Femoral lateral skin,BER,ENSMUSG00000024742,Fen1,14156,0.0788341750121227,0.64448293579342,0.973361113038552,1,1,9
Femoral lateral skin,NER,ENSMUSG00000028329,Xpa,22590,-0.0195079900907833,0.857797866907995,0.991037747632116,1,1,9
Femoral lateral skin,NER,ENSMUSG00000030094,Xpc,22591,0.0110699982221226,0.837717811885653,0.988930729710116,1,1,9
Femoral lateral skin,NER,ENSMUSG00000028426,Rad23b,19359,0.0529410829505978,0.718108014676885,0.982364807566448,1,1,9
Femoral lateral skin,NER,ENSMUSG00000031347,Cetn2,26370,0.221453789009717,0.0764747180564972,0.798650181769522,1,1,9
Femoral lateral skin,NER,ENSMUSG00000021694,Ercc8,71991,0.0065952018334473,0.927502397726539,0.9931994963393,1,1,9
Femoral lateral skin,NER,ENSMUSG00000054051,Ercc6,319955,-0.168670847575498,0.193689818939951,0.869456780368409,1,1,9
Femoral lateral skin,NER,ENSMUSG00000024740,Ddb1,13194,0.0154214724690535,0.87768481792778,0.992180460660013,1,1,9
Femoral lateral skin,NER,ENSMUSG00000002109,Ddb2,107986,-0.0756682671880315,0.549441614243609,0.962332695470629,1,1,9
Femoral lateral skin,NER,ENSMUSG00000024382,Ercc3,13872,-0.0004721496672378,0.995594195045794,0.999393340760599,1,1,9
Femoral lateral skin,NER,ENSMUSG00000030400,Ercc2,13871,0.0493051721148163,0.640098053520725,0.97267047690983,1,1,9
Femoral lateral skin,NER,ENSMUSG00000034345,Gtf2h5,66467,0.160118104752274,0.232648572143503,0.887820178012444,1,1,9
Femoral lateral skin,NER,ENSMUSG00000029387,Gtf2h3,209357,0.110607256099284,0.412254644600862,0.940646041292831,1,1,9
Femoral lateral skin,NER,ENSMUSG00000021639,Gtf2h2,23894,0.0221209733927163,0.758305409433972,0.983261242301329,1,1,9
Femoral lateral skin,NER,ENSMUSG00000001524,Gtf2h4,14885,0.216112337191835,0.125482154200671,0.826337333613921,1,1,9
Femoral lateral skin,NER,ENSMUSG00000006599,Gtf2h1,14884,0.0369657289853946,0.63576819335873,0.97247205345243,1,1,9
Femoral lateral skin,NER,ENSMUSG00000003549,Ercc1,13870,-0.010354708411062,0.924147829948008,0.9931994963393,1,1,9
Femoral lateral skin,NER,ENSMUSG00000022545,Ercc4,50505,-0.0577464140032933,0.50814676194364,0.958419912719293,1,1,9
Femoral lateral skin,NER,ENSMUSG00000026048,Ercc5,22592,-0.0487220142488906,0.24898733112347,0.894634945176428,1,1,9
Femoral lateral skin,MMR,ENSMUSG00000032498,Mlh1,17350,-0.0153521403587102,0.839848933035961,0.989434164606364,1,1,9
Femoral lateral skin,MMR,ENSMUSG00000024151,Msh2,17685,0.0913475407450311,0.104669541182224,0.817661304880758,1,1,9
Femoral lateral skin,MMR,ENSMUSG00000014850,Msh3,17686,-0.0579146177795536,0.238681668831558,0.891059763992718,1,1,9
Femoral lateral skin,MMR,ENSMUSG00000005370,Msh6,17688,0.0290215943649546,0.679573485765778,0.978446739590355,1,1,9
Femoral lateral skin,MMR,ENSMUSG00000079109,Pms2,18861,-0.0243083402079996,0.783207618935118,0.985750451736581,1,1,9
Femoral lateral skin,FA,ENSMUSG00000032815,Fanca,14087,-0.249084146325679,0.430962721133198,0.945256044732152,1,1,9
Femoral lateral skin,FA,ENSMUSG00000047757,Fancb,237211,-0.0458331551754753,0.747875922035124,0.982798165923748,1,1,9
Femoral lateral skin,FA,ENSMUSG00000021461,Fancc,14088,-0.0692685416724243,0.547627140014683,0.962233201432548,1,1,9
Femoral lateral skin,FA,ENSMUSG00000007570,Fance,72775,0.0544858585733499,0.458150400724521,0.950205542417079,1,1,9
Femoral lateral skin,FA,ENSMUSG00000092118,Fancf,100040608,0.101197792879052,0.262417929765192,0.896354969149613,1,1,9
Femoral lateral skin,FA,ENSMUSG00000028453,Fancg,60534,0.100753755297249,0.394516078966884,0.936450493185461,1,1,9
Femoral lateral skin,FA,ENSMUSG00000004018,Fancl,67030,0.291004683344823,0.0106743743874194,0.618482053284468,1,1,9
Femoral lateral skin,FA,ENSMUSG00000026429,Ube2t,67196,0.209318907248673,0.278158142254887,0.90467314130761,1,1,9
Femoral lateral skin,FA,ENSMUSG00000055884,Fancm,104806,-0.128187004982453,0.255906234411755,0.894987994051916,1,1,9
Femoral lateral skin,FA,ENSMUSG00000003662,Ciao1,26371,0.245733634581154,0.0473706887196348,0.757984575973987,1,1,9
Femoral lateral skin,FA,ENSMUSG00000031879,Ciao2b,68523,0.189454937393555,0.202752850416855,0.872979960682528,1,1,9
Femoral lateral skin,FA,ENSMUSG00000025384,Faap100,71885,-0.115754494702656,0.256974850362852,0.894987994051916,1,1,9
Femoral lateral skin,FA,ENSMUSG00000073684,Faap20,67513,0.0828160311014684,0.449892538923926,0.94959773036323,1,1,9
Femoral lateral skin,FA,ENSMUSG00000030493,Faap24,101831,0.166573064363158,0.0888242860465021,0.815573061944457,1,1,9
Femoral lateral skin,FA,ENSMUSG00000034023,Fancd2,211651,-0.107956233536931,0.614421124030636,0.970293140621489,1,1,9
Femoral lateral skin,FA,ENSMUSG00000039187,Fanci,208836,0.107348746986376,0.649912217399487,0.974600137327686,1,1,9
Femoral skin,BER,ENSMUSG00000029591,Ung,22256,-0.262877961306231,0.300432603125199,1.0,1,1,2
Femoral skin,BER,ENSMUSG00000030271,Ogg1,18294,0.0681027059748059,0.675744825858351,1.0,1,1,2
Femoral skin,BER,ENSMUSG00000032298,Neil1,72774,0.116204720700983,0.56409470877815,1.0,1,1,2
Femoral skin,BER,ENSMUSG00000035960,Apex1,11792,-0.34453269684279,0.0793472866145657,1.0,1,1,2
Femoral skin,BER,ENSMUSG00000002963,Pnkp,59047,0.131183617579985,0.255601042401986,1.0,1,1,2
Femoral skin,BER,ENSMUSG00000024742,Fen1,14156,-0.447787438945391,0.150190788460816,1.0,1,1,2
Femoral skin,NER,ENSMUSG00000028329,Xpa,22590,0.2884534428242,0.0683927484814327,0.992320712788992,1,1,2
Femoral skin,NER,ENSMUSG00000030094,Xpc,22591,-0.0002985019526695,0.998283243286409,1.0,1,1,2
Femoral skin,NER,ENSMUSG00000028426,Rad23b,19359,-0.0674913167091295,0.704722324100942,1.0,1,1,2
Femoral skin,NER,ENSMUSG00000031347,Cetn2,26370,-0.127804568003339,0.365866910709683,1.0,1,1,2
Femoral skin,NER,ENSMUSG00000021694,Ercc8,71991,-0.0575534996548114,0.749829588279608,1.0,1,1,2
Femoral skin,NER,ENSMUSG00000054051,Ercc6,319955,-0.106716773339536,0.675690538134659,1.0,1,1,2
Femoral skin,NER,ENSMUSG00000024740,Ddb1,13194,0.0252589718676379,0.825199872007421,1.0,1,1,2
Femoral skin,NER,ENSMUSG00000002109,Ddb2,107986,0.32909376348179,0.171186555931883,1.0,1,1,2
Femoral skin,NER,ENSMUSG00000024382,Ercc3,13872,-0.0540131779967839,0.660631476894774,1.0,1,1,2
Femoral skin,NER,ENSMUSG00000030400,Ercc2,13871,-0.309434707957047,0.0894329378916382,1.0,1,1,2
Femoral skin,NER,ENSMUSG00000034345,Gtf2h5,66467,-0.230322000625634,0.0291427238563595,0.943515833225208,1,1,2
Femoral skin,NER,ENSMUSG00000029387,Gtf2h3,209357,0.0794215970560466,0.606469368471642,1.0,1,1,2
Femoral skin,NER,ENSMUSG00000021639,Gtf2h2,23894,0.17094473083186,0.301028277433747,1.0,1,1,2
Femoral skin,NER,ENSMUSG00000001524,Gtf2h4,14885,-0.0157880763195504,0.94410458602395,1.0,1,1,2
Femoral skin,NER,ENSMUSG00000006599,Gtf2h1,14884,-0.0062431014515052,0.963453618517835,1.0,1,1,2
Femoral skin,NER,ENSMUSG00000003549,Ercc1,13870,0.0795182189541433,0.609084813010962,1.0,1,1,2
Femoral skin,NER,ENSMUSG00000022545,Ercc4,50505,0.132613779205576,0.466712726620682,1.0,1,1,2
Femoral skin,NER,ENSMUSG00000026048,Ercc5,22592,-0.0026159817080247,0.97899518487658,1.0,1,1,2
Femoral skin,MMR,ENSMUSG00000032498,Mlh1,17350,-0.0221319521431384,0.918139785947723,1.0,1,1,2
Femoral skin,MMR,ENSMUSG00000024151,Msh2,17685,-0.0136542149761283,0.934303688666106,1.0,1,1,2
Femoral skin,MMR,ENSMUSG00000014850,Msh3,17686,-0.0917645519239002,0.628242355963432,1.0,1,1,2
Femoral skin,MMR,ENSMUSG00000005370,Msh6,17688,-0.190223996694845,0.262215743720333,1.0,1,1,2
Femoral skin,MMR,ENSMUSG00000079109,Pms2,18861,-0.137440400527272,0.536934930406527,1.0,1,1,2
Femoral skin,FA,ENSMUSG00000032815,Fanca,14087,-0.659260108188728,0.140008286321008,1.0,1,1,2
Femoral skin,FA,ENSMUSG00000047757,Fancb,237211,-0.121005040234314,0.63535053123995,1.0,1,1,2
Femoral skin,FA,ENSMUSG00000021461,Fancc,14088,-0.220575975140874,0.274689860891899,1.0,1,1,2
Femoral skin,FA,ENSMUSG00000007570,Fance,72775,-0.143877191053618,0.451268381976124,1.0,1,1,2
Femoral skin,FA,ENSMUSG00000092118,Fancf,100040608,0.454480116513117,0.0535452266906054,0.973475750799617,1,1,2
Femoral skin,FA,ENSMUSG00000028453,Fancg,60534,-0.204349177647073,0.505561882522279,1.0,1,1,2
Femoral skin,FA,ENSMUSG00000004018,Fancl,67030,-0.199289660565225,0.383877206940477,1.0,1,1,2
Femoral skin,FA,ENSMUSG00000026429,Ube2t,67196,-0.944961487188841,0.0057464314801572,0.675229642382982,1,1,2
Femoral skin,FA,ENSMUSG00000055884,Fancm,104806,0.0429891448806027,0.86338140642333,1.0,1,1,2
Femoral skin,FA,ENSMUSG00000003662,Ciao1,26371,-0.0152599888612423,0.931074533824447,1.0,1,1,2
Femoral skin,FA,ENSMUSG00000031879,Ciao2b,68523,0.308782146116118,0.205403289440205,1.0,1,1,2
Femoral skin,FA,ENSMUSG00000025384,Faap100,71885,-0.0462669304902848,0.854984806020501,1.0,1,1,2
Femoral skin,FA,ENSMUSG00000073684,Faap20,67513,0.162041417953532,0.424243119656494,1.0,1,1,2
Femoral skin,FA,ENSMUSG00000030493,Faap24,101831,0.143316465025815,0.550782009570482,1.0,1,1,2
