Group,TissueLabel,TissueOrder,Pathway,PathwayDisplay,PathwayOrder,ComponentOrder,ComponentOrderWithinPathway,RequestedComponent,MappingStatus,LookupMouseSymbol,OfficialMouseSymbol,DisplayComponent,EnsemblID,MGI_ID,EntrezID,log2FoldChange,tissue_meta_p,padj,P_lt_0_05,Log2FCDisplayed,Log2FCLabel,n_missions,n_analysis_units,expression_n_missions,expression_n_analysis_units,expression_n_flight_samples
Heart,"Heart
心脏",12,FA,FA,8,66,7,FANCL,reviewed teacher label/alias -> official mouse symbol,Fancl,Fancl,Fancl,ENSMUSG00000004018,MGI:1914280,67030,0.170138567799683,0.542252073434725,0.96368273794029,FALSE,,"",1,1,1,1,3
Heart,"Heart
心脏",12,FA,FA,8,67,8,FANCT,reviewed teacher label/alias -> official mouse symbol,Ube2t,Ube2t,Ube2t,ENSMUSG00000026429,MGI:1914446,67196,0.193736822051674,0.596764578100085,0.970574871204486,FALSE,,"",1,1,1,1,3
Heart,"Heart
心脏",12,FA,FA,8,68,9,FANCM,reviewed teacher label/alias -> official mouse symbol,Fancm,Fancm,Fancm,ENSMUSG00000055884,MGI:2442306,104806,1.51657947449952,0.112641599105336,0.753459743667024,FALSE,,"",1,1,1,1,3
Heart,"Heart
心脏",12,FA,FA,8,69,10,MHF1,reviewed teacher label/alias -> official mouse symbol,Ciao1,Ciao1,Ciao1,ENSMUSG00000003662,MGI:1346998,26371,-0.047607770932331,0.806453953695179,0.989787718900497,FALSE,,"",1,1,1,1,3
Heart,"Heart
心脏",12,FA,FA,8,70,11,MHF2,reviewed teacher label/alias -> official mouse symbol,Ciao2b,Ciao2b,Ciao2b,ENSMUSG00000031879,MGI:1915773,68523,0.112141496684714,0.620495702771811,0.973896834818395,FALSE,,"",1,1,1,1,3
Heart,"Heart
心脏",12,FA,FA,8,71,12,FAAP100,reviewed teacher label/alias -> official mouse symbol,Faap100,Faap100,Faap100,ENSMUSG00000025384,MGI:1919135,71885,0.634737385370252,0.0260872571179867,0.472040520835428,TRUE,0.634737385370252,+0.63,1,1,1,1,3
Heart,"Heart
心脏",12,FA,FA,8,72,13,FAAP20,reviewed teacher label/alias -> official mouse symbol,Faap20,Faap20,Faap20,ENSMUSG00000073684,MGI:1914763,67513,-0.421695728911931,0.170350271247762,0.832065880655513,FALSE,,"",1,1,1,1,3
Heart,"Heart
心脏",12,FA,FA,8,73,14,FAAP24,reviewed teacher label/alias -> official mouse symbol,Faap24,Faap24,Faap24,ENSMUSG00000030493,MGI:2142208,101831,0.24029380190631,0.648534062675011,0.979676091773051,FALSE,,"",1,1,1,1,3
Heart,"Heart
心脏",12,FA,FA,8,74,15,FANCD2,reviewed teacher label/alias -> official mouse symbol,Fancd2,Fancd2,Fancd2,ENSMUSG00000034023,MGI:2448480,211651,1.40606543150363,0.184982460717857,0.850661902246764,FALSE,,"",1,1,1,1,3
Heart,"Heart
心脏",12,FA,FA,8,75,16,FANCI,reviewed teacher label/alias -> official mouse symbol,Fanci,Fanci,Fanci,ENSMUSG00000039187,MGI:2384790,208836,0.47846997869068,0.63684352884628,0.97794885308472,FALSE,,"",1,1,1,1,3
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,BER,BER,5,30,1,UNG,reviewed teacher label/alias -> official mouse symbol,Ung,Ung,Ung,ENSMUSG00000029591,MGI:109352,22256,0.0695903833464862,0.596294179184441,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,BER,BER,5,31,2,OGG1,reviewed teacher label/alias -> official mouse symbol,Ogg1,Ogg1,Ogg1,ENSMUSG00000030271,MGI:1097693,18294,-0.0225959906608674,0.845965708068259,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,BER,BER,5,32,3,NEIL1,reviewed teacher label/alias -> official mouse symbol,Neil1,Neil1,Neil1,ENSMUSG00000032298,MGI:1920024,72774,-0.176628582539445,0.0820686369999417,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,BER,BER,5,34,5,APE1,reviewed teacher label/alias -> official mouse symbol,Apex1,Apex1,Apex1,ENSMUSG00000035960,MGI:88042,11792,-0.1245164433357,0.264456286757514,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,BER,BER,5,35,6,PNKP,reviewed teacher label/alias -> official mouse symbol,Pnkp,Pnkp,Pnkp,ENSMUSG00000002963,MGI:1891698,59047,-0.144435394079297,0.261030033332579,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,BER,BER,5,36,7,FEN1,reviewed teacher label/alias -> official mouse symbol,Fen1,Fen1,Fen1,ENSMUSG00000024742,MGI:102779,14156,-0.0678889331560714,0.620497246687206,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,NER,NER,6,37,1,XPA,reviewed teacher label/alias -> official mouse symbol,Xpa,Xpa,Xpa,ENSMUSG00000028329,MGI:99135,22590,0.0387430949678006,0.793797444641956,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,NER,NER,6,38,2,XPC,reviewed teacher label/alias -> official mouse symbol,Xpc,Xpc,Xpc,ENSMUSG00000030094,MGI:103557,22591,0.0572929840622503,0.720894847112726,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,NER,NER,6,39,3,RAD23B,reviewed teacher label/alias -> official mouse symbol,Rad23b,Rad23b,Rad23b,ENSMUSG00000028426,MGI:105128,19359,-0.01450538917051,0.929050259197212,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,NER,NER,6,40,4,CETN2,reviewed teacher label/alias -> official mouse symbol,Cetn2,Cetn2,Cetn2,ENSMUSG00000031347,MGI:1347085,26370,-0.0538195341661412,0.768231687372145,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,NER,NER,6,41,5,CSA,reviewed teacher label/alias -> official mouse symbol,Ercc8,Ercc8,Ercc8,ENSMUSG00000021694,MGI:1919241,71991,-0.0921107613051152,0.49986500043274,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,NER,NER,6,42,6,CSB,reviewed teacher label/alias -> official mouse symbol,Ercc6,Ercc6,Ercc6,ENSMUSG00000054051,MGI:1100494,319955,-0.0809529738166187,0.773913461479623,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,NER,NER,6,43,7,DDB1,reviewed teacher label/alias -> official mouse symbol,Ddb1,Ddb1,Ddb1,ENSMUSG00000024740,MGI:1202384,13194,0.0877558065334089,0.479467454597004,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,NER,NER,6,44,8,DDB2,reviewed teacher label/alias -> official mouse symbol,Ddb2,Ddb2,Ddb2,ENSMUSG00000002109,MGI:1355314,107986,0.116331444551571,0.314014185223427,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,NER,NER,6,45,9,XPB,reviewed teacher label/alias -> official mouse symbol,Ercc3,Ercc3,Ercc3,ENSMUSG00000024382,MGI:95414,13872,-0.0746944746324461,0.280704201231219,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,NER,NER,6,46,10,XPD,reviewed teacher label/alias -> official mouse symbol,Ercc2,Ercc2,Ercc2,ENSMUSG00000030400,MGI:95413,13871,-0.0528440766413272,0.674347574678344,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,NER,NER,6,47,11,p8,reviewed teacher label/alias -> official mouse symbol,Gtf2h5,Gtf2h5,Gtf2h5,ENSMUSG00000034345,MGI:107227,66467,-0.156762002611812,0.296983215101111,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,NER,NER,6,48,12,p34,reviewed teacher label/alias -> official mouse symbol,Gtf2h3,Gtf2h3,Gtf2h3,ENSMUSG00000029387,MGI:1277143,209357,-0.0330517326323793,0.76629180543132,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,NER,NER,6,49,13,p44,reviewed teacher label/alias -> official mouse symbol,Gtf2h2,Gtf2h2,Gtf2h2,ENSMUSG00000021639,MGI:1345669,23894,-0.0272060890351156,0.825078901023536,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,NER,NER,6,50,14,p52,reviewed teacher label/alias -> official mouse symbol,Gtf2h4,Gtf2h4,Gtf2h4,ENSMUSG00000001524,MGI:1338799,14885,-0.179780894720104,0.229107159043609,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,NER,NER,6,51,15,p62,reviewed teacher label/alias -> official mouse symbol,Gtf2h1,Gtf2h1,Gtf2h1,ENSMUSG00000006599,MGI:1277216,14884,-0.0138578709473529,0.899596511813052,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,NER,NER,6,52,16,ERCC1,reviewed teacher label/alias -> official mouse symbol,Ercc1,Ercc1,Ercc1,ENSMUSG00000003549,MGI:95412,13870,0.0336445804376077,0.726319138058759,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,NER,NER,6,53,17,XPF,reviewed teacher label/alias -> official mouse symbol,Ercc4,Ercc4,Ercc4,ENSMUSG00000022545,MGI:1354163,50505,-0.039733153810977,0.718990157467706,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,NER,NER,6,54,18,XPG,reviewed teacher label/alias -> official mouse symbol,Ercc5,Ercc5,Ercc5,ENSMUSG00000026048,MGI:103582,22592,0.0928480604280754,0.431993332100019,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,MMR,MMR,7,55,1,MSH1,teacher label corrected to mammalian MLH1; no mouse Msh1 record,Mlh1,Mlh1,Mlh1,ENSMUSG00000032498,MGI:101938,17350,0.0644925587696505,0.60939294193685,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,MMR,MMR,7,56,2,MSH2,reviewed teacher label/alias -> official mouse symbol,Msh2,Msh2,Msh2,ENSMUSG00000024151,MGI:101816,17685,0.0852228125340614,0.457074890392225,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,MMR,MMR,7,57,3,MSH3,reviewed teacher label/alias -> official mouse symbol,Msh3,Msh3,Msh3,ENSMUSG00000014850,MGI:109519,17686,-0.132643807124091,0.301516743955279,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,MMR,MMR,7,58,4,MSH6,reviewed teacher label/alias -> official mouse symbol,Msh6,Msh6,Msh6,ENSMUSG00000005370,MGI:1343961,17688,0.0172641539504233,0.917585335266707,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,MMR,MMR,7,59,5,PMS2,reviewed teacher label/alias -> official mouse symbol,Pms2,Pms2,Pms2,ENSMUSG00000079109,MGI:104288,18861,0.0656278221772535,0.622155778550903,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,FA,FA,8,60,1,FANCA,reviewed teacher label/alias -> official mouse symbol,Fanca,Fanca,Fanca,ENSMUSG00000032815,MGI:1341823,14087,-0.407829902071751,0.104245553715906,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,FA,FA,8,61,2,FANCB,reviewed teacher label/alias -> official mouse symbol,Fancb,Fancb,Fancb,ENSMUSG00000047757,MGI:2448558,237211,-0.158037064923013,0.317865143267434,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,FA,FA,8,62,3,FANCC,reviewed teacher label/alias -> official mouse symbol,Fancc,Fancc,Fancc,ENSMUSG00000021461,MGI:95480,14088,-0.07326324495704,0.632699068392129,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,FA,FA,8,63,4,FANCE,reviewed teacher label/alias -> official mouse symbol,Fance,Fance,Fance,ENSMUSG00000007570,MGI:1920025,72775,-0.0761397374235289,0.631403432264897,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,FA,FA,8,64,5,FANCF,reviewed teacher label/alias -> official mouse symbol,Fancf,Fancf,Fancf,ENSMUSG00000092118,MGI:3689889,100040608,-0.13428830566531,0.432969150866415,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,FA,FA,8,65,6,FANCG,reviewed teacher label/alias -> official mouse symbol,Fancg,Fancg,Fancg,ENSMUSG00000028453,MGI:1926471,60534,0.0472804909051599,0.831266584961428,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,FA,FA,8,66,7,FANCL,reviewed teacher label/alias -> official mouse symbol,Fancl,Fancl,Fancl,ENSMUSG00000004018,MGI:1914280,67030,-0.214054592823658,0.455315412496126,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,FA,FA,8,67,8,FANCT,reviewed teacher label/alias -> official mouse symbol,Ube2t,Ube2t,Ube2t,ENSMUSG00000026429,MGI:1914446,67196,-0.576454398089582,0.0404237794629927,1,TRUE,-0.576454398089582,-0.58,1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,FA,FA,8,68,9,FANCM,reviewed teacher label/alias -> official mouse symbol,Fancm,Fancm,Fancm,ENSMUSG00000055884,MGI:2442306,104806,-0.20236376273484,0.516401780218234,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,FA,FA,8,69,10,MHF1,reviewed teacher label/alias -> official mouse symbol,Ciao1,Ciao1,Ciao1,ENSMUSG00000003662,MGI:1346998,26371,-0.147954255282652,0.214500224838041,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,FA,FA,8,70,11,MHF2,reviewed teacher label/alias -> official mouse symbol,Ciao2b,Ciao2b,Ciao2b,ENSMUSG00000031879,MGI:1915773,68523,-0.21354183723193,0.397925394148949,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,FA,FA,8,71,12,FAAP100,reviewed teacher label/alias -> official mouse symbol,Faap100,Faap100,Faap100,ENSMUSG00000025384,MGI:1919135,71885,-0.24506852547853,0.0853331010510415,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,FA,FA,8,72,13,FAAP20,reviewed teacher label/alias -> official mouse symbol,Faap20,Faap20,Faap20,ENSMUSG00000073684,MGI:1914763,67513,0.144056355778262,0.276614099359409,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,FA,FA,8,73,14,FAAP24,reviewed teacher label/alias -> official mouse symbol,Faap24,Faap24,Faap24,ENSMUSG00000030493,MGI:2142208,101831,-0.0957085244228757,0.512883637847094,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,FA,FA,8,74,15,FANCD2,reviewed teacher label/alias -> official mouse symbol,Fancd2,Fancd2,Fancd2,ENSMUSG00000034023,MGI:2448480,211651,-0.161773972487455,0.648449834951973,1,FALSE,,"",1,2,1,2,10
Heart / Heart right ventricle,"Heart / Heart right ventricle
心脏 / 右心室",13,FA,FA,8,75,16,FANCI,reviewed teacher label/alias -> official mouse symbol,Fanci,Fanci,Fanci,ENSMUSG00000039187,MGI:2384790,208836,-0.519045054198104,0.178320850278625,1,FALSE,,"",1,2,1,2,10
Kidney,"Kidney
肾脏",14,BER,BER,5,30,1,UNG,reviewed teacher label/alias -> official mouse symbol,Ung,Ung,Ung,ENSMUSG00000029591,MGI:109352,22256,0.00857351616455434,0.841932189268867,1,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,BER,BER,5,31,2,OGG1,reviewed teacher label/alias -> official mouse symbol,Ogg1,Ogg1,Ogg1,ENSMUSG00000030271,MGI:1097693,18294,-0.107426338206279,0.926631022172841,1,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,BER,BER,5,32,3,NEIL1,reviewed teacher label/alias -> official mouse symbol,Neil1,Neil1,Neil1,ENSMUSG00000032298,MGI:1920024,72774,-0.0175954680285614,0.809393313509958,0.995729257575216,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,BER,BER,5,34,5,APE1,reviewed teacher label/alias -> official mouse symbol,Apex1,Apex1,Apex1,ENSMUSG00000035960,MGI:88042,11792,-0.0853855857108394,0.158388275127607,0.657737155846433,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,BER,BER,5,35,6,PNKP,reviewed teacher label/alias -> official mouse symbol,Pnkp,Pnkp,Pnkp,ENSMUSG00000002963,MGI:1891698,59047,-0.0373163956323022,0.700670024511092,0.968684757586158,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,BER,BER,5,36,7,FEN1,reviewed teacher label/alias -> official mouse symbol,Fen1,Fen1,Fen1,ENSMUSG00000024742,MGI:102779,14156,0.0488576105289397,0.32152588540629,0.797288402214776,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,NER,NER,6,37,1,XPA,reviewed teacher label/alias -> official mouse symbol,Xpa,Xpa,Xpa,ENSMUSG00000028329,MGI:99135,22590,-0.0471581124264791,0.584878779020911,0.933948952581093,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,NER,NER,6,38,2,XPC,reviewed teacher label/alias -> official mouse symbol,Xpc,Xpc,Xpc,ENSMUSG00000030094,MGI:103557,22591,-0.0536987082093898,0.602159189210571,0.939343296849752,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,NER,NER,6,39,3,RAD23B,reviewed teacher label/alias -> official mouse symbol,Rad23b,Rad23b,Rad23b,ENSMUSG00000028426,MGI:105128,19359,0.114812055618698,0.147988840634118,0.645290762136079,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,NER,NER,6,40,4,CETN2,reviewed teacher label/alias -> official mouse symbol,Cetn2,Cetn2,Cetn2,ENSMUSG00000031347,MGI:1347085,26370,-0.10164956268115,0.192737277057056,0.690796625464742,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,NER,NER,6,41,5,CSA,reviewed teacher label/alias -> official mouse symbol,Ercc8,Ercc8,Ercc8,ENSMUSG00000021694,MGI:1919241,71991,-0.00255927432385883,0.803858340237263,0.994505055718643,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,NER,NER,6,42,6,CSB,reviewed teacher label/alias -> official mouse symbol,Ercc6,Ercc6,Ercc6,ENSMUSG00000054051,MGI:1100494,319955,0.128984168417905,0.658306288996514,0.956230601243397,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,NER,NER,6,43,7,DDB1,reviewed teacher label/alias -> official mouse symbol,Ddb1,Ddb1,Ddb1,ENSMUSG00000024740,MGI:1202384,13194,-0.0444695132463843,0.299260698211198,0.781506032806995,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,NER,NER,6,44,8,DDB2,reviewed teacher label/alias -> official mouse symbol,Ddb2,Ddb2,Ddb2,ENSMUSG00000002109,MGI:1355314,107986,0.0154166591703217,0.999263107227986,1,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,NER,NER,6,45,9,XPB,reviewed teacher label/alias -> official mouse symbol,Ercc3,Ercc3,Ercc3,ENSMUSG00000024382,MGI:95414,13872,-0.0240525875636871,0.612489111559436,0.943764556949151,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,NER,NER,6,46,10,XPD,reviewed teacher label/alias -> official mouse symbol,Ercc2,Ercc2,Ercc2,ENSMUSG00000030400,MGI:95413,13871,-0.094471366819925,0.296635726667814,0.780360667295941,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,NER,NER,6,47,11,p8,reviewed teacher label/alias -> official mouse symbol,Gtf2h5,Gtf2h5,Gtf2h5,ENSMUSG00000034345,MGI:107227,66467,-0.0499015456175301,8.10118106358172e-07,0.000504857223350278,TRUE,-0.0499015456175301,-0.05,4,9,4,9,55
Kidney,"Kidney
肾脏",14,NER,NER,6,48,12,p34,reviewed teacher label/alias -> official mouse symbol,Gtf2h3,Gtf2h3,Gtf2h3,ENSMUSG00000029387,MGI:1277143,209357,0.0329163041689787,0.987439819346142,1,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,NER,NER,6,49,13,p44,reviewed teacher label/alias -> official mouse symbol,Gtf2h2,Gtf2h2,Gtf2h2,ENSMUSG00000021639,MGI:1345669,23894,-0.0892576423454129,0.308428665772548,0.78824438495446,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,NER,NER,6,50,14,p52,reviewed teacher label/alias -> official mouse symbol,Gtf2h4,Gtf2h4,Gtf2h4,ENSMUSG00000001524,MGI:1338799,14885,0.00752447268974615,0.935323685437923,1,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,NER,NER,6,51,15,p62,reviewed teacher label/alias -> official mouse symbol,Gtf2h1,Gtf2h1,Gtf2h1,ENSMUSG00000006599,MGI:1277216,14884,-0.0335444208526836,0.521917483870912,0.906961338902331,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,NER,NER,6,52,16,ERCC1,reviewed teacher label/alias -> official mouse symbol,Ercc1,Ercc1,Ercc1,ENSMUSG00000003549,MGI:95412,13870,-0.0338781042264255,0.804677782115931,0.994636003788561,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,NER,NER,6,53,17,XPF,reviewed teacher label/alias -> official mouse symbol,Ercc4,Ercc4,Ercc4,ENSMUSG00000022545,MGI:1354163,50505,-0.0130246150389726,0.8120650878606,0.995730985712751,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,NER,NER,6,54,18,XPG,reviewed teacher label/alias -> official mouse symbol,Ercc5,Ercc5,Ercc5,ENSMUSG00000026048,MGI:103582,22592,0.106543635601047,0.0222851805647005,0.32574339890815,TRUE,0.106543635601047,+0.11,4,9,4,9,55
Kidney,"Kidney
肾脏",14,MMR,MMR,7,55,1,MSH1,teacher label corrected to mammalian MLH1; no mouse Msh1 record,Mlh1,Mlh1,Mlh1,ENSMUSG00000032498,MGI:101938,17350,0.0887803351293557,0.154981409665554,0.654882926864175,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,MMR,MMR,7,56,2,MSH2,reviewed teacher label/alias -> official mouse symbol,Msh2,Msh2,Msh2,ENSMUSG00000024151,MGI:101816,17685,0.0783989077982688,0.459585876670594,0.88028395923984,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,MMR,MMR,7,57,3,MSH3,reviewed teacher label/alias -> official mouse symbol,Msh3,Msh3,Msh3,ENSMUSG00000014850,MGI:109519,17686,0.0487003821845895,0.368662191100655,0.827494026334782,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,MMR,MMR,7,58,4,MSH6,reviewed teacher label/alias -> official mouse symbol,Msh6,Msh6,Msh6,ENSMUSG00000005370,MGI:1343961,17688,-0.00332323106821035,0.941204232681333,1,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,MMR,MMR,7,59,5,PMS2,reviewed teacher label/alias -> official mouse symbol,Pms2,Pms2,Pms2,ENSMUSG00000079109,MGI:104288,18861,0.0764801910390482,0.266019615138977,0.757912201990047,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,FA,FA,8,60,1,FANCA,reviewed teacher label/alias -> official mouse symbol,Fanca,Fanca,Fanca,ENSMUSG00000032815,MGI:1341823,14087,0.0962178402948647,0.708159306465077,0.970262784719581,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,FA,FA,8,61,2,FANCB,reviewed teacher label/alias -> official mouse symbol,Fancb,Fancb,Fancb,ENSMUSG00000047757,MGI:2448558,237211,0.0653329274196765,0.530068386730568,0.910920485328202,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,FA,FA,8,62,3,FANCC,reviewed teacher label/alias -> official mouse symbol,Fancc,Fancc,Fancc,ENSMUSG00000021461,MGI:95480,14088,-0.0346696451219184,0.88964062757277,1,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,FA,FA,8,63,4,FANCE,reviewed teacher label/alias -> official mouse symbol,Fance,Fance,Fance,ENSMUSG00000007570,MGI:1920025,72775,-0.0612722360332804,0.522539427904094,0.907128922446934,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,FA,FA,8,64,5,FANCF,reviewed teacher label/alias -> official mouse symbol,Fancf,Fancf,Fancf,ENSMUSG00000092118,MGI:3689889,100040608,0.0549560930460793,0.179191666811696,0.677031402251951,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,FA,FA,8,65,6,FANCG,reviewed teacher label/alias -> official mouse symbol,Fancg,Fancg,Fancg,ENSMUSG00000028453,MGI:1926471,60534,-0.124080525028878,0.117406581553439,0.602155050376847,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,FA,FA,8,66,7,FANCL,reviewed teacher label/alias -> official mouse symbol,Fancl,Fancl,Fancl,ENSMUSG00000004018,MGI:1914280,67030,-0.0318052099332641,0.901676663426687,1,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,FA,FA,8,67,8,FANCT,reviewed teacher label/alias -> official mouse symbol,Ube2t,Ube2t,Ube2t,ENSMUSG00000026429,MGI:1914446,67196,-0.0469930823108818,0.967745310759807,1,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,FA,FA,8,68,9,FANCM,reviewed teacher label/alias -> official mouse symbol,Fancm,Fancm,Fancm,ENSMUSG00000055884,MGI:2442306,104806,-0.142590867693711,0.952812662113106,1,FALSE,,"",4,9,4,9,55
Kidney,"Kidney
肾脏",14,FA,FA,8,69,10,MHF1,reviewed teacher label/alias -> official mouse symbol,Ciao1,Ciao1,Ciao1,ENSMUSG00000003662,MGI:1346998,26371,-0.0042409051921763,0.750070428340467,0.982591060229536,FALSE,,"",4,9,4,9,55
