analysis_tissue,pathway_1_key,pathway_2_key,fisher_z,z_capped
Bone marrow,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.45814536593707755,False
Cecum,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.8673005276940532,False
Cerebellum,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.571781838265188,False
Dorsal skin,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,1.0955300449042698,False
Extensor digitorum longus,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,1.2187522054467084,False
Eye,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,1.5773167780699238,False
Femoral lateral skin,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,1.0121908822484043,False
Gastrocnemius,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.430884946497869,False
Heart / Heart right ventricle,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.9101664208360555,False
Kidney,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.7765490741525928,False
Left lobe of the liver,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.10472904911447774,False
Liver,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.6795519982747179,False
Lung,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.5246991529433486,False
Mammary gland,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.7319262977328825,False
Optic nerve,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.30951960420311175,False
Quadriceps femoris,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.7752987062055835,False
Retina,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.8418982398763235,False
Soleus,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.4679389325747299,False
Spleen,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.642599122124261,False
Spleen-distal,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,1.0195838212709478,False
Thymus,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.7739310670932097,False
Tibialis anterior,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.5273245826234969,False
Adrenal gland,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.5596157879354227,False
Bone marrow,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,1.1835618070658085,False
Cecum,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,5.0,True
Cerebellum,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.571781838265188,False
Dorsal skin,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.7567431716298922,False
Extensor digitorum longus,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.5588758144394035,False
Eye,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,1.1794329644463177,False
Femoral lateral skin,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,1.3907388348285135,False
Gastrocnemius,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.430884946497869,False
Heart / Heart right ventricle,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,-0.04244972189324313,False
Kidney,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.33863991419358624,False
Left lobe of the liver,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.06181775442628502,False
Liver,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.7353306999282149,False
Lung,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.08592512846332961,False
Mammary gland,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.7319262977328825,False
Optic nerve,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.8673005276940532,False
Quadriceps femoris,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.5493061443340549,False
Retina,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.4418061229644183,False
Soleus,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.7457572087377844,False
Spleen,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,1.8317808230648227,False
Spleen-distal,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.638146732952781,False
Thymus,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,1.1788071287318054,False
Tibialis anterior,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.2201559197191663,False
Adrenal gland,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.17993918182813504,False
Bone marrow,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.14384103622589045,False
Cecum,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,1.4722194895832204,False
Cerebellum,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.13413199329733966,False
Dorsal skin,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,1.3811178442949397,False
Extensor digitorum longus,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,-0.8534300127207843,False
Eye,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.06372247328406017,False
Femoral lateral skin,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,1.683647914993237,False
Gastrocnemius,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.10339720665634014,False
Heart / Heart right ventricle,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.1651208434352884,False
Kidney,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.007864520002303076,False
Left lobe of the liver,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.3277768207840938,False
Liver,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,-0.2470092527248047,False
Lung,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.25834537160919435,False
Mammary gland,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.41645456146755194,False
Optic nerve,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.5493061443340549,False
Quadriceps femoris,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.5947920334369182,False
Retina,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,-0.11218995006100756,False
Soleus,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.24744779862712538,False
Spleen,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.2377118483575374,False
Spleen-distal,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.31953997964483477,False
Thymus,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.9125041880931377,False
Tibialis anterior,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.32793789288135683,False
Adrenal gland,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,0.6081976621622465,False
Bone marrow,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,1.023846421682628,False
Cecum,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,5.0,True
Cerebellum,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,0.2732718531840349,False
Dorsal skin,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,1.4882560227189099,False
Extensor digitorum longus,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,-0.39007927877478754,False
Eye,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,1.1243911935005346,False
Femoral lateral skin,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,1.683647914993237,False
Gastrocnemius,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,1.151292546497023,False
Heart / Heart right ventricle,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,0.430884946497869,False
Kidney,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,0.658470860733051,False
Left lobe of the liver,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,0.3879194482025293,False
Liver,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,0.7921922049942751,False
Lung,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,0.4054651081081644,False
Mammary gland,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,0.5372573685445247,False
Optic nerve,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,0.8673005276940532,False
Quadriceps femoris,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,0.2913026530800607,False
Retina,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,0.2707760077354144,False
Soleus,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,0.45525935503851644,False
Spleen,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,1.5677471079645746,False
Spleen-distal,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,0.4454864619449326,False
Thymus,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,1.3519209417382112,False
Tibialis anterior,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,0.11720035291942212,False
Adrenal gland,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,0.9920656809377555,False
Bone marrow,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,1.7631802623080806,False
Cecum,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,1.4722194895832204,False
Cerebellum,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,0.7196083812871167,False
Dorsal skin,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,2.356451442895487,False
Extensor digitorum longus,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,1.2561528119880574,False
Eye,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,1.787108272896898,False
Femoral lateral skin,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,1.4722194895832204,False
Gastrocnemius,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,1.2294655816923699,False
Heart / Heart right ventricle,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,0.9359010884507956,False
Kidney,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,1.3128994340973383,False
Left lobe of the liver,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,0.7882055874581069,False
Liver,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,1.2047169311774324,False
Lung,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,1.057266430745553,False
Mammary gland,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,1.3195286648076294,False
Optic nerve,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,5.0,True
Quadriceps femoris,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,1.3195286648076294,False
Retina,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,0.6782094086078927,False
Soleus,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,1.2919987762161156,False
Spleen,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,2.389561746555763,False
Spleen-distal,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,2.2003015101234076,False
Thymus,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,1.5887696473525008,False
Tibialis anterior,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,0.2027325540540822,False
Adrenal gland,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,0.8869623007960105,False
Bone marrow,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,1.1835618070658085,False
Cecum,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,1.4722194895832204,False
Cerebellum,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,0.16823611831060645,False
Dorsal skin,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,1.6305520295427187,False
Extensor digitorum longus,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,0.5445555147719847,False
Eye,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,2.1406425324361757,False
Femoral lateral skin,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,1.8317808230648227,False
Gastrocnemius,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,0.8381886975546048,False
Heart / Heart right ventricle,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,0.15269082477559093,False
Kidney,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,0.873552562888056,False
Left lobe of the liver,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,0.28391188417662616,False
Liver,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,0.9321160590205232,False
Lung,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,0.39007927877478754,False
Mammary gland,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,1.050030414441286,False
Optic nerve,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,1.4722194895832204,False
Quadriceps femoris,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,0.30951960420311175,False
Retina,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,0.38908815807969743,False
Soleus,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,0.9412806980266655,False
Spleen,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,2.389561746555763,False
Spleen-distal,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,1.4884021318342362,False
Thymus,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,1.7797106934385245,False
Tibialis anterior,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,-0.11720035291942212,False
Adrenal gland,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.7800706454614366,False
Bone marrow,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.6081976621622465,False
Cecum,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,1.0986122886681098,False
Cerebellum,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,1.2561528119880574,False
Dorsal skin,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,1.3891379706801856,False
Extensor digitorum longus,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.6031478428710378,False
Eye,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.6249216291960167,False
Femoral lateral skin,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.42364893019360184,False
Gastrocnemius,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,1.189111253599833,False
Heart / Heart right ventricle,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.6744183992924951,False
Kidney,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.8935267890953212,False
Left lobe of the liver,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.6546359842042706,False
Liver,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.9435348245161899,False
Lung,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.4315231086776714,False
Mammary gland,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.9359010884507956,False
Optic nerve,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,5.0,True
Quadriceps femoris,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,1.0121908822484043,False
Retina,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.7766742228915284,False
Soleus,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.6243934100578642,False
Spleen,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.13413199329733966,False
Spleen-distal,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,1.151292546497023,False
Thymus,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.755367001146937,False
Tibialis anterior,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.36544375427139614,False
Adrenal gland,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,0.28672841967364704,False
Bone marrow,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,0.39007927877478754,False
Cecum,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,1.4722194895832204,False
Cerebellum,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,0.2377118483575374,False
Dorsal skin,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,1.3136002102457547,False
Extensor digitorum longus,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,0.1329201652683661,False
Eye,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,0.24091904344636916,False
Femoral lateral skin,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,0.8353407688374095,False
Gastrocnemius,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,0.31953997964483477,False
Heart / Heart right ventricle,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,-0.04244972189324313,False
Kidney,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,0.022731187038378668,False
Left lobe of the liver,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,-0.1819826886007058,False
Liver,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,-0.13234627711354108,False
Lung,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,-0.006593502140976885,False
Mammary gland,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,0.2929508251031739,False
Optic nerve,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,0.30951960420311175,False
Quadriceps femoris,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,0.2732718531840349,False
Retina,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,0.14197187517058688,False
Soleus,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,0.7423235698101561,False
Spleen,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,0.3845665437689337,False
Spleen-distal,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,1.5583424419858267,False
Thymus,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,0.3362334876612033,False
Tibialis anterior,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,0.1511404359364668,False
Adrenal gland,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,0.02418053584671056,False
Bone marrow,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,0.2630465479483895,False
Cecum,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,-0.42364893019360184,False
Cerebellum,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,0.2027325540540822,False
Dorsal skin,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,0.5027710615372868,False
Extensor digitorum longus,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,0.32926160799694865,False
Eye,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,-0.19328047673450588,False
Femoral lateral skin,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,0.5493061443340549,False
Gastrocnemius,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,0.2281187167407938,False
Heart / Heart right ventricle,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,-0.21539145804622717,False
Kidney,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,0.043389401750036694,False
Left lobe of the liver,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,-0.2810893983001561,False
Liver,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,-0.1394942944547847,False
Lung,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,-0.11701467947973042,False
Mammary gland,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,-0.04244972189324313,False
Optic nerve,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,0.2027325540540822,False
Quadriceps femoris,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,-0.06676569631226131,False
Retina,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,0.4112097581320422,False
Soleus,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,-0.6424471233390806,False
Spleen,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,0.2027325540540822,False
Spleen-distal,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,1.2294655816923699,False
Thymus,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,-0.22195376769834518,False
Tibialis anterior,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,-0.033345687249336106,False
Adrenal gland,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,0.0021978057365190473,False
Bone marrow,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,1.023846421682628,False
Cecum,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,0.5493061443340549,False
Cerebellum,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,0.9729550745276566,False
Dorsal skin,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,0.8342634144020534,False
Extensor digitorum longus,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,0.5119055377927056,False
Eye,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,0.5019334605393717,False
Femoral lateral skin,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,0.5058004558392399,False
Gastrocnemius,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,0.6033004633661028,False
Heart / Heart right ventricle,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,0.47524104831121716,False
Kidney,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,0.8067997637979477,False
Left lobe of the liver,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,-0.00956550912535468,False
Liver,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,0.8239110777212078,False
Lung,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,0.16183783754984316,False
Mammary gland,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,0.30619291195774345,False
Optic nerve,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,-0.30951960420311175,False
Quadriceps femoris,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,-0.2554128118829953,False
Retina,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,0.5468671151073384,False
Soleus,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,-0.07963125602242942,False
Spleen,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,-0.13413199329733966,False
Spleen-distal,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,2.5499332139121007,False
Thymus,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,0.06134164523711174,False
Tibialis anterior,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,0.11720035291942212,False
Adrenal gland,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.37991927752930876,False
Bone marrow,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.7877681803792095,False
Cecum,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.8673005276940532,False
Cerebellum,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.4639933858186732,False
Dorsal skin,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,1.4692999437428385,False
Extensor digitorum longus,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.9032097088193699,False
Eye,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.6515719963938602,False
Femoral lateral skin,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.8353407688374095,False
Gastrocnemius,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.8157084095764378,False
Heart / Heart right ventricle,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.8613832988705519,False
Kidney,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,1.0360785046326033,False
Left lobe of the liver,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.33358584707834227,False
Liver,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.9953849310669054,False
Lung,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.11701467947973042,False
Mammary gland,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.430884946497869,False
Optic nerve,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,5.0,True
Quadriceps femoris,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.5493061443340549,False
Retina,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.9097270501099539,False
Soleus,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,1.4052486931108392,False
Spleen,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.6675005333661701,False
Spleen-distal,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,1.3704200119626004,False
Thymus,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.3351297537144736,False
Tibialis anterior,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.2554128118829953,False
Adrenal gland,DNA_damage_signal_transduction_GO0042770,cell_death_GO0008219,0.4210352284760259,False
Bone marrow,DNA_damage_signal_transduction_GO0042770,cell_death_GO0008219,0.7877681803792095,False
Cecum,DNA_damage_signal_transduction_GO0042770,cell_death_GO0008219,1.4722194895832204,False
Cerebellum,DNA_damage_signal_transduction_GO0042770,cell_death_GO0008219,0.5947920334369182,False
Dorsal skin,DNA_damage_signal_transduction_GO0042770,cell_death_GO0008219,0.9088470625695493,False
Extensor digitorum longus,DNA_damage_signal_transduction_GO0042770,cell_death_GO0008219,1.3243317757103494,False
Eye,DNA_damage_signal_transduction_GO0042770,cell_death_GO0008219,0.6652069513627169,False
Femoral lateral skin,DNA_damage_signal_transduction_GO0042770,cell_death_GO0008219,0.34657359027997264,False
Gastrocnemius,DNA_damage_signal_transduction_GO0042770,cell_death_GO0008219,1.1156787918528388,False
Heart / Heart right ventricle,DNA_damage_signal_transduction_GO0042770,cell_death_GO0008219,0.7520386983881371,False
Kidney,DNA_damage_signal_transduction_GO0042770,cell_death_GO0008219,0.8207336258338451,False
Left lobe of the liver,DNA_damage_signal_transduction_GO0042770,cell_death_GO0008219,0.2990410343816094,False
Liver,DNA_damage_signal_transduction_GO0042770,cell_death_GO0008219,0.7984295651136201,False
Lung,DNA_damage_signal_transduction_GO0042770,cell_death_GO0008219,0.22573569055840395,False
