analysis_tissue,n_flight_samples,pathway_1_key,pathway_2_key,spearman_rho
Dorsal skin,30,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,0.8064516129032258
Dorsal skin,30,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.33303670745272523
Dorsal skin,30,DNA_damage_tolerance_GO0006301,translation_GO0006412,0.3979977753058954
Dorsal skin,30,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,-0.23737486095661847
Dorsal skin,30,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,-0.005116796440489433
Dorsal skin,30,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.4367074527252503
Dorsal skin,30,DNA_damage_tolerance_GO0006301,cell_death_GO0008219,0.04827586206896552
Dorsal skin,30,telomere_maintenance_GO0043247,telomere_region_GO0000781,0.7579532814238042
Dorsal skin,30,telomere_maintenance_GO0043247,cell_cycle_GO0007049,0.8731924360400445
Dorsal skin,30,telomere_maintenance_GO0043247,DNA_replication_GO0006260,0.7868743047830923
Dorsal skin,30,telomere_maintenance_GO0043247,DNA_templated_transcription_GO0006351,0.8932146829810901
Dorsal skin,30,telomere_maintenance_GO0043247,translation_GO0006412,0.9359288097886541
Dorsal skin,30,telomere_maintenance_GO0043247,mitochondrion_GO0005739,0.7352614015572859
Dorsal skin,30,telomere_maintenance_GO0043247,mechanosensation_GO0050954,0.8206896551724138
Dorsal skin,30,telomere_maintenance_GO0043247,cytoskeleton_GO0005856,0.9337041156840934
Dorsal skin,30,telomere_maintenance_GO0043247,cell_death_GO0008219,0.8491657397107898
Dorsal skin,30,telomere_region_GO0000781,cell_cycle_GO0007049,0.9239154616240267
Dorsal skin,30,telomere_region_GO0000781,DNA_replication_GO0006260,0.956840934371524
Dorsal skin,30,telomere_region_GO0000781,DNA_templated_transcription_GO0006351,0.7334816462736373
Dorsal skin,30,telomere_region_GO0000781,translation_GO0006412,0.7944382647385985
Dorsal skin,30,telomere_region_GO0000781,mitochondrion_GO0005739,0.23915461624026696
Dorsal skin,30,telomere_region_GO0000781,mechanosensation_GO0050954,0.4901001112347052
Dorsal skin,30,telomere_region_GO0000781,cytoskeleton_GO0005856,0.8224694104560623
Dorsal skin,30,telomere_region_GO0000781,cell_death_GO0008219,0.492769744160178
Dorsal skin,30,cell_cycle_GO0007049,DNA_replication_GO0006260,0.9541713014460512
Dorsal skin,30,cell_cycle_GO0007049,DNA_templated_transcription_GO0006351,0.8447163515016686
Dorsal skin,30,cell_cycle_GO0007049,translation_GO0006412,0.8540600667408231
Dorsal skin,30,cell_cycle_GO0007049,mitochondrion_GO0005739,0.43047830923248054
Dorsal skin,30,cell_cycle_GO0007049,mechanosensation_GO0050954,0.6542825361512792
Dorsal skin,30,cell_cycle_GO0007049,cytoskeleton_GO0005856,0.8958843159065628
Dorsal skin,30,cell_cycle_GO0007049,cell_death_GO0008219,0.6885428253615128
Dorsal skin,30,DNA_replication_GO0006260,DNA_templated_transcription_GO0006351,0.7312569521690767
Dorsal skin,30,DNA_replication_GO0006260,translation_GO0006412,0.7739710789766407
Dorsal skin,30,DNA_replication_GO0006260,mitochondrion_GO0005739,0.2814238042269188
Dorsal skin,30,DNA_replication_GO0006260,mechanosensation_GO0050954,0.5181312569521691
Dorsal skin,30,DNA_replication_GO0006260,cytoskeleton_GO0005856,0.8113459399332592
Dorsal skin,30,DNA_replication_GO0006260,cell_death_GO0008219,0.5434927697441602
Dorsal skin,30,DNA_templated_transcription_GO0006351,translation_GO0006412,0.8758620689655172
Dorsal skin,30,DNA_templated_transcription_GO0006351,mitochondrion_GO0005739,0.6622914349276975
Dorsal skin,30,DNA_templated_transcription_GO0006351,mechanosensation_GO0050954,0.8700778642936596
Dorsal skin,30,DNA_templated_transcription_GO0006351,cytoskeleton_GO0005856,0.8838709677419355
Dorsal skin,30,DNA_templated_transcription_GO0006351,cell_death_GO0008219,0.8754171301446051
Dorsal skin,30,translation_GO0006412,mitochondrion_GO0005739,0.6907675194660734
Dorsal skin,30,translation_GO0006412,mechanosensation_GO0050954,0.746384872080089
Dorsal skin,30,translation_GO0006412,cytoskeleton_GO0005856,0.9363737486095662
Dorsal skin,30,translation_GO0006412,cell_death_GO0008219,0.7833147942157953
Dorsal skin,30,mitochondrion_GO0005739,mechanosensation_GO0050954,0.8184649610678532
Dorsal skin,30,mitochondrion_GO0005739,cytoskeleton_GO0005856,0.6195773081201335
Dorsal skin,30,mitochondrion_GO0005739,cell_death_GO0008219,0.8549499443826474
Dorsal skin,30,mechanosensation_GO0050954,cytoskeleton_GO0005856,0.7664071190211346
Dorsal skin,30,mechanosensation_GO0050954,cell_death_GO0008219,0.932369299221357
Dorsal skin,30,cytoskeleton_GO0005856,cell_death_GO0008219,0.7592880978865406
Extensor digitorum longus,15,DNA_damage_response_GO0006974,DNA_repair_GO0006281,0.6
Extensor digitorum longus,15,DNA_damage_response_GO0006974,DNA_damage_signal_transduction_GO0042770,0.8285714285714286
Extensor digitorum longus,15,DNA_damage_response_GO0006974,intrinsic_apoptotic_signaling_GO0008630,0.8857142857142857
Extensor digitorum longus,15,DNA_damage_response_GO0006974,DNA_damage_tolerance_GO0006301,0.6
Extensor digitorum longus,15,DNA_damage_response_GO0006974,telomere_maintenance_GO0043247,-0.475
Extensor digitorum longus,15,DNA_damage_response_GO0006974,telomere_region_GO0000781,-0.1357142857142857
Extensor digitorum longus,15,DNA_damage_response_GO0006974,cell_cycle_GO0007049,0.825
Extensor digitorum longus,15,DNA_damage_response_GO0006974,DNA_replication_GO0006260,0.7571428571428571
Extensor digitorum longus,15,DNA_damage_response_GO0006974,DNA_templated_transcription_GO0006351,0.5892857142857143
Extensor digitorum longus,15,DNA_damage_response_GO0006974,translation_GO0006412,0.02857142857142857
Extensor digitorum longus,15,DNA_damage_response_GO0006974,mitochondrion_GO0005739,0.3
Extensor digitorum longus,15,DNA_damage_response_GO0006974,mechanosensation_GO0050954,0.44642857142857145
Extensor digitorum longus,15,DNA_damage_response_GO0006974,cytoskeleton_GO0005856,0.6642857142857143
Extensor digitorum longus,15,DNA_damage_response_GO0006974,cell_death_GO0008219,0.7178571428571429
Extensor digitorum longus,15,DNA_repair_GO0006281,DNA_damage_signal_transduction_GO0042770,0.2714285714285714
Extensor digitorum longus,15,DNA_repair_GO0006281,intrinsic_apoptotic_signaling_GO0008630,0.37857142857142856
Extensor digitorum longus,15,DNA_repair_GO0006281,DNA_damage_tolerance_GO0006301,0.625
Extensor digitorum longus,15,DNA_repair_GO0006281,telomere_maintenance_GO0043247,0.15
Extensor digitorum longus,15,DNA_repair_GO0006281,telomere_region_GO0000781,0.1357142857142857
Extensor digitorum longus,15,DNA_repair_GO0006281,cell_cycle_GO0007049,0.33214285714285713
Extensor digitorum longus,15,DNA_repair_GO0006281,DNA_replication_GO0006260,0.5107142857142857
Extensor digitorum longus,15,DNA_repair_GO0006281,DNA_templated_transcription_GO0006351,0.175
Extensor digitorum longus,15,DNA_repair_GO0006281,translation_GO0006412,-0.14285714285714285
Extensor digitorum longus,15,DNA_repair_GO0006281,mitochondrion_GO0005739,-0.15714285714285714
Extensor digitorum longus,15,DNA_repair_GO0006281,mechanosensation_GO0050954,0.10357142857142858
Extensor digitorum longus,15,DNA_repair_GO0006281,cytoskeleton_GO0005856,0.17142857142857143
Extensor digitorum longus,15,DNA_repair_GO0006281,cell_death_GO0008219,0.025
Extensor digitorum longus,15,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.8392857142857143
Extensor digitorum longus,15,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.5071428571428571
Extensor digitorum longus,15,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,-0.6928571428571428
Extensor digitorum longus,15,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,-0.37142857142857144
Extensor digitorum longus,15,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,0.85
Extensor digitorum longus,15,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,0.49642857142857144
Extensor digitorum longus,15,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.5392857142857143
Extensor digitorum longus,15,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,0.13214285714285715
Extensor digitorum longus,15,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,0.31785714285714284
Extensor digitorum longus,15,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,0.4714285714285714
Extensor digitorum longus,15,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.7178571428571429
Extensor digitorum longus,15,DNA_damage_signal_transduction_GO0042770,cell_death_GO0008219,0.8678571428571429
Extensor digitorum longus,15,intrinsic_apoptotic_signaling_GO0008630,DNA_damage_tolerance_GO0006301,0.3535714285714286
Extensor digitorum longus,15,intrinsic_apoptotic_signaling_GO0008630,telomere_maintenance_GO0043247,-0.5357142857142857
Extensor digitorum longus,15,intrinsic_apoptotic_signaling_GO0008630,telomere_region_GO0000781,-0.31785714285714284
Extensor digitorum longus,15,intrinsic_apoptotic_signaling_GO0008630,cell_cycle_GO0007049,0.7214285714285714
Extensor digitorum longus,15,intrinsic_apoptotic_signaling_GO0008630,DNA_replication_GO0006260,0.6107142857142858
Extensor digitorum longus,15,intrinsic_apoptotic_signaling_GO0008630,DNA_templated_transcription_GO0006351,0.6035714285714285
Extensor digitorum longus,15,intrinsic_apoptotic_signaling_GO0008630,translation_GO0006412,0.28214285714285714
Extensor digitorum longus,15,intrinsic_apoptotic_signaling_GO0008630,mitochondrion_GO0005739,0.3535714285714286
Extensor digitorum longus,15,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,0.31785714285714284
Extensor digitorum longus,15,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.6107142857142858
Extensor digitorum longus,15,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,0.8392857142857143
Extensor digitorum longus,15,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,-0.18928571428571428
Extensor digitorum longus,15,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,0.04642857142857143
Extensor digitorum longus,15,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.3964285714285714
Extensor digitorum longus,15,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,0.625
Extensor digitorum longus,15,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.11071428571428571
Extensor digitorum longus,15,DNA_damage_tolerance_GO0006301,translation_GO0006412,0.039285714285714285
Extensor digitorum longus,15,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,0.3892857142857143
Extensor digitorum longus,15,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,0.11071428571428571
Extensor digitorum longus,15,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.22142857142857142
Extensor digitorum longus,15,DNA_damage_tolerance_GO0006301,cell_death_GO0008219,0.17857142857142858
Extensor digitorum longus,15,telomere_maintenance_GO0043247,telomere_region_GO0000781,0.4392857142857143
Extensor digitorum longus,15,telomere_maintenance_GO0043247,cell_cycle_GO0007049,-0.7464285714285714
Extensor digitorum longus,15,telomere_maintenance_GO0043247,DNA_replication_GO0006260,-0.20357142857142857
Extensor digitorum longus,15,telomere_maintenance_GO0043247,DNA_templated_transcription_GO0006351,-0.4714285714285714
Extensor digitorum longus,15,telomere_maintenance_GO0043247,translation_GO0006412,-0.010714285714285714
Extensor digitorum longus,15,telomere_maintenance_GO0043247,mitochondrion_GO0005739,-0.16071428571428573
Extensor digitorum longus,15,telomere_maintenance_GO0043247,mechanosensation_GO0050954,-0.4607142857142857
Extensor digitorum longus,15,telomere_maintenance_GO0043247,cytoskeleton_GO0005856,-0.6607142857142857
Extensor digitorum longus,15,telomere_maintenance_GO0043247,cell_death_GO0008219,-0.7535714285714286
Extensor digitorum longus,15,telomere_region_GO0000781,cell_cycle_GO0007049,-0.19642857142857142
Extensor digitorum longus,15,telomere_region_GO0000781,DNA_replication_GO0006260,0.08928571428571429
Extensor digitorum longus,15,telomere_region_GO0000781,DNA_templated_transcription_GO0006351,0.06785714285714285
Extensor digitorum longus,15,telomere_region_GO0000781,translation_GO0006412,-0.4714285714285714
Extensor digitorum longus,15,telomere_region_GO0000781,mitochondrion_GO0005739,0.025
Extensor digitorum longus,15,telomere_region_GO0000781,mechanosensation_GO0050954,0.2571428571428571
Extensor digitorum longus,15,telomere_region_GO0000781,cytoskeleton_GO0005856,-0.04642857142857143
Extensor digitorum longus,15,telomere_region_GO0000781,cell_death_GO0008219,-0.40714285714285714
Extensor digitorum longus,15,cell_cycle_GO0007049,DNA_replication_GO0006260,0.5642857142857143
Extensor digitorum longus,15,cell_cycle_GO0007049,DNA_templated_transcription_GO0006351,0.625
Extensor digitorum longus,15,cell_cycle_GO0007049,translation_GO0006412,-0.2392857142857143
Extensor digitorum longus,15,cell_cycle_GO0007049,mitochondrion_GO0005739,0.010714285714285714
Extensor digitorum longus,15,cell_cycle_GO0007049,mechanosensation_GO0050954,0.7
Extensor digitorum longus,15,cell_cycle_GO0007049,cytoskeleton_GO0005856,0.875
Extensor digitorum longus,15,cell_cycle_GO0007049,cell_death_GO0008219,0.7785714285714286
Extensor digitorum longus,15,DNA_replication_GO0006260,DNA_templated_transcription_GO0006351,0.48928571428571427
Extensor digitorum longus,15,DNA_replication_GO0006260,translation_GO0006412,-0.15714285714285714
Extensor digitorum longus,15,DNA_replication_GO0006260,mitochondrion_GO0005739,0.30714285714285716
Extensor digitorum longus,15,DNA_replication_GO0006260,mechanosensation_GO0050954,0.38571428571428573
Extensor digitorum longus,15,DNA_replication_GO0006260,cytoskeleton_GO0005856,0.5428571428571428
Extensor digitorum longus,15,DNA_replication_GO0006260,cell_death_GO0008219,0.4928571428571429
Extensor digitorum longus,15,DNA_templated_transcription_GO0006351,translation_GO0006412,-0.18571428571428572
Extensor digitorum longus,15,DNA_templated_transcription_GO0006351,mitochondrion_GO0005739,0.175
Extensor digitorum longus,15,DNA_templated_transcription_GO0006351,mechanosensation_GO0050954,0.55
Extensor digitorum longus,15,DNA_templated_transcription_GO0006351,cytoskeleton_GO0005856,0.7571428571428571
Extensor digitorum longus,15,DNA_templated_transcription_GO0006351,cell_death_GO0008219,0.7178571428571429
Extensor digitorum longus,15,translation_GO0006412,mitochondrion_GO0005739,0.6035714285714285
Extensor digitorum longus,15,translation_GO0006412,mechanosensation_GO0050954,-0.6821428571428572
Extensor digitorum longus,15,translation_GO0006412,cytoskeleton_GO0005856,-0.4107142857142857
Extensor digitorum longus,15,translation_GO0006412,cell_death_GO0008219,0.11428571428571428
Extensor digitorum longus,15,mitochondrion_GO0005739,mechanosensation_GO0050954,-0.20357142857142857
Extensor digitorum longus,15,mitochondrion_GO0005739,cytoskeleton_GO0005856,0.014285714285714285
Extensor digitorum longus,15,mitochondrion_GO0005739,cell_death_GO0008219,0.3107142857142857
Extensor digitorum longus,15,mechanosensation_GO0050954,cytoskeleton_GO0005856,0.825
Extensor digitorum longus,15,mechanosensation_GO0050954,cell_death_GO0008219,0.48928571428571427
Extensor digitorum longus,15,cytoskeleton_GO0005856,cell_death_GO0008219,0.7607142857142857
Eye,11,DNA_damage_response_GO0006974,DNA_repair_GO0006281,0.8454545454545455
Eye,11,DNA_damage_response_GO0006974,DNA_damage_signal_transduction_GO0042770,0.9636363636363636
Eye,11,DNA_damage_response_GO0006974,intrinsic_apoptotic_signaling_GO0008630,0.9818181818181818
Eye,11,DNA_damage_response_GO0006974,DNA_damage_tolerance_GO0006301,0.7272727272727273
Eye,11,DNA_damage_response_GO0006974,telomere_maintenance_GO0043247,0.14545454545454545
Eye,11,DNA_damage_response_GO0006974,telomere_region_GO0000781,0.8818181818181818
Eye,11,DNA_damage_response_GO0006974,cell_cycle_GO0007049,0.9636363636363636
Eye,11,DNA_damage_response_GO0006974,DNA_replication_GO0006260,0.9
Eye,11,DNA_damage_response_GO0006974,DNA_templated_transcription_GO0006351,0.6636363636363637
Eye,11,DNA_damage_response_GO0006974,translation_GO0006412,0.39090909090909093
Eye,11,DNA_damage_response_GO0006974,mitochondrion_GO0005739,0.00909090909090909
Eye,11,DNA_damage_response_GO0006974,mechanosensation_GO0050954,0.4818181818181818
Eye,11,DNA_damage_response_GO0006974,cytoskeleton_GO0005856,0.6818181818181818
Eye,11,DNA_damage_response_GO0006974,cell_death_GO0008219,0.7272727272727273
Eye,11,DNA_repair_GO0006281,DNA_damage_signal_transduction_GO0042770,0.9181818181818182
Eye,11,DNA_repair_GO0006281,intrinsic_apoptotic_signaling_GO0008630,0.8
Eye,11,DNA_repair_GO0006281,DNA_damage_tolerance_GO0006301,0.9
Eye,11,DNA_repair_GO0006281,telomere_maintenance_GO0043247,0.05454545454545454
Eye,11,DNA_repair_GO0006281,telomere_region_GO0000781,0.7909090909090909
Eye,11,DNA_repair_GO0006281,cell_cycle_GO0007049,0.8090909090909091
Eye,11,DNA_repair_GO0006281,DNA_replication_GO0006260,0.9272727272727272
Eye,11,DNA_repair_GO0006281,DNA_templated_transcription_GO0006351,0.2636363636363636
Eye,11,DNA_repair_GO0006281,translation_GO0006412,0.1
Eye,11,DNA_repair_GO0006281,mitochondrion_GO0005739,-0.2909090909090909
Eye,11,DNA_repair_GO0006281,mechanosensation_GO0050954,0.2636363636363636
Eye,11,DNA_repair_GO0006281,cytoskeleton_GO0005856,0.3090909090909091
Eye,11,DNA_repair_GO0006281,cell_death_GO0008219,0.33636363636363636
Eye,11,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.9181818181818182
Eye,11,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.8272727272727273
Eye,11,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.06363636363636363
Eye,11,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,0.8090909090909091
Eye,11,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,0.9454545454545454
Eye,11,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,0.9727272727272728
Eye,11,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.5545454545454546
Eye,11,DNA_damage_signal_transduction_GO0042770,translation_GO0006412,0.23636363636363636
Eye,11,DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,-0.19090909090909092
Eye,11,DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,0.4636363636363636
Eye,11,DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.5727272727272728
Eye,11,DNA_damage_signal_transduction_GO0042770,cell_death_GO0008219,0.5818181818181818
Eye,11,intrinsic_apoptotic_signaling_GO0008630,DNA_damage_tolerance_GO0006301,0.6818181818181818
Eye,11,intrinsic_apoptotic_signaling_GO0008630,telomere_maintenance_GO0043247,0.21818181818181817
Eye,11,intrinsic_apoptotic_signaling_GO0008630,telomere_region_GO0000781,0.8545454545454545
Eye,11,intrinsic_apoptotic_signaling_GO0008630,cell_cycle_GO0007049,0.9454545454545454
Eye,11,intrinsic_apoptotic_signaling_GO0008630,DNA_replication_GO0006260,0.8454545454545455
Eye,11,intrinsic_apoptotic_signaling_GO0008630,DNA_templated_transcription_GO0006351,0.7181818181818181
Eye,11,intrinsic_apoptotic_signaling_GO0008630,translation_GO0006412,0.5
Eye,11,intrinsic_apoptotic_signaling_GO0008630,mitochondrion_GO0005739,0.14545454545454545
Eye,11,intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,0.44545454545454544
Eye,11,intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.7636363636363637
Eye,11,intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,0.8090909090909091
Eye,11,DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,0.20909090909090908
Eye,11,DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,0.6181818181818182
Eye,11,DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.7818181818181819
Eye,11,DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,0.9090909090909091
Eye,11,DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.21818181818181817
Eye,11,DNA_damage_tolerance_GO0006301,translation_GO0006412,0.05454545454545454
Eye,11,DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,-0.3090909090909091
Eye,11,DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,0.24545454545454545
Eye,11,DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.18181818181818182
Eye,11,DNA_damage_tolerance_GO0006301,cell_death_GO0008219,0.2727272727272727
Eye,11,telomere_maintenance_GO0043247,telomere_region_GO0000781,0.20909090909090908
Eye,11,telomere_maintenance_GO0043247,cell_cycle_GO0007049,0.12727272727272726
Eye,11,telomere_maintenance_GO0043247,DNA_replication_GO0006260,0.13636363636363635
Eye,11,telomere_maintenance_GO0043247,DNA_templated_transcription_GO0006351,0.045454545454545456
Eye,11,telomere_maintenance_GO0043247,translation_GO0006412,0.34545454545454546
Eye,11,telomere_maintenance_GO0043247,mitochondrion_GO0005739,0.33636363636363636
Eye,11,telomere_maintenance_GO0043247,mechanosensation_GO0050954,-0.19090909090909092
Eye,11,telomere_maintenance_GO0043247,cytoskeleton_GO0005856,0.17272727272727273
Eye,11,telomere_maintenance_GO0043247,cell_death_GO0008219,0.20909090909090908
Eye,11,telomere_region_GO0000781,cell_cycle_GO0007049,0.7636363636363637
Eye,11,telomere_region_GO0000781,DNA_replication_GO0006260,0.7363636363636363
Eye,11,telomere_region_GO0000781,DNA_templated_transcription_GO0006351,0.4090909090909091
Eye,11,telomere_region_GO0000781,translation_GO0006412,0.37272727272727274
Eye,11,telomere_region_GO0000781,mitochondrion_GO0005739,0.1
Eye,11,telomere_region_GO0000781,mechanosensation_GO0050954,0.2545454545454545
Eye,11,telomere_region_GO0000781,cytoskeleton_GO0005856,0.4636363636363636
Eye,11,telomere_region_GO0000781,cell_death_GO0008219,0.5363636363636364
Eye,11,cell_cycle_GO0007049,DNA_replication_GO0006260,0.9181818181818182
Eye,11,cell_cycle_GO0007049,DNA_templated_transcription_GO0006351,0.6818181818181818
Eye,11,cell_cycle_GO0007049,translation_GO0006412,0.36363636363636365
Eye,11,cell_cycle_GO0007049,mitochondrion_GO0005739,-0.01818181818181818
Eye,11,cell_cycle_GO0007049,mechanosensation_GO0050954,0.5181818181818182
Eye,11,cell_cycle_GO0007049,cytoskeleton_GO0005856,0.6545454545454545
Eye,11,cell_cycle_GO0007049,cell_death_GO0008219,0.7454545454545455
Eye,11,DNA_replication_GO0006260,DNA_templated_transcription_GO0006351,0.42727272727272725
Eye,11,DNA_replication_GO0006260,translation_GO0006412,0.17272727272727273
Eye,11,DNA_replication_GO0006260,mitochondrion_GO0005739,-0.2545454545454545
Eye,11,DNA_replication_GO0006260,mechanosensation_GO0050954,0.37272727272727274
Eye,11,DNA_replication_GO0006260,cytoskeleton_GO0005856,0.45454545454545453
Eye,11,DNA_replication_GO0006260,cell_death_GO0008219,0.4818181818181818
Eye,11,DNA_templated_transcription_GO0006351,translation_GO0006412,0.5454545454545454
Eye,11,DNA_templated_transcription_GO0006351,mitochondrion_GO0005739,0.2909090909090909
Eye,11,DNA_templated_transcription_GO0006351,mechanosensation_GO0050954,0.5272727272727272
Eye,11,DNA_templated_transcription_GO0006351,cytoskeleton_GO0005856,0.8909090909090909
Eye,11,DNA_templated_transcription_GO0006351,cell_death_GO0008219,0.9
Eye,11,translation_GO0006412,mitochondrion_GO0005739,0.8636363636363636
Eye,11,translation_GO0006412,mechanosensation_GO0050954,-0.2636363636363636
Eye,11,translation_GO0006412,cytoskeleton_GO0005856,0.6545454545454545
Eye,11,translation_GO0006412,cell_death_GO0008219,0.6909090909090909
Eye,11,mitochondrion_GO0005739,mechanosensation_GO0050954,-0.33636363636363636
Eye,11,mitochondrion_GO0005739,cytoskeleton_GO0005856,0.43636363636363634
Eye,11,mitochondrion_GO0005739,cell_death_GO0008219,0.5
Eye,11,mechanosensation_GO0050954,cytoskeleton_GO0005856,0.39090909090909093
Eye,11,mechanosensation_GO0050954,cell_death_GO0008219,0.4090909090909091
Eye,11,cytoskeleton_GO0005856,cell_death_GO0008219,0.9363636363636364
Femoral lateral skin,9,DNA_damage_response_GO0006974,DNA_repair_GO0006281,0.95
Femoral lateral skin,9,DNA_damage_response_GO0006974,DNA_damage_signal_transduction_GO0042770,0.95
Femoral lateral skin,9,DNA_damage_response_GO0006974,intrinsic_apoptotic_signaling_GO0008630,0.7666666666666667
Femoral lateral skin,9,DNA_damage_response_GO0006974,DNA_damage_tolerance_GO0006301,0.95
Femoral lateral skin,9,DNA_damage_response_GO0006974,telomere_maintenance_GO0043247,0.9333333333333333
Femoral lateral skin,9,DNA_damage_response_GO0006974,telomere_region_GO0000781,0.9833333333333333
Femoral lateral skin,9,DNA_damage_response_GO0006974,cell_cycle_GO0007049,0.9666666666666667
Femoral lateral skin,9,DNA_damage_response_GO0006974,DNA_replication_GO0006260,1.0
Femoral lateral skin,9,DNA_damage_response_GO0006974,DNA_templated_transcription_GO0006351,0.35
Femoral lateral skin,9,DNA_damage_response_GO0006974,translation_GO0006412,0.8333333333333334
Femoral lateral skin,9,DNA_damage_response_GO0006974,mitochondrion_GO0005739,0.7166666666666667
Femoral lateral skin,9,DNA_damage_response_GO0006974,mechanosensation_GO0050954,0.35
Femoral lateral skin,9,DNA_damage_response_GO0006974,cytoskeleton_GO0005856,0.7833333333333333
Femoral lateral skin,9,DNA_damage_response_GO0006974,cell_death_GO0008219,0.45
Femoral lateral skin,9,DNA_repair_GO0006281,DNA_damage_signal_transduction_GO0042770,0.8833333333333333
Femoral lateral skin,9,DNA_repair_GO0006281,intrinsic_apoptotic_signaling_GO0008630,0.65
Femoral lateral skin,9,DNA_repair_GO0006281,DNA_damage_tolerance_GO0006301,0.8666666666666667
Femoral lateral skin,9,DNA_repair_GO0006281,telomere_maintenance_GO0043247,0.8166666666666667
Femoral lateral skin,9,DNA_repair_GO0006281,telomere_region_GO0000781,0.9333333333333333
Femoral lateral skin,9,DNA_repair_GO0006281,cell_cycle_GO0007049,0.9166666666666666
Femoral lateral skin,9,DNA_repair_GO0006281,DNA_replication_GO0006260,0.95
Femoral lateral skin,9,DNA_repair_GO0006281,DNA_templated_transcription_GO0006351,0.38333333333333336
Femoral lateral skin,9,DNA_repair_GO0006281,translation_GO0006412,0.8666666666666667
Femoral lateral skin,9,DNA_repair_GO0006281,mitochondrion_GO0005739,0.7833333333333333
Femoral lateral skin,9,DNA_repair_GO0006281,mechanosensation_GO0050954,0.38333333333333336
Femoral lateral skin,9,DNA_repair_GO0006281,cytoskeleton_GO0005856,0.8666666666666667
Femoral lateral skin,9,DNA_repair_GO0006281,cell_death_GO0008219,0.43333333333333335
Femoral lateral skin,9,DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.7666666666666667
Femoral lateral skin,9,DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.8833333333333333
Femoral lateral skin,9,DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.9333333333333333
Femoral lateral skin,9,DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,0.9333333333333333
Femoral lateral skin,9,DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,0.9
Femoral lateral skin,9,DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,0.95
Femoral lateral skin,9,DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.4
