pathway_1_key,pathway_2_key,n_tissues_used,fisher_z_mean,n_tissues_z_capped,overall_rho
DNA_repair_GO0006281,telomere_region_GO0000781,23,1.1704922955268717,1,0.8244299241445757
DNA_repair_GO0006281,cell_cycle_GO0007049,23,1.0901470628752108,0,0.796931813691095
DNA_repair_GO0006281,DNA_replication_GO0006260,23,1.465246425604779,1,0.8986667724398427
DNA_repair_GO0006281,DNA_templated_transcription_GO0006351,23,0.5004950444159119,0,0.4625063947415425
DNA_repair_GO0006281,translation_GO0006412,23,0.42751237472846026,0,0.40324026984652245
DNA_repair_GO0006281,mitochondrion_GO0005739,23,0.18138026052765416,0,0.179417027451214
DNA_repair_GO0006281,mechanosensation_GO0050954,23,0.2646016419763756,0,0.25859454287309885
DNA_repair_GO0006281,cytoskeleton_GO0005856,23,0.6117469809883276,0,0.5453556745602048
DNA_repair_GO0006281,cell_death_GO0008219,23,0.4386818814851988,0,0.41255126061848396
DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,23,0.7330271914222919,0,0.6249138615161169
DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,23,0.8702559063547113,1,0.7015041270522956
DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,23,0.3614865185795636,0,0.3465227276963036
DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,23,0.893130768746062,1,0.7129366364442813
DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,23,1.4929605155489762,1,0.9038680359549732
DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,23,1.001376630695853,0,0.7621716996446867
DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,23,0.9706971756290331,1,0.7490104952621421
DNA_damage_signal_transduction_GO0042770,translation_GO0006412,23,0.39472777556284055,0,0.37542882979707304
DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,23,0.07878546888867857,0,0.07862286153081935
DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,23,0.45941619870447975,0,0.4296082778049769
DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,23,0.9322256262999239,1,0.7316298693080976
DNA_damage_signal_transduction_GO0042770,cell_death_GO0008219,23,0.7567167626481558,0,0.639138995555732
intrinsic_apoptotic_signaling_GO0008630,DNA_damage_tolerance_GO0006301,23,0.3777863729111361,0,0.36078351638351575
intrinsic_apoptotic_signaling_GO0008630,telomere_maintenance_GO0043247,23,0.40139989747804333,0,0.38114613129018815
intrinsic_apoptotic_signaling_GO0008630,telomere_region_GO0000781,23,0.3448279515103198,0,0.3317807525889644
intrinsic_apoptotic_signaling_GO0008630,cell_cycle_GO0007049,23,0.8014183395370063,0,0.6648289536826101
intrinsic_apoptotic_signaling_GO0008630,DNA_replication_GO0006260,23,0.5749362653318676,0,0.5189752667681562
intrinsic_apoptotic_signaling_GO0008630,DNA_templated_transcription_GO0006351,23,0.6428338464503325,0,0.5668259972080353
intrinsic_apoptotic_signaling_GO0008630,translation_GO0006412,23,0.8134418731824826,1,0.6714845918762291
intrinsic_apoptotic_signaling_GO0008630,mitochondrion_GO0005739,23,0.4703698082802662,0,0.4384980646042339
intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,23,0.2947793953975084,1,0.2865278108260331
intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,23,0.7210037432992545,0,0.6175306595101697
intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,23,1.0294385616358708,0,0.7736830682261574
DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,23,0.25301800936559127,0,0.24775353197266753
DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,23,0.7241587588710044,1,0.6194787265400556
DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,23,0.739195584544371,0,0.6286589066216096
DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,23,0.9876672600029966,0,0.7563658798534115
DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,23,0.292831365195706,0,0.28473871402299494
DNA_damage_tolerance_GO0006301,translation_GO0006412,23,0.3569943763439705,0,0.3425638570544586
DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,23,0.10285519500414027,0,0.10249401506793827
DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,23,0.11954344662664192,0,0.11897723241828362
DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,23,0.3294059743998665,0,0.31798691750971786
DNA_damage_tolerance_GO0006301,cell_death_GO0008219,23,0.355199555276795,0,0.3409786853064627
telomere_maintenance_GO0043247,telomere_region_GO0000781,23,0.43370401250074336,0,0.4084121516862403
telomere_maintenance_GO0043247,cell_cycle_GO0007049,23,0.2752224653938777,0,0.26847762438442785
telomere_maintenance_GO0043247,DNA_replication_GO0006260,23,0.37489160153103485,0,0.3582629167461051
telomere_maintenance_GO0043247,DNA_templated_transcription_GO0006351,23,0.16864146864049648,0,0.16706073062126245
telomere_maintenance_GO0043247,translation_GO0006412,23,0.6926218030335966,1,0.5996636523883974
telomere_maintenance_GO0043247,mitochondrion_GO0005739,23,0.18419813092316498,0,0.18214280397890117
telomere_maintenance_GO0043247,mechanosensation_GO0050954,23,-0.1873455565300619,0,-0.18518405705570523
telomere_maintenance_GO0043247,cytoskeleton_GO0005856,23,0.14589559073171862,0,0.14486917430122528
telomere_maintenance_GO0043247,cell_death_GO0008219,23,0.3251665203004772,1,0.31417101737376474
telomere_region_GO0000781,cell_cycle_GO0007049,23,0.7531196233175473,0,0.6370063889879567
telomere_region_GO0000781,DNA_replication_GO0006260,23,0.940263660457482,0,0.7353433677679014
telomere_region_GO0000781,DNA_templated_transcription_GO0006351,23,0.41262927526277765,0,0.390702885783709
telomere_region_GO0000781,translation_GO0006412,23,0.16714031347654776,0,0.16560110667464847
telomere_region_GO0000781,mitochondrion_GO0005739,23,-0.13191975095619254,0,-0.13115978216779223
telomere_region_GO0000781,mechanosensation_GO0050954,23,0.16568048208308217,0,0.16418096698858833
telomere_region_GO0000781,cytoskeleton_GO0005856,23,0.380723512546891,0,0.36333563224205556
telomere_region_GO0000781,cell_death_GO0008219,23,0.23289853269568878,0,0.2287769938990205
cell_cycle_GO0007049,DNA_replication_GO0006260,23,1.1028878971134035,0,0.8015339627935275
cell_cycle_GO0007049,DNA_templated_transcription_GO0006351,23,1.1521096582479673,1,0.8184517572421571
cell_cycle_GO0007049,translation_GO0006412,23,0.45707449953556395,0,0.427696850870351
cell_cycle_GO0007049,mitochondrion_GO0005739,23,0.2536546396812783,0,0.24835099044932452
cell_cycle_GO0007049,mechanosensation_GO0050954,23,0.6025575106934863,0,0.5388669346001237
cell_cycle_GO0007049,cytoskeleton_GO0005856,23,1.38737257142706,1,0.8825914873570635
cell_cycle_GO0007049,cell_death_GO0008219,23,1.0055075157462579,0,0.7638974866647206
DNA_replication_GO0006260,DNA_templated_transcription_GO0006351,23,0.5016655932658874,0,0.46342605064340975
DNA_replication_GO0006260,translation_GO0006412,23,0.4080046392040779,0,0.38677712931523384
DNA_replication_GO0006260,mitochondrion_GO0005739,23,0.15978860951261978,0,0.15844242746275683
DNA_replication_GO0006260,mechanosensation_GO0050954,23,0.26394888917385495,0,0.2579853376467673
DNA_replication_GO0006260,cytoskeleton_GO0005856,23,0.6310357046807036,0,0.5587649665234098
DNA_replication_GO0006260,cell_death_GO0008219,23,0.5017741584488821,0,0.46351129567635646
DNA_templated_transcription_GO0006351,translation_GO0006412,23,0.28972329380922945,0,0.2818801124286292
DNA_templated_transcription_GO0006351,mitochondrion_GO0005739,23,0.12801768207680744,0,0.12732289592043897
DNA_templated_transcription_GO0006351,mechanosensation_GO0050954,23,0.7455193929386809,0,0.6324682749272726
DNA_templated_transcription_GO0006351,cytoskeleton_GO0005856,23,1.2615832341195348,1,0.8515000035919389
DNA_templated_transcription_GO0006351,cell_death_GO0008219,23,1.0825678377386716,0,0.7941494040052424
translation_GO0006412,mitochondrion_GO0005739,23,0.901996536326141,0,0.7172686288123399
translation_GO0006412,mechanosensation_GO0050954,23,-0.1072948921469949,1,-0.10688504613401847
translation_GO0006412,cytoskeleton_GO0005856,23,0.4051810644514022,0,0.38437333281398367
translation_GO0006412,cell_death_GO0008219,23,0.7389054575923623,1,0.6284834093244298
mitochondrion_GO0005739,mechanosensation_GO0050954,23,0.16611306418591038,0,0.16460185875343955
mitochondrion_GO0005739,cytoskeleton_GO0005856,23,0.3235298404072573,0,0.31269512581505293
mitochondrion_GO0005739,cell_death_GO0008219,23,0.49599292626050523,0,0.45895997382461595
mechanosensation_GO0050954,cytoskeleton_GO0005856,23,0.8045198239515179,0,0.6665560229432321
mechanosensation_GO0050954,cell_death_GO0008219,23,0.72938669937868,0,0.622689995263147
cytoskeleton_GO0005856,cell_death_GO0008219,23,1.297084309855082,1,0.86097067538184
