pathway_1_key,pathway_2_key,legacy_nes_rho,new_log2fc_fisher_z_rho,delta
DNA_damage_response_GO0006974,DNA_repair_GO0006281,0.955555555555555,0.9705235259967298,0.014967970441174705
DNA_damage_response_GO0006974,DNA_damage_signal_transduction_GO0042770,0.824273504273504,0.8828930046571335,0.05861950038362951
DNA_damage_response_GO0006974,intrinsic_apoptotic_signaling_GO0008630,0.407179487179487,0.6715069599305554,0.26432747275106844
DNA_damage_response_GO0006974,DNA_damage_tolerance_GO0006301,0.721709401709402,0.7509515182694312,0.029242116560029174
DNA_damage_response_GO0006974,telomere_maintenance_GO0043247,0.372991452991453,0.47022211267656305,0.09723065968511008
DNA_damage_response_GO0006974,telomere_region_GO0000781,0.868034188034188,0.821996717939253,-0.046037470094934974
DNA_damage_response_GO0006974,cell_cycle_GO0007049,0.854358974358974,0.8735162568612546,0.019157282502280548
DNA_damage_response_GO0006974,DNA_replication_GO0006260,0.963760683760684,0.9175239875981537,-0.046236696162530344
DNA_damage_response_GO0006974,DNA_templated_transcription_GO0006351,0.465299145299145,0.6258223735046968,0.16052322820555182
DNA_damage_response_GO0006974,translation_GO0006412,0.336752136752137,0.47238013465619644,0.13562799790405944
DNA_damage_response_GO0006974,mitochondrion_GO0005739,0.0646153846153846,0.22748102920053156,0.16286564458514696
DNA_damage_response_GO0006974,mechanosensation_GO0050954,-0.275213675213675,0.3685632528709962,0.6437769280846712
DNA_damage_response_GO0006974,cytoskeleton_GO0005856,0.148034188034188,0.6752547374803852,0.5272205494461972
DNA_damage_response_GO0006974,cell_death_GO0008219,-0.235555555555556,0.6158965342468652,0.8514520898024212
DNA_repair_GO0006281,DNA_damage_signal_transduction_GO0042770,0.718974358974359,0.8181822398016145,0.09920788082725551
DNA_repair_GO0006281,intrinsic_apoptotic_signaling_GO0008630,0.327179487179487,0.44027294274701173,0.1130934555675247
DNA_repair_GO0006281,DNA_damage_tolerance_GO0006301,0.669059829059829,0.7818595039052072,0.11279967484537823
DNA_repair_GO0006281,telomere_maintenance_GO0043247,0.440683760683761,0.4637384400323707,0.023054679348609664
DNA_repair_GO0006281,telomere_region_GO0000781,0.887179487179487,0.8244299241445757,-0.0627495630349113
DNA_repair_GO0006281,cell_cycle_GO0007049,0.783931623931624,0.796931813691095,0.013000189759471037
DNA_repair_GO0006281,DNA_replication_GO0006260,0.964444444444444,0.8986667724398427,-0.06577767200460127
DNA_repair_GO0006281,DNA_templated_transcription_GO0006351,0.321025641025641,0.4625063947415425,0.14148075371590146
DNA_repair_GO0006281,translation_GO0006412,0.330598290598291,0.40324026984652245,0.07264197924823146
DNA_repair_GO0006281,mitochondrion_GO0005739,0.0878632478632479,0.179417027451214,0.0915537795879661
DNA_repair_GO0006281,mechanosensation_GO0050954,-0.360683760683761,0.25859454287309885,0.6192783035568599
DNA_repair_GO0006281,cytoskeleton_GO0005856,0.107008547008547,0.5453556745602048,0.43834712755165783
DNA_repair_GO0006281,cell_death_GO0008219,-0.344957264957265,0.41255126061848396,0.757508525575749
DNA_damage_signal_transduction_GO0042770,intrinsic_apoptotic_signaling_GO0008630,0.378461538461538,0.6249138615161169,0.24645232305457893
DNA_damage_signal_transduction_GO0042770,DNA_damage_tolerance_GO0006301,0.696410256410256,0.7015041270522956,0.0050938706420395885
DNA_damage_signal_transduction_GO0042770,telomere_maintenance_GO0043247,0.13982905982906,0.3465227276963036,0.2066936678672436
DNA_damage_signal_transduction_GO0042770,telomere_region_GO0000781,0.630769230769231,0.7129366364442813,0.08216740567505032
DNA_damage_signal_transduction_GO0042770,cell_cycle_GO0007049,0.821538461538462,0.9038680359549732,0.08232957441651123
DNA_damage_signal_transduction_GO0042770,DNA_replication_GO0006260,0.789401709401709,0.7621716996446867,-0.027230009757022278
DNA_damage_signal_transduction_GO0042770,DNA_templated_transcription_GO0006351,0.512478632478632,0.7490104952621421,0.23653186278351013
DNA_damage_signal_transduction_GO0042770,translation_GO0006412,0.268376068376068,0.37542882979707304,0.10705276142100506
DNA_damage_signal_transduction_GO0042770,mitochondrion_GO0005739,0.0051282051282051,0.07862286153081935,0.07349465640261425
DNA_damage_signal_transduction_GO0042770,mechanosensation_GO0050954,-0.157606837606838,0.4296082778049769,0.5872151154118149
DNA_damage_signal_transduction_GO0042770,cytoskeleton_GO0005856,0.349059829059829,0.7316298693080976,0.3825700402482686
DNA_damage_signal_transduction_GO0042770,cell_death_GO0008219,-0.0502564102564103,0.639138995555732,0.6893954058121422
intrinsic_apoptotic_signaling_GO0008630,DNA_damage_tolerance_GO0006301,0.42017094017094,0.36078351638351575,-0.05938742378742423
intrinsic_apoptotic_signaling_GO0008630,telomere_maintenance_GO0043247,-0.0222222222222222,0.38114613129018815,0.40336835351241035
intrinsic_apoptotic_signaling_GO0008630,telomere_region_GO0000781,0.305299145299145,0.3317807525889644,0.02648160728981941
intrinsic_apoptotic_signaling_GO0008630,cell_cycle_GO0007049,0.282051282051282,0.6648289536826101,0.3827776716313281
intrinsic_apoptotic_signaling_GO0008630,DNA_replication_GO0006260,0.371623931623932,0.5189752667681562,0.14735133514422422
intrinsic_apoptotic_signaling_GO0008630,DNA_templated_transcription_GO0006351,0.258803418803419,0.5668259972080353,0.3080225784046163
intrinsic_apoptotic_signaling_GO0008630,translation_GO0006412,0.280683760683761,0.6714845918762291,0.3908008311924681
intrinsic_apoptotic_signaling_GO0008630,mitochondrion_GO0005739,0.014017094017094,0.4384980646042339,0.4244809705871399
intrinsic_apoptotic_signaling_GO0008630,mechanosensation_GO0050954,-0.0851282051282051,0.2865278108260331,0.37165601595423825
intrinsic_apoptotic_signaling_GO0008630,cytoskeleton_GO0005856,0.0174358974358974,0.6175306595101697,0.6000947620742724
intrinsic_apoptotic_signaling_GO0008630,cell_death_GO0008219,0.148717948717949,0.7736830682261574,0.6249651195082084
DNA_damage_tolerance_GO0006301,telomere_maintenance_GO0043247,0.0502564102564103,0.24775353197266753,0.19749712171625722
DNA_damage_tolerance_GO0006301,telomere_region_GO0000781,0.528205128205128,0.6194787265400556,0.09127359833492765
DNA_damage_tolerance_GO0006301,cell_cycle_GO0007049,0.698461538461538,0.6286589066216096,-0.06980263183992841
DNA_damage_tolerance_GO0006301,DNA_replication_GO0006260,0.742905982905983,0.7563658798534115,0.013459896947428551
DNA_damage_tolerance_GO0006301,DNA_templated_transcription_GO0006351,0.178803418803419,0.28473871402299494,0.10593529521957595
DNA_damage_tolerance_GO0006301,translation_GO0006412,0.374358974358974,0.3425638570544586,-0.0317951173045154
DNA_damage_tolerance_GO0006301,mitochondrion_GO0005739,0.321709401709402,0.10249401506793827,-0.21921538664146373
DNA_damage_tolerance_GO0006301,mechanosensation_GO0050954,-0.186324786324786,0.11897723241828362,0.3053020187430696
DNA_damage_tolerance_GO0006301,cytoskeleton_GO0005856,0.375042735042735,0.31798691750971786,-0.05705581753301714
DNA_damage_tolerance_GO0006301,cell_death_GO0008219,-0.052991452991453,0.3409786853064627,0.3939701382979157
telomere_maintenance_GO0043247,telomere_region_GO0000781,0.556923076923077,0.4084121516862403,-0.14851092523683668
telomere_maintenance_GO0043247,cell_cycle_GO0007049,0.180854700854701,0.26847762438442785,0.08762292352972684
telomere_maintenance_GO0043247,DNA_replication_GO0006260,0.321025641025641,0.3582629167461051,0.03723727572046409
telomere_maintenance_GO0043247,DNA_templated_transcription_GO0006351,0.146666666666667,0.16706073062126245,0.02039406395459545
telomere_maintenance_GO0043247,translation_GO0006412,0.332649572649573,0.5996636523883974,0.26701407973882435
telomere_maintenance_GO0043247,mitochondrion_GO0005739,-0.0502564102564103,0.18214280397890117,0.23239921423531146
telomere_maintenance_GO0043247,mechanosensation_GO0050954,-0.569230769230769,-0.18518405705570523,0.38404671217506375
telomere_maintenance_GO0043247,cytoskeleton_GO0005856,-0.295726495726496,0.14486917430122528,0.44059567002772126
telomere_maintenance_GO0043247,cell_death_GO0008219,-0.433162393162393,0.31417101737376474,0.7473334105361578
telomere_region_GO0000781,cell_cycle_GO0007049,0.67042735042735,0.6370063889879567,-0.033420961439393326
telomere_region_GO0000781,DNA_replication_GO0006260,0.83042735042735,0.7353433677679014,-0.09508398265944862
telomere_region_GO0000781,DNA_templated_transcription_GO0006351,0.291623931623932,0.390702885783709,0.09907895415977697
telomere_region_GO0000781,translation_GO0006412,0.187692307692308,0.16560110667464847,-0.022091201017659517
telomere_region_GO0000781,mitochondrion_GO0005739,-0.0454700854700855,-0.13115978216779223,-0.08568969669770674
telomere_region_GO0000781,mechanosensation_GO0050954,-0.401709401709402,0.16418096698858833,0.5658903686979904
telomere_region_GO0000781,cytoskeleton_GO0005856,-0.0557264957264957,0.36333563224205556,0.41906212796855125
telomere_region_GO0000781,cell_death_GO0008219,-0.499487179487179,0.2287769938990205,0.7282641733861995
cell_cycle_GO0007049,DNA_replication_GO0006260,0.803076923076923,0.8015339627935275,-0.0015429602833955114
cell_cycle_GO0007049,DNA_templated_transcription_GO0006351,0.530940170940171,0.8184517572421571,0.28751158630198614
cell_cycle_GO0007049,translation_GO0006412,0.327179487179487,0.427696850870351,0.10051736369086395
cell_cycle_GO0007049,mitochondrion_GO0005739,0.143247863247863,0.24835099044932452,0.1051031272014615
cell_cycle_GO0007049,mechanosensation_GO0050954,-0.122735042735043,0.5388669346001237,0.6616019773351667
cell_cycle_GO0007049,cytoskeleton_GO0005856,0.469401709401709,0.8825914873570635,0.4131897779553545
cell_cycle_GO0007049,cell_death_GO0008219,-0.0721367521367521,0.7638974866647206,0.8360342388014727
DNA_replication_GO0006260,DNA_templated_transcription_GO0006351,0.383247863247863,0.46342605064340975,0.08017818739554677
DNA_replication_GO0006260,translation_GO0006412,0.357264957264957,0.38677712931523384,0.02951217205027684
DNA_replication_GO0006260,mitochondrion_GO0005739,0.126837606837607,0.15844242746275683,0.031604820625149826
DNA_replication_GO0006260,mechanosensation_GO0050954,-0.256752136752137,0.2579853376467673,0.5147374743989043
DNA_replication_GO0006260,cytoskeleton_GO0005856,0.221196581196581,0.5587649665234098,0.33756838532682876
DNA_replication_GO0006260,cell_death_GO0008219,-0.184273504273504,0.46351129567635646,0.6477847999498605
DNA_templated_transcription_GO0006351,translation_GO0006412,0.0092307692307692,0.2818801124286292,0.27264934319786
DNA_templated_transcription_GO0006351,mitochondrion_GO0005739,-0.281367521367521,0.12732289592043897,0.40869041728795996
DNA_templated_transcription_GO0006351,mechanosensation_GO0050954,0.126153846153846,0.6324682749272726,0.5063144287734267
DNA_templated_transcription_GO0006351,cytoskeleton_GO0005856,0.370940170940171,0.8515000035919389,0.4805598326517679
DNA_templated_transcription_GO0006351,cell_death_GO0008219,0.193162393162393,0.7941494040052424,0.6009870108428493
translation_GO0006412,mitochondrion_GO0005739,0.706666666666667,0.7172686288123399,0.010601962145672883
translation_GO0006412,mechanosensation_GO0050954,-0.274529914529915,-0.10688504613401847,0.1676448683958965
translation_GO0006412,cytoskeleton_GO0005856,0.105641025641026,0.38437333281398367,0.27873230717295766
translation_GO0006412,cell_death_GO0008219,0.157606837606838,0.6284834093244298,0.4708765717175918
mitochondrion_GO0005739,mechanosensation_GO0050954,-0.122051282051282,0.16460185875343955,0.28665314080472154
mitochondrion_GO0005739,cytoskeleton_GO0005856,0.197264957264957,0.31269512581505293,0.11543016855009594
mitochondrion_GO0005739,cell_death_GO0008219,0.186324786324786,0.45895997382461595,0.27263518749982996
mechanosensation_GO0050954,cytoskeleton_GO0005856,0.397606837606838,0.6665560229432321,0.2689491853363941
mechanosensation_GO0050954,cell_death_GO0008219,0.538461538461538,0.622689995263147,0.08422845680160895
cytoskeleton_GO0005856,cell_death_GO0008219,0.497435897435897,0.86097067538184,0.363534777945943
