audit_row_id,audit_status,audit_flags,accession,analysis_unit_id,tissue,analysis_input_relative_path,analysis_sample_column,normalized_sample_name,isa_sample_name,source_name,accession_scoped_mouse_id,sample_match_method,sample_match_status,sample_is_technical_replicate,analysis_sample_status,isa_spaceflight_raw,isa_status,status_matches_analysis,sex,sex_raw,age_source_field,age_value_raw,age_unit_raw,age_raw,age_label,age_order_weeks,age_is_range,age_value_status,organism_raw,source_material_type,mission_cluster,mission_source,api_mission_names,mission_project_token,source_space_mission_raw,launch_mission_raw,mission_conflict_detected,mission_conflict_issue_type,mission_conflict_source_value,mission_conflict_canonical_value,mission_conflict_resolution,isa_source_table,metadata_zip_filename,metadata_zip_sha256,metadata_zip_size_bytes,metadata_downloaded_at_utc,osdr_study_url,dataset_api_url,files_api_url,metadata_download_url,api_project_identifiers,api_mission_start_dates,api_mission_end_dates,tissue_collection_after_landing_days,tissue_collection_timing_category,tissue_collection_scope
OSD-255::OSD-255::GSM3932693,PASS,NONE,OSD-255,OSD-255,Retina,02_processed_data/osdr_processed/OSD-255/GLDS-255_rna_seq_differential_expression_GLbulkRNAseq.csv,GSM3932693,GSM3932693,GSM3932693,GC9,OSD-255::GC9,exact ISA Sample Name,EXACT,FALSE,Ground,Ground Control,Ground,TRUE,Male,Male,Characteristics[Age at Launch],10,week,10 {week},10 wk,10,FALSE,EXACT_VALUE_REPORTED_BY_SOURCE,Mus musculus,Right retina,SpaceX-12,OSDR dataset API: single mission,SpaceX-12,,,,FALSE,,,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,94840,2026-08-30 12:55:53 UTC,https://osdr.nasa.gov/bio/repo/data/studies/OSD-255/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-255/?format=json,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-255/files/,https://osdr.nasa.gov/geode-py/ws/studies/OSD-255/download?source=datamanager&file=OSD-255_metadata_OSD-255-ISA.zip,RR-9,08/14/2017,09/17/2017,,not_stated,n/a
OSD-255::OSD-255::GSM3932694,PASS,NONE,OSD-255,OSD-255,Retina,02_processed_data/osdr_processed/OSD-255/GLDS-255_rna_seq_differential_expression_GLbulkRNAseq.csv,GSM3932694,GSM3932694,GSM3932694,GC11,OSD-255::GC11,exact ISA Sample Name,EXACT,FALSE,Ground,Ground Control,Ground,TRUE,Male,Male,Characteristics[Age at Launch],10,week,10 {week},10 wk,10,FALSE,EXACT_VALUE_REPORTED_BY_SOURCE,Mus musculus,Right retina,SpaceX-12,OSDR dataset API: single mission,SpaceX-12,,,,FALSE,,,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,94840,2026-08-30 12:55:53 UTC,https://osdr.nasa.gov/bio/repo/data/studies/OSD-255/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-255/?format=json,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-255/files/,https://osdr.nasa.gov/geode-py/ws/studies/OSD-255/download?source=datamanager&file=OSD-255_metadata_OSD-255-ISA.zip,RR-9,08/14/2017,09/17/2017,,not_stated,n/a
OSD-255::OSD-255::GSM3932695,PASS,NONE,OSD-255,OSD-255,Retina,02_processed_data/osdr_processed/OSD-255/GLDS-255_rna_seq_differential_expression_GLbulkRNAseq.csv,GSM3932695,GSM3932695,GSM3932695,GC15,OSD-255::GC15,exact ISA Sample Name,EXACT,FALSE,Ground,Ground Control,Ground,TRUE,Male,Male,Characteristics[Age at Launch],10,week,10 {week},10 wk,10,FALSE,EXACT_VALUE_REPORTED_BY_SOURCE,Mus musculus,Right retina,SpaceX-12,OSDR dataset API: single mission,SpaceX-12,,,,FALSE,,,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,94840,2026-08-30 12:55:53 UTC,https://osdr.nasa.gov/bio/repo/data/studies/OSD-255/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-255/?format=json,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-255/files/,https://osdr.nasa.gov/geode-py/ws/studies/OSD-255/download?source=datamanager&file=OSD-255_metadata_OSD-255-ISA.zip,RR-9,08/14/2017,09/17/2017,,not_stated,n/a
OSD-255::OSD-255::GSM3932696,PASS,NONE,OSD-255,OSD-255,Retina,02_processed_data/osdr_processed/OSD-255/GLDS-255_rna_seq_differential_expression_GLbulkRNAseq.csv,GSM3932696,GSM3932696,GSM3932696,GC16,OSD-255::GC16,exact ISA Sample Name,EXACT,FALSE,Ground,Ground Control,Ground,TRUE,Male,Male,Characteristics[Age at Launch],10,week,10 {week},10 wk,10,FALSE,EXACT_VALUE_REPORTED_BY_SOURCE,Mus musculus,Right retina,SpaceX-12,OSDR dataset API: single mission,SpaceX-12,,,,FALSE,,,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,94840,2026-08-30 12:55:53 UTC,https://osdr.nasa.gov/bio/repo/data/studies/OSD-255/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-255/?format=json,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-255/files/,https://osdr.nasa.gov/geode-py/ws/studies/OSD-255/download?source=datamanager&file=OSD-255_metadata_OSD-255-ISA.zip,RR-9,08/14/2017,09/17/2017,,not_stated,n/a
OSD-255::OSD-255::GSM3932697,PASS,NONE,OSD-255,OSD-255,Retina,02_processed_data/osdr_processed/OSD-255/GLDS-255_rna_seq_differential_expression_GLbulkRNAseq.csv,GSM3932697,GSM3932697,GSM3932697,GC17,OSD-255::GC17,exact ISA Sample Name,EXACT,FALSE,Ground,Ground Control,Ground,TRUE,Male,Male,Characteristics[Age at Launch],10,week,10 {week},10 wk,10,FALSE,EXACT_VALUE_REPORTED_BY_SOURCE,Mus musculus,Right retina,SpaceX-12,OSDR dataset API: single mission,SpaceX-12,,,,FALSE,,,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,94840,2026-08-30 12:55:53 UTC,https://osdr.nasa.gov/bio/repo/data/studies/OSD-255/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-255/?format=json,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-255/files/,https://osdr.nasa.gov/geode-py/ws/studies/OSD-255/download?source=datamanager&file=OSD-255_metadata_OSD-255-ISA.zip,RR-9,08/14/2017,09/17/2017,,not_stated,n/a
OSD-255::OSD-255::GSM3932698,PASS,NONE,OSD-255,OSD-255,Retina,02_processed_data/osdr_processed/OSD-255/GLDS-255_rna_seq_differential_expression_GLbulkRNAseq.csv,GSM3932698,GSM3932698,GSM3932698,GC18,OSD-255::GC18,exact ISA Sample Name,EXACT,FALSE,Ground,Ground Control,Ground,TRUE,Male,Male,Characteristics[Age at Launch],10,week,10 {week},10 wk,10,FALSE,EXACT_VALUE_REPORTED_BY_SOURCE,Mus musculus,Right retina,SpaceX-12,OSDR dataset API: single mission,SpaceX-12,,,,FALSE,,,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,94840,2026-08-30 12:55:53 UTC,https://osdr.nasa.gov/bio/repo/data/studies/OSD-255/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-255/?format=json,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-255/files/,https://osdr.nasa.gov/geode-py/ws/studies/OSD-255/download?source=datamanager&file=OSD-255_metadata_OSD-255-ISA.zip,RR-9,08/14/2017,09/17/2017,,not_stated,n/a
OSD-255::OSD-255::GSM3932699,PASS,NONE,OSD-255,OSD-255,Retina,02_processed_data/osdr_processed/OSD-255/GLDS-255_rna_seq_differential_expression_GLbulkRNAseq.csv,GSM3932699,GSM3932699,GSM3932699,GC19,OSD-255::GC19,exact ISA Sample Name,EXACT,FALSE,Ground,Ground Control,Ground,TRUE,Male,Male,Characteristics[Age at Launch],10,week,10 {week},10 wk,10,FALSE,EXACT_VALUE_REPORTED_BY_SOURCE,Mus musculus,Right retina,SpaceX-12,OSDR dataset API: single mission,SpaceX-12,,,,FALSE,,,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,94840,2026-08-30 12:55:53 UTC,https://osdr.nasa.gov/bio/repo/data/studies/OSD-255/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-255/?format=json,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-255/files/,https://osdr.nasa.gov/geode-py/ws/studies/OSD-255/download?source=datamanager&file=OSD-255_metadata_OSD-255-ISA.zip,RR-9,08/14/2017,09/17/2017,,not_stated,n/a
OSD-255::OSD-255::GSM3932700,PASS,NONE,OSD-255,OSD-255,Retina,02_processed_data/osdr_processed/OSD-255/GLDS-255_rna_seq_differential_expression_GLbulkRNAseq.csv,GSM3932700,GSM3932700,GSM3932700,GC20,OSD-255::GC20,exact ISA Sample Name,EXACT,FALSE,Ground,Ground Control,Ground,TRUE,Male,Male,Characteristics[Age at Launch],10,week,10 {week},10 wk,10,FALSE,EXACT_VALUE_REPORTED_BY_SOURCE,Mus musculus,Right retina,SpaceX-12,OSDR dataset API: single mission,SpaceX-12,,,,FALSE,,,,,s_OSD-255.txt,OSD-255_metadata_OSD-255-ISA.zip,c0fa7c0abae0b667ed3b722b2c146b0dc034bae489cde9c00d3929b79d0f2bc6,94840,2026-08-30 12:55:53 UTC,https://osdr.nasa.gov/bio/repo/data/studies/OSD-255/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-255/?format=json,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-255/files/,https://osdr.nasa.gov/geode-py/ws/studies/OSD-255/download?source=datamanager&file=OSD-255_metadata_OSD-255-ISA.zip,RR-9,08/14/2017,09/17/2017,,not_stated,n/a
OSD-289::OSD-289::Mmus_C57-6J_TMS_MHU1_FLT_uG_Rep1,PASS,NONE,OSD-289,OSD-289,Thymus,02_processed_data/osdr_processed/OSD-289/GLDS-289_rna_seq_differential_expression_GLbulkRNAseq.csv,Mmus_C57-6J_TMS_MHU1_FLT_uG_Rep1,Mmus_C57-6J_TMS_MHU1_FLT_uG_Rep1,Mmus_C57-6J_TMS_MHU1_FLT_uG_Rep1,MHU1_MG1,OSD-289::MHU1_MG1,exact ISA Sample Name,EXACT,FALSE,Flight,Space Flight,Flight,TRUE,Male,Male,Characteristics[Age at Launch],8,week,8 {week},8 wk,8,FALSE,EXACT_VALUE_REPORTED_BY_SOURCE,Mus musculus,thymus,SpaceX-9,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-9;SpaceX-12,MHU-1,MHU-1,,FALSE,,,,,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,97178,2026-08-30 12:55:53 UTC,https://osdr.nasa.gov/bio/repo/data/studies/OSD-289/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/?format=json,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/files/,https://osdr.nasa.gov/geode-py/ws/studies/OSD-289/download?source=datamanager&file=OSD-289_metadata_OSD-289-ISA.zip,MHU-1;MHU-2,07/18/2016;08/14/2017,09/26/2016;09/17/2017,,not_stated,n/a
OSD-289::OSD-289::Mmus_C57-6J_TMS_MHU1_FLT_uG_Rep2,PASS,NONE,OSD-289,OSD-289,Thymus,02_processed_data/osdr_processed/OSD-289/GLDS-289_rna_seq_differential_expression_GLbulkRNAseq.csv,Mmus_C57-6J_TMS_MHU1_FLT_uG_Rep2,Mmus_C57-6J_TMS_MHU1_FLT_uG_Rep2,Mmus_C57-6J_TMS_MHU1_FLT_uG_Rep2,MHU1_MG2,OSD-289::MHU1_MG2,exact ISA Sample Name,EXACT,FALSE,Flight,Space Flight,Flight,TRUE,Male,Male,Characteristics[Age at Launch],8,week,8 {week},8 wk,8,FALSE,EXACT_VALUE_REPORTED_BY_SOURCE,Mus musculus,thymus,SpaceX-9,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-9;SpaceX-12,MHU-1,MHU-1,,FALSE,,,,,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,97178,2026-08-30 12:55:53 UTC,https://osdr.nasa.gov/bio/repo/data/studies/OSD-289/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/?format=json,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/files/,https://osdr.nasa.gov/geode-py/ws/studies/OSD-289/download?source=datamanager&file=OSD-289_metadata_OSD-289-ISA.zip,MHU-1;MHU-2,07/18/2016;08/14/2017,09/26/2016;09/17/2017,,not_stated,n/a
OSD-289::OSD-289::Mmus_C57-6J_TMS_MHU1_FLT_uG_Rep3,PASS,NONE,OSD-289,OSD-289,Thymus,02_processed_data/osdr_processed/OSD-289/GLDS-289_rna_seq_differential_expression_GLbulkRNAseq.csv,Mmus_C57-6J_TMS_MHU1_FLT_uG_Rep3,Mmus_C57-6J_TMS_MHU1_FLT_uG_Rep3,Mmus_C57-6J_TMS_MHU1_FLT_uG_Rep3,MHU1_MG3,OSD-289::MHU1_MG3,exact ISA Sample Name,EXACT,FALSE,Flight,Space Flight,Flight,TRUE,Male,Male,Characteristics[Age at Launch],8,week,8 {week},8 wk,8,FALSE,EXACT_VALUE_REPORTED_BY_SOURCE,Mus musculus,thymus,SpaceX-9,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-9;SpaceX-12,MHU-1,MHU-1,,FALSE,,,,,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,97178,2026-08-30 12:55:53 UTC,https://osdr.nasa.gov/bio/repo/data/studies/OSD-289/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/?format=json,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/files/,https://osdr.nasa.gov/geode-py/ws/studies/OSD-289/download?source=datamanager&file=OSD-289_metadata_OSD-289-ISA.zip,MHU-1;MHU-2,07/18/2016;08/14/2017,09/26/2016;09/17/2017,,not_stated,n/a
OSD-289::OSD-289::Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep1,PASS,NONE,OSD-289,OSD-289,Thymus,02_processed_data/osdr_processed/OSD-289/GLDS-289_rna_seq_differential_expression_GLbulkRNAseq.csv,Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep1,Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep1,Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep1,MHU1_GC1,OSD-289::MHU1_GC1,exact ISA Sample Name,EXACT,FALSE,Ground,Ground Control,Ground,TRUE,Male,Male,Characteristics[Age at Launch],8,week,8 {week},8 wk,8,FALSE,EXACT_VALUE_REPORTED_BY_SOURCE,Mus musculus,thymus,SpaceX-9,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-9;SpaceX-12,MHU-1,MHU-1,,FALSE,,,,,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,97178,2026-08-30 12:55:53 UTC,https://osdr.nasa.gov/bio/repo/data/studies/OSD-289/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/?format=json,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/files/,https://osdr.nasa.gov/geode-py/ws/studies/OSD-289/download?source=datamanager&file=OSD-289_metadata_OSD-289-ISA.zip,MHU-1;MHU-2,07/18/2016;08/14/2017,09/26/2016;09/17/2017,,not_stated,n/a
OSD-289::OSD-289::Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep2,PASS,NONE,OSD-289,OSD-289,Thymus,02_processed_data/osdr_processed/OSD-289/GLDS-289_rna_seq_differential_expression_GLbulkRNAseq.csv,Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep2,Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep2,Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep2,MHU1_GC2,OSD-289::MHU1_GC2,exact ISA Sample Name,EXACT,FALSE,Ground,Ground Control,Ground,TRUE,Male,Male,Characteristics[Age at Launch],8,week,8 {week},8 wk,8,FALSE,EXACT_VALUE_REPORTED_BY_SOURCE,Mus musculus,thymus,SpaceX-9,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-9;SpaceX-12,MHU-1,MHU-1,,FALSE,,,,,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,97178,2026-08-30 12:55:53 UTC,https://osdr.nasa.gov/bio/repo/data/studies/OSD-289/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/?format=json,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/files/,https://osdr.nasa.gov/geode-py/ws/studies/OSD-289/download?source=datamanager&file=OSD-289_metadata_OSD-289-ISA.zip,MHU-1;MHU-2,07/18/2016;08/14/2017,09/26/2016;09/17/2017,,not_stated,n/a
OSD-289::OSD-289::Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep3,PASS,NONE,OSD-289,OSD-289,Thymus,02_processed_data/osdr_processed/OSD-289/GLDS-289_rna_seq_differential_expression_GLbulkRNAseq.csv,Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep3,Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep3,Mmus_C57-6CR_TMS_MHU1_GC_1G_Rep3,MHU1_GC3,OSD-289::MHU1_GC3,exact ISA Sample Name,EXACT,FALSE,Ground,Ground Control,Ground,TRUE,Male,Male,Characteristics[Age at Launch],8,week,8 {week},8 wk,8,FALSE,EXACT_VALUE_REPORTED_BY_SOURCE,Mus musculus,thymus,SpaceX-9,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-9;SpaceX-12,MHU-1,MHU-1,,FALSE,,,,,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,97178,2026-08-30 12:55:53 UTC,https://osdr.nasa.gov/bio/repo/data/studies/OSD-289/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/?format=json,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/files/,https://osdr.nasa.gov/geode-py/ws/studies/OSD-289/download?source=datamanager&file=OSD-289_metadata_OSD-289-ISA.zip,MHU-1;MHU-2,07/18/2016;08/14/2017,09/26/2016;09/17/2017,,not_stated,n/a
OSD-289::OSD-289__MHU2::Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep1,PASS,NONE,OSD-289,OSD-289__MHU2,Thymus,02_processed_data/osdr_processed/OSD-289/GLDS-289_rna_seq_differential_expression_GLbulkRNAseq.csv,Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep1,Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep1,Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep1,MHU2_F1,OSD-289::MHU2_F1,exact ISA Sample Name,EXACT,FALSE,Flight,Space Flight,Flight,TRUE,Male,Male,Characteristics[Age at Launch],9,week,9 {week},9 wk,9,FALSE,EXACT_VALUE_REPORTED_BY_SOURCE,Mus musculus,thymus,SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-9;SpaceX-12,MHU-2,MHU-2,,FALSE,,,,,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,97178,2026-08-30 12:55:53 UTC,https://osdr.nasa.gov/bio/repo/data/studies/OSD-289/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/?format=json,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/files/,https://osdr.nasa.gov/geode-py/ws/studies/OSD-289/download?source=datamanager&file=OSD-289_metadata_OSD-289-ISA.zip,MHU-1;MHU-2,07/18/2016;08/14/2017,09/26/2016;09/17/2017,,not_stated,n/a
OSD-289::OSD-289__MHU2::Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep2,PASS,NONE,OSD-289,OSD-289__MHU2,Thymus,02_processed_data/osdr_processed/OSD-289/GLDS-289_rna_seq_differential_expression_GLbulkRNAseq.csv,Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep2,Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep2,Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep2,MHU2_F2,OSD-289::MHU2_F2,exact ISA Sample Name,EXACT,FALSE,Flight,Space Flight,Flight,TRUE,Male,Male,Characteristics[Age at Launch],9,week,9 {week},9 wk,9,FALSE,EXACT_VALUE_REPORTED_BY_SOURCE,Mus musculus,thymus,SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-9;SpaceX-12,MHU-2,MHU-2,,FALSE,,,,,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,97178,2026-08-30 12:55:53 UTC,https://osdr.nasa.gov/bio/repo/data/studies/OSD-289/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/?format=json,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/files/,https://osdr.nasa.gov/geode-py/ws/studies/OSD-289/download?source=datamanager&file=OSD-289_metadata_OSD-289-ISA.zip,MHU-1;MHU-2,07/18/2016;08/14/2017,09/26/2016;09/17/2017,,not_stated,n/a
OSD-289::OSD-289__MHU2::Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep3,PASS,NONE,OSD-289,OSD-289__MHU2,Thymus,02_processed_data/osdr_processed/OSD-289/GLDS-289_rna_seq_differential_expression_GLbulkRNAseq.csv,Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep3,Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep3,Mmus_C57-6J_TMS_MHU2_FLT_uG_Rep3,MHU2_F10,OSD-289::MHU2_F10,exact ISA Sample Name,EXACT,FALSE,Flight,Space Flight,Flight,TRUE,Male,Male,Characteristics[Age at Launch],9,week,9 {week},9 wk,9,FALSE,EXACT_VALUE_REPORTED_BY_SOURCE,Mus musculus,thymus,SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-9;SpaceX-12,MHU-2,MHU-2,,FALSE,,,,,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,97178,2026-08-30 12:55:53 UTC,https://osdr.nasa.gov/bio/repo/data/studies/OSD-289/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/?format=json,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/files/,https://osdr.nasa.gov/geode-py/ws/studies/OSD-289/download?source=datamanager&file=OSD-289_metadata_OSD-289-ISA.zip,MHU-1;MHU-2,07/18/2016;08/14/2017,09/26/2016;09/17/2017,,not_stated,n/a
OSD-289::OSD-289__MHU2::Mmus_C57-6J_TMS_MHU2_GC_1G_Rep1,PASS,NONE,OSD-289,OSD-289__MHU2,Thymus,02_processed_data/osdr_processed/OSD-289/GLDS-289_rna_seq_differential_expression_GLbulkRNAseq.csv,Mmus_C57-6J_TMS_MHU2_GC_1G_Rep1,Mmus_C57-6J_TMS_MHU2_GC_1G_Rep1,Mmus_C57-6J_TMS_MHU2_GC_1G_Rep1,MHU2_G1,OSD-289::MHU2_G1,exact ISA Sample Name,EXACT,FALSE,Ground,Vivarium Control,Ground,TRUE,Male,Male,Characteristics[Age at Launch],9,week,9 {week},9 wk,9,FALSE,EXACT_VALUE_REPORTED_BY_SOURCE,Mus musculus,thymus,SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-9;SpaceX-12,MHU-2,MHU-2,,FALSE,,,,,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,97178,2026-08-30 12:55:53 UTC,https://osdr.nasa.gov/bio/repo/data/studies/OSD-289/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/?format=json,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/files/,https://osdr.nasa.gov/geode-py/ws/studies/OSD-289/download?source=datamanager&file=OSD-289_metadata_OSD-289-ISA.zip,MHU-1;MHU-2,07/18/2016;08/14/2017,09/26/2016;09/17/2017,,not_stated,n/a
OSD-289::OSD-289__MHU2::Mmus_C57-6J_TMS_MHU2_GC_1G_Rep2,PASS,NONE,OSD-289,OSD-289__MHU2,Thymus,02_processed_data/osdr_processed/OSD-289/GLDS-289_rna_seq_differential_expression_GLbulkRNAseq.csv,Mmus_C57-6J_TMS_MHU2_GC_1G_Rep2,Mmus_C57-6J_TMS_MHU2_GC_1G_Rep2,Mmus_C57-6J_TMS_MHU2_GC_1G_Rep2,MHU2_G2,OSD-289::MHU2_G2,exact ISA Sample Name,EXACT,FALSE,Ground,Vivarium Control,Ground,TRUE,Male,Male,Characteristics[Age at Launch],9,week,9 {week},9 wk,9,FALSE,EXACT_VALUE_REPORTED_BY_SOURCE,Mus musculus,thymus,SpaceX-12,OSDR ISA Space Mission mapped to OSDR dataset API mission,SpaceX-9;SpaceX-12,MHU-2,MHU-2,,FALSE,,,,,s_OSD-289.txt,OSD-289_metadata_OSD-289-ISA.zip,be1f691e4e1adbad105c2deee52beb4bf4c96d05c97303628f7628cd163b1e99,97178,2026-08-30 12:55:53 UTC,https://osdr.nasa.gov/bio/repo/data/studies/OSD-289/,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/?format=json,https://visualization.osdr.nasa.gov/biodata/api/v2/dataset/OSD-289/files/,https://osdr.nasa.gov/geode-py/ws/studies/OSD-289/download?source=datamanager&file=OSD-289_metadata_OSD-289-ISA.zip,MHU-1;MHU-2,07/18/2016;08/14/2017,09/26/2016;09/17/2017,,not_stated,n/a
