sample_column,sample_name_normalized,mouse_id,sample_status,isa_spaceflight_raw,isa_status_matches_analysis,sample_is_technical_replicate,Group,analysis_unit_id,accession,input_relative_path,mission_cluster,mission_source,api_mission_names,source_space_mission_raw,launch_mission_raw,launch_mission_conflict,sex,sex_raw,age_value_raw,age_unit_raw,age_raw,age_label,age_order_weeks,age_is_range,age_source_field,organism_raw,source_material_type,metadata_match_method,isa_source_table,metadata_zip_filename,metadata_zip_sha256,euthanasia_after_landing_days,euthanasia_timing_category,euthanasia_scope
Mmus_BAL-TAL_FSKN_GC_Rep8_G8,Mmus_BAL-TAL_FSKN_GC_Rep8_G8,GC8-LAR,Ground,Ground Control,TRUE,FALSE,Femoral lateral skin,OSD-241,OSD-241,02_processed_data/osdr_processed/OSD-241/GLDS-241_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-11,OSDR dataset API: single mission,SpaceX-11,,,FALSE,Female,Female,30,week,30 {week},30 wk,30,FALSE,Characteristics[Age at Launch],Mus musculus,femoral lateral skin,exact ISA Sample Name,s_OSD-241.txt,OSD-241_metadata_OSD-241-ISA.zip,f64f95d3e4aabc2ae99c336e3b82af85bfcb6a9a55d3f75d79346eb85094befd,30,post_landing,flight (LAR)
Mmus_BAL-TAL_FSKN_GC_Rep9_G9,Mmus_BAL-TAL_FSKN_GC_Rep9_G9,GC9-LAR,Ground,Ground Control,TRUE,FALSE,Femoral lateral skin,OSD-241,OSD-241,02_processed_data/osdr_processed/OSD-241/GLDS-241_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-11,OSDR dataset API: single mission,SpaceX-11,,,FALSE,Female,Female,30,week,30 {week},30 wk,30,FALSE,Characteristics[Age at Launch],Mus musculus,femoral lateral skin,exact ISA Sample Name,s_OSD-241.txt,OSD-241_metadata_OSD-241-ISA.zip,f64f95d3e4aabc2ae99c336e3b82af85bfcb6a9a55d3f75d79346eb85094befd,30,post_landing,flight (LAR)
Mmus_C57-6J_LVR_FLT_C1_Rep1_F1,Mmus_C57-6J_LVR_FLT_C1_Rep1_F1,F1,Flight,Space Flight,TRUE,FALSE,Liver,OSD-242,OSD-242,02_processed_data/osdr_processed/OSD-242/GLDS-242_rna_seq_differential_expression.csv,SpaceX-12,OSDR dataset API: single mission,SpaceX-12,,,FALSE,Male,Male,10,week,10 {week},10 wk,10,FALSE,Characteristics[Age at Launch],Mus musculus,Liver,exact ISA Sample Name,s_OSD-242.txt,OSD-242_metadata_OSD-242-ISA.zip,dd4795088f18af6a8eac281d1c6d7b19a2b1a0e48439e7093c47e6efb4e2ba0e,1-2,post_landing_date_derived,flight
Mmus_C57-6J_LVR_FLT_C1_Rep2_F2,Mmus_C57-6J_LVR_FLT_C1_Rep2_F2,F2,Flight,Space Flight,TRUE,FALSE,Liver,OSD-242,OSD-242,02_processed_data/osdr_processed/OSD-242/GLDS-242_rna_seq_differential_expression.csv,SpaceX-12,OSDR dataset API: single mission,SpaceX-12,,,FALSE,Male,Male,10,week,10 {week},10 wk,10,FALSE,Characteristics[Age at Launch],Mus musculus,Liver,exact ISA Sample Name,s_OSD-242.txt,OSD-242_metadata_OSD-242-ISA.zip,dd4795088f18af6a8eac281d1c6d7b19a2b1a0e48439e7093c47e6efb4e2ba0e,1-2,post_landing_date_derived,flight
Mmus_C57-6J_LVR_FLT_C1_Rep3_F3,Mmus_C57-6J_LVR_FLT_C1_Rep3_F3,F3,Flight,Space Flight,TRUE,FALSE,Liver,OSD-242,OSD-242,02_processed_data/osdr_processed/OSD-242/GLDS-242_rna_seq_differential_expression.csv,SpaceX-12,OSDR dataset API: single mission,SpaceX-12,,,FALSE,Male,Male,10,week,10 {week},10 wk,10,FALSE,Characteristics[Age at Launch],Mus musculus,Liver,exact ISA Sample Name,s_OSD-242.txt,OSD-242_metadata_OSD-242-ISA.zip,dd4795088f18af6a8eac281d1c6d7b19a2b1a0e48439e7093c47e6efb4e2ba0e,1-2,post_landing_date_derived,flight
Mmus_C57-6J_LVR_FLT_C1_Rep4_F4,Mmus_C57-6J_LVR_FLT_C1_Rep4_F4,F4,Flight,Space Flight,TRUE,FALSE,Liver,OSD-242,OSD-242,02_processed_data/osdr_processed/OSD-242/GLDS-242_rna_seq_differential_expression.csv,SpaceX-12,OSDR dataset API: single mission,SpaceX-12,,,FALSE,Male,Male,10,week,10 {week},10 wk,10,FALSE,Characteristics[Age at Launch],Mus musculus,Liver,exact ISA Sample Name,s_OSD-242.txt,OSD-242_metadata_OSD-242-ISA.zip,dd4795088f18af6a8eac281d1c6d7b19a2b1a0e48439e7093c47e6efb4e2ba0e,1-2,post_landing_date_derived,flight
Mmus_C57-6J_LVR_FLT_C1_Rep5_F5,Mmus_C57-6J_LVR_FLT_C1_Rep5_F5,F5,Flight,Space Flight,TRUE,FALSE,Liver,OSD-242,OSD-242,02_processed_data/osdr_processed/OSD-242/GLDS-242_rna_seq_differential_expression.csv,SpaceX-12,OSDR dataset API: single mission,SpaceX-12,,,FALSE,Male,Male,10,week,10 {week},10 wk,10,FALSE,Characteristics[Age at Launch],Mus musculus,Liver,exact ISA Sample Name,s_OSD-242.txt,OSD-242_metadata_OSD-242-ISA.zip,dd4795088f18af6a8eac281d1c6d7b19a2b1a0e48439e7093c47e6efb4e2ba0e,1-2,post_landing_date_derived,flight
Mmus_C57-6J_LVR_GC_C2_Rep1_G1,Mmus_C57-6J_LVR_GC_C2_Rep1_G1,GC1,Ground,Ground Control,TRUE,FALSE,Liver,OSD-242,OSD-242,02_processed_data/osdr_processed/OSD-242/GLDS-242_rna_seq_differential_expression.csv,SpaceX-12,OSDR dataset API: single mission,SpaceX-12,,,FALSE,Male,Male,10,week,10 {week},10 wk,10,FALSE,Characteristics[Age at Launch],Mus musculus,Liver,exact ISA Sample Name,s_OSD-242.txt,OSD-242_metadata_OSD-242-ISA.zip,dd4795088f18af6a8eac281d1c6d7b19a2b1a0e48439e7093c47e6efb4e2ba0e,1-2,post_landing_date_derived,flight
Mmus_C57-6J_LVR_GC_C2_Rep2_G3,Mmus_C57-6J_LVR_GC_C2_Rep2_G3,GC3,Ground,Ground Control,TRUE,FALSE,Liver,OSD-242,OSD-242,02_processed_data/osdr_processed/OSD-242/GLDS-242_rna_seq_differential_expression.csv,SpaceX-12,OSDR dataset API: single mission,SpaceX-12,,,FALSE,Male,Male,10,week,10 {week},10 wk,10,FALSE,Characteristics[Age at Launch],Mus musculus,Liver,exact ISA Sample Name,s_OSD-242.txt,OSD-242_metadata_OSD-242-ISA.zip,dd4795088f18af6a8eac281d1c6d7b19a2b1a0e48439e7093c47e6efb4e2ba0e,1-2,post_landing_date_derived,flight
Mmus_C57-6J_LVR_GC_C2_Rep3_G4,Mmus_C57-6J_LVR_GC_C2_Rep3_G4,GC4,Ground,Ground Control,TRUE,FALSE,Liver,OSD-242,OSD-242,02_processed_data/osdr_processed/OSD-242/GLDS-242_rna_seq_differential_expression.csv,SpaceX-12,OSDR dataset API: single mission,SpaceX-12,,,FALSE,Male,Male,10,week,10 {week},10 wk,10,FALSE,Characteristics[Age at Launch],Mus musculus,Liver,exact ISA Sample Name,s_OSD-242.txt,OSD-242_metadata_OSD-242-ISA.zip,dd4795088f18af6a8eac281d1c6d7b19a2b1a0e48439e7093c47e6efb4e2ba0e,1-2,post_landing_date_derived,flight
Mmus_C57-6J_LVR_GC_C2_Rep4_G5,Mmus_C57-6J_LVR_GC_C2_Rep4_G5,GC5,Ground,Ground Control,TRUE,FALSE,Liver,OSD-242,OSD-242,02_processed_data/osdr_processed/OSD-242/GLDS-242_rna_seq_differential_expression.csv,SpaceX-12,OSDR dataset API: single mission,SpaceX-12,,,FALSE,Male,Male,10,week,10 {week},10 wk,10,FALSE,Characteristics[Age at Launch],Mus musculus,Liver,exact ISA Sample Name,s_OSD-242.txt,OSD-242_metadata_OSD-242-ISA.zip,dd4795088f18af6a8eac281d1c6d7b19a2b1a0e48439e7093c47e6efb4e2ba0e,1-2,post_landing_date_derived,flight
Mmus_C57-6J_KDN_FLT_25days_Rep1_F1,Mmus_C57-6J_KDN_FLT_25days_Rep1_F1,F1,Flight,Space Flight,TRUE,FALSE,Kidney,OSD-253,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
Mmus_C57-6J_KDN_FLT_25days_Rep2_F5,Mmus_C57-6J_KDN_FLT_25days_Rep2_F5,F5,Flight,Space Flight,TRUE,FALSE,Kidney,OSD-253,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
Mmus_C57-6J_KDN_FLT_25days_Rep3_F9,Mmus_C57-6J_KDN_FLT_25days_Rep3_F9,F9,Flight,Space Flight,TRUE,FALSE,Kidney,OSD-253,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
Mmus_C57-6J_KDN_FLT_25days_Rep4_F13,Mmus_C57-6J_KDN_FLT_25days_Rep4_F13,F13,Flight,Space Flight,TRUE,FALSE,Kidney,OSD-253,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
Mmus_C57-6J_KDN_FLT_25days_Rep5_F17,Mmus_C57-6J_KDN_FLT_25days_Rep5_F17,F17,Flight,Space Flight,TRUE,FALSE,Kidney,OSD-253,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
RR7_KDN_GCrerun_25days_White_Rep1_GR03,RR7_KDN_GCrerun_25days_White_Rep1_GR03,GCRerun_03,Ground,Ground Control Rerun,TRUE,FALSE,Kidney,OSD-253,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
RR7_KDN_GCrerun_25days_White_Rep3_GR19,RR7_KDN_GCrerun_25days_White_Rep3_GR19,GCRerun_19,Ground,Ground Control Rerun,TRUE,FALSE,Kidney,OSD-253,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
RR7_KDN_GCrerun_25days_White_Rep4_GR27,RR7_KDN_GCrerun_25days_White_Rep4_GR27,GCRerun_27,Ground,Ground Control Rerun,TRUE,FALSE,Kidney,OSD-253,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
RR7_KDN_GCrerun_25days_White_Rep5_GR35,RR7_KDN_GCrerun_25days_White_Rep5_GR35,GCRerun_35,Ground,Ground Control Rerun,TRUE,FALSE,Kidney,OSD-253,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
Mmus_C3H-HeJ_KDN_FLT_25days_Rep1_F2,Mmus_C3H-HeJ_KDN_FLT_25days_Rep1_F2,F2,Flight,Space Flight,TRUE,FALSE,Kidney,OSD-253__C3H_25,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
Mmus_C3H-HeJ_KDN_FLT_25days_Rep2_F6,Mmus_C3H-HeJ_KDN_FLT_25days_Rep2_F6,F6,Flight,Space Flight,TRUE,FALSE,Kidney,OSD-253__C3H_25,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
Mmus_C3H-HeJ_KDN_FLT_25days_Rep3_F10,Mmus_C3H-HeJ_KDN_FLT_25days_Rep3_F10,F10,Flight,Space Flight,TRUE,FALSE,Kidney,OSD-253__C3H_25,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
Mmus_C3H-HeJ_KDN_FLT_25days_Rep4_F14,Mmus_C3H-HeJ_KDN_FLT_25days_Rep4_F14,F14,Flight,Space Flight,TRUE,FALSE,Kidney,OSD-253__C3H_25,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
Mmus_C3H-HeJ_KDN_FLT_25days_Rep5_F18,Mmus_C3H-HeJ_KDN_FLT_25days_Rep5_F18,F18,Flight,Space Flight,TRUE,FALSE,Kidney,OSD-253__C3H_25,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
RR7_KDN_GCrerun_25days_White_Rep1_GR04,RR7_KDN_GCrerun_25days_White_Rep1_GR04,GCRerun_04,Ground,Ground Control Rerun,TRUE,FALSE,Kidney,OSD-253__C3H_25,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
RR7_KDN_GCrerun_25days_White_Rep2_GR12,RR7_KDN_GCrerun_25days_White_Rep2_GR12,GCRerun_12,Ground,Ground Control Rerun,TRUE,FALSE,Kidney,OSD-253__C3H_25,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
RR7_KDN_GCrerun_25days_White_Rep3_GR20,RR7_KDN_GCrerun_25days_White_Rep3_GR20,GCRerun_20,Ground,Ground Control Rerun,TRUE,FALSE,Kidney,OSD-253__C3H_25,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
RR7_KDN_GCrerun_25days_White_Rep4_GR28,RR7_KDN_GCrerun_25days_White_Rep4_GR28,GCRerun_28,Ground,Ground Control Rerun,TRUE,FALSE,Kidney,OSD-253__C3H_25,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
RR7_KDN_GCrerun_25days_White_Rep5_GR36,RR7_KDN_GCrerun_25days_White_Rep5_GR36,GCRerun_36,Ground,Ground Control Rerun,TRUE,FALSE,Kidney,OSD-253__C3H_25,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
Mmus_C3H-HeJ_KDN_FLT_75days_Rep1_F4,Mmus_C3H-HeJ_KDN_FLT_75days_Rep1_F4,F4,Flight,Space Flight,TRUE,FALSE,Kidney,OSD-253__C3H_75,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
Mmus_C3H-HeJ_KDN_FLT_75days_Rep2_F8,Mmus_C3H-HeJ_KDN_FLT_75days_Rep2_F8,F8,Flight,Space Flight,TRUE,FALSE,Kidney,OSD-253__C3H_75,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
Mmus_C3H-HeJ_KDN_FLT_75days_Rep3_F12,Mmus_C3H-HeJ_KDN_FLT_75days_Rep3_F12,F12,Flight,Space Flight,TRUE,FALSE,Kidney,OSD-253__C3H_75,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
Mmus_C3H-HeJ_KDN_FLT_75days_Rep4_F16,Mmus_C3H-HeJ_KDN_FLT_75days_Rep4_F16,F16,Flight,Space Flight,TRUE,FALSE,Kidney,OSD-253__C3H_75,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
Mmus_C3H-HeJ_KDN_FLT_75days_Rep5_F20,Mmus_C3H-HeJ_KDN_FLT_75days_Rep5_F20,F20,Flight,Space Flight,TRUE,FALSE,Kidney,OSD-253__C3H_75,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
RR7_KDN_GCrerun_75days_White_Rep1_GR08,RR7_KDN_GCrerun_75days_White_Rep1_GR08,GCRerun_08,Ground,Ground Control Rerun,TRUE,FALSE,Kidney,OSD-253__C3H_75,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
RR7_KDN_GCrerun_75days_White_Rep2_GR16,RR7_KDN_GCrerun_75days_White_Rep2_GR16,GCRerun_16,Ground,Ground Control Rerun,TRUE,FALSE,Kidney,OSD-253__C3H_75,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
RR7_KDN_GCrerun_75days_White_Rep3_GR24,RR7_KDN_GCrerun_75days_White_Rep3_GR24,GCRerun_24,Ground,Ground Control Rerun,TRUE,FALSE,Kidney,OSD-253__C3H_75,OSD-253,02_processed_data/osdr_processed/OSD-253/GLDS-253_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-15,OSDR dataset API: single mission,SpaceX-15,,,FALSE,Female,Female,11,week,11 {week},11 wk,11,FALSE,Characteristics[Age at Launch],Mus musculus,Left kidney,exact ISA Sample Name,s_OSD-253.txt,OSD-253_metadata_GLDS-253-ISA.zip,205726506e1cdb779dfa5f73cff979df044c9ace1df2802994ce086b209bddcc,,on_orbit,all flight (euthanized on the ISS)
