sample_column,sample_name_normalized,mouse_id,sample_status,isa_spaceflight_raw,isa_status_matches_analysis,sample_is_technical_replicate,Group,analysis_unit_id,accession,input_relative_path,mission_cluster,mission_source,api_mission_names,source_space_mission_raw,launch_mission_raw,launch_mission_conflict,sex,sex_raw,age_value_raw,age_unit_raw,age_raw,age_label,age_order_weeks,age_is_range,age_source_field,organism_raw,source_material_type,metadata_match_method,isa_source_table,metadata_zip_filename,metadata_zip_sha256,euthanasia_after_landing_days,euthanasia_timing_category,euthanasia_scope
RR23_LVR_FLT_F7_techrep1,RR23_LVR_FLT_F7_techrep1,RR-23_F7,Flight,Space Flight,TRUE,TRUE,Left lobe of the liver,OSD-463,OSD-463,02_processed_data/osdr_processed/OSD-463/GLDS-463_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lobe of the Liver,exact ISA Sample Name,s_OSD-463.txt,OSD-463_metadata_OSD-463-ISA.zip,a5f305b2d3835e8e8aff3a201037f678d34996d7f63a52efd3b7876b66024b08,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LVR_FLT_F8_techrep1,RR23_LVR_FLT_F8_techrep1,RR-23_F8,Flight,Space Flight,TRUE,TRUE,Left lobe of the liver,OSD-463,OSD-463,02_processed_data/osdr_processed/OSD-463/GLDS-463_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lobe of the Liver,exact ISA Sample Name,s_OSD-463.txt,OSD-463_metadata_OSD-463-ISA.zip,a5f305b2d3835e8e8aff3a201037f678d34996d7f63a52efd3b7876b66024b08,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LVR_FLT_F9,RR23_LVR_FLT_F9,RR-23_F9,Flight,Space Flight,TRUE,FALSE,Left lobe of the liver,OSD-463,OSD-463,02_processed_data/osdr_processed/OSD-463/GLDS-463_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lobe of the Liver,exact ISA Sample Name,s_OSD-463.txt,OSD-463_metadata_OSD-463-ISA.zip,a5f305b2d3835e8e8aff3a201037f678d34996d7f63a52efd3b7876b66024b08,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LVR_GC_G1_techrep1,RR23_LVR_GC_G1_techrep1,RR-23_GC1,Ground,Ground Control,TRUE,TRUE,Left lobe of the liver,OSD-463,OSD-463,02_processed_data/osdr_processed/OSD-463/GLDS-463_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lobe of the Liver,exact ISA Sample Name,s_OSD-463.txt,OSD-463_metadata_OSD-463-ISA.zip,a5f305b2d3835e8e8aff3a201037f678d34996d7f63a52efd3b7876b66024b08,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LVR_GC_G2,RR23_LVR_GC_G2,RR-23_GC2,Ground,Ground Control,TRUE,FALSE,Left lobe of the liver,OSD-463,OSD-463,02_processed_data/osdr_processed/OSD-463/GLDS-463_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lobe of the Liver,exact ISA Sample Name,s_OSD-463.txt,OSD-463_metadata_OSD-463-ISA.zip,a5f305b2d3835e8e8aff3a201037f678d34996d7f63a52efd3b7876b66024b08,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LVR_GC_G3,RR23_LVR_GC_G3,RR-23_GC3,Ground,Ground Control,TRUE,FALSE,Left lobe of the liver,OSD-463,OSD-463,02_processed_data/osdr_processed/OSD-463/GLDS-463_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lobe of the Liver,exact ISA Sample Name,s_OSD-463.txt,OSD-463_metadata_OSD-463-ISA.zip,a5f305b2d3835e8e8aff3a201037f678d34996d7f63a52efd3b7876b66024b08,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LVR_GC_G4,RR23_LVR_GC_G4,RR-23_GC4,Ground,Ground Control,TRUE,FALSE,Left lobe of the liver,OSD-463,OSD-463,02_processed_data/osdr_processed/OSD-463/GLDS-463_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lobe of the Liver,exact ISA Sample Name,s_OSD-463.txt,OSD-463_metadata_OSD-463-ISA.zip,a5f305b2d3835e8e8aff3a201037f678d34996d7f63a52efd3b7876b66024b08,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LVR_GC_G5,RR23_LVR_GC_G5,RR-23_GC5,Ground,Ground Control,TRUE,FALSE,Left lobe of the liver,OSD-463,OSD-463,02_processed_data/osdr_processed/OSD-463/GLDS-463_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lobe of the Liver,exact ISA Sample Name,s_OSD-463.txt,OSD-463_metadata_OSD-463-ISA.zip,a5f305b2d3835e8e8aff3a201037f678d34996d7f63a52efd3b7876b66024b08,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LVR_GC_G6,RR23_LVR_GC_G6,RR-23_GC6,Ground,Ground Control,TRUE,FALSE,Left lobe of the liver,OSD-463,OSD-463,02_processed_data/osdr_processed/OSD-463/GLDS-463_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lobe of the Liver,exact ISA Sample Name,s_OSD-463.txt,OSD-463_metadata_OSD-463-ISA.zip,a5f305b2d3835e8e8aff3a201037f678d34996d7f63a52efd3b7876b66024b08,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LVR_GC_G7,RR23_LVR_GC_G7,RR-23_GC7,Ground,Ground Control,TRUE,FALSE,Left lobe of the liver,OSD-463,OSD-463,02_processed_data/osdr_processed/OSD-463/GLDS-463_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lobe of the Liver,exact ISA Sample Name,s_OSD-463.txt,OSD-463_metadata_OSD-463-ISA.zip,a5f305b2d3835e8e8aff3a201037f678d34996d7f63a52efd3b7876b66024b08,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LVR_GC_G8,RR23_LVR_GC_G8,RR-23_GC8,Ground,Ground Control,TRUE,FALSE,Left lobe of the liver,OSD-463,OSD-463,02_processed_data/osdr_processed/OSD-463/GLDS-463_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lobe of the Liver,exact ISA Sample Name,s_OSD-463.txt,OSD-463_metadata_OSD-463-ISA.zip,a5f305b2d3835e8e8aff3a201037f678d34996d7f63a52efd3b7876b66024b08,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LVR_GC_G9,RR23_LVR_GC_G9,RR-23_GC9,Ground,Ground Control,TRUE,FALSE,Left lobe of the liver,OSD-463,OSD-463,02_processed_data/osdr_processed/OSD-463/GLDS-463_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lobe of the Liver,exact ISA Sample Name,s_OSD-463.txt,OSD-463_metadata_OSD-463-ISA.zip,a5f305b2d3835e8e8aff3a201037f678d34996d7f63a52efd3b7876b66024b08,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LNG_FLT_F1,RR23_LNG_FLT_F1,RR-23_F1,Flight,Space Flight,TRUE,FALSE,Lung,OSD-464,OSD-464,02_processed_data/osdr_processed/OSD-464/GLDS-464_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lung,exact ISA Sample Name,s_OSD-464.txt,OSD-464_metadata_OSD-464-ISA.zip,c1f3b040849c122e7b6db9ff274a83db62daef382bc1f0a15cf941a7dc3d221d,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LNG_FLT_F2,RR23_LNG_FLT_F2,RR-23_F2,Flight,Space Flight,TRUE,FALSE,Lung,OSD-464,OSD-464,02_processed_data/osdr_processed/OSD-464/GLDS-464_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lung,exact ISA Sample Name,s_OSD-464.txt,OSD-464_metadata_OSD-464-ISA.zip,c1f3b040849c122e7b6db9ff274a83db62daef382bc1f0a15cf941a7dc3d221d,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LNG_FLT_F3,RR23_LNG_FLT_F3,RR-23_F3,Flight,Space Flight,TRUE,FALSE,Lung,OSD-464,OSD-464,02_processed_data/osdr_processed/OSD-464/GLDS-464_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lung,exact ISA Sample Name,s_OSD-464.txt,OSD-464_metadata_OSD-464-ISA.zip,c1f3b040849c122e7b6db9ff274a83db62daef382bc1f0a15cf941a7dc3d221d,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LNG_FLT_F4,RR23_LNG_FLT_F4,RR-23_F4,Flight,Space Flight,TRUE,FALSE,Lung,OSD-464,OSD-464,02_processed_data/osdr_processed/OSD-464/GLDS-464_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lung,exact ISA Sample Name,s_OSD-464.txt,OSD-464_metadata_OSD-464-ISA.zip,c1f3b040849c122e7b6db9ff274a83db62daef382bc1f0a15cf941a7dc3d221d,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LNG_FLT_F5,RR23_LNG_FLT_F5,RR-23_F5,Flight,Space Flight,TRUE,FALSE,Lung,OSD-464,OSD-464,02_processed_data/osdr_processed/OSD-464/GLDS-464_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lung,exact ISA Sample Name,s_OSD-464.txt,OSD-464_metadata_OSD-464-ISA.zip,c1f3b040849c122e7b6db9ff274a83db62daef382bc1f0a15cf941a7dc3d221d,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LNG_FLT_F6,RR23_LNG_FLT_F6,RR-23_F6,Flight,Space Flight,TRUE,FALSE,Lung,OSD-464,OSD-464,02_processed_data/osdr_processed/OSD-464/GLDS-464_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lung,exact ISA Sample Name,s_OSD-464.txt,OSD-464_metadata_OSD-464-ISA.zip,c1f3b040849c122e7b6db9ff274a83db62daef382bc1f0a15cf941a7dc3d221d,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LNG_FLT_F7_techrep1,RR23_LNG_FLT_F7_techrep1,RR-23_F7,Flight,Space Flight,TRUE,TRUE,Lung,OSD-464,OSD-464,02_processed_data/osdr_processed/OSD-464/GLDS-464_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lung,exact ISA Sample Name,s_OSD-464.txt,OSD-464_metadata_OSD-464-ISA.zip,c1f3b040849c122e7b6db9ff274a83db62daef382bc1f0a15cf941a7dc3d221d,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LNG_FLT_F8,RR23_LNG_FLT_F8,RR-23_F8,Flight,Space Flight,TRUE,FALSE,Lung,OSD-464,OSD-464,02_processed_data/osdr_processed/OSD-464/GLDS-464_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lung,exact ISA Sample Name,s_OSD-464.txt,OSD-464_metadata_OSD-464-ISA.zip,c1f3b040849c122e7b6db9ff274a83db62daef382bc1f0a15cf941a7dc3d221d,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LNG_FLT_F9,RR23_LNG_FLT_F9,RR-23_F9,Flight,Space Flight,TRUE,FALSE,Lung,OSD-464,OSD-464,02_processed_data/osdr_processed/OSD-464/GLDS-464_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lung,exact ISA Sample Name,s_OSD-464.txt,OSD-464_metadata_OSD-464-ISA.zip,c1f3b040849c122e7b6db9ff274a83db62daef382bc1f0a15cf941a7dc3d221d,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LNG_GC_G1,RR23_LNG_GC_G1,RR-23_GC1,Ground,Ground Control,TRUE,FALSE,Lung,OSD-464,OSD-464,02_processed_data/osdr_processed/OSD-464/GLDS-464_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lung,exact ISA Sample Name,s_OSD-464.txt,OSD-464_metadata_OSD-464-ISA.zip,c1f3b040849c122e7b6db9ff274a83db62daef382bc1f0a15cf941a7dc3d221d,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LNG_GC_G2_techrep1,RR23_LNG_GC_G2_techrep1,RR-23_GC2,Ground,Ground Control,TRUE,TRUE,Lung,OSD-464,OSD-464,02_processed_data/osdr_processed/OSD-464/GLDS-464_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lung,exact ISA Sample Name,s_OSD-464.txt,OSD-464_metadata_OSD-464-ISA.zip,c1f3b040849c122e7b6db9ff274a83db62daef382bc1f0a15cf941a7dc3d221d,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LNG_GC_G3,RR23_LNG_GC_G3,RR-23_GC3,Ground,Ground Control,TRUE,FALSE,Lung,OSD-464,OSD-464,02_processed_data/osdr_processed/OSD-464/GLDS-464_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lung,exact ISA Sample Name,s_OSD-464.txt,OSD-464_metadata_OSD-464-ISA.zip,c1f3b040849c122e7b6db9ff274a83db62daef382bc1f0a15cf941a7dc3d221d,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LNG_GC_G4,RR23_LNG_GC_G4,RR-23_GC4,Ground,Ground Control,TRUE,FALSE,Lung,OSD-464,OSD-464,02_processed_data/osdr_processed/OSD-464/GLDS-464_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lung,exact ISA Sample Name,s_OSD-464.txt,OSD-464_metadata_OSD-464-ISA.zip,c1f3b040849c122e7b6db9ff274a83db62daef382bc1f0a15cf941a7dc3d221d,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LNG_GC_G5,RR23_LNG_GC_G5,RR-23_GC5,Ground,Ground Control,TRUE,FALSE,Lung,OSD-464,OSD-464,02_processed_data/osdr_processed/OSD-464/GLDS-464_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lung,exact ISA Sample Name,s_OSD-464.txt,OSD-464_metadata_OSD-464-ISA.zip,c1f3b040849c122e7b6db9ff274a83db62daef382bc1f0a15cf941a7dc3d221d,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LNG_GC_G6,RR23_LNG_GC_G6,RR-23_GC6,Ground,Ground Control,TRUE,FALSE,Lung,OSD-464,OSD-464,02_processed_data/osdr_processed/OSD-464/GLDS-464_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lung,exact ISA Sample Name,s_OSD-464.txt,OSD-464_metadata_OSD-464-ISA.zip,c1f3b040849c122e7b6db9ff274a83db62daef382bc1f0a15cf941a7dc3d221d,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LNG_GC_G7,RR23_LNG_GC_G7,RR-23_GC7,Ground,Ground Control,TRUE,FALSE,Lung,OSD-464,OSD-464,02_processed_data/osdr_processed/OSD-464/GLDS-464_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lung,exact ISA Sample Name,s_OSD-464.txt,OSD-464_metadata_OSD-464-ISA.zip,c1f3b040849c122e7b6db9ff274a83db62daef382bc1f0a15cf941a7dc3d221d,1,post_landing_date_derived,flight (HGC/VGC are controls)
RR23_LNG_GC_G8,RR23_LNG_GC_G8,RR-23_GC8,Ground,Ground Control,TRUE,FALSE,Lung,OSD-464,OSD-464,02_processed_data/osdr_processed/OSD-464/GLDS-464_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-21,OSDR dataset API: single mission,SpaceX-21,,,FALSE,Male,Male,16-17,week,16-17 {week},16–17 wk,16.5,TRUE,Characteristics[Age at Launch],Mus musculus,Left Lung,exact ISA Sample Name,s_OSD-464.txt,OSD-464_metadata_OSD-464-ISA.zip,c1f3b040849c122e7b6db9ff274a83db62daef382bc1f0a15cf941a7dc3d221d,1,post_landing_date_derived,flight (HGC/VGC are controls)
Mmus_C57-6T_LVR_FLT_Rep1_F1,Mmus_C57-6T_LVR_FLT_Rep1_F1,RR-1_FLT_M1,Flight,Space Flight,TRUE,FALSE,Liver,OSD-47,OSD-47,02_processed_data/osdr_processed/OSD-47/GLDS-47_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-4,OSDR dataset API: single mission,SpaceX-4,,,FALSE,Female,Female,8,month,8 {month},8 mo,34.785,FALSE,Characteristics[Age at Launch],Mus musculus,Liver,exact ISA Sample Name,s_OSD-47.txt,OSD-47_metadata_OSD-47-ISA.zip,ccb6f13ad78fb622cd21d895119a1f66a24a6504be65cbb43f2cfbca27d838fb,,on_orbit,all flight (dissected on the ISS)
Mmus_C57-6T_LVR_FLT_Rep2_F2,Mmus_C57-6T_LVR_FLT_Rep2_F2,RR-1_FLT_M2,Flight,Space Flight,TRUE,FALSE,Liver,OSD-47,OSD-47,02_processed_data/osdr_processed/OSD-47/GLDS-47_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-4,OSDR dataset API: single mission,SpaceX-4,,,FALSE,Female,Female,8,month,8 {month},8 mo,34.785,FALSE,Characteristics[Age at Launch],Mus musculus,Liver,exact ISA Sample Name,s_OSD-47.txt,OSD-47_metadata_OSD-47-ISA.zip,ccb6f13ad78fb622cd21d895119a1f66a24a6504be65cbb43f2cfbca27d838fb,,on_orbit,all flight (dissected on the ISS)
Mmus_C57-6T_LVR_FLT_Rep3_F4,Mmus_C57-6T_LVR_FLT_Rep3_F4,RR-1_FLT_M4,Flight,Space Flight,TRUE,FALSE,Liver,OSD-47,OSD-47,02_processed_data/osdr_processed/OSD-47/GLDS-47_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-4,OSDR dataset API: single mission,SpaceX-4,,,FALSE,Female,Female,8,month,8 {month},8 mo,34.785,FALSE,Characteristics[Age at Launch],Mus musculus,Liver,exact ISA Sample Name,s_OSD-47.txt,OSD-47_metadata_OSD-47-ISA.zip,ccb6f13ad78fb622cd21d895119a1f66a24a6504be65cbb43f2cfbca27d838fb,,on_orbit,all flight (dissected on the ISS)
Mmus_C57-6T_LVR_GC_Rep1_G2,Mmus_C57-6T_LVR_GC_Rep1_G2,RR-1_GC_M2,Ground,Ground Control,TRUE,FALSE,Liver,OSD-47,OSD-47,02_processed_data/osdr_processed/OSD-47/GLDS-47_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-4,OSDR dataset API: single mission,SpaceX-4,,,FALSE,Female,Female,8,month,8 {month},8 mo,34.785,FALSE,Characteristics[Age at Launch],Mus musculus,Liver,exact ISA Sample Name,s_OSD-47.txt,OSD-47_metadata_OSD-47-ISA.zip,ccb6f13ad78fb622cd21d895119a1f66a24a6504be65cbb43f2cfbca27d838fb,,on_orbit,all flight (dissected on the ISS)
Mmus_C57-6T_LVR_GC_Rep2_G3,Mmus_C57-6T_LVR_GC_Rep2_G3,RR-1_GC_M3,Ground,Ground Control,TRUE,FALSE,Liver,OSD-47,OSD-47,02_processed_data/osdr_processed/OSD-47/GLDS-47_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-4,OSDR dataset API: single mission,SpaceX-4,,,FALSE,Female,Female,8,month,8 {month},8 mo,34.785,FALSE,Characteristics[Age at Launch],Mus musculus,Liver,exact ISA Sample Name,s_OSD-47.txt,OSD-47_metadata_OSD-47-ISA.zip,ccb6f13ad78fb622cd21d895119a1f66a24a6504be65cbb43f2cfbca27d838fb,,on_orbit,all flight (dissected on the ISS)
Mmus_C57-6T_LVR_GC_Rep3_G5,Mmus_C57-6T_LVR_GC_Rep3_G5,RR-1_GC_M5,Ground,Ground Control,TRUE,FALSE,Liver,OSD-47,OSD-47,02_processed_data/osdr_processed/OSD-47/GLDS-47_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-4,OSDR dataset API: single mission,SpaceX-4,,,FALSE,Female,Female,8,month,8 {month},8 mo,34.785,FALSE,Characteristics[Age at Launch],Mus musculus,Liver,exact ISA Sample Name,s_OSD-47.txt,OSD-47_metadata_OSD-47-ISA.zip,ccb6f13ad78fb622cd21d895119a1f66a24a6504be65cbb43f2cfbca27d838fb,,on_orbit,all flight (dissected on the ISS)
Mmus_C57-6J_LVR_FLT_I_Rep1_M21,Mmus_C57-6J_LVR_FLT_I_Rep1_M21,RR1_FLT_M21,Flight,Space Flight,TRUE,FALSE,Liver,OSD-48,OSD-48,02_processed_data/osdr_processed/OSD-48/GLDS-48_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-4,OSDR dataset API: single mission,SpaceX-4,,,FALSE,Female,Female,16,week,16 {week},16 wk,16,FALSE,Characteristics[Age at Launch],Mus musculus,Liver,exact ISA Sample Name,s_OSD-48.txt,OSD-48_metadata_OSD-48-ISA.zip,f68496f8a6361e2fefe8c4000be73f22808dc15c507c786d3fce458536b5ffb3,,not_stated,n/a
Mmus_C57-6J_LVR_FLT_I_Rep2_M22,Mmus_C57-6J_LVR_FLT_I_Rep2_M22,RR1_FLT_M22,Flight,Space Flight,TRUE,FALSE,Liver,OSD-48,OSD-48,02_processed_data/osdr_processed/OSD-48/GLDS-48_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-4,OSDR dataset API: single mission,SpaceX-4,,,FALSE,Female,Female,16,week,16 {week},16 wk,16,FALSE,Characteristics[Age at Launch],Mus musculus,Liver,exact ISA Sample Name,s_OSD-48.txt,OSD-48_metadata_OSD-48-ISA.zip,f68496f8a6361e2fefe8c4000be73f22808dc15c507c786d3fce458536b5ffb3,,not_stated,n/a
Mmus_C57-6J_LVR_GC_I_Rep1_M31,Mmus_C57-6J_LVR_GC_I_Rep1_M31,RR1_GC_M31,Ground,Ground Control,TRUE,FALSE,Liver,OSD-48,OSD-48,02_processed_data/osdr_processed/OSD-48/GLDS-48_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-4,OSDR dataset API: single mission,SpaceX-4,,,FALSE,Female,Female,16,week,16 {week},16 wk,16,FALSE,Characteristics[Age at Launch],Mus musculus,Liver,exact ISA Sample Name,s_OSD-48.txt,OSD-48_metadata_OSD-48-ISA.zip,f68496f8a6361e2fefe8c4000be73f22808dc15c507c786d3fce458536b5ffb3,,not_stated,n/a
Mmus_C57-6J_LVR_GC_I_Rep2_M32,Mmus_C57-6J_LVR_GC_I_Rep2_M32,RR1_GC_M32,Ground,Ground Control,TRUE,FALSE,Liver,OSD-48,OSD-48,02_processed_data/osdr_processed/OSD-48/GLDS-48_rna_seq_differential_expression_GLbulkRNAseq.csv,SpaceX-4,OSDR dataset API: single mission,SpaceX-4,,,FALSE,Female,Female,16,week,16 {week},16 wk,16,FALSE,Characteristics[Age at Launch],Mus musculus,Liver,exact ISA Sample Name,s_OSD-48.txt,OSD-48_metadata_OSD-48-ISA.zip,f68496f8a6361e2fefe8c4000be73f22808dc15c507c786d3fce458536b5ffb3,,not_stated,n/a
