ComponentOrder,Group,Pathway,PathwayOrder,PathwayDisplay,ComponentOrderWithinPathway,RequestedComponent,MappingStatus,DisplayComponent,OfficialMouseSymbol,EnsemblID,MGI_ID,EntrezID,TissueYARNNormalizedLog2,TissueInputExpressionLog2,TissueSourceExpressionPlus1,MissionN,ObservedMissionN,AnalysisUnitN,FlightSampleN,TissueChinese,TissueLabel,TissueOrder,LookupMouseSymbol,GeneBiotype,Sheet,RowInSheet,PlotPathwayDisplay,PlotComponentOrder
2,Spleen-distal,NHEJ,1,NHEJ,2,Ku70,reviewed teacher label/alias -> official mouse symbol,Xrcc6,Xrcc6,ENSMUSG00000022471,MGI:95606,14375,7.52034302749808,6.62305827699988,100.093535581126,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Xrcc6,protein_coding,DSB,2,NHEJ,2
3,Spleen-distal,NHEJ,1,NHEJ,3,Ku80,reviewed teacher label/alias -> official mouse symbol,Xrcc5,Xrcc5,ENSMUSG00000026187,MGI:104517,22596,6.92467308899387,6.03273592211219,69.4727305526412,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Xrcc5,protein_coding,DSB,3,NHEJ,3
4,Spleen-distal,NHEJ,1,NHEJ,4,XLF,reviewed teacher label/alias -> official mouse symbol,Nhej1,Nhej1,ENSMUSG00000026162,MGI:1922820,75570,4.03190744598117,2.86454187757821,13.0630850765547,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Nhej1,protein_coding,DSB,4,NHEJ,4
5,Spleen-distal,NHEJ,1,NHEJ,5,PAXX,reviewed teacher label/alias -> official mouse symbol,Paxx,Paxx,ENSMUSG00000047617,MGI:2442831,227622,6.56048175492494,5.68698709095465,54.2660424595122,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Paxx,protein_coding,DSB,5,NHEJ,5
6,Spleen-distal,NHEJ,1,NHEJ,6,XRCC4,reviewed teacher label/alias -> official mouse symbol,Xrcc4,Xrcc4,ENSMUSG00000021615,MGI:1333799,108138,7.04469003616006,6.16595948336211,77.3515677258258,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Xrcc4,protein_coding,DSB,6,NHEJ,6
7,Spleen-distal,NHEJ,1,NHEJ,7,Ligase IV,reviewed teacher label/alias -> official mouse symbol,Lig4,Lig4,ENSMUSG00000049717,MGI:1335098,319583,5.09587110913656,4.1296113519277,26.1470061426541,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Lig4,protein_coding,DSB,7,NHEJ,7
8,Spleen-distal,HR,2,HR,1,PRA1,teacher PRA label interpreted as RPA subunit (RPA1/RPA2/RPA3),Rpa1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,7.80179359881782,6.9059935187391,120.726487384624,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Rpa1,protein_coding,DSB,8,HR,8
9,Spleen-distal,HR,2,HR,2,PRA2,teacher PRA label interpreted as RPA subunit (RPA1/RPA2/RPA3),Rpa2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,7.36171360057204,6.46769113630857,91.1545111562489,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Rpa2,protein_coding,DSB,9,HR,9
10,Spleen-distal,HR,2,HR,3,PRA3,teacher PRA label interpreted as RPA subunit (RPA1/RPA2/RPA3),Rpa3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,8.67758836752011,7.7813745787356,224.665896588427,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Rpa3,protein_coding,DSB,10,HR,10
11,Spleen-distal,HR,2,HR,4,BRCA1,reviewed teacher label/alias -> official mouse symbol,Brca1,Brca1,ENSMUSG00000017146,MGI:104537,12189,5.71114557870597,4.65109653602884,37.8139797943876,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Brca1,protein_coding,DSB,11,HR,11
12,Spleen-distal,HR,2,HR,5,BRCA2,reviewed teacher label/alias -> official mouse symbol,Brca2,Brca2,ENSMUSG00000041147,MGI:109337,12190,7.00225000339654,6.09167431648717,79.3068427281182,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Brca2,protein_coding,DSB,12,HR,12
13,Spleen-distal,HR,2,HR,6,BARD1,reviewed teacher label/alias -> official mouse symbol,Bard1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,4.59923507144002,3.63534961685974,18.0146797283432,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Bard1,protein_coding,DSB,13,HR,13
14,Spleen-distal,HR,2,HR,7,PALB2,reviewed teacher label/alias -> official mouse symbol,Palb2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,5.32272974554103,4.51592157823517,32.8401337705909,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Palb2,protein_coding,DSB,14,HR,14
15,Spleen-distal,HR,2,HR,8,BLM,reviewed teacher label/alias -> official mouse symbol,Blm,Blm,ENSMUSG00000030528,MGI:1328362,12144,6.37401397986404,5.50555742325678,49.0571688260778,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Blm,protein_coding,DSB,15,HR,15
16,Spleen-distal,HR,2,HR,9,Rad51,reviewed teacher label/alias -> official mouse symbol,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,5.41872543142034,4.48619314576714,27.9578858562171,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Rad51,protein_coding,DSB,16,HR,16
17,Spleen-distal,HR,2,HR,10,Rad54,reviewed teacher label/alias -> official mouse symbol,Rad54l,Rad54l,ENSMUSG00000028702,MGI:894697,19366,5.47109259102737,4.64068892474203,27.6210190761409,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Rad54l,protein_coding,DSB,17,HR,17
23,Spleen-distal,HR_A-EJ,3,HR–A-EJ,4,Exo1,reviewed teacher label/alias -> official mouse symbol,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,4.7078895836748,3.91062557894218,20.4557634934337,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Exo1,protein_coding,DSB,23,HR,18
24,Spleen-distal,HR_A-EJ,3,HR–A-EJ,5,DNA2,reviewed teacher label/alias -> official mouse symbol,Dna2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,5.65148779629821,4.75492910694808,37.4129915087021,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Dna2,protein_coding,DSB,24,HR,19
18,Spleen-distal,HR,2,HR,11,CtIp,reviewed teacher label/alias -> official mouse symbol,Rbbp8,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,8.41862472460366,7.52098378173599,194.453598843092,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Rbbp8,protein_coding,DSB,18,HR,20
19,Spleen-distal,HR,2,HR,12,PolD1,reviewed teacher label/alias -> official mouse symbol,Pold1,Pold1,ENSMUSG00000038644,MGI:97741,18971,8.20042651062837,7.30362987811243,161.940731642909,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Pold1,protein_coding,DSB,19,HR,21
20,Spleen-distal,HR_A-EJ,3,HR–A-EJ,1,MRE11,reviewed teacher label/alias -> official mouse symbol,Mre11a,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,7.51430348393683,6.61919878014421,105.607262688855,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Mre11a,protein_coding,DSB,20,HR–A-EJ,22
21,Spleen-distal,HR_A-EJ,3,HR–A-EJ,2,Rad50,reviewed teacher label/alias -> official mouse symbol,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,9.32623619881777,8.43369943963698,354.632601727256,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Rad50,protein_coding,DSB,21,HR–A-EJ,23
22,Spleen-distal,HR_A-EJ,3,HR–A-EJ,3,NBS1,reviewed teacher label/alias -> official mouse symbol,Nbn,Nbn,ENSMUSG00000028224,MGI:1351625,27354,7.55592721180805,6.65820886529017,103.173173441597,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Nbn,protein_coding,DSB,22,HR–A-EJ,24
25,Spleen-distal,A-EJ,4,A-EJ,1,Parp1,reviewed teacher label/alias -> official mouse symbol,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,9.61733511289226,8.72245561293919,430.26027302316,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Parp1,protein_coding,DSB,25,A-EJ,25
26,Spleen-distal,A-EJ,4,A-EJ,2,PolQ,reviewed teacher label/alias -> official mouse symbol,Polq,Polq,ENSMUSG00000034206,MGI:2155399,77782,4.02589463976448,3.2846836944464,14.24016772753,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Polq,protein_coding,DSB,26,A-EJ,26
27,Spleen-distal,A-EJ,4,A-EJ,3,XRCC1,reviewed teacher label/alias -> official mouse symbol,Xrcc1,Xrcc1,ENSMUSG00000051768,MGI:99137,22594,6.83720974234786,5.94399615556432,64.0828167915628,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Xrcc1,protein_coding,DSB,27,A-EJ,27
28,Spleen-distal,A-EJ,4,A-EJ,4,Ligase I,reviewed teacher label/alias -> official mouse symbol,Lig1,Lig1,ENSMUSG00000056394,MGI:101789,16881,7.28525704064856,6.33391099112253,98.0877431083295,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Lig1,protein_coding,DSB,28,A-EJ,28
29,Spleen-distal,A-EJ,4,A-EJ,5,Ligase III,reviewed teacher label/alias -> official mouse symbol,Lig3,Lig3,ENSMUSG00000020697,MGI:109152,16882,6.96101663141603,6.00475160050594,77.4462597407193,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Lig3,protein_coding,DSB,29,A-EJ,29
30,Spleen-distal,BER,5,BER,1,UNG,reviewed teacher label/alias -> official mouse symbol,Ung,Ung,ENSMUSG00000029591,MGI:109352,22256,4.876486607001,3.95032699165581,19.7179258298607,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Ung,protein_coding,SSB_others,1,BER,30
31,Spleen-distal,BER,5,BER,2,OGG1,reviewed teacher label/alias -> official mouse symbol,Ogg1,Ogg1,ENSMUSG00000030271,MGI:1097693,18294,4.76702375360143,3.85471670026339,24.3321105120089,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Ogg1,protein_coding,SSB_others,2,BER,31
32,Spleen-distal,BER,5,BER,3,NEIL1,reviewed teacher label/alias -> official mouse symbol,Neil1,Neil1,ENSMUSG00000032298,MGI:1920024,72774,5.78587670226099,4.91169923896105,35.2836526796323,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Neil1,protein_coding,SSB_others,3,BER,32
34,Spleen-distal,BER,5,BER,5,APE1,reviewed teacher label/alias -> official mouse symbol,Apex1,Apex1,ENSMUSG00000035960,MGI:88042,11792,6.76688646370758,5.83906593490739,65.4951440609722,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Apex1,protein_coding,SSB_others,5,BER,33
35,Spleen-distal,BER,5,BER,6,PNKP,reviewed teacher label/alias -> official mouse symbol,Pnkp,Pnkp,ENSMUSG00000002963,MGI:1891698,59047,7.54296584035785,6.6541282574887,105.266860609922,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Pnkp,protein_coding,SSB_others,6,BER,34
36,Spleen-distal,BER,5,BER,7,FEN1,reviewed teacher label/alias -> official mouse symbol,Fen1,Fen1,ENSMUSG00000024742,MGI:102779,14156,7.51362612025688,6.61720634798794,101.027053460039,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Fen1,protein_coding,SSB_others,7,BER,35
37,Spleen-distal,NER,6,NER,1,XPA,reviewed teacher label/alias -> official mouse symbol,Xpa,Xpa,ENSMUSG00000028329,MGI:99135,22590,8.00008096563117,7.09952877593631,141.508567518139,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Xpa,protein_coding,SSB_others,8,NER,36
38,Spleen-distal,NER,6,NER,2,XPC,reviewed teacher label/alias -> official mouse symbol,Xpc,Xpc,ENSMUSG00000030094,MGI:103557,22591,7.17546561721455,6.29188613514612,84.2729050611048,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Xpc,protein_coding,SSB_others,9,NER,37
39,Spleen-distal,NER,6,NER,3,RAD23B,reviewed teacher label/alias -> official mouse symbol,Rad23b,Rad23b,ENSMUSG00000028426,MGI:105128,19359,9.18460599268124,8.28981490942483,329.767158739621,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Rad23b,protein_coding,SSB_others,10,NER,38
40,Spleen-distal,NER,6,NER,4,CETN2,reviewed teacher label/alias -> official mouse symbol,Cetn2,Cetn2,ENSMUSG00000031347,MGI:1347085,26370,9.39317849938406,8.49657227469312,365.575175950092,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Cetn2,protein_coding,SSB_others,11,NER,39
41,Spleen-distal,NER,6,NER,5,CSA,reviewed teacher label/alias -> official mouse symbol,Ercc8,Ercc8,ENSMUSG00000021694,MGI:1919241,71991,6.19269694008279,5.34299732109849,45.5310109012173,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Ercc8,protein_coding,SSB_others,12,NER,40
42,Spleen-distal,NER,6,NER,6,CSB,reviewed teacher label/alias -> official mouse symbol,Ercc6,Ercc6,ENSMUSG00000054051,MGI:1100494,319955,6.99973268494698,6.09633115120111,78.5219206608675,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Ercc6,protein_coding,SSB_others,13,NER,41
43,Spleen-distal,NER,6,NER,7,DDB1,reviewed teacher label/alias -> official mouse symbol,Ddb1,Ddb1,ENSMUSG00000024740,MGI:1202384,13194,8.28608096613199,7.38272935243838,184.596914556945,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Ddb1,protein_coding,SSB_others,14,NER,42
44,Spleen-distal,NER,6,NER,8,DDB2,reviewed teacher label/alias -> official mouse symbol,Ddb2,Ddb2,ENSMUSG00000002109,MGI:1355314,107986,5.66134414018989,4.73201611570693,30.3200316218322,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Ddb2,protein_coding,SSB_others,15,NER,43
45,Spleen-distal,NER,6,NER,9,XPB,reviewed teacher label/alias -> official mouse symbol,Ercc3,Ercc3,ENSMUSG00000024382,MGI:95414,13872,6.62385398858885,5.7164420537228,55.3592119655556,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Ercc3,protein_coding,SSB_others,16,NER,44
46,Spleen-distal,NER,6,NER,10,XPD,reviewed teacher label/alias -> official mouse symbol,Ercc2,Ercc2,ENSMUSG00000030400,MGI:95413,13871,6.07667617849483,5.24772761656783,42.3817817618663,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Ercc2,protein_coding,SSB_others,17,NER,45
47,Spleen-distal,NER,6,NER,11,p8,reviewed teacher label/alias -> official mouse symbol,Gtf2h5,Gtf2h5,ENSMUSG00000034345,MGI:107227,66467,10.1198742853212,9.22628831354568,605.264872942837,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Gtf2h5,protein_coding,SSB_others,18,NER,46
48,Spleen-distal,NER,6,NER,12,p34,reviewed teacher label/alias -> official mouse symbol,Gtf2h3,Gtf2h3,ENSMUSG00000029387,MGI:1277143,209357,6.65788101255872,5.77518087631151,59.2889918540952,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Gtf2h3,protein_coding,SSB_others,19,NER,47
49,Spleen-distal,NER,6,NER,13,p44,reviewed teacher label/alias -> official mouse symbol,Gtf2h2,Gtf2h2,ENSMUSG00000021639,MGI:1345669,23894,7.41276025148406,6.52012001924896,94.6279584101071,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Gtf2h2,protein_coding,SSB_others,20,NER,48
50,Spleen-distal,NER,6,NER,14,p52,reviewed teacher label/alias -> official mouse symbol,Gtf2h4,Gtf2h4,ENSMUSG00000001524,MGI:1338799,14885,6.70921963006984,5.8292011974959,62.5586914119158,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Gtf2h4,protein_coding,SSB_others,21,NER,49
51,Spleen-distal,NER,6,NER,15,p62,reviewed teacher label/alias -> official mouse symbol,Gtf2h1,Gtf2h1,ENSMUSG00000006599,MGI:1277216,14884,8.2352098091364,7.34425142511066,167.770066008996,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Gtf2h1,protein_coding,SSB_others,22,NER,50
52,Spleen-distal,NER,6,NER,16,ERCC1,reviewed teacher label/alias -> official mouse symbol,Ercc1,Ercc1,ENSMUSG00000003549,MGI:95412,13870,6.76490571324576,5.87799606844673,60.8234689100729,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Ercc1,protein_coding,SSB_others,23,NER,51
53,Spleen-distal,NER,6,NER,17,XPF,reviewed teacher label/alias -> official mouse symbol,Ercc4,Ercc4,ENSMUSG00000022545,MGI:1354163,50505,6.95527557325687,6.06745013653421,77.228387079717,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Ercc4,protein_coding,SSB_others,24,NER,52
54,Spleen-distal,NER,6,NER,18,XPG,reviewed teacher label/alias -> official mouse symbol,Ercc5,Ercc5,ENSMUSG00000026048,MGI:103582,22592,7.6521475168945,6.76569673885729,125.767977805865,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Ercc5,protein_coding,SSB_others,25,NER,53
55,Spleen-distal,MMR,7,MMR,1,MSH1,teacher label corrected to mammalian MLH1; no mouse Msh1 record,Mlh1,Mlh1,ENSMUSG00000032498,MGI:101938,17350,6.44343165968499,5.55123999662615,50.2101559950811,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Mlh1,protein_coding,SSB_others,26,MMR,54
56,Spleen-distal,MMR,7,MMR,2,MSH2,reviewed teacher label/alias -> official mouse symbol,Msh2,Msh2,ENSMUSG00000024151,MGI:101816,17685,8.40595571969359,7.51080859855561,187.08585892036,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Msh2,protein_coding,SSB_others,27,MMR,55
57,Spleen-distal,MMR,7,MMR,3,MSH3,reviewed teacher label/alias -> official mouse symbol,Msh3,Msh3,ENSMUSG00000014850,MGI:109519,17686,7.75840373012003,6.86784708343772,123.177904512121,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Msh3,protein_coding,SSB_others,28,MMR,56
58,Spleen-distal,MMR,7,MMR,4,MSH6,reviewed teacher label/alias -> official mouse symbol,Msh6,Msh6,ENSMUSG00000005370,MGI:1343961,17688,6.91175943974205,6.02278555894186,70.4282013607702,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Msh6,protein_coding,SSB_others,29,MMR,57
59,Spleen-distal,MMR,7,MMR,5,PMS2,reviewed teacher label/alias -> official mouse symbol,Pms2,Pms2,ENSMUSG00000079109,MGI:104288,18861,6.87124553215891,5.98724997202895,68.9937040990172,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Pms2,protein_coding,SSB_others,30,MMR,58
60,Spleen-distal,FA,8,FA,1,FANCA,reviewed teacher label/alias -> official mouse symbol,Fanca,Fanca,ENSMUSG00000032815,MGI:1341823,14087,5.65089169488256,4.78217590551555,31.3802354561292,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Fanca,protein_coding,SSB_others,31,FA,59
61,Spleen-distal,FA,8,FA,2,FANCB,reviewed teacher label/alias -> official mouse symbol,Fancb,Fancb,ENSMUSG00000047757,MGI:2448558,237211,3.52901489631384,2.57807039471721,9.00684408847148,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Fancb,protein_coding,SSB_others,32,FA,60
62,Spleen-distal,FA,8,FA,3,FANCC,reviewed teacher label/alias -> official mouse symbol,Fancc,Fancc,ENSMUSG00000021461,MGI:95480,14088,5.49493871824889,4.67864785839501,35.883763140982,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Fancc,protein_coding,SSB_others,33,FA,61
63,Spleen-distal,FA,8,FA,4,FANCE,reviewed teacher label/alias -> official mouse symbol,Fance,Fance,ENSMUSG00000007570,MGI:1920025,72775,4.29153105663124,3.28323548424118,12.8805897634666,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Fance,protein_coding,SSB_others,34,FA,62
64,Spleen-distal,FA,8,FA,5,FANCF,reviewed teacher label/alias -> official mouse symbol,Fancf,Fancf,ENSMUSG00000092118,MGI:3689889,100040608,3.54975433531416,2.74076564057591,8.69508795766493,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Fancf,protein_coding,SSB_others,35,FA,63
65,Spleen-distal,FA,8,FA,6,FANCG,reviewed teacher label/alias -> official mouse symbol,Fancg,Fancg,ENSMUSG00000028453,MGI:1926471,60534,5.75442003740001,4.8976940687369,31.9046960596014,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Fancg,protein_coding,SSB_others,36,FA,64
66,Spleen-distal,FA,8,FA,7,FANCL,reviewed teacher label/alias -> official mouse symbol,Fancl,Fancl,ENSMUSG00000004018,MGI:1914280,67030,6.10476197187015,5.22464900973981,39.9477752919487,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Fancl,protein_coding,SSB_others,37,FA,65
67,Spleen-distal,FA,8,FA,8,FANCT,reviewed teacher label/alias -> official mouse symbol,Ube2t,Ube2t,ENSMUSG00000026429,MGI:1914446,67196,5.58347791997313,4.73518437755347,30.0785979362531,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Ube2t,protein_coding,SSB_others,38,FA,66
68,Spleen-distal,FA,8,FA,9,FANCM,reviewed teacher label/alias -> official mouse symbol,Fancm,Fancm,ENSMUSG00000055884,MGI:2442306,104806,6.58860521606706,5.66396021249466,57.6127317356214,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Fancm,protein_coding,SSB_others,39,FA,67
69,Spleen-distal,FA,8,FA,10,MHF1,reviewed teacher label/alias -> official mouse symbol,Ciao1,Ciao1,ENSMUSG00000003662,MGI:1346998,26371,6.9171255545547,6.04762768734073,73.2565575343933,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Ciao1,protein_coding,SSB_others,40,FA,68
70,Spleen-distal,FA,8,FA,11,MHF2,reviewed teacher label/alias -> official mouse symbol,Ciao2b,Ciao2b,ENSMUSG00000031879,MGI:1915773,68523,8.92090131972511,8.02519232116971,263.287735530442,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Ciao2b,protein_coding,SSB_others,41,FA,69
71,Spleen-distal,FA,8,FA,12,FAAP100,reviewed teacher label/alias -> official mouse symbol,Faap100,Faap100,ENSMUSG00000025384,MGI:1919135,71885,5.64684681710419,4.76670956101219,30.4081897850007,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Faap100,protein_coding,SSB_others,42,FA,70
72,Spleen-distal,FA,8,FA,13,FAAP20,reviewed teacher label/alias -> official mouse symbol,Faap20,Faap20,ENSMUSG00000073684,MGI:1914763,67513,8.720688913144,7.82095378344793,233.716855542,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Faap20,protein_coding,SSB_others,43,FA,71
73,Spleen-distal,FA,8,FA,14,FAAP24,reviewed teacher label/alias -> official mouse symbol,Faap24,Faap24,ENSMUSG00000030493,MGI:2142208,101831,5.6224430044439,4.5383568017161,36.28197328592,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Faap24,protein_coding,SSB_others,44,FA,72
74,Spleen-distal,FA,8,FA,15,FANCD2,reviewed teacher label/alias -> official mouse symbol,Fancd2,Fancd2,ENSMUSG00000034023,MGI:2448480,211651,2.99027956005329,2.06317410500148,6.73996781563556,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Fancd2,protein_coding,SSB_others,45,FA,73
75,Spleen-distal,FA,8,FA,16,FANCI,reviewed teacher label/alias -> official mouse symbol,Fanci,Fanci,ENSMUSG00000039187,MGI:2384790,208836,2.71841025533326,1.74407138701594,5.6956112473899,1,1,1,10,脾脏（远端）,"Spleen-distal
脾脏（远端）",22,Fanci,protein_coding,SSB_others,46,FA,74
1,Femoral skin,NHEJ,1,NHEJ,1,DNA-PKcs,reviewed teacher label/alias -> official mouse symbol,Prkdc,Prkdc,ENSMUSG00000022672,MGI:104779,19090,11.0005567927777,11.0986060286983,2194.18589113107,1,1,1,2,股部皮肤,"Femoral skin
股部皮肤",23,Prkdc,protein_coding,DSB,1,NHEJ,1
2,Femoral skin,NHEJ,1,NHEJ,2,Ku70,reviewed teacher label/alias -> official mouse symbol,Xrcc6,Xrcc6,ENSMUSG00000022471,MGI:95606,14375,8.78438511263241,8.97493562522462,503.183953304159,1,1,1,2,股部皮肤,"Femoral skin
股部皮肤",23,Xrcc6,protein_coding,DSB,2,NHEJ,2
3,Femoral skin,NHEJ,1,NHEJ,3,Ku80,reviewed teacher label/alias -> official mouse symbol,Xrcc5,Xrcc5,ENSMUSG00000026187,MGI:104517,22596,9.01240859690676,9.18984224602887,584.007390127986,1,1,1,2,股部皮肤,"Femoral skin
股部皮肤",23,Xrcc5,protein_coding,DSB,3,NHEJ,3
4,Femoral skin,NHEJ,1,NHEJ,4,XLF,reviewed teacher label/alias -> official mouse symbol,Nhej1,Nhej1,ENSMUSG00000026162,MGI:1922820,75570,5.94371667738091,6.3069051546413,79.510118610007,1,1,1,2,股部皮肤,"Femoral skin
股部皮肤",23,Nhej1,protein_coding,DSB,4,NHEJ,4
5,Femoral skin,NHEJ,1,NHEJ,5,PAXX,reviewed teacher label/alias -> official mouse symbol,Paxx,Paxx,ENSMUSG00000047617,MGI:2442831,227622,8.16982809625693,8.39470546248843,337.837248783043,1,1,1,2,股部皮肤,"Femoral skin
股部皮肤",23,Paxx,protein_coding,DSB,5,NHEJ,5
6,Femoral skin,NHEJ,1,NHEJ,6,XRCC4,reviewed teacher label/alias -> official mouse symbol,Xrcc4,Xrcc4,ENSMUSG00000021615,MGI:1333799,108138,7.50235106011641,7.75667610604062,220.373164204124,1,1,1,2,股部皮肤,"Femoral skin
股部皮肤",23,Xrcc4,protein_coding,DSB,6,NHEJ,6
7,Femoral skin,NHEJ,1,NHEJ,7,Ligase IV,reviewed teacher label/alias -> official mouse symbol,Lig4,Lig4,ENSMUSG00000049717,MGI:1335098,319583,7.69832067306045,7.97787992598627,257.146048256685,1,1,1,2,股部皮肤,"Femoral skin
股部皮肤",23,Lig4,protein_coding,DSB,7,NHEJ,7
8,Femoral skin,HR,2,HR,1,PRA1,teacher PRA label interpreted as RPA subunit (RPA1/RPA2/RPA3),Rpa1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,10.4141166341054,10.5368513482127,1488.39358559023,1,1,1,2,股部皮肤,"Femoral skin
股部皮肤",23,Rpa1,protein_coding,DSB,8,HR,8
9,Femoral skin,HR,2,HR,2,PRA2,teacher PRA label interpreted as RPA subunit (RPA1/RPA2/RPA3),Rpa2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,8.12732331573818,8.35605227073875,327.673568400359,1,1,1,2,股部皮肤,"Femoral skin
股部皮肤",23,Rpa2,protein_coding,DSB,9,HR,9
