ComponentOrder,Group,Pathway,PathwayOrder,PathwayDisplay,ComponentOrderWithinPathway,RequestedComponent,MappingStatus,DisplayComponent,OfficialMouseSymbol,EnsemblID,MGI_ID,EntrezID,TissueYARNNormalizedLog2,TissueInputExpressionLog2,TissueSourceExpressionPlus1,MissionN,ObservedMissionN,AnalysisUnitN,FlightSampleN,TissueChinese,TissueLabel,TissueOrder,LookupMouseSymbol,GeneBiotype,Sheet,RowInSheet,PlotPathwayDisplay,PlotComponentOrder
60,Left lobe of the liver,FA,8,FA,1,FANCA,reviewed teacher label/alias -> official mouse symbol,Fanca,Fanca,ENSMUSG00000032815,MGI:1341823,14087,3.41390043901604,3.19357166829836,14.7661365829394,2,2,3,24,肝左叶,"Left lobe of the liver
肝左叶",6,Fanca,protein_coding,SSB_others,31,FA,59
61,Left lobe of the liver,FA,8,FA,2,FANCB,reviewed teacher label/alias -> official mouse symbol,Fancb,Fancb,ENSMUSG00000047757,MGI:2448558,237211,5.37324082453283,5.16837960540374,37.7651078448761,2,2,3,24,肝左叶,"Left lobe of the liver
肝左叶",6,Fancb,protein_coding,SSB_others,32,FA,60
62,Left lobe of the liver,FA,8,FA,3,FANCC,reviewed teacher label/alias -> official mouse symbol,Fancc,Fancc,ENSMUSG00000021461,MGI:95480,14088,6.59583632437088,6.48839328535681,104.900490518863,2,2,3,24,肝左叶,"Left lobe of the liver
肝左叶",6,Fancc,protein_coding,SSB_others,33,FA,61
63,Left lobe of the liver,FA,8,FA,4,FANCE,reviewed teacher label/alias -> official mouse symbol,Fance,Fance,ENSMUSG00000007570,MGI:1920025,72775,7.32231046992645,7.24168412930229,164.950326943346,2,2,3,24,肝左叶,"Left lobe of the liver
肝左叶",6,Fance,protein_coding,SSB_others,34,FA,62
64,Left lobe of the liver,FA,8,FA,5,FANCF,reviewed teacher label/alias -> official mouse symbol,Fancf,Fancf,ENSMUSG00000092118,MGI:3689889,100040608,6.47428837210407,6.33644825900497,85.6151497424061,2,2,3,24,肝左叶,"Left lobe of the liver
肝左叶",6,Fancf,protein_coding,SSB_others,35,FA,63
65,Left lobe of the liver,FA,8,FA,6,FANCG,reviewed teacher label/alias -> official mouse symbol,Fancg,Fancg,ENSMUSG00000028453,MGI:1926471,60534,5.71017495590033,5.51881483953724,50.5475579511487,2,2,3,24,肝左叶,"Left lobe of the liver
肝左叶",6,Fancg,protein_coding,SSB_others,36,FA,64
66,Left lobe of the liver,FA,8,FA,7,FANCL,reviewed teacher label/alias -> official mouse symbol,Fancl,Fancl,ENSMUSG00000004018,MGI:1914280,67030,8.1270562232327,8.06411454656613,280.697125761311,2,2,3,24,肝左叶,"Left lobe of the liver
肝左叶",6,Fancl,protein_coding,SSB_others,37,FA,65
67,Left lobe of the liver,FA,8,FA,8,FANCT,reviewed teacher label/alias -> official mouse symbol,Ube2t,Ube2t,ENSMUSG00000026429,MGI:1914446,67196,3.07295104180301,2.83138599296865,8.97522234833766,2,2,3,24,肝左叶,"Left lobe of the liver
肝左叶",6,Ube2t,protein_coding,SSB_others,38,FA,66
68,Left lobe of the liver,FA,8,FA,9,FANCM,reviewed teacher label/alias -> official mouse symbol,Fancm,Fancm,ENSMUSG00000055884,MGI:2442306,104806,7.84933050919305,7.78690762827615,251.209155707755,2,2,3,24,肝左叶,"Left lobe of the liver
肝左叶",6,Fancm,protein_coding,SSB_others,39,FA,67
69,Left lobe of the liver,FA,8,FA,10,MHF1,reviewed teacher label/alias -> official mouse symbol,Ciao1,Ciao1,ENSMUSG00000003662,MGI:1346998,26371,10.3684215917292,10.4202315281469,1802.5428978258,2,2,3,24,肝左叶,"Left lobe of the liver
肝左叶",6,Ciao1,protein_coding,SSB_others,40,FA,68
70,Left lobe of the liver,FA,8,FA,11,MHF2,reviewed teacher label/alias -> official mouse symbol,Ciao2b,Ciao2b,ENSMUSG00000031879,MGI:1915773,68523,8.88644093780338,8.85907970010592,499.885344762864,2,2,3,24,肝左叶,"Left lobe of the liver
肝左叶",6,Ciao2b,protein_coding,SSB_others,41,FA,69
71,Left lobe of the liver,FA,8,FA,12,FAAP100,reviewed teacher label/alias -> official mouse symbol,Faap100,Faap100,ENSMUSG00000025384,MGI:1919135,71885,7.09437523838682,6.98828081479182,133.161988752956,2,2,3,24,肝左叶,"Left lobe of the liver
肝左叶",6,Faap100,protein_coding,SSB_others,42,FA,70
72,Left lobe of the liver,FA,8,FA,13,FAAP20,reviewed teacher label/alias -> official mouse symbol,Faap20,Faap20,ENSMUSG00000073684,MGI:1914763,67513,7.24966894954135,7.16168582040097,158.065368282794,2,2,3,24,肝左叶,"Left lobe of the liver
肝左叶",6,Faap20,protein_coding,SSB_others,43,FA,71
73,Left lobe of the liver,FA,8,FA,14,FAAP24,reviewed teacher label/alias -> official mouse symbol,Faap24,Faap24,ENSMUSG00000030493,MGI:2142208,101831,6.3389301404695,6.20637111190767,78.4683337201787,2,2,3,24,肝左叶,"Left lobe of the liver
肝左叶",6,Faap24,protein_coding,SSB_others,44,FA,72
74,Left lobe of the liver,FA,8,FA,15,FANCD2,reviewed teacher label/alias -> official mouse symbol,Fancd2,Fancd2,ENSMUSG00000034023,MGI:2448480,211651,3.46077550363854,3.25358448777471,10.4076341107418,2,2,3,24,肝左叶,"Left lobe of the liver
肝左叶",6,Fancd2,protein_coding,SSB_others,45,FA,73
75,Left lobe of the liver,FA,8,FA,16,FANCI,reviewed teacher label/alias -> official mouse symbol,Fanci,Fanci,ENSMUSG00000039187,MGI:2384790,208836,2.35593121916914,2.17968940442427,5.94567021562625,2,2,3,24,肝左叶,"Left lobe of the liver
肝左叶",6,Fanci,protein_coding,SSB_others,46,FA,74
1,Eye,NHEJ,1,NHEJ,1,DNA-PKcs,reviewed teacher label/alias -> official mouse symbol,Prkdc,Prkdc,ENSMUSG00000022672,MGI:104779,19090,11.2968505941525,11.6751483567786,3410.80185173622,2,2,2,11,眼,"Eye
眼",7,Prkdc,protein_coding,DSB,1,NHEJ,1
2,Eye,NHEJ,1,NHEJ,2,Ku70,reviewed teacher label/alias -> official mouse symbol,Xrcc6,Xrcc6,ENSMUSG00000022471,MGI:95606,14375,9.85459962540912,10.3000606238122,1446.58771609831,2,2,2,11,眼,"Eye
眼",7,Xrcc6,protein_coding,DSB,2,NHEJ,2
3,Eye,NHEJ,1,NHEJ,3,Ku80,reviewed teacher label/alias -> official mouse symbol,Xrcc5,Xrcc5,ENSMUSG00000026187,MGI:104517,22596,10.2500204924269,10.673237883911,1839.33775980782,2,2,2,11,眼,"Eye
眼",7,Xrcc5,protein_coding,DSB,3,NHEJ,3
4,Eye,NHEJ,1,NHEJ,4,XLF,reviewed teacher label/alias -> official mouse symbol,Nhej1,Nhej1,ENSMUSG00000026162,MGI:1922820,75570,6.34887664651726,7.02780229267273,152.841616769341,2,2,2,11,眼,"Eye
眼",7,Nhej1,protein_coding,DSB,4,NHEJ,4
5,Eye,NHEJ,1,NHEJ,5,PAXX,reviewed teacher label/alias -> official mouse symbol,Paxx,Paxx,ENSMUSG00000047617,MGI:2442831,227622,9.74356368531238,10.1973148325353,1327.35237426607,2,2,2,11,眼,"Eye
眼",7,Paxx,protein_coding,DSB,5,NHEJ,5
6,Eye,NHEJ,1,NHEJ,6,XRCC4,reviewed teacher label/alias -> official mouse symbol,Xrcc4,Xrcc4,ENSMUSG00000021615,MGI:1333799,108138,9.06720726543338,9.57261235019599,886.965361177674,2,2,2,11,眼,"Eye
眼",7,Xrcc4,protein_coding,DSB,6,NHEJ,6
7,Eye,NHEJ,1,NHEJ,7,Ligase IV,reviewed teacher label/alias -> official mouse symbol,Lig4,Lig4,ENSMUSG00000049717,MGI:1335098,319583,8.23389031960035,8.78907595861341,460.299684912556,2,2,2,11,眼,"Eye
眼",7,Lig4,protein_coding,DSB,7,NHEJ,7
8,Eye,HR,2,HR,1,PRA1,teacher PRA label interpreted as RPA subunit (RPA1/RPA2/RPA3),Rpa1,Rpa1,ENSMUSG00000000751,MGI:1915525,68275,12.3550098699934,12.6853808118287,7224.87831643224,2,2,2,11,眼,"Eye
眼",7,Rpa1,protein_coding,DSB,8,HR,8
9,Eye,HR,2,HR,2,PRA2,teacher PRA label interpreted as RPA subunit (RPA1/RPA2/RPA3),Rpa2,Rpa2,ENSMUSG00000028884,MGI:1339939,19891,9.05943534430482,9.56448711663611,814.362073792639,2,2,2,11,眼,"Eye
眼",7,Rpa2,protein_coding,DSB,9,HR,9
10,Eye,HR,2,HR,3,PRA3,teacher PRA label interpreted as RPA subunit (RPA1/RPA2/RPA3),Rpa3,Rpa3,ENSMUSG00000012483,MGI:1915490,68240,8.13688156562544,8.73090480028964,650.534657198561,2,2,2,11,眼,"Eye
眼",7,Rpa3,protein_coding,DSB,10,HR,10
11,Eye,HR,2,HR,4,BRCA1,reviewed teacher label/alias -> official mouse symbol,Brca1,Brca1,ENSMUSG00000017146,MGI:104537,12189,9.6172602429991,10.0817854550338,1178.59104913108,2,2,2,11,眼,"Eye
眼",7,Brca1,protein_coding,DSB,11,HR,11
12,Eye,HR,2,HR,5,BRCA2,reviewed teacher label/alias -> official mouse symbol,Brca2,Brca2,ENSMUSG00000041147,MGI:109337,12190,8.92867295699068,9.43290761183393,701.999156425755,2,2,2,11,眼,"Eye
眼",7,Brca2,protein_coding,DSB,12,HR,12
13,Eye,HR,2,HR,6,BARD1,reviewed teacher label/alias -> official mouse symbol,Bard1,Bard1,ENSMUSG00000026196,MGI:1328361,12021,6.55917991767345,7.23195669532704,159.063599514018,2,2,2,11,眼,"Eye
眼",7,Bard1,protein_coding,DSB,13,HR,13
14,Eye,HR,2,HR,7,PALB2,reviewed teacher label/alias -> official mouse symbol,Palb2,Palb2,ENSMUSG00000044702,MGI:3040695,233826,6.98705847764474,7.65085144289855,220.713747124945,2,2,2,11,眼,"Eye
眼",7,Palb2,protein_coding,DSB,14,HR,14
15,Eye,HR,2,HR,8,BLM,reviewed teacher label/alias -> official mouse symbol,Blm,Blm,ENSMUSG00000030528,MGI:1328362,12144,8.16769209101087,8.7278141895726,430.890338468697,2,2,2,11,眼,"Eye
眼",7,Blm,protein_coding,DSB,15,HR,15
16,Eye,HR,2,HR,9,Rad51,reviewed teacher label/alias -> official mouse symbol,Rad51,Rad51,ENSMUSG00000027323,MGI:97890,19361,6.78566109821446,7.44902688851217,180.751772631162,2,2,2,11,眼,"Eye
眼",7,Rad51,protein_coding,DSB,16,HR,16
17,Eye,HR,2,HR,10,Rad54,reviewed teacher label/alias -> official mouse symbol,Rad54l,Rad54l,ENSMUSG00000028702,MGI:894697,19366,5.56747514321818,6.24038079766248,92.5144499900318,2,2,2,11,眼,"Eye
眼",7,Rad54l,protein_coding,DSB,17,HR,17
23,Eye,HR_A-EJ,3,HR–A-EJ,4,Exo1,reviewed teacher label/alias -> official mouse symbol,Exo1,Exo1,ENSMUSG00000039748,MGI:1349427,26909,5.38947347765595,6.05689306265353,79.3149612450993,2,2,2,11,眼,"Eye
眼",7,Exo1,protein_coding,DSB,23,HR,18
24,Eye,HR_A-EJ,3,HR–A-EJ,5,DNA2,reviewed teacher label/alias -> official mouse symbol,Dna2,Dna2,ENSMUSG00000036875,MGI:2443732,327762,6.70863511410886,7.37112687586943,191.25903028561,2,2,2,11,眼,"Eye
眼",7,Dna2,protein_coding,DSB,24,HR,19
18,Eye,HR,2,HR,11,CtIp,reviewed teacher label/alias -> official mouse symbol,Rbbp8,Rbbp8,ENSMUSG00000041238,MGI:2442995,225182,8.94975969237084,9.45235078734527,792.498810372438,2,2,2,11,眼,"Eye
眼",7,Rbbp8,protein_coding,DSB,18,HR,20
19,Eye,HR,2,HR,12,PolD1,reviewed teacher label/alias -> official mouse symbol,Pold1,Pold1,ENSMUSG00000038644,MGI:97741,18971,8.96505737209709,9.47049979625504,755.32131563553,2,2,2,11,眼,"Eye
眼",7,Pold1,protein_coding,DSB,19,HR,21
20,Eye,HR_A-EJ,3,HR–A-EJ,1,MRE11,reviewed teacher label/alias -> official mouse symbol,Mre11a,Mre11a,ENSMUSG00000031928,MGI:1100512,17535,10.0326992826952,10.4739473685474,1487.35113282216,2,2,2,11,眼,"Eye
眼",7,Mre11a,protein_coding,DSB,20,HR–A-EJ,22
21,Eye,HR_A-EJ,3,HR–A-EJ,2,Rad50,reviewed teacher label/alias -> official mouse symbol,Rad50,Rad50,ENSMUSG00000020380,MGI:109292,19360,10.1114238652707,10.5592804933848,1564.41587359831,2,2,2,11,眼,"Eye
眼",7,Rad50,protein_coding,DSB,21,HR–A-EJ,23
22,Eye,HR_A-EJ,3,HR–A-EJ,3,NBS1,reviewed teacher label/alias -> official mouse symbol,Nbn,Nbn,ENSMUSG00000028224,MGI:1351625,27354,9.92918911106144,10.3645474386016,1591.50631803104,2,2,2,11,眼,"Eye
眼",7,Nbn,protein_coding,DSB,22,HR–A-EJ,24
25,Eye,A-EJ,4,A-EJ,1,Parp1,reviewed teacher label/alias -> official mouse symbol,Parp1,Parp1,ENSMUSG00000026496,MGI:1340806,11545,11.4615889886943,11.8329637675339,3869.03749172003,2,2,2,11,眼,"Eye
眼",7,Parp1,protein_coding,DSB,25,A-EJ,25
26,Eye,A-EJ,4,A-EJ,2,PolQ,reviewed teacher label/alias -> official mouse symbol,Polq,Polq,ENSMUSG00000034206,MGI:2155399,77782,7.17588947920963,7.82724207845382,242.004813508119,2,2,2,11,眼,"Eye
眼",7,Polq,protein_coding,DSB,26,A-EJ,26
27,Eye,A-EJ,4,A-EJ,3,XRCC1,reviewed teacher label/alias -> official mouse symbol,Xrcc1,Xrcc1,ENSMUSG00000051768,MGI:99137,22594,9.90433925231207,10.3479530028618,1431.38391173297,2,2,2,11,眼,"Eye
眼",7,Xrcc1,protein_coding,DSB,27,A-EJ,27
28,Eye,A-EJ,4,A-EJ,4,Ligase I,reviewed teacher label/alias -> official mouse symbol,Lig1,Lig1,ENSMUSG00000056394,MGI:101789,16881,8.84391085576328,9.35474936470363,684.155935919225,2,2,2,11,眼,"Eye
眼",7,Lig1,protein_coding,DSB,28,A-EJ,28
29,Eye,A-EJ,4,A-EJ,5,Ligase III,reviewed teacher label/alias -> official mouse symbol,Lig3,Lig3,ENSMUSG00000020697,MGI:109152,16882,11.0190012013468,11.4170988729846,3014.91278266757,2,2,2,11,眼,"Eye
眼",7,Lig3,protein_coding,DSB,29,A-EJ,29
30,Eye,BER,5,BER,1,UNG,reviewed teacher label/alias -> official mouse symbol,Ung,Ung,ENSMUSG00000029591,MGI:109352,22256,6.29061936688123,6.96528551010779,148.674999576588,2,2,2,11,眼,"Eye
眼",7,Ung,protein_coding,SSB_others,1,BER,30
31,Eye,BER,5,BER,2,OGG1,reviewed teacher label/alias -> official mouse symbol,Ogg1,Ogg1,ENSMUSG00000030271,MGI:1097693,18294,7.15964908624611,7.81176666173368,240.527139019442,2,2,2,11,眼,"Eye
眼",7,Ogg1,protein_coding,SSB_others,2,BER,31
32,Eye,BER,5,BER,3,NEIL1,reviewed teacher label/alias -> official mouse symbol,Neil1,Neil1,ENSMUSG00000032298,MGI:1920024,72774,6.97752444073976,7.64123082826892,233.322669798121,2,2,2,11,眼,"Eye
眼",7,Neil1,protein_coding,SSB_others,3,BER,32
34,Eye,BER,5,BER,5,APE1,reviewed teacher label/alias -> official mouse symbol,Apex1,Apex1,ENSMUSG00000035960,MGI:88042,11792,9.62193024661495,10.0852042363592,1441.82349564793,2,2,2,11,眼,"Eye
眼",7,Apex1,protein_coding,SSB_others,5,BER,33
35,Eye,BER,5,BER,6,PNKP,reviewed teacher label/alias -> official mouse symbol,Pnkp,Pnkp,ENSMUSG00000002963,MGI:1891698,59047,9.68547338771288,10.1426695932655,1254.51195541567,2,2,2,11,眼,"Eye
眼",7,Pnkp,protein_coding,SSB_others,6,BER,34
36,Eye,BER,5,BER,7,FEN1,reviewed teacher label/alias -> official mouse symbol,Fen1,Fen1,ENSMUSG00000024742,MGI:102779,14156,9.06751631183745,9.57239200906043,818.945837120131,2,2,2,11,眼,"Eye
眼",7,Fen1,protein_coding,SSB_others,7,BER,35
37,Eye,NER,6,NER,1,XPA,reviewed teacher label/alias -> official mouse symbol,Xpa,Xpa,ENSMUSG00000028329,MGI:99135,22590,8.65196919011212,9.19023753673056,670.680111297487,2,2,2,11,眼,"Eye
眼",7,Xpa,protein_coding,SSB_others,8,NER,36
38,Eye,NER,6,NER,2,XPC,reviewed teacher label/alias -> official mouse symbol,Xpc,Xpc,ENSMUSG00000030094,MGI:103557,22591,10.2620475585216,10.691301363015,1767.35920859737,2,2,2,11,眼,"Eye
眼",7,Xpc,protein_coding,SSB_others,9,NER,37
39,Eye,NER,6,NER,3,RAD23B,reviewed teacher label/alias -> official mouse symbol,Rad23b,Rad23b,ENSMUSG00000028426,MGI:105128,19359,12.3624776520075,12.6899142152121,6809.12056678861,2,2,2,11,眼,"Eye
眼",7,Rad23b,protein_coding,SSB_others,10,NER,38
40,Eye,NER,6,NER,4,CETN2,reviewed teacher label/alias -> official mouse symbol,Cetn2,Cetn2,ENSMUSG00000031347,MGI:1347085,26370,10.2668745245472,10.6870728251878,1898.01608845373,2,2,2,11,眼,"Eye
眼",7,Cetn2,protein_coding,SSB_others,11,NER,39
41,Eye,NER,6,NER,5,CSA,reviewed teacher label/alias -> official mouse symbol,Ercc8,Ercc8,ENSMUSG00000021694,MGI:1919241,71991,8.6733665920192,9.20090021234051,646.412022518526,2,2,2,11,眼,"Eye
眼",7,Ercc8,protein_coding,SSB_others,12,NER,40
42,Eye,NER,6,NER,6,CSB,reviewed teacher label/alias -> official mouse symbol,Ercc6,Ercc6,ENSMUSG00000054051,MGI:1100494,319955,10.3446216665507,10.7714866917567,1851.50541416551,2,2,2,11,眼,"Eye
眼",7,Ercc6,protein_coding,SSB_others,13,NER,41
43,Eye,NER,6,NER,7,DDB1,reviewed teacher label/alias -> official mouse symbol,Ddb1,Ddb1,ENSMUSG00000024740,MGI:1202384,13194,14.5246792118576,14.7431128209571,28763.6693920335,2,2,2,11,眼,"Eye
眼",7,Ddb1,protein_coding,SSB_others,14,NER,42
44,Eye,NER,6,NER,8,DDB2,reviewed teacher label/alias -> official mouse symbol,Ddb2,Ddb2,ENSMUSG00000002109,MGI:1355314,107986,8.8318158591935,9.35735735324162,791.674503733804,2,2,2,11,眼,"Eye
眼",7,Ddb2,protein_coding,SSB_others,15,NER,43
45,Eye,NER,6,NER,9,XPB,reviewed teacher label/alias -> official mouse symbol,Ercc3,Ercc3,ENSMUSG00000024382,MGI:95414,13872,10.0399593197912,10.5007159564043,1467.67081925421,2,2,2,11,眼,"Eye
眼",7,Ercc3,protein_coding,SSB_others,16,NER,44
46,Eye,NER,6,NER,10,XPD,reviewed teacher label/alias -> official mouse symbol,Ercc2,Ercc2,ENSMUSG00000030400,MGI:95413,13871,10.5318107399393,10.9580992850282,2046.78896268526,2,2,2,11,眼,"Eye
眼",7,Ercc2,protein_coding,SSB_others,17,NER,45
47,Eye,NER,6,NER,11,p8,reviewed teacher label/alias -> official mouse symbol,Gtf2h5,Gtf2h5,ENSMUSG00000034345,MGI:107227,66467,10.7490318346351,11.1496634615258,2815.71725779699,2,2,2,11,眼,"Eye
眼",7,Gtf2h5,protein_coding,SSB_others,18,NER,46
48,Eye,NER,6,NER,12,p34,reviewed teacher label/alias -> official mouse symbol,Gtf2h3,Gtf2h3,ENSMUSG00000029387,MGI:1277143,209357,9.15043963776812,9.65024646193506,855.138946082558,2,2,2,11,眼,"Eye
眼",7,Gtf2h3,protein_coding,SSB_others,19,NER,47
49,Eye,NER,6,NER,13,p44,reviewed teacher label/alias -> official mouse symbol,Gtf2h2,Gtf2h2,ENSMUSG00000021639,MGI:1345669,23894,8.8054765166628,9.32299124726689,680.860826521095,2,2,2,11,眼,"Eye
眼",7,Gtf2h2,protein_coding,SSB_others,20,NER,48
50,Eye,NER,6,NER,14,p52,reviewed teacher label/alias -> official mouse symbol,Gtf2h4,Gtf2h4,ENSMUSG00000001524,MGI:1338799,14885,8.30129396055036,8.85154618690097,472.934907120202,2,2,2,11,眼,"Eye
眼",7,Gtf2h4,protein_coding,SSB_others,21,NER,49
51,Eye,NER,6,NER,15,p62,reviewed teacher label/alias -> official mouse symbol,Gtf2h1,Gtf2h1,ENSMUSG00000006599,MGI:1277216,14884,10.834197559346,11.23167178571,2817.0865161345,2,2,2,11,眼,"Eye
眼",7,Gtf2h1,protein_coding,SSB_others,22,NER,50
52,Eye,NER,6,NER,16,ERCC1,reviewed teacher label/alias -> official mouse symbol,Ercc1,Ercc1,ENSMUSG00000003549,MGI:95412,13870,8.58695195974208,9.11561400979349,594.727922848358,2,2,2,11,眼,"Eye
眼",7,Ercc1,protein_coding,SSB_others,23,NER,51
53,Eye,NER,6,NER,17,XPF,reviewed teacher label/alias -> official mouse symbol,Ercc4,Ercc4,ENSMUSG00000022545,MGI:1354163,50505,9.26417936989068,9.7465644226605,865.635736439089,2,2,2,11,眼,"Eye
眼",7,Ercc4,protein_coding,SSB_others,24,NER,52
54,Eye,NER,6,NER,18,XPG,reviewed teacher label/alias -> official mouse symbol,Ercc5,Ercc5,ENSMUSG00000026048,MGI:103582,22592,10.5267556020174,10.9498684160701,2066.99943262904,2,2,2,11,眼,"Eye
眼",7,Ercc5,protein_coding,SSB_others,25,NER,53
55,Eye,MMR,7,MMR,1,MSH1,teacher label corrected to mammalian MLH1; no mouse Msh1 record,Mlh1,Mlh1,ENSMUSG00000032498,MGI:101938,17350,9.22193959122748,9.71197772725278,953.8533483355,2,2,2,11,眼,"Eye
眼",7,Mlh1,protein_coding,SSB_others,26,MMR,54
56,Eye,MMR,7,MMR,2,MSH2,reviewed teacher label/alias -> official mouse symbol,Msh2,Msh2,ENSMUSG00000024151,MGI:101816,17685,10.8848339893706,11.29094692036,2557.95061062288,2,2,2,11,眼,"Eye
眼",7,Msh2,protein_coding,SSB_others,27,MMR,55
57,Eye,MMR,7,MMR,3,MSH3,reviewed teacher label/alias -> official mouse symbol,Msh3,Msh3,ENSMUSG00000014850,MGI:109519,17686,10.4909146515401,10.9119636155674,2048.26088069368,2,2,2,11,眼,"Eye
眼",7,Msh3,protein_coding,SSB_others,28,MMR,56
58,Eye,MMR,7,MMR,4,MSH6,reviewed teacher label/alias -> official mouse symbol,Msh6,Msh6,ENSMUSG00000005370,MGI:1343961,17688,10.4829353803687,10.9068869116296,2026.50039735225,2,2,2,11,眼,"Eye
眼",7,Msh6,protein_coding,SSB_others,29,MMR,57
59,Eye,MMR,7,MMR,5,PMS2,reviewed teacher label/alias -> official mouse symbol,Pms2,Pms2,ENSMUSG00000079109,MGI:104288,18861,9.05321195409981,9.55358449572383,782.36238560941,2,2,2,11,眼,"Eye
眼",7,Pms2,protein_coding,SSB_others,30,MMR,58
60,Eye,FA,8,FA,1,FANCA,reviewed teacher label/alias -> official mouse symbol,Fanca,Fanca,ENSMUSG00000032815,MGI:1341823,14087,6.65837066509036,7.33528037703404,211.359001319799,2,2,2,11,眼,"Eye
眼",7,Fanca,protein_coding,SSB_others,31,FA,59
61,Eye,FA,8,FA,2,FANCB,reviewed teacher label/alias -> official mouse symbol,Fancb,Fancb,ENSMUSG00000047757,MGI:2448558,237211,6.18574390600286,6.8616347887957,141.164997340044,2,2,2,11,眼,"Eye
眼",7,Fancb,protein_coding,SSB_others,32,FA,60
62,Eye,FA,8,FA,3,FANCC,reviewed teacher label/alias -> official mouse symbol,Fancc,Fancc,ENSMUSG00000021461,MGI:95480,14088,8.39512592146715,8.93194027309068,499.788290426837,2,2,2,11,眼,"Eye
眼",7,Fancc,protein_coding,SSB_others,33,FA,61
63,Eye,FA,8,FA,4,FANCE,reviewed teacher label/alias -> official mouse symbol,Fance,Fance,ENSMUSG00000007570,MGI:1920025,72775,9.99046364986253,10.4364866008222,1440.7021456604,2,2,2,11,眼,"Eye
眼",7,Fance,protein_coding,SSB_others,34,FA,62
64,Eye,FA,8,FA,5,FANCF,reviewed teacher label/alias -> official mouse symbol,Fancf,Fancf,ENSMUSG00000092118,MGI:3689889,100040608,7.02316503925625,7.688172619444,208.762053603982,2,2,2,11,眼,"Eye
眼",7,Fancf,protein_coding,SSB_others,35,FA,63
65,Eye,FA,8,FA,6,FANCG,reviewed teacher label/alias -> official mouse symbol,Fancg,Fancg,ENSMUSG00000028453,MGI:1926471,60534,7.75258069375562,8.35398089842655,366.061752396225,2,2,2,11,眼,"Eye
眼",7,Fancg,protein_coding,SSB_others,36,FA,64
66,Eye,FA,8,FA,7,FANCL,reviewed teacher label/alias -> official mouse symbol,Fancl,Fancl,ENSMUSG00000004018,MGI:1914280,67030,8.04546498547308,8.64535343450303,563.096597856249,2,2,2,11,眼,"Eye
眼",7,Fancl,protein_coding,SSB_others,37,FA,65
67,Eye,FA,8,FA,8,FANCT,reviewed teacher label/alias -> official mouse symbol,Ube2t,Ube2t,ENSMUSG00000026429,MGI:1914446,67196,5.8349155975894,6.50779468656802,102.474396029829,2,2,2,11,眼,"Eye
眼",7,Ube2t,protein_coding,SSB_others,38,FA,66
68,Eye,FA,8,FA,9,FANCM,reviewed teacher label/alias -> official mouse symbol,Fancm,Fancm,ENSMUSG00000055884,MGI:2442306,104806,9.65641832396777,10.1143462402147,1204.35685338149,2,2,2,11,眼,"Eye
眼",7,Fancm,protein_coding,SSB_others,39,FA,67
69,Eye,FA,8,FA,10,MHF1,reviewed teacher label/alias -> official mouse symbol,Ciao1,Ciao1,ENSMUSG00000003662,MGI:1346998,26371,10.4795721178505,10.8954920761512,2158.87400865069,2,2,2,11,眼,"Eye
眼",7,Ciao1,protein_coding,SSB_others,40,FA,68
70,Eye,FA,8,FA,11,MHF2,reviewed teacher label/alias -> official mouse symbol,Ciao2b,Ciao2b,ENSMUSG00000031879,MGI:1915773,68523,8.93092214300186,9.44928036135568,858.629108020851,2,2,2,11,眼,"Eye
眼",7,Ciao2b,protein_coding,SSB_others,41,FA,69
71,Eye,FA,8,FA,12,FAAP100,reviewed teacher label/alias -> official mouse symbol,Faap100,Faap100,ENSMUSG00000025384,MGI:1919135,71885,9.58112074315133,10.0501856452445,1084.41132342691,2,2,2,11,眼,"Eye
眼",7,Faap100,protein_coding,SSB_others,42,FA,70
72,Eye,FA,8,FA,13,FAAP20,reviewed teacher label/alias -> official mouse symbol,Faap20,Faap20,ENSMUSG00000073684,MGI:1914763,67513,8.35813520329652,8.9106332854884,499.764404659486,2,2,2,11,眼,"Eye
眼",7,Faap20,protein_coding,SSB_others,43,FA,71
73,Eye,FA,8,FA,14,FAAP24,reviewed teacher label/alias -> official mouse symbol,Faap24,Faap24,ENSMUSG00000030493,MGI:2142208,101831,6.67044627094266,7.35194292241315,166.696720109132,2,2,2,11,眼,"Eye
眼",7,Faap24,protein_coding,SSB_others,44,FA,72
74,Eye,FA,8,FA,15,FANCD2,reviewed teacher label/alias -> official mouse symbol,Fancd2,Fancd2,ENSMUSG00000034023,MGI:2448480,211651,6.83058232370456,7.50252386631339,209.453129429299,2,2,2,11,眼,"Eye
眼",7,Fancd2,protein_coding,SSB_others,45,FA,73
75,Eye,FA,8,FA,16,FANCI,reviewed teacher label/alias -> official mouse symbol,Fanci,Fanci,ENSMUSG00000039187,MGI:2384790,208836,6.38083368181163,7.06698816535251,175.234983911572,2,2,2,11,眼,"Eye
眼",7,Fanci,protein_coding,SSB_others,46,FA,74
1,Heart,NHEJ,1,NHEJ,1,DNA-PKcs,reviewed teacher label/alias -> official mouse symbol,Prkdc,Prkdc,ENSMUSG00000022672,MGI:104779,19090,8.26089489675262,7.87610365658777,235.241139448268,1,1,1,3,心脏,"Heart
心脏",8,Prkdc,protein_coding,DSB,1,NHEJ,1
