family,ensembl_id,display_symbol,all_source_symbols,mgi_id,set_01_Cecum,set_02_Femoral_skin,set_03_Bone_marrow,set_04_Spleen_distal,set_05_Retina,set_06_Heart_Heart_right_ventricle
down_tissues,ENSMUSG00000009291,Pttg1ip,Pttg1ip,MGI:2652132,1,1,1,1,1,1
down_tissues,ENSMUSG00000009555,Cdk9,Cdk9,MGI:1328368,1,1,1,1,1,1
down_tissues,ENSMUSG00000009575,Cbx5,Cbx5,MGI:109372,1,1,1,1,1,1
down_tissues,ENSMUSG00000009628,Tex15,Tex15,MGI:1934816,1,1,1,1,1,1
down_tissues,ENSMUSG00000009640,Dmap1,Dmap1,MGI:1913483,1,1,1,1,1,1
down_tissues,ENSMUSG00000010067,Rassf1,Rassf1,MGI:1928386,1,1,1,1,1,1
down_tissues,ENSMUSG00000010154,Spire2,Spire2,MGI:2446256,1,1,1,1,1,1
down_tissues,ENSMUSG00000010461,Eya4,Eya4,MGI:1337104,1,1,1,1,1,1
down_tissues,ENSMUSG00000012483,Rpa3,Rpa3,MGI:1915490,1,1,1,1,1,1
down_tissues,ENSMUSG00000013822,Elof1,Elof1,MGI:1913376,1,1,1,1,1,1
down_tissues,ENSMUSG00000014074,Rnf168,Rnf168,MGI:1917488,1,1,1,1,1,1
down_tissues,ENSMUSG00000014243,Zswim7,Zswim7,MGI:1916997,1,1,1,1,1,1
down_tissues,ENSMUSG00000014850,Msh3,Msh3,MGI:109519,1,1,1,1,1,1
down_tissues,ENSMUSG00000014859,E2f4,E2f4,MGI:103012,1,1,1,1,1,1
down_tissues,ENSMUSG00000015337,Endog,Endog,MGI:1261433,1,1,1,1,1,1
down_tissues,ENSMUSG00000015452,Ager,Ager,MGI:893592,1,1,1,1,1,1
down_tissues,ENSMUSG00000015937,Macroh2a1,Macroh2a1,MGI:1349392,1,1,1,1,1,1
down_tissues,ENSMUSG00000015971,Actr8,Actr8,MGI:1860775,1,1,1,1,1,1
down_tissues,ENSMUSG00000016018,Mtrex,Mtrex,MGI:1919448,1,1,1,1,1,1
down_tissues,ENSMUSG00000016308,Ube2a,Ube2a,MGI:102959,1,1,1,1,1,1
down_tissues,ENSMUSG00000016526,Dyrk3,Dyrk3,MGI:1330300,1,1,1,1,1,1
down_tissues,ENSMUSG00000016528,Mapkapk2,Mapkapk2,MGI:109298,1,1,1,1,1,1
down_tissues,ENSMUSG00000016984,Etaa1,Etaa1,MGI:1915395,1,1,1,1,1,1
down_tissues,ENSMUSG00000017146,Brca1,Brca1,MGI:104537,1,1,1,1,1,1
down_tissues,ENSMUSG00000017291,Taok1,Taok1,MGI:1914490,1,1,1,1,1,1
down_tissues,ENSMUSG00000017485,Top2b,Top2b,MGI:98791,1,1,1,1,1,1
down_tissues,ENSMUSG00000017550,Atad5,Atad5,MGI:2442925,1,1,1,1,1,1
down_tissues,ENSMUSG00000017843,Ppp2r5c,Ppp2r5c,MGI:1349475,1,1,1,1,1,1
down_tissues,ENSMUSG00000017897,Eya2,Eya2,MGI:109341,1,1,1,1,1,1
down_tissues,ENSMUSG00000018189,Uchl5,Uchl5,MGI:1914848,1,1,1,1,1,1
down_tissues,ENSMUSG00000018411,Mapt,Mapt,MGI:97180,1,1,1,1,1,1
down_tissues,ENSMUSG00000018446,C1qbp,C1qbp,MGI:1194505,1,1,1,1,1,1
down_tissues,ENSMUSG00000018449,Rpain,Rpain,MGI:1916973,1,1,1,1,1,1
down_tissues,ENSMUSG00000018666,Cbx1,Cbx1,MGI:105369,1,1,1,1,1,1
down_tissues,ENSMUSG00000018669,Cdk5rap3,Cdk5rap3,MGI:1933126,1,1,1,1,1,1
down_tissues,ENSMUSG00000018750,Zbtb4,Zbtb4,MGI:1922830,1,1,1,1,1,1
down_tissues,ENSMUSG00000018841,Rad51d,Rad51d;mRad51d/iso:1,MGI:1261809,1,1,1,1,1,1
down_tissues,ENSMUSG00000019373,Cops3,Cops3,MGI:1349409,1,1,1,1,1,1
down_tissues,ENSMUSG00000019470,Xab2,Xab2,MGI:1914689,1,1,1,1,1,1
down_tissues,ENSMUSG00000019738,Polr2i,Polr2i,MGI:1917170,1,1,1,1,1,1
down_tissues,ENSMUSG00000019773,Fbxo5,Fbxo5,MGI:1914391,1,1,1,1,1,1
down_tissues,ENSMUSG00000019841,Rev3l,Rev3l,MGI:1337131,1,1,1,1,1,1
down_tissues,ENSMUSG00000019857,Asf1a,Asf1a,MGI:1913653,1,1,1,1,1,1
down_tissues,ENSMUSG00000019942,Cdk1,Cdk1,MGI:88351,1,1,1,1,1,1
down_tissues,ENSMUSG00000019969,Psen1,Psen1,MGI:1202717,1,1,1,1,1,1
down_tissues,ENSMUSG00000019970,Sgk1,Sgk1,MGI:1340062,1,1,1,1,1,1
down_tissues,ENSMUSG00000020038,Cry1,Cry1,MGI:1270841,1,1,1,1,1,1
down_tissues,ENSMUSG00000020059,Sycp3,Sycp3,MGI:109542,1,1,0,1,1,1
down_tissues,ENSMUSG00000020063,Sirt1,Sirt1,MGI:2135607,1,1,1,1,1,1
down_tissues,ENSMUSG00000020108,Ddit4,Ddit4,MGI:1921997,1,1,1,1,1,1
down_tissues,ENSMUSG00000020122,Egfr,Egfr,MGI:95294,1,1,1,1,1,1
down_tissues,ENSMUSG00000020134,Peli1,Peli1,MGI:1914495,1,1,1,1,1,1
down_tissues,ENSMUSG00000020152,Actr2,Actr2,MGI:1913963,1,1,1,1,1,1
down_tissues,ENSMUSG00000020156,Pwwp3a,Pwwp3a,MGI:1915364,1,1,1,1,1,1
down_tissues,ENSMUSG00000020171,Yeats4,Yeats4,MGI:1927224,1,1,1,1,1,1
down_tissues,ENSMUSG00000020184,Mdm2,Mdm2,MGI:96952,1,1,1,1,1,1
down_tissues,ENSMUSG00000020185,E2f7,E2f7,MGI:1289147,1,1,1,1,1,1
down_tissues,ENSMUSG00000020228,Helb,Helb,MGI:2152895,1,1,1,1,1,1
down_tissues,ENSMUSG00000020235,Fzr1,Fzr1,MGI:1926790,1,1,1,1,1,1
down_tissues,ENSMUSG00000020287,Mpg,Mpg,MGI:97073,1,1,1,1,1,1
down_tissues,ENSMUSG00000020326,Ccng1,Ccng1,MGI:102890,1,1,1,1,1,1
down_tissues,ENSMUSG00000020380,Rad50,Rad50,MGI:109292,1,1,1,1,1,1
down_tissues,ENSMUSG00000020381,Mrnip,Mrnip,MGI:1915317,1,1,1,1,1,1
down_tissues,ENSMUSG00000020390,Ube2b,Ube2b,MGI:102944,1,1,1,1,1,1
down_tissues,ENSMUSG00000020413,Hus1,Hus1,MGI:1277962,1,1,1,1,1,1
down_tissues,ENSMUSG00000020423,Btg2,Btg2,MGI:108384,1,1,1,1,1,1
down_tissues,ENSMUSG00000020463,Ppp4r3b,Ppp4r3b,MGI:2144474,1,1,1,1,1,1
down_tissues,ENSMUSG00000020471,Pold2,Pold2,MGI:1097163,1,1,1,1,1,1
down_tissues,ENSMUSG00000020474,Polm,Polm,MGI:1860191,1,1,1,1,1,1
down_tissues,ENSMUSG00000020482,Ccdc117,Ccdc117,MGI:2144383,1,1,1,1,1,1
down_tissues,ENSMUSG00000020525,Ppm1d,Ppm1d,MGI:1858214,1,1,1,1,1,1
down_tissues,ENSMUSG00000020546,Stxbp4,Stxbp4,MGI:1342296,1,1,1,1,1,1
down_tissues,ENSMUSG00000020608,Smc6,Smc6,MGI:1914491,1,1,1,1,1,1
down_tissues,ENSMUSG00000020649,Rrm2,Rrm2,MGI:98181,1,1,1,1,1,1
down_tissues,ENSMUSG00000020694,Tlk2,Tlk2,MGI:1346023,1,1,1,1,1,1
down_tissues,ENSMUSG00000020697,Lig3,Lig3,MGI:109152,1,1,1,1,1,1
down_tissues,ENSMUSG00000020718,Polg2,Polg2,MGI:1354947,1,1,1,1,1,1
down_tissues,ENSMUSG00000020719,Ddx5,Ddx5,MGI:105037,1,1,1,1,1,1
down_tissues,ENSMUSG00000020752,Recql5,Recql5,MGI:2156841,1,1,1,1,1,1
down_tissues,ENSMUSG00000020898,Ctc1,Ctc1,MGI:1916214,1,1,1,1,1,1
down_tissues,ENSMUSG00000020914,Top2a,Top2a,MGI:98790,1,1,1,1,1,1
down_tissues,ENSMUSG00000020918,Kat2a,Kat2a,MGI:1343101,1,1,1,1,1,1
down_tissues,ENSMUSG00000020974,Pole2,Pole2,MGI:1197514,1,1,1,1,1,1
down_tissues,ENSMUSG00000021039,Snw1,Snw1,MGI:1913604,1,1,1,1,1,1
down_tissues,ENSMUSG00000021098,4930447C04Rik,4930447C04Rik,MGI:1923051,1,1,1,1,1,1
down_tissues,ENSMUSG00000021103,Mnat1,Mnat1,MGI:106207,1,1,1,1,1,1
down_tissues,ENSMUSG00000021115,Vrk1,Vrk1,MGI:1261847,1,1,1,1,1,1
down_tissues,ENSMUSG00000021133,Susd6,Susd6,MGI:2444661,1,1,1,1,1,1
down_tissues,ENSMUSG00000021144,Mta1,Mta1,MGI:2150037,1,1,1,1,1,1
down_tissues,ENSMUSG00000021177,Tdp1,Tdp1,MGI:1920036,1,1,1,1,1,1
down_tissues,ENSMUSG00000021179,Nrde2,Nrde2,MGI:2670969,1,1,1,1,1,1
down_tissues,ENSMUSG00000021221,Dpf3,Dpf3,MGI:1917377,1,1,1,1,1,1
down_tissues,ENSMUSG00000021245,Mlh3,Mlh3,MGI:1353455,1,1,1,1,1,1
down_tissues,ENSMUSG00000021258,Ccnk,Ccnk,MGI:1276106,1,1,1,1,1,1
down_tissues,ENSMUSG00000021264,Yy1,Yy1,MGI:99150,1,1,1,1,1,1
down_tissues,ENSMUSG00000021287,Xrcc3,Xrcc3,MGI:1921585,1,1,1,1,1,1
down_tissues,ENSMUSG00000021377,Dek,Dek,MGI:1926209,1,1,1,1,1,1
down_tissues,ENSMUSG00000021400,Wrnip1,Wrnip1,MGI:1926153,1,1,1,1,1,1
down_tissues,ENSMUSG00000021461,Fancc,Fancc,MGI:95480,1,1,1,1,1,1
down_tissues,ENSMUSG00000021470,Ercc6l2,Ercc6l2,MGI:1923501,1,1,1,1,1,1
down_tissues,ENSMUSG00000021546,Hnrnpk,Hnrnpk,MGI:99894,1,1,1,1,1,1
down_tissues,ENSMUSG00000021569,Trip13,Trip13,MGI:1916966,1,1,1,1,1,1
down_tissues,ENSMUSG00000021597,Slf1,Slf1,MGI:2145448,1,1,1,1,1,1
down_tissues,ENSMUSG00000021606,Ndufs6,Ndufs6,MGI:107932,1,1,1,1,1,1
down_tissues,ENSMUSG00000021615,Xrcc4,Xrcc4,MGI:1333799,1,1,1,1,1,1
down_tissues,ENSMUSG00000021635,Rad17,Rad17,MGI:1333807,1,1,1,1,1,1
down_tissues,ENSMUSG00000021639,Gtf2h2,Gtf2h2,MGI:1345669,1,1,1,1,1,1
down_tissues,ENSMUSG00000021668,Polk,Polk,MGI:1349767,1,1,1,1,1,1
down_tissues,ENSMUSG00000021694,Ercc8,Ercc8,MGI:1919241,1,1,1,1,1,1
down_tissues,ENSMUSG00000021732,Fgf10,Fgf10,MGI:1099809,1,1,1,1,1,1
down_tissues,ENSMUSG00000021738,Atxn7,Atxn7,MGI:2179277,1,1,1,1,1,1
down_tissues,ENSMUSG00000021911,Parg,Parg,MGI:1347094,1,1,1,1,1,1
down_tissues,ENSMUSG00000021918,Nek4,Nek4,MGI:1344404,1,1,1,1,1,1
down_tissues,ENSMUSG00000021932,Rnaseh2b,Rnaseh2b,MGI:1914403,1,1,1,1,1,1
down_tissues,ENSMUSG00000021936,Mapk8,Mapk8,MGI:1346861,1,1,1,1,1,1
down_tissues,ENSMUSG00000021948,Prkcd,Prkcd,MGI:97598,1,1,1,1,1,1
down_tissues,ENSMUSG00000021969,Zdhhc20,Zdhhc20,MGI:1923215,1,1,1,1,1,1
down_tissues,ENSMUSG00000022034,Esco2,Esco2,MGI:1919238,1,1,1,1,1,1
down_tissues,ENSMUSG00000022037,Clu,Clu,MGI:88423,1,1,1,1,1,1
down_tissues,ENSMUSG00000022061,Nkx3-1,Nkx3-1,MGI:97352,1,1,0,0,1,1
down_tissues,ENSMUSG00000022111,Uchl3,Uchl3,MGI:1355274,1,1,1,1,1,1
down_tissues,ENSMUSG00000022141,Nipbl,Nipbl,MGI:1913976,1,1,1,1,1,1
down_tissues,ENSMUSG00000022160,Mettl3,Mettl3,MGI:1927165,1,1,1,1,1,1
down_tissues,ENSMUSG00000022184,Fbxo4,Fbxo4,MGI:2146220,1,1,1,1,1,1
down_tissues,ENSMUSG00000022248,Rad1,Rad1,MGI:1316678,1,1,1,1,1,1
down_tissues,ENSMUSG00000022292,Rrm2b,Rrm2b,MGI:2155865,1,1,1,1,1,1
down_tissues,ENSMUSG00000022314,Rad21,Rad21,MGI:108016,1,1,1,1,1,1
down_tissues,ENSMUSG00000022338,Eny2,Eny2,MGI:1919286,1,1,1,1,1,1
down_tissues,ENSMUSG00000022346,Myc,Myc,MGI:97250,1,1,1,1,1,1
down_tissues,ENSMUSG00000022400,Rbx1,Rbx1,MGI:1891829,1,1,1,1,1,1
down_tissues,ENSMUSG00000022429,Dmc1,Dmc1,MGI:105393,1,1,1,1,1,1
down_tissues,ENSMUSG00000022471,Xrcc6,Xrcc6,MGI:95606,1,1,1,1,1,1
down_tissues,ENSMUSG00000022508,Bcl6,Bcl6,MGI:107187,1,1,1,1,1,1
down_tissues,ENSMUSG00000022510,Trp63,Trp63,MGI:1330810,1,1,0,1,1,1
down_tissues,ENSMUSG00000022516,Nudt16l1,Nudt16l1,MGI:1914161,1,1,1,1,1,1
down_tissues,ENSMUSG00000022521,Crebbp,Crebbp,MGI:1098280,1,1,1,1,1,1
down_tissues,ENSMUSG00000022545,Ercc4,Ercc4,MGI:1354163,1,1,1,1,1,1
down_tissues,ENSMUSG00000022556,Hsf1,Hsf1,MGI:96238,1,1,1,1,1,1
down_tissues,ENSMUSG00000022672,Prkdc,Prkdc,MGI:104779,1,1,1,1,1,1
down_tissues,ENSMUSG00000022673,Mcm4,Mcm4,MGI:103199,1,1,1,1,1,1
down_tissues,ENSMUSG00000022674,Ube2v2,Ube2v2,MGI:1917870,1,1,1,1,1,1
down_tissues,ENSMUSG00000022676,Snai2,Snai2,MGI:1096393,1,1,1,1,1,1
down_tissues,ENSMUSG00000022710,Usp7,Usp7,MGI:2182061,1,1,1,1,1,1
down_tissues,ENSMUSG00000022718,Dgcr8,Dgcr8,MGI:2151114,1,1,1,1,1,1
down_tissues,ENSMUSG00000022779,Top3b,Top3b,MGI:1333803,1,1,1,1,1,1
down_tissues,ENSMUSG00000022855,mSENP2/iso:1,mSENP2/iso:1,MGI:1923076,1,1,1,1,1,1
down_tissues,ENSMUSG00000022881,Rfc4,Rfc4,MGI:2146571,1,1,1,1,1,1
down_tissues,ENSMUSG00000022897,Dyrk1a,Dyrk1a,MGI:1330299,1,1,1,1,1,1
down_tissues,ENSMUSG00000022906,Parp9,Parp9,MGI:1933117,1,1,1,1,1,1
down_tissues,ENSMUSG00000022960,Donson,Donson,MGI:1890621,1,1,1,1,1,1
down_tissues,ENSMUSG00000022997,Wnt1,Wnt1,MGI:98953,1,1,0,0,0,0
down_tissues,ENSMUSG00000023018,Smarcd1,Smarcd1,MGI:1933623,1,1,1,1,1,1
down_tissues,ENSMUSG00000023067,Cdkn1a,Cdkn1a,MGI:104556,1,1,1,1,1,1
down_tissues,ENSMUSG00000023088,Abcc1,Abcc1,MGI:102676,1,1,1,1,1,1
down_tissues,ENSMUSG00000023104,Rfc2,Rfc2,MGI:1341868,1,1,1,1,1,1
down_tissues,ENSMUSG00000023249,Parp3,Parp3,MGI:1891258,1,1,1,1,1,1
down_tissues,ENSMUSG00000023411,Nfatc4,Nfatc4,MGI:1920431,1,1,1,1,1,1
down_tissues,ENSMUSG00000023495,Pcbp4,Pcbp4,MGI:1890471,1,1,1,1,1,1
down_tissues,ENSMUSG00000023883,Phf10,Phf10,MGI:1919307,1,1,1,1,1,1
down_tissues,ENSMUSG00000023932,Cdc5l,Cdc5l,MGI:1918952,1,1,1,1,1,1
down_tissues,ENSMUSG00000023953,Polh,Polh,MGI:1891457,1,1,1,1,1,1
down_tissues,ENSMUSG00000024002,Brd4,Brd4,MGI:1888520,1,1,1,1,1,1
down_tissues,ENSMUSG00000024006,Stk38,Stk38,MGI:2442572,1,1,1,1,1,1
down_tissues,ENSMUSG00000024054,Smchd1,Smchd1,MGI:1921605,1,1,1,1,1,1
